^,,bull,english,"male bovine animal, strong cattle",,bull':1 'male':2 'bovine':3 'strong':4 'cattle':5 'animal':6 'paadula':7,animal|domestic|cattle|male,/bʊl/,noun,
^,,எருது,tamil,ஆண் மாடு,,"erudu':1 'bull':2 'male':3 'bovine':4 'cattle':5 'paadula':6",animal|domestic|cattle|male,/erudu/,noun,
-,ꢩ,ꢩꢾꢫ꣄ꢱ꣄,sourashtra,Sourashtra word for she-buffalo,,beys':2 'buffalo':3 'female':4 'water':5 'animal':6 'domestic':7 'strong':8 'bhays':9 'ꢩꢾꢫ꣄ꢱ꣄':1,animal|domestic|buffalo|female,भ॑य्स्|பெ4ய்ஸ்|/bʱɐjs/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""buffalo"", ""gender"": ""female""}"
^,,she-buffalo,english,"female water buffalo, domestic buffalo",,buffalo':1 'female':2 'water':3 'domestic':4 'animal':5 'strong':6 'bhays':7,animal|domestic|buffalo|female,/ʃiː bʌfəloʊ/,noun,
^,,எருமை,tamil,பெண் எருமை,,"erumai':1 'buffalo':2 'female':3 'water':4 'animal':5 'bhays':6",animal|domestic|buffalo|female,/erumai/,noun,
-,ꢩ,ꢩꢾꢫ꣄ꢱꢸ꣄ ꢦꣁꢡꢸꢭꣁ,sourashtra,Sourashtra word for he-buffalo,,beysubādulā':2 'buffalo':3 'male':4 'water':5 'animal':6 'domestic':7 'strong':8 'bhaysupaadul':9 'ꢩꢾꢫ꣄ꢱꢸ꣄':1 'ꢦꣁꢡꢸꢭꣁ':10,animal|domestic|buffalo|male,भ॑य्सुबा॑दुला॑|பெ4ய்ஸுபொ3து3லொ|/bʱɐjsupaːdula:/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""buffalo"", ""gender"": ""male""}"
^,,he-buffalo,english,"male water buffalo, domestic buffalo",,buffalo':1 'male':2 'water':3 'domestic':4 'animal':5 'strong':6 'bhaysupaadul':7,animal|domestic|buffalo|male,/hiː bʌfəloʊ/,noun,
^,,எருமைக் கடா,tamil,ஆண் எருமை,,"erumai':1 'kaḍā':2 'buffalo':3 'male':4 'water':5 'bhaysupaadul':6",animal|domestic|buffalo|male,/erumai kaɖaː/,noun,
-,ꢪ,ꢪꢸꢫꢶ,sourashtra,Sourashtra word for camel,,muyi':2 'camel':3 'desert':4 'animal':5 'transport':6 'hump':7 'domestic':8 'muyi':9 'ꢪꢸꢫꢶ':1,animal|domestic|transport|desert,मुयि|முयि|/muji/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""camel"", ""habitat"": ""desert""}"
^,,camel,english,"desert animal with hump, transport animal",,camel':1 'desert':2 'animal':3 'hump':4 'transport':5 'domestic':6 'muyi':7,animal|domestic|transport|desert,/kæməl/,noun,
^,,ஒட்டகம்,tamil,பாலைவன மிருகம்,,"oṭṭakam':1 'camel':2 'desert':3 'animal':4 'hump':5 'muyi':6",animal|domestic|transport|desert,/oʈʈakam/,noun,
-,ꢭ,ꢭꣁꢭ꣄ꢦꢣꢾ,sourashtra,Sourashtra word for camel (alternate),,lālpaḍe':2 'camel':3 'desert':4 'animal':5 'transport':6 'hump':7 'domestic':8 'lalpade':9 'ꢭꣁꢭ꣄ꢦꢣꢾ':1,animal|domestic|transport|desert,ला॑ल्पड॑|லால்படெ3|/laːlpaɖe/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""camel"", ""habitat"": ""desert""}"
^,,camel,english,"desert animal with hump, transport animal",,camel':1 'desert':2 'animal':3 'hump':4 'transport':5 'domestic':6 'lalpade':7,animal|domestic|transport|desert,/kæməl/,noun,
^,,ஒட்டகம்,tamil,பாலைவன மிருகம்,,"oṭṭakam':1 'camel':2 'desert':3 'animal':4 'hump':5 'lalpade':6",animal|domestic|transport|desert,/oʈʈakam/,noun,
-,ꢦ,ꢦꣁꢡꢸꢭꣁ,sourashtra,Sourashtra word for ram,,bādulā':2 'ram':3 'male':4 'sheep':5 'animal':6 'domestic':7 'wool':8 'baadula':9 'ꢦꣁꢡꢸꢭꣁ':1,animal|domestic|sheep|male,बा॑दुला॑|பொ3து3লொ|/baːdula:/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""ovine"", ""gender"": ""male""}"
^,,ram,english,"male sheep, breeding sheep",,ram':1 'male':2 'sheep':3 'breeding':4 'animal':5 'wool':6 'baadula':7,animal|domestic|sheep|male,/ræm/,noun,
^,,கடா,tamil,ஆண் ஆடு,,"kaḍā':1 'ram':2 'male':3 'sheep':4 'animal':5 'baadula':6",animal|domestic|sheep|male,/kaɖaː/,noun,
-,ꢕ,ꢕꢾꢣꢞ꣄,sourashtra,Sourashtra word for donkey,,gheḍaḍ':2 'donkey':3 'ass':4 'animal':5 'domestic':6 'transport':7 'work':8 'ghadad':9 'ꢕꢾꢣꢞ꣄':1,animal|domestic|transport|work,घ॑दड|கெ4த3ட்3|/ɡʱɐɖɐɖ/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""equine"", ""use"": ""transport""}"
^,,donkey,english,"domesticated ass, work animal",,donkey':1 'ass':2 'work':3 'animal':4 'transport':5 'domestic':6 'ghadad':7,animal|domestic|transport|work,/dʌŋki/,noun,
^,,கழுதை,tamil,வேலை செய்யும் மிருகம்,,"kazudai':1 'donkey':2 'work':3 'animal':4 'transport':5 'ghadad':6",animal|domestic|transport|work,/kaɻudai/,noun,
-,ꢣ,ꢣꢸꢞꣁ,sourashtra,Sourashtra word for calf,,duḍō':2 'calf':3 'young':4 'cow':5 'baby':6 'bovine':7 'animal':8 'duda':9 'ꢣꢸꢞꣁ':1,animal|domestic|cattle|young|baby,दुडा॑|து3டொ3|/dudaː/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""bovine"", ""age"": ""young""}"
^,,calf,english,"young cow, baby bovine",,calf':1 'young':2 'cow':3 'baby':4 'bovine':5 'animal':6 'duda':7,animal|domestic|cattle|young,/kæf/,noun,
^,,கன்று,tamil,இளம் மாடு,,"kanṟu':1 'calf':2 'young':3 'cow':4 'baby':5 'duda':6",animal|domestic|cattle|young,/kanru/,noun,
-,ꢮ,ꢮꢵꢱꢬ꣄,sourashtra,Sourashtra word for calf (alternate),,vāsar':2 'calf':3 'young':4 'cow':5 'baby':6 'bovine':7 'animal':8 'vaasar':9 'ꢮꢵꢱꢬ꣄':1,animal|domestic|cattle|young|baby,वासर|வாஸர்|/vaːsar/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""bovine"", ""age"": ""young""}"
^,,calf,english,"young cow, baby bovine",,calf':1 'young':2 'cow':3 'baby':4 'bovine':5 'animal':6 'vaasar':7,animal|domestic|cattle|young,/kæf/,noun,
^,,கன்று,tamil,இளம் மாடு,,"kanṟu':1 'calf':2 'young':3 'cow':4 'baby':5 'vaasar':6",animal|domestic|cattle|young,/kanru/,noun,
-,ꢔ,ꢔꣁꢖ꣄ꢔꢸ,sourashtra,Sourashtra word for cattle (herd),,gāṅgu':2 'cattle':3 'herd':4 'livestock':5 'bovine':6 'group':7 'animals':8 'gaangu':9 'ꢔꣁꢖ꣄ꢔꢸ':1,animal|domestic|cattle|livestock|herd,गा॑ङगु|கொ3ங்கு3|/gaːŋgu/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""bovine"", ""number"": ""collective""}"
^,,cattle,english,"herd of bovines, livestock group",,cattle':1 'herd':2 'bovine':3 'livestock':4 'group':5 'animals':6 'gaangu':7,animal|domestic|cattle|livestock,/kætl̩/,noun,
^,,மந்தை,tamil,மாட்டுக் கூட்டம்,,"mandai':1 'cattle':2 'herd':3 'livestock':4 'group':5 'gaangu':6",animal|domestic|cattle|livestock,/mandai/,noun,
-,ꢔ,ꢔꣁꢬꢸ,sourashtra,Sourashtra word for ox,,gāru':2 'ox':3 'bull':4 'male':5 'bovine':6 'work':7 'animal':8 'gaaru':9 'ꢔꣁꢬꢸ':1,animal|domestic|cattle|male|work,गा॑रु|கொ3ரு|/gaːru/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""bovine"", ""gender"": ""male"", ""use"": ""work""}"
^,,ox,english,"castrated male bovine, work animal",,ox':1 'male':2 'bovine':3 'castrated':4 'work':5 'animal':6 'gaaru':7,animal|domestic|cattle|work,/ɑks/,noun,
^,,காளை,tamil,வேலை செய்யும் ஆண் மாடு,,"kāḷai':1 'ox':2 'work':3 'male':4 'bovine':5 'gaaru':6",animal|domestic|cattle|work,/kaːɭai/,noun,
-,ꢕ,ꢕꣁꢞꣁ,sourashtra,Sourashtra word for horse,,ghāḍā':2 'horse':3 'equine':4 'animal':5 'ride':6 'transport':7 'domestic':8 'ghaada':9 'ꢕꣁꢞꣁ':1,animal|domestic|equine|transport|ride,घा॑डा॑|கொ4டொ3|/ɡʱaːɖaː/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""equine"", ""use"": ""transport""}"
^,,horse,english,"equine animal for riding, transport animal",,horse':1 'equine':2 'riding':3 'transport':4 'animal':5 'domestic':6 'ghaada':7,animal|domestic|equine|transport,/hɔrs/,noun,
^,,குதிரை,tamil,சவாரி செய்யும் மிருகம்,,"kudrai':1 'horse':2 'riding':3 'equine':4 'transport':5 'ghaada':6",animal|domestic|equine|transport,/kudirai/,noun,
-,ꢒ,ꢒꢷꢱ꣄,sourashtra,Sourashtra word for monkey,,kīs':2 'monkey':3 'primate':4 'animal':5 'wild':6 'tree':7 'climbing':8 'kiis':9 'ꢒꢷꢱ꣄':1,animal|primate|wild|climbing,कीस्|கீஸ்|/kiːs/,,"{""category"": ""noun"", ""type"": ""animal"", ""species"": ""primate"", ""habitat"": ""wild""}"
^,,monkey,english,"primate animal, tree-climbing mammal",,monkey':1 'primate':2 'climbing':3 'tree':4 'animal':5 'mammal':6 'kiis':7,animal|primate|wild,/mʌŋki/,noun,
^,,குரங்கு,tamil,மரம் ஏறும் மிருகம்,,"kurangu':1 'monkey':2 'primate':3 'climbing':4 'tree':5 'kiis':6",animal|primate|wild,/kuraŋgu/,noun,
-,ꢦ,ꢦꣁꢭꢥ꣄ꢔꢸ,sourashtra,Sourashtra word for monkey (alternate),,pālaṅgu':2 'monkey':3 'primate':4 'animal':5 'wild':6 'tree':7 'climbing':8 'paalangu':9 'ꢦꣁꢭꢥ꣄ꢔꢸ':1,animal|primate|wild|climbing,पा॑लङ्गु|பொலङ்கு3|/paːlaŋgu/,,"{""category"": ""noun"", ""type"": ""animal"", ""species"": ""primate"", ""habitat"": ""wild""}"
^,,monkey,english,"primate animal, tree-climbing mammal",,monkey':1 'primate':2 'climbing':3 'tree':4 'animal':5 'mammal':6 'paalangu':7,animal|primate|wild,/mʌŋki/,noun,
^,,குரங்கு,tamil,மரம் ஏறும் மிருகம்,,"kurangu':1 'monkey':2 'primate':3 'climbing':4 'tree':5 'paalangu':6",animal|primate|wild,/kuraŋgu/,noun,
-,ꢮ,ꢮꢥ꣄ꢕꢪꢶ,sourashtra,Sourashtra word for monkey (third variant),,vandhami':2 'monkey':3 'primate':4 'animal':5 'wild':6 'forest':7 'climbing':8 'vandhami':9 'ꢮꢥ꣄ꢕꢪꢶ':1,animal|primate|wild|forest|climbing,वन्धमि|வந்த4மি|/vandhami/,,"{""category"": ""noun"", ""type"": ""animal"", ""species"": ""primate"", ""habitat"": ""wild""}"
^,,monkey,english,"primate animal, forest dweller",,monkey':1 'primate':2 'forest':3 'animal':4 'wild':5 'climbing':6 'vandhami':7,animal|primate|wild|forest,/mʌŋki/,noun,
^,,குரங்கு,tamil,காட்டு மிருகம்,,"kurangu':1 'monkey':2 'forest':3 'wild':4 'animal':5 'vandhami':6",animal|primate|wild|forest,/kuraŋgu/,noun,
-,ꢩ,ꢩꢾꢠ꣄ꢞꢸ,sourashtra,Sourashtra word for sheep,,beṇḍu':2 'sheep':3 'wool':4 'animal':5 'domestic':6 'flock':7 'grazing':8 'bhendu':9 'ꢩꢾꢠ꣄ꢞꢸ':1,animal|domestic|sheep|wool,भ॑ण्डु|பெ4ண்டு3|/bʱeɳɖu/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""ovine"", ""product"": ""wool""}"
^,,sheep,english,"wool-bearing animal, grazing livestock",,sheep':1 'wool':2 'animal':3 'grazing':4 'livestock':5 'domestic':6 'bhendu':7,animal|domestic|sheep|wool,/ʃip/,noun,
^,,குறி,tamil,செம்மறி ஆடு,,"kuṟi':1 'sheep':2 'wool':3 'animal':4 'domestic':5 'bhendu':6",animal|domestic|sheep|wool,/kuri/,noun,
-,ꢪ,ꢪꢴꢾꢞꢶꢩꢾꢠ꣄ꢞꢸ,sourashtra,Sourashtra word for sheep (white sheep),,mheḍibeṇḍu':2 'sheep':3 'white':4 'wool':5 'animal':6 'domestic':7 'pure':8 'nhedibendu':9 'ꢪꢴꢾꢞꢶ':1 'ꢩꢾꢠ꣄ꢞꢸ':10,animal|domestic|sheep|wool|white,न्ह॑डिभ॑ण्डु|மெ:டி3பெ4ண்டு3|/n̪ʱeɖibʱeɳɖu/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""ovine"", ""color"": ""white""}"
^,,sheep,english,"white wool-bearing animal, pure breed sheep",,sheep':1 'white':2 'wool':3 'pure':4 'breed':5 'animal':6 'nhedibendu':7,animal|domestic|sheep|wool|white,/ʃip/,noun,
^,,செம்மறி ஆடு,tamil,வெள்ளை ஆடு,,"cemmaṟi':1 'āḍu':2 'sheep':3 'white':4 'wool':5 'nhedibendu':6",animal|domestic|sheep|wool|white,/cemmaɾi aːɖu/,noun,
-,ꢕ,ꢕꢾꢣꢞꢕꣁꢞꣁ꣄,sourashtra,Sourashtra word for mule,,gheḍaḍghāḍā':2 'mule':3 'hybrid':4 'animal':5 'transport':6 'domestic':7 'work':8 'ghadad':9 'ghaada':10 'ꢕꢾꢣꢞ':1 'ꢕꣁꢞꣁ':11,animal|domestic|equine|hybrid|transport,घ॑दड्घा॑डा॑|கெ4த3ட்3கொ4டொ3|/ɡʱɐɖɐɖɡʱaːɖaː/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""equine"", ""hybrid"": ""true""}"
^,,mule,english,"hybrid of horse and donkey, work animal",,mule':1 'hybrid':2 'horse':3 'donkey':4 'work':5 'transport':6 'ghadad':7 'ghaada':8,animal|domestic|equine|hybrid,/mjul/,noun,
^,,கோவேறிக் கழுதை,tamil,கலப்பின மிருகம்,,"kōvēṟi':1 'kazudai':2 'mule':3 'hybrid':4 'work':5 'ghadad':6 'ghaada':7",animal|domestic|equine|hybrid,/koːveːri kaɻudai/,noun,
-,ꢱ,ꢱꢸꢥꣁ,sourashtra,Sourashtra word for dog,,sunā':2 'dog':3 'canine':4 'animal':5 'domestic':6 'pet':7 'loyal':8 'suna':9 'ꢱꢸꢥꣁ':1,animal|domestic|canine|pet,सना॑|ஸுனொ|/sunaː/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""canine"", ""role"": ""pet""}"
^,,dog,english,"domesticated canine, loyal pet animal",,dog':1 'canine':2 'pet':3 'loyal':4 'domestic':5 'animal':6 'suna':7,animal|domestic|canine|pet,/dɔg/,noun,
^,,நாய்,tamil,வீட்டு மிருகம்,,"nāy':1 'dog':2 'pet':3 'domestic':4 'animal':5 'suna':6",animal|domestic|canine|pet,/naːj/,noun,
-,ꢔ,ꢔꢵꢫ꣄,sourashtra,Sourashtra word for cow (alternate),,gāy':2 'cow':3 'cattle':4 'bovine':5 'animal':6 'domestic':7 'dairy':8 'gaay':9 'ꢔꢵꢫ꣄':1,animal|domestic|cattle|dairy,गाय्|கா3ய்|/gaːj/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""bovine"", ""product"": ""dairy""}"
^,,cow,english,"female bovine animal, dairy producer",,cow':1 'bovine':2 'female':3 'dairy':4 'milk':5 'animal':6 'gaay':7,animal|domestic|cattle|dairy,/kaʊ/,noun,
^,,பசு,tamil,பால் தரும் மாடு,,"pasu':1 'cow':2 'dairy':3 'milk':4 'bovine':5 'gaay':6",animal|domestic|cattle|dairy,/pasu/,noun,
-,ꢦ,ꢦꣀꢭ꣄ ꢱꢸꢥꣁ,sourashtra,Sourashtra word for bitch,,bailsunā':2 'bitch':3 'female':4 'dog':5 'canine':6 'animal':7 'domestic':8 'bailsuna':9 'ꢦꣀꢭ꣄':1 'ꢱꢸꢥꣁ':10,animal|domestic|canine|female,बैल्शुना॑|பை3ல்ஸுனொ|/bailsunaː/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""canine"", ""gender"": ""female""}"
^,,bitch,english,"female dog, female canine",,bitch':1 'female':2 'dog':3 'canine':4 'animal':5 'domestic':6 'bailsuna':7,animal|domestic|canine|female,/bɪtʃ/,noun,
^,,பட்டி,tamil,பெண் நாய்,,"paṭṭi':1 'female':2 'dog':3 'canine':4 'animal':5 'bailsuna':6",animal|domestic|canine|female,/paʈʈi/,noun,
-,ꢣ,ꢣꢸꢒ꣄ꢒꢬ꣄,sourashtra,Sourashtra word for pig,,dukkar':2 'pig':3 'swine':4 'animal':5 'domestic':6 'farm':7 'meat':8 'dukkar':9 'ꢣꢸꢒ꣄ꢒꢬ꣄':1,animal|domestic|swine|farm|meat,दुक्कर|து3க்கர்|/dukkar/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""swine"", ""use"": ""meat""}"
^,,pig,english,"swine animal, farm animal for meat",,pig':1 'swine':2 'farm':3 'meat':4 'animal':5 'domestic':6 'dukkar':7,animal|domestic|swine|farm,/pɪg/,noun,
^,,பன்றி,tamil,இறைச்சிக்கான மிருகம்,,"panṟi':1 'pig':2 'swine':3 'meat':4 'farm':5 'dukkar':6",animal|domestic|swine|farm,/panri/,noun,
-,ꢪ,ꢪꢛ꣄ꢙꢶꢬꢶ,sourashtra,Sourashtra word for cat,,mañjiri':2 'cat':3 'feline':4 'animal':5 'domestic':6 'pet':7 'small':8 'manjiri':9 'ꢪꢛ꣄ꢙꢶꢬꢶ':1,animal|domestic|feline|pet,मञजिरि|மஞ்ஜிரி|/mañjiri/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""feline"", ""role"": ""pet""}"
^,,cat,english,"small feline pet, domesticated feline",,cat':1 'feline':2 'pet':3 'small':4 'domestic':5 'animal':6 'manjiri':7,animal|domestic|feline|pet,/kæt/,noun,
^,,பூனை,tamil,சிறிய வீட்டு மிருகம்,,"pūnai':1 'cat':2 'small':3 'pet':4 'feline':5 'manjiri':6",animal|domestic|feline|pet,/puːnai/,noun,
-,ꢔ,ꢔꣁꢬꢸ,sourashtra,Sourashtra word for bull (alternate),,gāru':2 'bull':3 'male':4 'bovine':5 'strong':6 'cattle':7 'animal':8 'gaaru':9 'ꢔꣁꢬꢸ':1,animal|domestic|cattle|male,गा॑रु|கொ3ரு|/gaːru/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""bovine"", ""gender"": ""male""}"
^,,bull,english,"male bovine animal, strong cattle",,bull':1 'male':2 'bovine':3 'strong':4 'cattle':5 'animal':6 'gaaru':7,animal|domestic|cattle|male,/bʊl/,noun,
^,,மாடு,tamil,ஆண் மாடு,,"māḍu':1 'bull':2 'male':3 'bovine':4 'cattle':5 'gaaru':6",animal|domestic|cattle|male,/maːɖu/,noun,
-,ꢲ,ꢲꢬꢶꢥ꣄,sourashtra,Sourashtra word for deer,,harin':2 'deer':3 'wild':4 'animal':5 'forest':6 'graceful':7 'antlers':8 'harin':9 'ꢲꢬꢶꢥ꣄':1,animal|wild|forest|graceful,हरिन्|ஹரின்|/harin/,,"{""category"": ""noun"", ""type"": ""wild_animal"", ""species"": ""cervine"", ""habitat"": ""forest""}"
^,,deer,english,"wild forest animal, graceful animal with antlers",,deer':1 'wild':2 'forest':3 'graceful':4 'antlers':5 'animal':6 'harin':7,animal|wild|forest,/dɪr/,noun,
^,,மான்,tamil,காட்டு மிருகம்,,"mān':1 'deer':2 'wild':3 'forest':4 'graceful':5 'harin':6",animal|wild|forest,/maːn/,noun,
-,ꢪ,ꢪꢺꢔꣁ,sourashtra,Sourashtra word for animal,,mṛgā':2 'animal':3 'creature':4 'beast':5 'living':6 'being':7 'wildlife':8 'mriga':9 'ꢪꢺꢔꣁ':1,animal|creature|being|wildlife,मृगा॑|ம்ருகொ3|/mɽgaː/,,"{""category"": ""noun"", ""type"": ""general"", ""concept"": ""animal""}"
^,,animal,english,"living creature, beast or wildlife",,animal':1 'creature':2 'beast':3 'living':4 'being':5 'wildlife':6 'mriga':7,animal|creature|being,/ænɪməl/,noun,
^,,மிருகம்,tamil,உயிரினம்,,"mirugam':1 'animal':2 'creature':3 'living':4 'being':5 'mriga':6",animal|creature|being,/mirugam/,noun,
-,ꢪ,ꢪꢹꢔꢸ,sourashtra,Sourashtra word for animal (alternate),,mūgu':2 'animal':3 'creature':4 'beast':5 'living':6 'being':7 'wildlife':8 'muugu':9 'ꢪꢹꢔꢸ':1,animal|creature|being|wildlife,मूगु|மூகு3|/muːgu/,,"{""category"": ""noun"", ""type"": ""general"", ""concept"": ""animal""}"
^,,animal,english,"living creature, beast or wildlife",,animal':1 'creature':2 'beast':3 'living':4 'being':5 'wildlife':6 'muugu':7,animal|creature|being,/ænɪməl/,noun,
^,,மிருகம்,tamil,உயிரினம்,,"mirugam':1 'animal':2 'creature':3 'living':4 'being':5 'muugu':6",animal|creature|being,/mirugam/,noun,
-,ꢯ,ꢯꢯꣁ,sourashtra,Sourashtra word for rabbit,,saśā':2 'rabbit':3 'small':4 'animal':5 'fluffy':6 'ears':7 'hop':8 'sasha':9 'ꢯꢯꣁ':1,animal|small|fluffy|wild,शशा॑|ஸஸொ|/saʃaː/,,"{""category"": ""noun"", ""type"": ""small_animal"", ""species"": ""lagomorph"", ""habitat"": ""wild""}"
^,,rabbit,english,"small fluffy animal, hopping mammal",,rabbit':1 'small':2 'fluffy':3 'hopping':4 'mammal':5 'animal':6 'sasha':7,animal|small|fluffy,/ræbɪt/,noun,
^,,முயல்,tamil,சிறிய உரோம மிருகம்,,"muyal':1 'rabbit':2 'small':3 'fluffy':4 'animal':5 'sasha':6",animal|small|fluffy,/mujal/,noun,
-,ꢓ,ꢓꢸꢥ꣄ꢣꢾꢭ꣄,sourashtra,Sourashtra word for rabbit (alternate),,khundel':2 'rabbit':3 'small':4 'animal':5 'fluffy':6 'ears':7 'hop':8 'khundel':9 'ꢓꢸꢥ꣄ꢣꢾꢭ꣄':1,animal|small|fluffy|wild,खुन्द॑ल्|கு2ந்தெ3ல்|/kʰundel/,,"{""category"": ""noun"", ""type"": ""small_animal"", ""species"": ""lagomorph"", ""habitat"": ""wild""}"
^,,rabbit,english,"small fluffy animal, hopping mammal",,rabbit':1 'small':2 'fluffy':3 'hopping':4 'mammal':5 'animal':6 'khundel':7,animal|small|fluffy,/ræbɪt/,noun,
^,,முயல்,tamil,சிறிய உரோம மிருகம்,,"muyal':1 'rabbit':2 'small':3 'fluffy':4 'animal':5 'khundel':6",animal|small|fluffy,/mujal/,noun,
-,ꢦ,ꢦꢵꢭꢥ ꢪꢹꢔꢸ,sourashtra,Sourashtra word for domestic animal,,pālana mūgu':2 'domestic':3 'animal':4 'tamed':5 'pet':6 'livestock':7 'home':8 'paalana':9 'muugu':10 'ꢦꢵꢭꢥ':1 'ꢪꢹꢔꢸ':11,animal|domestic|tamed|pet|livestock,पालन मूगु|பாலனমূকু3|/paːlana muːgu/,,"{""category"": ""noun"", ""type"": ""category"", ""concept"": ""domestic_animal""}"
^,,domestic animal,english,"tamed animal, pet or livestock",,domestic':1 'animal':2 'tamed':3 'pet':4 'livestock':5 'home':6 'paalana':7 'muugu':8,animal|domestic|tamed|pet,/dəmɛstɪk ænɪməl/,noun,
^,,வீட்டு விலங்கு,tamil,வளர்க்கப்படும் மிருகம்,,"vīṭṭu':1 'vilaṅku':2 'domestic':3 'tamed':4 'animal':5 'paalana':6 'muugu':7",animal|domestic|tamed,/viːʈʈu vilaŋgu/,noun,
-,ꢒ,ꢒꣁꢗ꣄ꢗꢶ ꢱꢸꢥꣁ,sourashtra,Sourashtra word for hound,,kācci sunā':2 'hound':3 'hunting':4 'dog':5 'canine':6 'animal':7 'trained':8 'kacchi':9 'suna':10 'ꢒꣁꢗ꣄ꢗꢶ':1 'ꢱꢸꢥꣁ':11,animal|domestic|canine|hunting,का॑च्चि सुना॑|கொச்சி ஸுனொ|/kaːcci sunaː/,,"{""category"": ""noun"", ""type"": ""domestic_animal"", ""species"": ""canine"", ""use"": ""hunting""}"
^,,hound,english,"hunting dog, trained canine for tracking",,hound':1 'hunting':2 'dog':3 'trained':4 'tracking':5 'canine':6 'kacchi':7 'suna':8,animal|domestic|canine|hunting,/haʊnd/,noun,
