Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢱꣂꢩꢵ ꢫꢵꢡ꣄ꢬꣁ,सोभा यात्रा॑,ஸோபா4 யாத்ரொ,sobhaa yaatro',sobhA yAtrO,sobhā yātrŏ,s̪oːbʰɑː jɑːt̪ɾo,procession of the deity,ஊர்வலம்  
ꢣꢾꢮ꣄,देव्,தே3வ்,de'v,dEv,dĕv,d̪eʋ,God,கடவுள்  
ꢬꢒ꣄ꢰꢸꢥꢵꢬ꣄,रक्षुनार,ரக்ஷுனார்,rakshunaar,rakSunAr,rakṣunār,ɾəkʂun̪ɑːɾ,saviour,கர்த்தர்  
ꢔꢬ꣄ꢩ ꢔ꣄ꢒꢺꢲꢪ꣄,गर्भ गृहम्,க3ர்ப4க்3ருஹம்,garbha gkri'ham,garbha gkRham,garbha gkṛham,gəɾbʰə gkɾɨɦəm,sanctum sanctorum,கர்ப்பக்கிரகம்  
ꢱꢪꢵꢤꢶ,समाधि,ஸமாதி4,samaadhi,samAdhi,samādhi,s̪əmɑːd̪ʰɪ,graveyard,கல்லறை  
ꢒꢬ꣄ꢦꢸꢬ꣄,कर्पूर,கர்பூர்,karpur,karpur,karpur,kəɾpuɾ,camphor,கற்பூரம்  
ꢂꢡ꣄ꢡꢶꢪ꣄ꢨꢸꢬ꣄,अत्तिम्बुर,அத்திம்பு3ர்,attimbur,attimbur,attimbur,ət̪t̪ɪmbuɾ,camphor,கற்பூரம்  
ꢒꢾꢥ꣄ꢫꢵꢱ꣄ꢡꢶꢬꢷ,क॑न्या स्तिरी,கென்யாஸ்திரீ,ke'nyaastiree,kEnyAstirI,kĕnyāstirī,ken̪jɑːs̪t̪ɪɾiː,nun,கன்னியாஸ்திரி  
ꢒꢵꢠꢶꢒ꣄ꢒꢿ,काणिक्क॑,காணிக்கெ,kaanikke,kANikke,kāṇikke,kɑːɳɪkkeː,cash/ material offerings to God,காணிக்கை  
ꢒꢵꢮꢶꢮꢱ꣄ꢡꢬ꣄,काविवस्तर्,காவிவஸ்தர்,kaavivastar,kAvivastar,kāvivastar,kɑːʋɪʋəs̪t̪əɾ,saffron dress,காவியுடை  
ꢒꢶꢬꢸꢱ꣄ꢡꢸ ꢪꢵꢬ꣄ꢔꢸ,किरुस्तु मार्गु,கிருஸ்து மார்கு3,kirustu maargu,kirustu mArgu,kirustu mārgu,kɪɾus̪t̪u mɑːɾgu,Christianity,கிறித்துவம்  
ꢒꢷꢬ꣄ꢡ꣄ꢡꢥꢵꢥ꣄,कीर्त्तनान्,கீர்தனான்,keerttanaan,kIrttanAn,kīrttanān,kiːɾt̪t̪ən̪ɑːn̪,hymns,கீர்த்தனைகள்
ꢒꢸꢭꢣꢿꢮ꣄,कुलदेव्,குலதே3வ்,kuladev,kuladev,kuladev,kuləd̪eːʋ,family God,குடும்ப தெய்வம்    
ꢣꢸꢮꣁ,दुवा॑,தி3வொ,duvo',duvO,duvŏ,d̪uʋo,a kind of pedestsl lamp,குத்துவிளக்கு  
ꢔꢸꢬꢸ,गुरु,கு3ரு,guru,guru,guru,guɾu,religious teacher,குரு  
ꢤ꣄ꢮꢙ ꢱ꣄ꢢꢪ꣄ꢨꢸ,ध्वज स्थम्बु,த்4வஜஸ்த2ம்பு3,dhvaja sthambu,dhvaja sthambu,dhvaja sthambu,d̪ʰʋəd͡ʒə s̪t̪ʰəmbu,flagpost,கொடிமரம்  
ꢣꢵꢥ꣄,दान,தா3ன்,daan,dAn,dān,d̪ɑːn̪,donation,கொடை  
ꢤꢮ꣄ꢬꣁ,धव्रा॑,த4வ்ரொ,dhavro',dhavrO,dhavrŏ,d̪ʰəʋɾo,temple,கோயில்  
ꢪꢥ꣄ꢣꢶꢬ꣄,मन्दिर,மந்தி3ர்,mandir,mandir,mandir,mən̪d̪ɪɾ,temple,கோயில்  
ꢯꢒ꣄ꢡꢶ,शक्ति,ஶக்தி,shakti,zakti,śakti,ʃəkt̪ɪ, Goddess,சக்தி  
ꢱꢶꢬ꣄ꢒꢥ꣄,सिर्कन,ஸிர்கன்,sirkan,sirkan,sirkan,s̪ɪɾkən̪,sandal paste,சந்தனம்  
ꢯ꣄꣄ꢬꢶꢔꢥ꣄ꢤꢸ,श्रिगन्धु,ஸ்ரீக3ந்து4,shrigandhu,zrigandhu,śrigandhu,ʃɾɪgən̪d̪ʰu,sandal paste,சந்தனம்  
ꢱꢥ꣄ꢫꢵꢱ꣄,सन्यास्,ஸந்யாஸ்,sanyaas,sanyAs,sanyās,s̪ən̪jɑːs̪,asceticism,சந்நியாசம்  
ꢱꢥ꣄ꢫꢵꢱꢶ,सन्यासि,ஸந்யாஸி,sanyaasi,sanyAsi,sanyāsi,s̪ən̪jɑːs̪ɪ,ascetic,சந்நியாசி
ꢱꢥ꣄ꢫꢵꢱꢶꢥꢶ,सन्यासिनि,ஸந்யாஸினி,sanyaasini,sanyAsini,sanyāsini,s̪ən̪jɑːs̪ɪn̪ɪ,ascetic,சந்தியாசினி
ꢱꢪꢠ ꢪꢵꢬ꣄ꢔꢸ,समण मार्गु,ஸமண மார்கு3,samana maargu,samaNa mArgu,samaṇa mārgu,s̪əməɳə mɑːɾgu,Jainism,சமணம்  
ꢮꢵꢜ꣄,वाट्,வாட்,vaat',vAT,vāṭ,ʋɑːʈ,religion,சமயம்  
ꢤꢾꢬꢸꢪ꣄,धेरुम,தெ4ரும்,dhe'rum,dhErum,dhĕrum,d̪ʰeɾum,religion,சமயம்  
ꢤꢬ꣄ꢪꢸ,धर्मु,த4ர்மு,dharmu,dharmu,dharmu,d̪ʰəɾmu,religion,சமயம்  
ꢱꢵꢣꢸ,सादु,ஸாது4,saadu,sAdu,sādu,s̪ɑːd̪u,saint,சாது  
ꢣꢿꢮ꣄,देव्,தே3வ்,dev,dev,dev,d̪eːʋ,God,சாமி  
ꢱꢵꢨꢥꣁ,साबना॑,ஸாப3னொ,saabano',sAbanO,sābanŏ,s̪ɑːbən̪o,curse,சாபம்  
ꢂꢩꢶꢱꢵꢦ꣄,अभिसाप्,அபி4ஸாப்,abhisaap,abhisAp,abhisāp,əbʰɪs̪ɑːp,curse,சாபம்  
ꢱꢶꢡ꣄ꢡꢬ꣄,सित्तर्,சித்தர்,sittar,sittar,sittar,s̪ɪt̪t̪əɾ,saiva saint,சித்தர்  
ꢱꢶꢭꢸꢮꣁ,सिलुवा॑,ஸிலுவொ,siluvo',siluvO,siluvŏ,s̪ɪluʋo,cross,சிலுவை  
ꢱꢶꢭꣁ,सिला॑,ஸிலொ,silo',silO,silŏ,s̪ɪlo,statue,சிலை  
ꢱꢶꢭ꣄ꢨꣁ,सिल्पा॑,ஸில்பொ,silbo',silbO,silbŏ,s̪ɪlbo,statue,சிலை  
ꢯꢶꢶꢮꣁ,शिवा॑,ஶிவொ,shiivo',ziivO,śiivŏ,ʃɪɪʋo,Lord Shiva,சிவம்  
ꢅꢯ꣄ꢦꢸꢬꢸ,ईश्पुरु,ஈஶ்புரு,eeshpuru,Izpuru,īśpuru,iːʃpuɾu,Lord Shiva,சிவம்  
ꢥꢴꢥ꣄ ꢣꢿꢮ꣄,न्हनदेव्,ந:ன்தே3வ்,nhan dev,nhan dev,nhan dev,n̪ɦən̪ d̪eːʋ,local deity,சிறுதெய்வம்  
ꢔꢵꢪꢸ ꢣꢿꢮ꣄,गमुदेव्,கா3முதே3வ்,gaamu dev,gAmu dev,gāmu dev,gɑːmu d̪eːʋ,local deity,சிறுதெய்வம்  
ꢱꢶꢰ꣄ꢫꢵꢥ꣄,सिष्यान,ஸிஷ்யான்,sishyaan,siSyAn,siṣyān,s̪ɪʂjɑːn̪,followers,சீடர்  
ꢪꣁꢱ꣄ꢫꢵꢥ꣄,मा॑स्यान,மொஸ்யான்,mo'syaan,mOsyAn,mŏsyān,mos̪jɑːn̪,crematorium,சுடுகாடு  
ꢬꢸꢣ꣄ꢬꢦꢹꢪꢶ,रुग्रपूमि,ருத்3ரபூமி,rudrapoomi,rudrapUmi,rudrapūmi,ɾud̪ɾəpuːmɪ,crematorium,சுடுகாடு  
ꢣꢿꢮ꣄,देव्,தே3வ்,dev,dev,dev,d̪eːʋ,God,சுவாமி  
ꢱꢸꢮꢡ꣄ꢡꢵꢥ꣄,सुवत्तान,ஸுவத்தான்,suvattaan,suvattAn,suvattān,s̪uʋət̪t̪ɑːn̪,gospels,சுவிசேஷங்கள்
ꢱꢸꢱꢥ꣄ꢣꢾꢱꢸꢥ꣄,सुसन्देसुन,ஸுஸந்தே3ஸுன்,susande'sun,susandEsun,susandĕsun,s̪us̪ən̪d̪es̪un̪,gospels,சுவிசேஷங்கள்
ꢱꣀꢮꢪ꣄,सैवम्,ஸைவம்,saivam,saivam,saivam,s̪əɪʋəm,Saivism,சைவம்  
ꢱ꣄ꢮꢬ꣄ꢔꢸ,सवर्गु,ஸ்வர்கு3,svargu,svargu,svargu,s̪ʋəɾgu,heaven,சொர்க்கம்  
ꢛꢵꢥ ꢱ꣄ꢥꢵꢥ꣄,ञान स्नान्,ஞானஸ்நான்,nyaana snaan,JAna snAn,ñāna snān,ɲɑːn̪ə s̪n̪ɑːn̪,baptism,ஞானஸ்நானம்  
ꢡꢦꢱ꣄,तपस्,தபஸ்,tapas,tapas,tapas,t̪əpəs̪,penance,தபசு  
ꢦꣁꢳ꣄ꢳꢶ ꢮꢵꢱꢭ꣄,पोळ्ळिवासल,பொள்ளி வாஸல்,po'l'l'i vaasal,pOLLi vAsal,pŏl̤l̤i vāsal,poɭɭɪ ʋɑːs̪əl,darga,தர்க்கா  
ꢤꢬ꣄ꢪꢒꢬ꣄ꢡꣁ,धर्मकर्ता॑,த4ர்மகர்தொ,dharmakarto',dharmakartO,dharmakartŏ,d̪ʰəɾməkəɾt̪o,trustee,தருமகர்த்தா  
ꢥ꣄ꢫꢵꢱꢶ,न्यासि,ந்யாஸி,nyaasi,nyAsi,nyāsi,n̪jɑːs̪ɪ,trustee,தருமகர்த்தா  
ꢡꢦꢱ꣄,तपस्,தபஸ்,tapas,tapas,tapas,t̪əpəs̪,penance,தவம்  
ꢤ꣄ꢫꢵꢥ꣄,ध्यान्,த்4யான்,dhyaan,dhyAn,dhyān,d̪ʰjɑːn̪,meditation,தியானம்  
ꢣꢮ꣄ꢬꣁ,दव्रा॑,த4வ்ரொ,davro',davrO,davrŏ,d̪əʋɾo,temple,திருக்கோயில்  
ꢱꢸꢦ꣄ꢬꢩꢵꢡꢸꢪ꣄ ꢣꢾꢮꢸꢒ꣄ ꢲꢸꢞꢞ꣄ꢥꢶ,सुप्रभातुम देवुक हुडड्नि,ஸுப்ரபா4தும் தே3வுக் ஹுட3ட்3னி,suprabhaatum de'vuk hud'ad'ni,suprabhAtum dEvuk huDaDni,suprabhātum dĕvuk huḍaḍni,s̪upɾəbʰɑːt̪um d̪eʋuk ɦuɖəɖn̪ɪ,ceremony to awaken God,திருப்பள்ளி எழுச்சி   
ꢯ꣄꣄ꢬꢷ ꢦꢵꢣꢪ꣄,श्रि पादम्,ஸ்ரீபாத3ம்,shree paadam,zrI pAdam,śrī pādam,ʃɾiː pɑːd̪əm,sacred feet,திருவடி  
ꢱꢪꢵꢬꢵꢤꢥꣁ,समाराधना॑,ஸமாராத4னொ,samaaraadhano',samArAdhanO,samārādhanŏ,s̪əmɑːɾɑːd̪ʰən̪o,Holy feast,திருவிருந்து  
ꢣꢱꢭ꣄,दसल,த3ஸல்,dasal,dasal,dasal,d̪əs̪əl,Holy feast,திருவிருந்து  
ꢤꢮ꣄ꢬꢵ ꢆꢡ꣄ꢱꢮꢸ,धव्रा उत्सवु,த4வ்ரா உத்ஸவு,dhavraa utsavu,dhavrA utsavu,dhavrā utsavu,d̪ʰəʋɾɑː ut̪s̪əʋu,temple festival,திருவிழா  
ꢣꢷꢦꢵꢬꢵꢡꢥꣁ,दीपारातनो,தீ3பராத4னொ,deepaaraatano',dIpArAtanO,dīpārātanŏ,d̪iːpɑːɾɑːt̪ən̪o,worship with lamp,தீபாராதனை  
ꢣꢷꢬ꣄ꢔꢣꢬ꣄ꢱꢶ,दीर्गदर्सि,தீ3ர்க4த3ர்ஸி,deergadarsi,dIrgadarsi,dīrgadarsi,d̪iːɾgəd̪əɾs̪ɪ,prophet,தீர்க்கதரிசி  
ꢡꢷꢬ꣄ꢢꢸ,दीर्थु,தீர்து2,teerthu,tIrthu,tīrthu,t̪iːɾt̪ʰu,holy water,தீர்த்தம்  
ꢦ꣄ꢬꢱꢵꢣ꣄,प्रसाद,ப்ரஸாத்3,prasaad,prasAd,prasād,pɾəs̪ɑːd̪,Food offering ,நைவேத்தியம்
ꢅꢯꣁ,ईशो जीव बन्धम,ஈஶொ,eesho',IzO,īśŏ,iːʃo,"God, man, bondage","பதி, பசு, பாசம்    "
ꢙꢷꢮ꣄,ईशो जीव बन्धम,ஜீவ்,jeev,jIv,jīv,d͡ʒiːʋ,"God, man, bondage","பதி, பசு, பாசம்    "
ꢨꢥ꣄ꢤꢪ꣄,ईशो जीव बन्धम,ப3ந்த4ம்,bandham,bandham,bandham,bən̪d̪ʰəm,"God, man, bondage","பதி, பசு, பாசம்    "
ꢦꢬꢪꢵꢡ꣄ꢪꣁ,परमात्मा॑,பரமாத்மொ,paramaatmo',paramAtmO,paramātmŏ,pəɾəmɑːt̪mo,Over soul,பரம்பொருள்  
ꢪꢾꢞꢵꢡ꣄ꢪꣁ,मेडात्मा॑,மேடா3த்மொ,me'd'aatmo',mEDAtmO,mĕḍātmŏ,meɖɑːt̪mo,Over soul,பரம்பொருள்  
ꢦꢸꢠ꣄ꢫꢵꢡ꣄ꢪꣁ,पुण्यात्मा॑,புண்யாத்மொ,punyaatmo',puNyAtmO,puṇyātmŏ,puɳjɑːt̪mo,holy spirit,பரிசுத்த ஆவி   
ꢣꢠ꣄ꢞꢶ,दण्डि,த3ண்டி3,dand'i,daNDi,daṇḍi,d̪əɳɖɪ,palanquin,பல்லக்கு  
ꢨꣁꢭꢶ,बा॑लि,பொ3லி,bo'li,bOli,bŏli,bolɪ,religious sacrifice,பலி  
ꢨꣁꢭꢶꢦꢷꢟ꣄,बा॑लिबीठ,பொ3லிபீட்2,bo'lipeed'h,bOlipIDh,bŏlipīḍh,bolɪpiːɖʰ,place for sacrifice/ altar,பலிபீடம்  
ꢦꣁꢳ꣄ꢳꢶ,पोळ्ळि,பொள்ளி,po'l'l'i,pOLLi,pŏl̤l̤i,poɭɭɪ,mosque,பள்ளி  
ꢦꢵꢦ꣄,पाप्,பாப்,paap,pAp,pāp,pɑːp,sin,பாபம்  
ꢦꢵꢦꢶ,पापि,பாபி,paapi,pApi,pāpi,pɑːpɪ,sinner,பாவி  
ꢦ꣄ꢬꢒꢵꢬ꣄,प्रकार,ப்ரகார்,prakaar,prakAr,prakār,pɾəkɑːɾ,corridor of a temple,பிரகாரம்  
ꢦ꣄ꢬꢗꢵꢬꢒ꣄,प्रचारक,ப்ரசாரக்,prachaarak,pracArak,pracārak,pɾət͡ʃɑːɾək,Catechist/ evangelist,பிரசங்கி /பிரசாரம் செய்பவர்
ꢦ꣄ꢬꢵꢡ꣄ꢡꢥꣁ,प्रात्तना॑,ப்ராத்தனொ,praattano',prAttanO,prāttanŏ,pɾɑːt̪t̪ən̪o,prayer,பிரார்த்தனை  
ꢆꢙ꣄ꢮꢵꢮ꣄,उज्वाव,உஜ்வாவ்,ujvaav,ujvAv,ujvāv,ud͡ʒʋɑːʋ,birth,பிறவி  
ꢃꢱꢥꣁ,आसना॑,ஆஸனொ,aasano',AsanO,āsanŏ,ɑːs̪ən̪o,"altar, seat",பீடம்  
ꢦꢸꢠ꣄ꢠꢸ,पुण्णु,புண்ணு,punnu,puNNu,puṇṇu,puɳɳu,results of virtuous deeds,புண்ணியம்  
ꢦꢸꢙꢬꢶ,पुजरि,புஜரி,pujari,pujari,pujari,pud͡ʒəɾɪ,temple priest,பூசாரி  
ꢦꢸꢙꣁ,पुजा॑,புஜொ,pujo',pujO,pujŏ,pud͡ʒo,worship,பூசை  
ꢨꢶꢱꢨ꣄,बिसब्,பி3ஸப்3,bisab,bisab,bisab,bɪs̪əb,Bishop,பேராயர்  
ꢪꢲꢵꢬꢱꢥꣁ,महारसना॑,மஹாரஸனொ,mahaarasano',mahArasanO,mahārasanŏ,məɦɑːɾəs̪ən̪o,bliss,பேரின்பம்  
ꢱꢶꢒ꣄ꢒꢞ꣄ꢠꢵꢬ꣄,सिक्कड्णार,ஸிக்கட்3ணார்,sikkad'naar,sikkaDNAr,sikkaḍṇār,s̪ɪkkəɖɳɑːɾ,pastor,போதகர்  
ꢨꢸꢣ꣄ꢤ ꢪꢵꢬ꣄ꢔꢸ,बुद्ध मार्गु,பு3த்3த4 மார்கு3,buddha maargu,buddha mArgu,buddha mārgu,bud̪d̪ʰə mɑːɾgu,Budhism,பெளத்தம்  
ꢪꢲꢵꢥ꣄,महान्,மஹான்,mahaan,mahAn,mahān,məɦɑːn̪,great person,மகான்  
ꢪꢝ,मठ,மட்2,mat'ha,maTha,maṭha,məʈʰə,monastery,மடம்  
ꢪꢴꣁꢞꢪ꣄,म्हा॑डम,மொ:ட3ம்,mho'd'am,mhODam,mhŏḍam,mɦoɖəm,monastery,மடம்  
ꢕꢾꢠ꣄ꢜꣁ,घ॑ण्टा॑,கெ4ண்டொ,ghe'nt'o',ghENTO,ghĕṇṭŏ,gʰeɳʈo,bell,மணி  
ꢪꣁꢥ꣄ꢡꢸꢬ꣄,मा॑न्तुर,மொந்துர்,mo'ntur,mOntur,mŏntur,mon̪t̪uɾ,sacred words,மந்திரம்  
ꢣꢷ ꢒ꣄ꢰꣁ ꢓꢳ꣄ꢳꢥ꣄ ꢮꢾꢳ꣄꣄ ꢔꢸꢬꢸ ꢱꢖ꣄ꢔꢱ꣄ꢡꢾ ꢪꣁꢥ꣄ꢡꢸꢬ꣄,दीक्षो खळ्ळन वेळ गुरु सङ्गस्त॑ मा॑न्तु,தீ3 க்ஷொக2ள்ளன் வேள் கு3ரு ஸங்க3ஸ்தெ மொந்துர்,dee ksho' khal'l'an ve'l' guru sangaste' mo'ntur,dI kSO khaLLan vEL guru saGgastE mOntur,dī kṣŏ khal̤l̤an vĕl̤ guru saṅgastĕ mŏntur,d̪iː kʂo kʰəɭɭən̪ ʋeɭ guɾu s̪əŋgəs̪t̪e mon̪t̪uɾ,sacred words,மந்திரம்  
ꢮꢿꢣ꣄,वेद्,வேத்3,ved,ved,ved,ʋeːd̪,veda,மறை  
ꢪꢥꢱꢵꢒ꣄ꢰꢶ,मनसाक्षि,மனஸாக்ஷி,manasaakshi,manasAkSi,manasākṣi,mən̪əs̪ɑːkʂɪ,conscience,மனசாட்சி  
ꢣ꣄ꢬꢵꢮꢶꢞ ꢔ꣄ꢬꢵꢪ꣄ꢫ ꢣꢾꢮ꣄ꢡꣁ,द्राविड ग्राम्य देव्ता॑,த்3ராவிட3 க்3ராம்ய தே3வ்தொ,draavid'a graamya de'vto',drAviDa grAmya dEvtO,drāviḍa grāmya dĕvtŏ,d̪ɾɑːʋɪɖə gɾɑːmjə d̪eʋt̪o,a Dravidian folk deity,மாடன்
ꢪꢾꢬꢶ ꢕꢾꢬ꣄,मेरि घेर,மேரி கே4ர்,me'ri ghe'r,mEri ghEr,mĕri ghĕr,meɾɪ gʰeɾ,church,மாதாகோயில்  
ꢪꢵꢫꣁ,माया॑,மாயொ,maayo',mAyO,māyŏ,mɑːjo,illusion,மாயை  
ꢪꢵꢬꢶꢫꢪ꣄ꢪꣁ,मारियम्मा॑,மாரியம்மொ,maariyammo',mAriyammO,māriyammŏ,mɑːɾɪjəmmo,a Dravidian folk deity,மாரியம்மன்
ꢱꢵꢪꢶꢫꢵꢬꢸꢥ꣄,सामियारुन्,ஸாமியாருன்,saamiyaarun,sAmiyArun,sāmiyārun,s̪ɑːmɪjɑːɾun̪,saints,மெய்யடியார்
ꢪꣂꢒ꣄ꢯꢶ,मोक्षि,மோக்ஷி,mokshi,mokzi,mokśi,moːkʃɪ,salvation,மோட்சம்  
ꢪꢸꢒ꣄ꢡꢶ,मुक्ति,முக்தி,mukti,mukti,mukti,mukt̪ɪ,salvation,மோட்சம்  
ꢬꢾꢡ꣄ꢡꢸ,र॑त्तु,ரெத்து,re'ttu,rEttu,rĕttu,ɾet̪t̪u,chariot,ரதம்
ꢥꢪꢱ꣄ꢒꢵꢬ꣄,नमस्कार्,நமஸ்கார்,namaskaar,namaskAr,namaskār,n̪əməs̪kɑːɾ,greeting,வணக்கம்  
ꢥꢪꢥꣁ,नमना॑,நமனொ,namano',namanO,namanŏ,n̪əmən̪o,worship,வழிபாடு  
ꢥꣂꢪ꣄,नोम,நோம்,nom,nom,nom,n̪oːm,worship,வழிபாடு  
ꢮꢶꢔ꣄ꢬꢲꢪ꣄,विग्रहम्,விக்3ரஹம்,vigraham,vigraham,vigraham,ʋɪgɾəɦəm,idol,விக்ரகம்  
ꢦꢵꢦꢮꢶꢪꣂꢗꢥꣁ,पापविमोचना॑,பாபவிமோசனொ,paapavimochano',pApavimocanO,pāpavimocanŏ,pɑːpəʋɪmoːt͡ʃən̪o,expiation,விமோசனம்  
ꢮꣁꢔꢡ꣄,वा॑गत्,வொக3த்,vo'gat,vOgat,vŏgat,ʋogət̪,"fast, vow",விரதம்  
ꢮꢿꢣ꣄,वेद,வேத்3,ved,ved,ved,ʋeːd̪,Veda,வேதம்  
ꢮꣀꢰ꣄ꢠꢮꢪ꣄,वैष्णवम,வைஷ்ணவம்,vaishnavam,vaiSNavam,vaiṣṇavam,ʋəɪʂɳəʋəm,Vaishnavism,வைணவம்  
ꢮꣀꢩꢮ꣄,वैभव्,வைப4வ்,vaibhav,vaibhav,vaibhav,ʋəɪbʰəʋ,function,வைபவம்  
ꢙꢾꢦꢪ꣄,ज॑पम्,ஜெபம்,je'pam,jEpam,jĕpam,d͡ʒepəm,prayer,ஜபம்  
ꢙꢾꢦꢪ꣄,ज॑पम्,ஜெபம்,je'pam,jEpam,jĕpam,d͡ʒepəm,Christian,ஜெபம்
ꢙꢾꢭꢸꢪ꣄,ज॑लुम्,ஜெலும்,je'lum,jElum,jĕlum,d͡ʒelum,birth,ஜென்மம்  
ꢲꢵꢙꢶ,हाजि,ஹாஜி,haaji,hAji,hāji,ɦɑːd͡ʒɪ,Muslim pilgrimage who has visited Mecca,ஹாஜி  
ꢲꢙ꣄ꢙꢸ ꢫꢵꢡ꣄ꢬꣁ ꢒꢾꢬꢾꢱ꣄ꢡꢾꢥꣁ,हज्जु यात्रा॑ क॑र॑स्त॑ना॑,ஹஜ்ஜு யாத்ரொ கெரெஸ்தெனொ,hajju yaatro' ke're'ste'no',hajju yAtrO kErEstEnO,hajju yātrŏ kĕrĕstĕnŏ,ɦəd͡ʒd͡ʒu jɑːt̪ɾo keɾes̪t̪en̪o,Muslim pilgrimage who has visited Mecca,ஹாஜி  
