Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢦꣁꢳꣁ,पा॑ळा॑,பொளொ,po'l'o',pOLO,pŏl̤ŏ,poɭo,Sieve laddle,கண் அகப்பை
ꢦꢸꢜ꣄ꢜꢭ꣄ꢭꢸ ꢲꢮ꣄ꢒꣁ,पुट्टल्लु हव्का॑,புட்டலு ஹவ்கொ,put't'allu havko',puTTallu havkO,puṭṭallu havkŏ,puʈʈəllu ɦəʋko,sieve laddle,கண்ணுக்கரண்டி   
ꢂꢥꢭ꣄,अनल्,அனல்,anal,anal,anal,ən̪əl,cinder,கணல்  
ꢦꣁꢳꢶ,पा॑ळि,பொளி,po'l'i,pOLi,pŏl̤i,poɭɪ,spoon,கரண்டி  
ꢓꣁꢳ꣄꣄ꢗꢾ,खा॑ळ्च॑,கொ2ள்செ,kho'l'che',khOLcE,khŏl̤cĕ,kʰoɭt͡ʃe,soot,கரி  
ꢡꣁꢮ꣄ꢭꢶ,ता॑व्लि,தொவ்லி,to'vli,tOvli,tŏvli,t̪oʋlɪ,earthern pot,கலம்  
ꢣꢾꢔꢸꢞꢵ  ꢲꢠ꣄ꢞꢶ,द॑गुडा हण्डि,தெ3கு3டா3 ஹண்டி3,de'gud'aa  hand'i,dEguDA  haNDi,dĕguḍā  haṇḍi,d̪eguɖɑː  ɦəɳɖɪ,stone pot,கற்சட்டி  
ꢒꣀꢭꢒꢾꢱꢸꢬꢸ ꢓꣁꢮ꣄ꢞꢶ,कैलक॑सुरु खोव्डि,கைலகெஸுரு கொ2வ்டி3,kailake'suru kho'vd'i,kailakEsuru khOvDi,kailakĕsuru khŏvḍi,kəɪləkes̪uɾu kʰoʋɖɪ,vegetable basket,காய்கறித் தட்டு   
ꢦꢶꢖ꣄ꢔꢠꢶ,पिङगणि,பிங்க3ணி,pingani,piGgaNi,piṅgaṇi,pɪŋgəɳɪ,a bowl,கிண்ணம்  
ꢡꢪ꣄ꢨꢸꢬꢪꢸ ꢩꣁꢥ꣄ꢥꣁ,तम्बुरमु भा॑न्ना॑,தம்பு3ரமு பொ4ன்னொ,tamburamu bho'nno',tamburamu bhOnnO,tamburamu bhŏnnŏ,t̪əmbuɾəmu bʰon̪n̪o,a copper vessal for storing water,தாமிர பானை
ꢗꢶꢦ꣄ꢦꣁ,चिप्पा॑,சிப்பொ,chippo',cippO,cippŏ,t͡ʃɪppo,coconut shell,கொட்டாங்கச்சி  
ꢓꣁꢭ꣄ꢗꢵꢗꢸꢭ꣄ꢭꣁ,खोल्चा चुल्ला॑,கொ2ள்சாசுல்லொ,kho'lchaachullo',khOlcAcullO,khŏlcācullŏ,kʰolt͡ʃɑːt͡ʃullo,side oven,கொடியடுப்பு  
ꢒꣁꢜ꣄ꢦꣀ ꢗꢸꢭ꣄ꢭꣁ,का॑ट्पै चुल्ला॑,கொட்பை சுல்லொ,ko't'pai chullo',kOTpai cullO,kŏṭpai cullŏ,koʈpəɪ t͡ʃullo,side oven,கொடியடுப்பு  
ꢒꣀꢔꢶ,गैटि,கை3டி3,kaigi,kaigi,kaigi,kəɪgɪ,a vessel (earthern),சட்டி  
ꢤꢶꢞ ꢲꢵꢡ꣄,धिडा हात,தி4டா3ஹாத்,dhid'a haat,dhiDa hAt,dhiḍa hāt,d̪ʰɪɖə ɦɑːt̪,dosai laddle,தோசைக்கரண்டி
ꢣꢾꢱꢾ,द॑स॑,தெ3ஸெ,de'se',dEsE,dĕsĕ,d̪es̪e,a metal vessel,சருவம்  
ꢙꢾꢭ꣄ꢭꢜ꣄,ज॑ल्लट्,ஜெல்லட்,je'llat',jEllaT,jĕllaṭ,d͡ʒelləʈ,sieve,சல்லடை  
ꢬꢵꢒ꣄,राक्,ராக்,raak,rAk,rāk,ɾɑːk,ash,சாம்பல்
ꢥꢭꢾꢬ꣄ ꢗꢶꢦ꣄ꢦꣁ,नळ॑र्चिप्पा॑,நளெர் சிப்பொ,nale'r chippo',nalEr cippO,nalĕr cippŏ,n̪əleɾ t͡ʃɪppo,Coconut shell,சிரட்டை
ꢗꢶꢦ꣄ꢦꣁ ꢲꢮ꣄ꢒꣁ,चिप्पा हव्का॑,சிப்பா ஹவ்கொ,chippo' havko',cippO havkO,cippŏ havkŏ,t͡ʃɪppo ɦəʋko,a laddle made of coconut shell,சிரட்டையகப்பை  
ꢩꢸꢛ꣄ꢙꢸꢥꢵ ꢲꢠ꣄ꢞꢶ,भुञ्जुना हण्डि,பு4ஞ்ஜுனாஹண்டி3,bhunjunaa hand'i,bhuJjunA haNDi,bhuñjunā haṇḍi,bʰuɲd͡ʒun̪ɑː ɦəɳɖɪ,frying pan,சீனிச்சட்டி  
ꢱꢸꢞꣁ,सुडा॑,ஸுடொ3,sud'o',suDO,suḍŏ,s̪uɖo,"winnow (to sift grain), ",சுளகு /முறம்
ꢱꢸꢦ꣄ꢞꣁ,सुप्डा॑,ஸுப்டொ3,supd'o',supDO,supḍŏ,s̪upɖo,"winnow (to sift grain), ",சுளகு /முறம்
ꢩꢖ꣄ꢔꢸꢞꢮ꣄,फङ्गुडाव,ப2ங்கு3டா3வ்,bhangud'av,bhaGguDav,bhaṅguḍav,bʰəŋguɖəʋ,"winnow (to sift grain), ",சுளகு /முறம்
ꢜꢦ꣄ꢦꣁ,टप्पा॑,ட3ப்பொ,t'appo',TappO,ṭappŏ,ʈəppo,"tin, ",டப்பா  
ꢡꢾꢜ꣄ꢜꣁ,त॑ट्टा॑,தெட்டொ,te't't'o',tETTO,tĕṭṭŏ,t̪eʈʈo,plate,தட்டம் / தட்டு  
ꢲꢬ꣄ꢮꢶ,हर्वि,ஹர்வி,harvi,harvi,harvi,ɦəɾʋɪ,plate,தட்டம் / தட்டு  
ꢒꣁꢜꢸꢪ꣄,का॑टुम्,கொடு3ம்,ko't'um,kOTum,kŏṭum,koʈum,,
ꢗꢒꢶ,चकि,சகி,chaki,caki,caki,t͡ʃəkɪ,dry grinder (stone),திரிகைக் கல்  
ꢲꢸꢳꣁ,हुळा॑,ஹுளொ,hul'o',huLO,hul̤ŏ,ɦuɭo,fire,தீ  
ꢮꢶꢱ꣄ꢡꢮ꣄,विस्तव,விஸ்தவ்,vistav,vistav,vistav,ʋɪs̪t̪əʋ,fire,தீ  
ꢮꢶꢖ꣄ꢒꢳ꣄,विङ्कळ,விங்கள்,vinkal',viGkaL,viṅkal̤,ʋɪŋkəɭ,fire,தீ  
ꢡꢶꢮꢵꢦꢾꢜꢶ,तिवाप॑टि,தி3வாபெடி,tivaape't'i,tivApETi,tivāpĕṭi,t̪ɪʋɑːpeʈɪ,match box,தீப்பெட்டி  
ꢗꢸꢳꢸꢥ꣄ꢣꢸ,चुळुन्दु,சுளுந்து3,chul'undu,cuLundu,cul̤undu,t͡ʃuɭun̪d̪u,spark of fire,தீப்பொறி  
ꢪꣁꢡ꣄ꢡꢸ,मा॑त्तु,மொத்து,mo'ttu,mOttu,mŏttu,mot̪t̪u,wooden pestle for stiring,மத்து
ꢥꢬꢳꢸ ꢡꢸꢬ꣄ꢒꣁ,नरळु तुर्का॑,நரளுதுர்கொ,naral'u turko',naraLu turkO,naral̤u turkŏ,n̪əɾəɭu t̪uɾko,coconut grater,தேங்காய்த் துருவி   
ꢤꢶꢞꢵ ꢲꢠ꣄ꢞꢶ,धिडा हण्डि,தி4டா3ஹண்டி3,dhid'aa hand'i,dhiDA haNDi,dhiḍā haṇḍi,d̪ʰɪɖɑː ɦəɳɖɪ,pan to make dosa,தோசைக்கல்  
ꢦꢥꢶ ꢮꢵꢦ꣄,पनिवाप्,பனிவாப்,pani vaap,pani vAp,pani vāp,pən̪ɪ ʋɑːp,"steam, ",நீராவி  
ꢲꢸꢳꣁ,हुळा॑,ஹுளொ,hul'o',huLO,hul̤ŏ,ɦuɭo,fire,நெருப்பு  
ꢡꢶꢮꢵꢦꢾꢜꢶ,तिवाप॑टि,தி3வாபெடி,tivaape't'i,tivApETi,tivāpĕṭi,t̪ɪʋɑːpeʈɪ,match box,நெருப்புப் பெட்டி   
ꢒꢸꢳꢶ ꢲꢠ꣄ꢞꢶ,कुळि हण्डि,குளி ஹண்டி3,kul'i hand'i,kuLi haNDi,kul̤i haṇḍi,kuɭɪ ɦəɳɖɪ,an iron pan to prepare a tiffin,பணியாரச் சட்டி   
ꢩꣁꢬꢠꢶ,भा॑रणि,பொ4ரணி,bho'rani,bhOraNi,bhŏraṇi,bʰoɾəɳɪ,jar,பரணி  
ꢦꣁꢳꢳꢵ ꢧꢸꢜ꣄ꢒꢶ,पा॑ळ्ळा फुट्कि,பொள்ளாபு2ட்கி,po'l'al'aa phut'ki,pOLaLA phuTki,pŏl̤al̤ā phuṭki,poɭəɭɑː pʰuʈkɪ,fruit basket,பழக்கூடை  
ꢦꢵꢡ꣄ꢬꣁ,पात्रा॑,பாத்ரொ,paatro',pAtrO,pātrŏ,pɑːt̪ɾo,vessel,பாத்திரம்  
ꢤꢹꢪ꣄,धूम्,தூ4ம்,dhoom,dhUm,dhūm,d̪ʰuːm,smoke,புகை  
ꢭꢪ꣄ꢨꢸ ꢦꢸꢜ꣄ꢜꢶ,लम्बु पुट्टु,லம்பு3 புட்டு,lambu put't'i,lambu puTTi,lambu puṭṭi,ləmbu puʈʈɪ,vessel for making puttu,புட்டுக்குழல்  
ꢘꢸꢬꢶ,छुरि,சு2ரி,chhuri,churi,churi,t͡ʃʰuɾɪ,pen knife,பேனாக் கத்தி   
ꢔꢸꢱꢸꢭꢡ꣄ꢡꢾ ꢪꣁꢡ꣄ꢡꢸ,गुसुलत्त॑ मा॑त्तु,கு3சுலத்தெ மொத்து,gusulatte' mo'ttu,gusulattE mOttu,gusulattĕ mŏttu,gus̪ulət̪t̪e mot̪t̪u,Churning rod,மத்து
ꢒꢾꢜ꣄ꢜꢾ ꢦꢵꢡ꣄ꢬꣁ,क॑ट्ट॑ पात्रा॑,கெட்டெ பாத்ரொ,ke't't'e' paatro',kETTE pAtrO,kĕṭṭĕ pātrŏ,keʈʈe pɑːt̪ɾo,wooden vessel,மரவை  
ꢡꢾꢥ꣄ꢡꢸꢭꢵ ꢦꢶꢳ꣄ꢥꢵꢮ꣄,त॑न्तुला पिळ्नाव्,தெந்துலா பிள்னாவ்,te'ntulaa pil'naav,tEntulA piLnAv,tĕntulā pil̤nāv,t̪en̪t̪ulɑː pɪɭn̪ɑːʋ,a vessel for preparing murukku,முறுக்கு உழக்கு    
ꢙꢒꢸꢥꣁ,जकुना॑,ஜகுனொ,jakuno',jakunO,jakunŏ,d͡ʒəkun̪o,lid,மூடி
ꢦꢾꢭꣁ,पा॑ला॑,பெலொ,pe'lo',pElO,pĕlŏ,pelo,tumbler,டம்ளர்
ꢨꣂꢥꢶ,बोनि,போ3னி,boni,boni,boni,boːn̪ɪ,tumbler,டம்ளர்
ꢨꣂꢥꢶ,बोनि,,boni,boni,boni,boːn̪ɪ,tumbler,டம்ளர்
ꢙꢾꢭ꣄ꢭꢜ꣄,ज॑ल्लट,ஜெல்லட்,je'llat',jEllaT,jĕllaṭ,d͡ʒelləʈ,strainer,வடிகட்டி  
ꢩꢸꢛ꣄ꢗꢸꢥꢵ ꢲꢠ꣄ꢜꢶ,भुञ्चुनाहण्टि,பு4ஞ்ஜுனாஹண்டி3,bhunchunaa hant'i,bhuJcunA haNTi,bhuñcunā haṇṭi,bʰuɲt͡ʃun̪ɑː ɦəɳʈɪ,frying pan,வடைச்சட்டி  
ꢮꢵꢬ꣄ꢦꢸꢠ꣄ꢜꢶ,वार्पुण्टि,வார் புண்டி3,vaarpunt'i,vArpuNTi,vārpuṇṭi,ʋɑːɾpuɳʈɪ,A big vessel,வார்ப்பு
ꢭꣀꢒꢸꢜꣁ,लैकुटा॑,லைகுடொ,laikut'o',laikuTO,laikuṭŏ,ləɪkuʈo,firewood,விறகு
ꢗꢾꢒ꣄ꢒꢠꢶ,च॑क्कणि,செக்கணி,che'kkani,cEkkaNi,cĕkkaṇi,t͡ʃekkəɳɪ,a big knife,வெட்டுக் கத்தி   
ꢒꢗꢵ ꢦꢵꢡ꣄ꢬꣁ,कसापात्रा॑,கஸாபாத்ரொ,kachaa paatro',kacA pAtrO,kacā pātrŏ,kət͡ʃɑː pɑːt̪ɾo,a bronze vessal,வெண்கல பாத்திரம்
