Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢏꢬꢵꢡ꣄,आ॑रात्,ஒராத்,o'raat,OrAt,ŏrāt,oɾɑːt̪,procession,ஊர்வலம்  
ꢔꣁꢬꢸ ꢤꢾꢬ꣄ꢥꢶ,गा॑रु ध॑र्नि,கொ3ரு தெ4ர்னி,go'ru dhe'rni,gOru dhErni,gŏru dhĕrni,goɾu d̪ʰeɾn̪ɪ,bull fight,ஏறுதழுவல்  
ꢣꣁꢳꢵ ꢣꢶꢰ꣄ꢜꢶ,दा॑ळा दिष्टि,தொ3ளா தி3ஷ்டி,do'l'aa disht'i,dOLA diSTi,dŏl̤ā diṣṭi,d̪oɭɑː d̪ɪʂʈɪ,evil eye,கண்ணேறு  
ꢣꢺꢰ꣄ꢜꢶ,दृष्टि,த்ரு3ஷ்டி,dri'sht'i,dRSTi,dṛṣṭi,d̪ɾɨʂʈɪ,evil eye,கண்ணேறு  
ꢣꣁꢭ ꢦꣁꢞꢱ꣄ꢡꢾ,दा॑ळ पा॑डस्त॑,தொ3ள பொட3ஸ்தெ,do'la po'd'aste',dOla pODastE,dŏla pŏḍastĕ,d̪olə poɖəs̪t̪e,evil eye,கண்ணேறு  
ꢲꣁꢬꢵꢜ꣄,हा॑राट,ஹொராட்,ho'raat',hOrAT,hŏrāṭ,ɦoɾɑːʈ,marriage,கல்யாணம்/திருமணம்
ꢮꢶꢮꢵꢲꣁ,विवाहा॑,விவாஹொ,vivaaho',vivAhO,vivāhŏ,ʋɪʋɑːɦo,marriage,கல்யாணம்/திருமணம்
ꢦꢵꢠꢶ ꢔꢺꢲꢠꣁ,पाणि गृहणा॑,பாணி க்3ரஹணொ,paani gri'hano',pANi gRhaNO,pāṇi gṛhaṇŏ,pɑːɳɪ gɾɨɦəɳo,marriage,கல்யாணம்/திருமணம்
ꢙꣁꢮꢳ꣄꣄,वल,ஜொவள்,jo'val',jOvaL,jŏval̤,d͡ʒoʋəɭ,ear boring ceremony,காதணிவிழா  
ꢒꢵꢥ꣄ ꢮꢶ,कन् वि,கான்வி,kaan vi,kAn vi,kān vi,kɑːn̪ ʋɪ,ear boring ceremony,காதணிவிழா  
ꢪ ꢶꢥ꣄ꢡꢶꢥꢶ,मि - न्दिनि,மி ந்தி3னி,ma intini,ma intini,ma intini,mə ɪn̪t̪ɪn̪ɪ,ear boring ceremony,காதணிவிழா  
ꢪꢴꢹꢬ꣄ꢡꢸ ꢓꢵꢪ꣄ꢦꢸ ꢱ꣄ꢢꢵꢦꢥꣁ,म्हूर्तु खाम्पु स्थापना॑,மூ:ர்துகா2ம்பு ஸ்தா2பனொ,mhoortu khaampu sthaapano',mhUrtu khAmpu sthApanO,mhūrtu khāmpu sthāpanŏ,mɦuːɾt̪u kʰɑːmpu s̪t̪ʰɑːpən̪o,planting a small branch of a banyan tree to grow as a symbol of marriage,கால்நடுதல்  
ꢒꢸꢭ ꢮꣁꢕꢭꢱ꣄ꢡꢾ,कुल वा॑घलस्त॑,குலவொக4லஸ்தே,kula vo'ghalaste',kula vOghalastE,kula vŏghalastĕ,kulə ʋogʰələs̪t̪e,the oral sound made during important occasions,குரவையிடுதல்  
ꢚꢠ꣄ꢞꢮ꣄ ꢲꢶꢖ꣄ꢔꢞ꣄ꢠꢶ,झण्डाव्हिङ्गड्णि,ஜ2ண்டா3வ் ஹிங்க3ட்3ணி,jhand'av hingad'ni,jhaNDav hiGgaDNi,jhaṇḍav hiṅgaḍṇi,d͡ʒʰəɳɖəʋ ɦɪŋgəɖɳɪ,flag hoisting ceremony of a temple,கொடி யேற்றுதல்   
ꢪꢸꢔ꣄ꢔꢸ,मुग्गु,முக்3கு3,muggu,muggu,muggu,muggu,floor decoration with rice or stone powder,கோலம்  
ꢱꢾꢔꢸꢥ꣄,स॑गुन,ஸெகு3ன்,se'gun,sEgun,sĕgun,s̪egun̪,omen,சகுனம்  
ꢱꢪ꣄ꢱ꣄ꢒꢵꢬ꣄,सम्स्कार,ஸம்ஸ்கார்,samskaar,samskAr,samskār,s̪əms̪kɑːɾ,ceremony,சடங்கு  
ꢱꢶꢬ꣄ꢒ꣄ꢒꢠꢸ ꢂꢪ꣄ꢨꢶꢭ꣄,सिर्क्कणु अम्बिल्,ஸிர்க்கணுஅம்பி3ல்,sirkkanu ambil,sirkkaNu ambil,sirkkaṇu ambil,s̪ɪɾkkəɳu əmbɪl,sandal paste,சந்தனக் குழம்பு   
ꢦ꣄ꢬꢿꢣꢸꢒ꣄ ꢔꢞ꣄ꢠꢶ,प्रेदुक गड्णि,ப்ரேது3க் க3ட்3ணி,preduk gad'ni,preduk gaDNi,preduk gaḍṇi,pɾeːd̪uk gəɖɳɪ,burial,சவ அடக்கம்   
ꢦ꣄ꢬꢾꢡ꣄ ꢢꣁꢮꢥ꣄ ꢱ꣄ꢢꢵꢥ꣄,प्रेत था॑वन स्थान,ப்ரேத் தொ2வன் ஸ்தா2ன்,pre't tho'van sthaan,prEt thOvan sthAn,prĕt thŏvan sthān,pɾet̪ t̪ʰoʋən̪ s̪t̪ʰɑːn̪,mortuary,சவக்கிடங்கு  
ꢦ꣄ꢬꢾꢣꢸꢦꣁꢭ꣄ꢭꢪ꣄,प्रेदुपोल्लम,ப்ரேது3பொல்லம்,pre'dupo'llam,prEdupOllam,prĕdupŏllam,pɾed̪upolləm,the pit where the burial is done,சவக்குழி  
ꢦ꣄ꢬꢾꢣꢸ ꢔꢬ꣄ꢡꣁ,प्रेदु ग्र्तो,ப்ரேது3 க3ர்தொ,pre'du garto',prEdu gartO,prĕdu gartŏ,pɾed̪u gəɾt̪o,the pit where the burial is done,சவக்குழி  
ꢦ꣄ꢬꢾꢣꢸꢦꢾꢞꢶ,प्रेदुप॑डि,ப்ரேது3பெடி3,pre'dupe'd'i,prEdupEDi,prĕdupĕḍi,pɾed̪upeɖɪ,coffin,சவப்பெட்டி  
ꢩꣁꢬꢠꢶ,भा॑         रणि,பொ4ரணி,bho'rani,bhOraNi,bhŏraṇi,bʰoɾəɳɪ,a small container,சிமிழ்  
ꢱꢶꢥ꣄ꢣꢪ꣄,सिन्दम,ஸிந்த3ம்,sindam,sindam,sindam,s̪ɪn̪d̪əm,ceremony for the pregnant woman,சீமந்தம்  
ꢱꢶꢔ꣄ꢬꢪ꣄,सिग्रम,ஸிக்3ரம்,sigram,sigram,sigram,s̪ɪgɾəm,money and new vessels given to the bridegroom on festival days by his parents in law,சீர்  
ꢦꣁꢭꣁ,प॑ला॑,பெலொ,po'lo',pOlO,pŏlŏ,polo,A cup like container,சொப்பு
ꢛꢵꢥꢱ꣄ꢥꢵꢥ꣄,ञानस्नान, ஞானஸ்நான்,nyaanasnaan,JAnasnAn,ñānasnān,ɲɑːn̪əs̪n̪ɑːn̪,baptism,ஞானஸ்நானம்  
ꢣꢲꢥꣁ,दहना॑,த3ஹனொ,dahano',dahanO,dahanŏ,d̪əɦən̪o,funeral,தகனம்  
ꢡꢒ꣄ꢰ꣄ꢠꣁ,तक्ष्णा॑,தக்ஷணொ,takshno',takSNO,takṣṇŏ,t̪əkʂɳo,offering to the elders,தட்சிணை  
ꢡꢪ꣄ꢦꢡꢶ,दम्पति,த3ம்பதி,tampati,tampati,tampati,t̪əmpət̪ɪ,couple,தம்பதி  
ꢭꢾꢗ꣄ꢗꢾ,ल॑च्च॑,லெச்செ,le'chche',lEccE,lĕccĕ,let͡ʃt͡ʃe,talisman,தாயத்து  
ꢣꣁꢬꢶꢪ꣄ ꢨꣁꢜ꣄ꢜꢸ,दा॑रिम बा॑ट्टु,தொ3ரிம் பொ3ட்டு,do'rim bo't't'u,dOrim bOTTu,dŏrim bŏṭṭu,d̪oɾɪm boʈʈu,an ornament worn by women signifying that they are married and their husband is alive,தாலி  
ꢪꢵꢖ꣄ꢔꢭ꣄ꢫꢸ,माङगल्यु,மாங்க3ல்யு,maangalyu,mAGgalyu,māṅgalyu,mɑːŋgəlju,an ornament worn by women signifying that they are married and their husband is alive,தாலி  
ꢨꣁꢜ꣄ꢜꢸ ꢩꢥ꣄ꢣꢶ,बा॑ट्टु भन्दि,பொ3ட்டு ப4ந்தி,bo't't'u bhandi,bOTTu bhandi,bŏṭṭu bhandi,boʈʈu bʰən̪d̪ɪ,Tying of tali,தாலி கட்டு
ꢲꣁꢬꢵꢜꢸ ꢱꢶꢔ꣄ꢬꢪ꣄,हा॑राटु सिग्रम्,ஹொராடு ஸிக்3ரம்,ho'raat'u sigram,hOrATu sigram,hŏrāṭu sigram,ɦoɾɑːʈu s̪ɪgɾəm,wedding gift,திருமண அன்பளிப்பு/பரிசு   
ꢲꣁꢬꢵꢜꢸ ꢩꣁꢔꢸꢪꢵꢥꢶ,हा॑राटु भा॑गुमानि,ஹொராடு பொகு3மானி,ho'raat'u bho'gumaani,hOrATu bhOgumAni,hŏrāṭu bhŏgumāni,ɦoɾɑːʈu bʰogumɑːn̪ɪ,wedding gift,திருமண அன்பளிப்பு/பரிசு   
ꢲꣁꢬꢵꢜ꣄,हा॑राट्,ஹொராட்,ho'raat',hOrAT,hŏrāṭ,ɦoɾɑːʈ,marriage,திருமணம்
ꢲꣁꢬꢵꢜꢸ ꢪꢠ꣄ꢣꢦ꣄,हा॑राटुमण्डप्,ஹொராடு மொண்ட3வ்,ho'raat'u mandap,hOrATu maNdap,hŏrāṭu maṇdap,ɦoɾɑːʈu məɳd̪əp,building where marriage ceremonies are conducted,திருமண மண்டபம்
ꢡꢶꢥ꣄ꢥꢵꢳ꣄꣄,तिन्नाळ,தின்னாள்,tinnaal',tinnAL,tinnāl̤,t̪ɪn̪n̪ɑːɭ,festival/function,திருநாள்  
ꢱꢸꢦ ꢮꣀꢩꢮ꣄,सुप वैभव,ஸுப வைப4வ்,supa vaibhav,supa vaibhav,supa vaibhav,s̪upə ʋəɪbʰəʋ,festival/function,திருநாள்  
ꢱꢾꢥ꣄ꢥꢸ,स॑न्नु,ஸென்னு,se'nnu,sEnnu,sĕnnu,s̪en̪n̪u,festival,திருவிழா  
ꢮꣀꢩꢮ꣄,वैभव,வைப4வ்,vaibhav,vaibhav,vaibhav,ʋəɪbʰəʋ,festival,திருவிழா  
ꢡꢶꢥ꣄ꢥꢵꢳ꣄,तिन्नाळ,தின்னாள்,tinnaal',tinnAL,tinnāl̤,t̪ɪn̪n̪ɑːɭ,festival,திருவிழா  
ꢬꢾꢡ꣄ꢡꢸꢱꢾꢥ꣄ꢥꢸ,र॑त्तुस॑न्नु,ரெத்துஸென்னு,re'ttuse'nnu,rEttusEnnu,rĕttusĕnnu,ɾet̪t̪us̪en̪n̪u,car festival of a temple,தேர்த்திருவிழா  
ꢩꢶꢠ꣄ꢞꢶꢥꢶ,भिण्डिनि,பி4ண்டி3நி,bhind'ini,bhiNDini,bhiṇḍini,bʰɪɳɖɪn̪ɪ,"faith, belief",நம்பிக்கை  
ꢥꣁꢪ꣄ꢒꢾ,नोम्के,நொம்கெ,no'mke',nOmkE,nŏmkĕ,n̪omke,"faith, belief",நம்பிக்கை  
ꢱ꣄ꢮꢵꢔꢡꣁ,स्वागतो,ஸ்வாக3தொ,svaagato',svAgatO,svāgatŏ,s̪ʋɑːgət̪o,welcome,நல்வரவு  
ꢡꢸꢜ꣄ꢫꢵꢥꢸ ꢲꣁꢬꢵꢜ꣄,तुट्यानुहा॑राट्,துட்3யானுஹொராட்,tut'yaanu ho'raat',tuTyAnu hOrAT,tuṭyānu hŏrāṭ,t̪uʈjɑːn̪u ɦoɾɑːʈ,Muslim marriage,நிக்கா  
ꢕꢾꢜ꣄ꢜꢶꢮꢶꢞꣁ,ग॑ट्टिविडा॑,கெ4ட்டிவிடொ3,ghe't't'ivid'o',ghETTiviDO,ghĕṭṭiviḍŏ,gʰeʈʈɪʋɪɖo,betrothel ceremony,நிச்சயத்தாம்பூலம்
ꢣꢿꢱ꣄,देस्,தே3ஸ்,des,des,des,d̪eːs̪,betrothel ceremony,நிச்சயதார்த்தம்
ꢨꢠꢵꢭ꣄,बणाल्,ப3ணால்,banaal,baNAl,baṇāl,bəɳɑːl,crackers,பட்டாசு  
ꢦꣁꢜ꣄ꢜꢵꢱ꣄,पा॑ट्टास्,பொட்டாஸ்,po't't'aas,pOTTAs,pŏṭṭās,poʈʈɑːs̪,crackers,பட்டாசு  
ꢱꢾꢥ꣄ꢥꢸ,स॑न्नु,ஸென்னு,se'nnu,sEnnu,sĕnnu,s̪en̪n̪u,festival,பண்டிகை  
ꢒꢭꢵꢗꢵꢬ꣄,कलाचार,கலாசார்,kalaachaar,kalAcAr,kalācār,kəlɑːt͡ʃɑːɾ,culture,பண்பாடு  
ꢱꢪ꣄ꢱ꣄ꢒꢺꢡꢶ,सम्स्कृति,ஸம்ஸ்க்ருதி,samskri'ti,samskRti,samskṛti,s̪əms̪kɾɨt̪ɪ,culture,பண்பாடு  
ꢪꢮ꣄ꢞꣁ,मव्डा॑,மவ்டொ3,mavd'o',mavDO,mavḍŏ,məʋɖo,pandal,பந்தல்  
ꢦꢵꢡꢶ,पादि,பாதி3,paati,pAti,pāti,pɑːt̪ɪ,a row of people sitting/standing,பந்தி  
ꢦꢖ꣄ꢒ꣄ꢡꢶ,पङ्क्ति,பங்க்தி,pankti,paGkti,paṅkti,pəŋkt̪ɪ,a row of people sitting/standing,பந்தி  
ꢩꣁꢔꢸꢪꢵꢥ꣄,भा॑गुमान्,பொ4கு3மான்,bho'gumaan,bhOgumAn,bhŏgumān,bʰogumɑːn̪,gift,பரிசு
ꢨꣁꢭꢶ,बा॑लि,பொ3லி,bo'li,bOli,bŏli,bolɪ,sacrifice,பலி  
ꢬꣂꢙꢵ ꢧꢹꢭꢸꢦꢥꢶ,रोजा फूलुपनि,ரோஜாபூ2லுபனி,rojaa phoolupani,rojA phUlupani,rojā phūlupani,ɾoːd͡ʒɑː pʰuːlupən̪ɪ,rose water,பன்னீர்  
ꢦꢥ꣄ꢥꢷꢬ꣄ ꢓꢸꢪ꣄ꢨꢵꢮ꣄,पन्नीर खुम्बाव,பன்னீர் கு2ம்பா3வ்,panneer khumbaav,pannIr khumbAv,pannīr khumbāv,pən̪n̪iːɾ kʰumbɑːʋ,rose water container to spray,பன்னீர்க்கும்பா  
ꢦꢵꢞꣁ,पाडा॑,பாடொ3,paad'o',pADO,pāḍŏ,pɑːɖo,bamboo stretcher to carry a corpse,பாடை  
ꢣꢹꢡ ꣄ꢲꢸꢥ꣄ꢥꣁ ꢒꢾꢬꢱ꣄ꢡꢾ,दूत हुन्ना॑ केरस्ते,தூ3த் ஹுன்னொ கெரஸ்தே,doota hunno' ke'raste',dUta hunnO kErastE,dūta hunnŏ kĕrastĕ,d̪uːt̪ə ɦun̪n̪o keɾəs̪t̪e,the milk boiling ceremony in house warming,பால்காய்ச்சுதல்
ꢣꢹꢡ꣄ ꢡꢮꢱ꣄ꢡꢾ,दूत्तवस्ते,தூ3த் தவஸ்தே,doot tavaste',dUt tavastE,dūt tavastĕ,d̪uːt̪ t̪əʋəs̪t̪e,the milk boiling ceremony in house warming,பால்காய்ச்சுதல்
ꢦꢶꢠ꣄ꢞꢸ,पिण्डु,பிண்டு3,pind'u,piNDu,piṇḍu,pɪɳɖu,the lump of food offered to the dead,பிண்டம்  
ꢆꢙꢾꢣꢶꢮꢱ꣄,उज॑ दिवस,உஜெதி3வஸ்,uje'divas,ujEdivas,ujĕdivas,ud͡ʒed̪ɪʋəs̪,birth day,பிறந்தநாள்  
ꢆꢙꢾ ꢣꢶꢥ꣄ꢥꢸ,उज॑ दिन्नु,உஜெ தி3ன்னு,uje' dinnu,ujE dinnu,ujĕ dinnu,ud͡ʒe d̪ɪn̪n̪u,birth day,பிறந்தநாள்  
ꢧꢹꢭꢸ ꢪꢸꢔ꣄ꢔꢸ,फूलुमुग्गु,பூ2லுமுக்3கு3,phoolu muggu,phUlu muggu,phūlu muggu,pʰuːlu muggu,floor decoration with flowers,பூக்கோலம்  
ꢔꢺꢲ  ꢦ꣄ꢬꢮꢿꢱ꣄,गृह प्रवेस,க்ரு3ஹப் ப்ரவேஸ்,gri'ha  praves,gRha  praves,gṛha  praves,gɾɨɦə  pɾəʋeːs̪,the house warming ceremony,புதுமனைப் புகுவிழா   
ꢦꢸꢬꣁꢲꢶꢡ꣄,पुरोहित,புரோஹித்,puro'hit,purOhit,purŏhit,puɾoɦɪt̪,priest,புரோகிதன்  
ꢦꢸꢬꢾꢡ꣄,पुरेत,புரேத்,pure't,purEt,purĕt,puɾet̪,priest,புரோகிதன்  
ꢦꢸꢙꢬꢶ,पुजरि,புஜரி,pujari,pujari,pujari,pud͡ʒəɾɪ,priest,பூசாரி  
ꢗꢵꢭꢸ ꢮꢶꢱꢾꢯ꣄,चालु विसेष,சாலு விஸேஷ்,chaalu vise'sh,cAlu visEz,cālu visĕś,t͡ʃɑːlu ʋɪs̪eʃ,the celebration on attaintment of puberty by girls,பூப்புநீராட்டுவிழா   
ꢨꢾꢜ꣄ꢒꢶ ꢱꢵꢱ꣄ꢡꢾ,ब॑ट्कि सास्ते,பெ3ட்கி ஸாஸ்தே,be't'ki saaste',bETki sAstE,bĕṭki sāstĕ,beʈkɪ s̪ɑːs̪t̪e,seeing the girl to fix for the marriage,பெண்பார்த்தல்  
ꢥꢵꢪꢔꢬꢠꣁ,नामगरणा॑,நாம க3ரணொ,naamagarano',nAmagaraNO,nāmagaraṇŏ,n̪ɑːməgəɾəɳo,naming ceremony,பெயர்சூட்டுதல்  
ꢱꢾꢜ꣄ꢜꢶ,स॑ट्टि,ஸெட்டி,se't't'i,sETTi,sĕṭṭi,s̪eʈʈɪ,naming ceremony,பெயர்சூட்டுதல்  
ꢲꣁꢬꢵꢜꢸꢪꢮ꣄ꢞꣁ,हा॑राटु मव्डा॑,ஹொராடு மவ்டொ3,ho'raat'umavd'o',hOrATumavDO,hŏrāṭumavḍŏ,ɦoɾɑːʈuməʋɖo,marriage pandal,மணப்பந்தல்  
ꢥꣁꢮ꣄ꢬꢶ,ना॑व्रि,நொவ்ரி,no'vri,nOvri,nŏvri,n̪oʋɾɪ,bride,மணமகள்  
ꢥꣁꢮ꣄ꢬꣁ,ना॑व्रा॑,நொவ்ரொ,no'vro',nOvrO,nŏvrŏ,n̪oʋɾo,bridegroom,மணமகன்/ மாப்பிள்ளை/ வரன்    
ꢲꣁꢬꢵꢜꢸ ꢲꢵꢬ,हा॑राटु हार,ஹொராடுஹார்,ho'raat'u haara,hOrATu hAra,hŏrāṭu hāra,ɦoɾɑːʈu ɦɑːɾə,marriage garland,மணமாலை  
ꢲꣁꢬꢵꢜꢸ ꢦꢷꢝꢪ꣄,हा॑राटु पीठम्,ஹொராடு பீட2ம்,ho'raat'u peet'ham,hOrATu pITham,hŏrāṭu pīṭham,ɦoɾɑːʈu piːʈʰəm,marriage platform,மணமேடை  
ꢦꢣ꣄ꢣꢣꢶ,पद्दति,பத்3த3தி,paddadi,paddadi,paddadi,pəd̪d̪əd̪ɪ,tradition,மரபு  
ꢮꢡ꣄ꢒꢾ,वक॑,வட்கெ,vatke',vatkE,vatkĕ,ʋət̪ke,tradition,மரபு  
ꢦꢸꢥꢬ꣄ꢙꢾꢥ꣄ꢪꢸ,पुनर्ज॑न्मु,புனர்ஜென்மு,punarje'nmu,punarjEnmu,punarjĕnmu,pun̪əɾd͡ʒen̪mu,re-birth,மறுபிறவி  
ꢦꢷꢞꢸꢪꢸꢔ꣄ꢔꢸ,पीडुमुग्गु,பீடு3முக்3கு3,peed'umuggu,pIDumuggu,pīḍumuggu,piːɖumuggu,floor decoration with rice floor,மாக்கோலம்  
ꢲꢵꢬ꣄ꢧꢶꢬꢶꢕꢭ꣄ꢭꢶꢥꢶ,हार्फिरिघल्लिनि,ஹார் பி2ரி க4ல்லினி,haarphirighallini,hArphirighallini,hārphirighallini,ɦɑːɾpʰɪɾɪgʰəllɪn̪ɪ,exchanging garlands in marriage,மாலைமாற்றல்  
ꢪꢵꢭꣁ ꢪꢗ꣄ꢗꢸꢭꢱ꣄ꢡꢾ,माला॑ मच्चुलस्ते,மாலொமச்சுலஸ்தே,maalo' machchulaste',mAlO macculastE,mālŏ macculastĕ,mɑːlo mət͡ʃt͡ʃuləs̪t̪e,exchanging garlands in marriage,மாலைமாற்றல்  
ꢦꢵꢄ~ ꢪꢸꢣ꣄ꢣꢶ,पाइ~ मुद्दि,பாஇ~முத்3தி3,paai~ muddi,pAi~ muddi,pāi~ muddi,pɑːɪ~ mud̪d̪ɪ,silver rings put to the second toe of a bride,மிஞ்சி  
ꢮꢶꢛ꣄ꢗꢸ ꢨꣁꢜ꣄ꢜꢸ,विञ्चु बा॑ट्टु,விஞ்சுபொ3ட்டு,vinchu bo't't'u,viJcu bOTTu,viñcu bŏṭṭu,ʋɪɲt͡ʃu boʈʈu,silver rings put to the second toe of a bride,மிஞ்சி  
ꢒꢾꢥ꣄ꢥꢭ꣄,क॑न्नल,கென்னள்,ke'nnal,kEnnal,kĕnnal,ken̪n̪əl,offering money to the bride/bridegroom by relatives and friends,மொய்  
ꢪꢸꢣ꣄ꢣꢶꢪꢬ꣄ꢗꢸꢭꢱ꣄ꢡꢾ,मुद्दि मर्चुलस्ते,முத்3தி3 மர்சுலஸ்தே,muddimarchulaste',muddimarculastE,muddimarculastĕ,mud̪d̪ɪməɾt͡ʃuləs̪t̪e,exchange of rings during marriage or prior to it,மோதிரம் மாற்றல்
ꢪꢴꢹꢬ꣄ꢡꢸ,म्हूर्तु,மூ:ர்து,mhoortu,mhUrtu,mhūrtu,mɦuːɾt̪u,the auspicious time,முகூர்த்தம்  
ꢭꢾꢔꢶꢥ꣄,ल॑गिन,லெகி3ன்,le'gin,lEgin,lĕgin,legɪn̪,the auspicious time,முகூர்த்தம்  
ꢪꢴꢸꢞꢨꢶꢠ꣄ꢞꢶꢥꢶ,म्हुडा बिण्डिनि,மு:டா3பி3ண்டி3னி,mhud'abind'ini,mhuDabiNDini,mhuḍabiṇḍini,mɦuɖəbɪɳɖɪn̪ɪ,superstition,மூட நம்பிக்கை    
ꢱ꣄ꢮꢵꢔꢣ꣄,स्वागद,ஸ்வாகத்3,svaagad,svAgad,svāgad,s̪ʋɑːgəd̪,reception,வரவேற்பு  
ꢒꣀꢥꣁ ꢧꢶꢬꢞ꣄ꢥꢶ,कैना॑ फिरड्नि,கைனொ பி2ரட்3னி,kaino' phirad'ni,kainO phiraDni,kainŏ phiraḍni,kəɪn̪o pʰɪɾəɖn̪ɪ,bangle wearing ceremony of pregnant woman,வளைகாப்பு  
ꢡꢥ꣄ꢣꢸ ꢡꣀꢥꢶ,तन्दु तैनि,தந்து3 தைனி,tandu taini,tandu taini,tandu taini,t̪ən̪d̪u t̪əɪn̪ɪ,putting rice to the mouth of the dead,வாய்க்கரிசி  
ꢥꢥ꣄ꢣꢶꢥꢶ,नन्दिनि,நந்தி3னி,nandini,nandini,nandini,n̪ən̪d̪ɪn̪ɪ,"blessing, greeting",வாழ்த்து  
ꢙꣁꢪꢥ꣄,जा॑मन्,ஜொமன்,jo'man,jOman,jŏman,d͡ʒomən̪,feast,விருந்து  
ꢮꣀꢩꢮ꣄,वैभव्,வைப4வ்,vaibhav,vaibhav,vaibhav,ʋəɪbʰəʋ,"ceremony, function, festival",விழா  
ꢔꣁꢬꢸ ꢆꢞ꣄ꢔꢠ꣄ꢠꢶ,गा॑रु उड्गण्णि,கொ3ரு உட்க3ண்ணி,go'ru ud'ganni,gOru uDgaNNi,gŏru uḍgaṇṇi,goɾu uɖgəɳɳɪ,Bull fight,ஜல்லிக்கட்டு
ꢙꢬ꣄,जर,ஜர்,jar,jar,jar,d͡ʒəɾ,horoscope,ஜாதகம்  
ꢡ꣄ꢒꢾꢪ꣄ ꢦꢵꢥ꣄,त्क॑म्पान,த்கெம் பான்,tke'm paan,tkEm pAn,tkĕm pān,t̪kem pɑːn̪,horoscope,ஜாதகம்  
