Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢱꢬ꣄ꢔꢸ,सर्गु,ஸர்கு3,sargu,sargu,sargu,s̪əɾgu,section,காதை  
ꢪꢲꢵꢒꢵꢮ꣄ꢫꢸ,महाकाव्यु,மஹாகாவ்யு,mahaakaavyu,mahAkAvyu,mahākāvyu,məɦɑːkɑːʋju,epic,காப்பியம்  
ꢦꢶꢬꢵꢪꣁ,पिरामा॑,பிராமொ,piraamo',pirAmO,pirāmŏ,pɪɾɑːmo,love,காமம்  
ꢄꢗ꣄ꢗꣁ,इच्चा॑,இச்சொ,ichcho',iccO,iccŏ,ɪt͡ʃt͡ʃo,love,காமம்  
ꢃꢱ꣄ꢡꣁ,आस्ता॑,ஆஸ்தொ,aasto',AstO,āstŏ,ɑːs̪t̪o,love,காமம்  
ꢦꢬꢷꢡꢶ,पिरीति,பிரீதி,pareeti,parIti,parīti,pəɾiːt̪ɪ,love,காமம்  
ꢒꢵꢪꣁ,कामा॑,காமொ,kaamo',kAmO,kāmŏ,kɑːmo,love,காமம்  
ꢦꣁꢮꢱꢸ ꢒꢵꢭ꣄,पा॑व्सु काल,பொவ்ஸு கால்,po'vasu kaal,pOvasu kAl,pŏvasu kāl,poʋəs̪u kɑːl,rainy season,கார்காலம்  
ꢍꢱꢸ ꢮꢵꢜ꣄,एसुवाट्,ஏஸு வாட்,esu vaat',esu vAT,esu vāṭ,eːs̪u ʋɑːʈ,Christianity,கிருஸ்த்துவம்  
ꢥꢵꢫꢒꢶ,नायकि,நாயகி,naayaki,nAyaki,nāyaki,n̪ɑːjəkɪ,heroine,கிழத்தி  
ꢥꢵꢫꢒꣁ,नायका॑,நாயகொ,naayako',nAyakO,nāyakŏ,n̪ɑːjəko,"leader, hero",கிழவன்  
ꢱꢶꢱꢸꢱꢵꢄꢡ꣄ꢫꢸ,सिसुसाहित्यु,ஸிஸுஸாஹித்யு,sisusaaityu,sisusAityu,sisusāityu,s̪ɪs̪us̪ɑːɪt̪ju,children literature,குழந்தை இலக்கியம்   
ꢦꣁꢱ꣄ꢪꢾ,पा॑स्म॑,பொஸ்மெ,po'sme',pOsmE,pŏsmĕ,pos̪me,foretelling,குறி  
ꢲꢾꢱ꣄ꢫꢪ꣄,हेस्यम,ஹேஸ்யம்,he'syam,hEsyam,hĕsyam,ɦes̪jəm,foretelling,குறி  
ꢥꢵꢗꢸꢮꢵꢥ꣄,नाचुवान,நாசுவான்,naachuvaan,nAcuvAn,nācuvān,n̪ɑːt͡ʃuʋɑːn̪,dancers,கூத்தர்  
ꢥꢵꢗꢸ,नाचु,நாசு,naachu,nAcu,nācu,n̪ɑːt͡ʃu,dance,கூத்து  
ꢱꢶꢳ꣄ꢳꢵ ꢒꢵꢭ꣄,सिळ्ळा काल,ஸிள்ளாகால்,sil'l'aa kaal,siLLA kAl,sil̤l̤ā kāl,s̪ɪɭɭɑː kɑːl,winter season,கூதிர்காலம்  
ꢲꢶꢪꢳꣁ,हिमळा॑,ஹிமளொ,himal'o',himaLO,himal̤ŏ,ɦɪməɭo,winter season,கூதிர்காலம்  
ꢲꢶꢪꢸꢱꢸ ꢒꢵꢭ꣄,हिमुसु काल,ஹிமுஸுகால்,himusu kaal,himusu kAl,himusu kāl,ɦɪmus̪u kɑːl,winter season,கூதிர்காலம்  
ꢣꢵꢥ꣄,दान,தா3ன்,daan,dAn,dān,d̪ɑːn̪,philantrophy,கொடை  
ꢱꢪꢱ꣄ꢢꢵꢥ꣄,समस्थान्,ஸம்ஸ்தா2ன்,samasthaan,samasthAn,samasthān,s̪əməs̪t̪ʰɑːn̪,academy,சங்கம்  
ꢱꢪ꣄ꢒ꣄ꢯꢾꢦ꣄,सम्क्षेप,ஸம்க்ஷேப்,samkshe'p,samkzEp,samkśĕp,s̪əmkʃep,summary,சுருக்கம்  
ꢡꢵꢣꢶ,ताडि,தாடி3,taadi,tAdi,tādi,t̪ɑːd̪ɪ,palm leaf manuscript,ஓலை சுவடி  
ꢡꢵꢜꢶ - ꢦꢵꢥꢸ ꢭꢶꢓꢾꢫꣁ,ताटि -  पानुम् लिख॑या॑,தாடி -  பானும் லிகெ2யொ,taat'i - paanu likhe'yo',tATi - pAnu likhEyO,tāṭi - pānu likhĕyŏ,t̪ɑːʈɪ - pɑːn̪u lɪkʰejo,palm leaf manuscript,ஓலை சுவடி  
ꢦꢣ꣄ꢫꣁ,पद्या॑,பத்3யொ,padyo',padyO,padyŏ,pəd̪jo,poetry,செய்யுள்  
ꢒꢮꢶꢡꢵ ꢬꢷꢡꢶ,कविता रीति,கவிதா ரீதி,kavitaa reeti,kavitA rIti,kavitā rīti,kəʋɪt̪ɑː ɾiːt̪ɪ,poetry style,செய்யுள் நடை   
ꢯꣀꢮꣁ,शैवा॑,ஸைவொ,shaivo',zaivO,śaivŏ,ʃəɪʋo,saivism,சைவம்  
ꢯꢶꢮ ꢪꢵꢬ꣄ꢔꢸ,शिवमार्गु,ஶிவமார்கு3,shiva maargu,ziva mArgu,śiva mārgu,ʃɪʋə mɑːɾgu,saivism,சைவம்  
ꢮꢡ꣄ꢡꢵ ꢂꢬ꣄ꢢꢸ,वत्ता अर्थु,வத்தாஅர்து2,vattaa arthu,vattA arthu,vattā arthu,ʋət̪t̪ɑː əɾt̪ʰu,word meaning,சொற்பொருள்  
ꢦ꣄ꢬꢱꢖ꣄ꢔꢸ,प्रसङ्गु,ப்ரஸங்கு3,prasangu,prasaGgu,prasaṅgu,pɾəs̪əŋgu,speech,சொற்பொழிவு  
ꢩꢵꢰꢠꣁ,भाषणा॑,பா4ஷணொ,bhaashano',bhASaNO,bhāṣaṇŏ,bʰɑːʂəɳo,speech,சொற்பொழிவு  
ꢥꢵꢫꢒꢶ,नायकि,நாயகி,naayaki,nAyaki,nāyaki,n̪ɑːjəkɪ,heroine,தலைமகள்  
ꢥꢵꢫꢒꢥ꣄,नायकन,நாயகன்,naayakan,nAyakan,nāyakan,n̪ɑːjəkən̪,hero,தலைவன்  
ꢥꢵꢫꢒꢶ,नायकि,நாயகி,naayaki,nAyaki,nāyaki,n̪ɑːjəkɪ,heroine,தலைவி  
ꢗꢭꢥ꣄ꢒꢵꢭ꣄,चलन्काल,சலன்கால்,chalankaal,calankAl,calankāl,t͡ʃələn̪kɑːl,modern period,தற்காலம்  
ꢗꢭ꣄ꢡꢒꢵꢭ꣄,चल्तकाल,சல்தகால்,chaltakaal,caltakAl,caltakāl,t͡ʃəlt̪əkɑːl,modern period,தற்காலம்  
ꢱ꣄ꢮ ꢗꢬꢶꢡ꣄ꢬꢸ,स्व चरित्रु,ஸ்வ சரித்ரு,sva charitru,sva caritru,sva caritru,s̪ʋə t͡ʃəɾɪt̪ɾu,autobiography,தன்வரலாறு  
ꢂꢭꢔ꣄ ꢔꢷꢡꢸꢥ꣄,अलग गीतुन,அலக்3 கீ3துன்,alag geetun,alag gItun,alag gītun,ələg giːt̪un̪,collection of various poems,தனிப்பாடல்கள்
ꢕꢾꢬꢸ ꢤꢾꢬꢸꢪ꣄,घेरु ध॑रुम,கே4ரு தெ4ரும்,ghe'ru dhe'rum,ghEru dhErum,ghĕru dhĕrum,gʰeɾu d̪ʰeɾum,conduct,திணை
ꢣꣂꢰ ꢔꢸꢠ ꢮꢶꢪꢬ꣄ꢱꢠꣁ,दोष गुण विमर्सणा॑,தோ3ஷ கு3ண விமர்ஸணொ,dosha guna vimarsano',doSa guNa vimarsaNO,doṣa guṇa vimarsaṇŏ,d̪oːʂə guɳə ʋɪməɾs̪əɳo,criticism,திறனாய்வு  
ꢱꢥ꣄ꢫꢵꢱꢸ ꢂꢗꢵꢬ꣄,सन्यासु अचार,ஸன்யாஸு அசார்,sanyaasu achaar,sanyAsu acAr,sanyāsu acār,s̪ən̪jɑːs̪u ət͡ʃɑːɾ,ascetic life,துறவறம்  
ꢣꢾꢒ꣄ꢯꢸꢠꢸ ꢮꢬꣁ,द॑क्षुणु वरा॑,தெ3க்ஷுணு வரொ,de'kshunu varo',dEkzuNu varO,dĕkśuṇu varŏ,d̪ekʃuɳu ʋəɾo,wind from south,தென்றல்  
ꢪꢥ꣄ꢣ ꢪꢵꢬꢸꢣꣁ,मन्द मारुदा॑,மந்த3 மாருதொ3,manda maarudo',manda mArudO,manda mārudŏ,mən̪d̪ə mɑːɾud̪o,wind from south,தென்றல்  
ꢱꢖ꣄ꢒꢭꢥꢒꢬ꣄ꢡꣁ,सङ्कलनकर्ता॑,ஸங்கலனகர்தொ,sankalanakarto',saGkalanakartO,saṅkalanakartŏ,s̪əŋkələn̪əkəɾt̪o,compiler/editor,தொகுப்பாளர்
ꢮ꣄ꢫꢵꢱ꣄,व्यास,வ்யாஸ்,vyaas,vyAs,vyās,ʋjɑːs̪,compiler/editor,தொகுப்பாளர்
ꢙꢾꢡꣁ ꢗꢾꢬ꣄ꢗꢸꢥꢵꢬ꣄,ज॑ता॑ च॑र्चुनार,ஜெதொ செர்சுனார்,je'to' che'rchunaar,jEtO cErcunAr,jĕtŏ cĕrcunār,d͡ʒet̪o t͡ʃeɾt͡ʃun̪ɑːɾ,compiler/editor,தொகுப்பாளர்
ꢱꢪ꣄ꢦꢵꢢꢒꣁ,सम्पातका॑,ஸம்பாதகொ,sampaathako',sampAthakO,sampāthakŏ,s̪əmpɑːt̪ʰəko,compiler/editor,தொகுப்பாளர்
ꢮꢬ꣄ꢠꢶ,वर्णि,வர்ணி,varni,varNi,varṇi,ʋəɾɳɪ,collection,தொகை  
ꢥꢵꢫꢥ꣄ꢪꢵꢬ꣄,नायन्मार्,நாயன்மார்,naayanmaar,nAyanmAr,nāyanmār,n̪ɑːjən̪mɑːɾ,saiva saints,நாயன்மார்  
ꢥꢶꢔꢠ꣄ꢜꢸ,निगण्टु,நிக3ண்டு,nigant'u,nigaNTu,nigaṇṭu,n̪ɪgəɳʈu,dictionary,நிகண்டு  
ꢤꢾꢬ꣄ꢪꢸ ꢓꢾꢥꢶ,ध॑र्मु ख॑नि,தெ4ர்மு கெ2னி,dhe'rmu khe'ni,dhErmu khEni,dhĕrmu khĕni,d̪ʰeɾmu kʰen̪ɪ,moral story,நீதிக்கதை  
ꢥꢷꢡꢶ ꢱꢵꢲꢶꢡ꣄ꢫꢸ,नीति साहित्यु,நீதி ஸாஹித்யு,neeti saahityu,nIti sAhityu,nīti sāhityu,n̪iːt̪ɪ s̪ɑːɦɪt̪ju,moral literature,நீதிஇலக்கியம்
ꢦꢸꢱ꣄ꢡꢮ꣄,पुस्तव,புஸ்தவ்,pustav,pustav,pustav,pus̪t̪əʋ,book,நூல்  
ꢦꣁꢡꢶ,पा॑ति,பொதி,po'ti,pOti,pŏti,pot̪ɪ,book,நூல்  
ꢗꢡꢵꢨ꣄ꢣꢶꢶ,सताब्दि,ஸதாப்3தி3,chataabdii,catAbdii,catābdii,t͡ʃət̪ɑːbd̪ɪɪ,century,நூற்றாண்டு  
ꢩꢒ꣄ꢡꢶ ꢪꢵꢬ꣄ꢔꢸ,भक्ति मार्गु,ப4க்தி மார்கு3,bhakti maargu,bhakti mArgu,bhakti mārgu,bʰəkt̪ɪ mɑːɾgu,devotional path,பக்தி நெறி  
ꢩꢵꢔꢸ,भागु,பா4கு3,bhaagu,bhAgu,bhāgu,bʰɑːgu,classification,பகுப்பு  
ꢂꢤ꣄ꢫꢵꢫ꣄,अध्याय,அத்4யாய்,adhyaay,adhyAy,adhyāy,əd̪ʰjɑːj,chapter,படலம்  
ꢮꢡ꣄ꢡꢵꢥꢸ꣄ ꢂꢬ꣄ꢢꢸ,वत्ता अर्थु,வத்தானு அர்து2,vattaanu arthu,vattAnu arthu,vattān_ŭ arthu,ʋət̪t̪ɑːn̪u əɾt̪ʰu,meaning of words,பதவுரை  
ꢒꢮꢶꢡꣁ,कविता॑,கவிதொ,kavito',kavitO,kavitŏ,kəʋɪt̪o,poetry,பதிகம்  
ꢦꢬꢪꢵꢡ꣄ꢪꣁ,परमात्मा॑,பரமாத்மொ,paramaatmo',paramAtmO,paramātmŏ,pəɾəmɑːt̪mo,God,பரம்பொருள்  
ꢩꣁꢔꢸꢪꢵꢥ꣄,भा॑गुमान,பொ4கு3மான்,bho'gumaan,bhOgumAn,bhŏgumān,bʰogumɑːn̪,prize,பரிசில்  
ꢒꢮꢶꢡꣁ,कविता॑,கவிதொ,kavito',kavitO,kavitŏ,kəʋɪt̪o,poetry/song,பா  / பாட்டு  /பாடல்
ꢔꢷꢜ꣄,गीत,கீ3த்,geet',gIT,gīṭ,giːʈ,poetry/song,பா  / பாட்டு  /பாடல்
ꢩꢮ꣄ꢡꢸꢭ꣄,भव्तुल,ப4வ்துல்,bhavtul,bhavtul,bhavtul,bʰəʋt̪ul,singer,பாகவதர்
ꢒꢮꢶꢡꢵ ꢬꢷꢡꢶ,कविता रीति,கவிதா ரீதி,kavitaa reeti,kavitA rIti,kavitā rīti,kəʋɪt̪ɑː ɾiːt̪ɪ,poetry style,பா நடை   
ꢧꣀꢭꢮꢵꢗꢸ,फैलवाचु,பை2லவாசு,phailavaachu,phailavAcu,phailavācu,pʰəɪləʋɑːt͡ʃu,preface,பாயிரம்  
ꢦ꣄ꢬꢾꢮꢾꢱꢸ ꢮꢵꢗꢸ,प्रेवेसु वाचु,ப்ரேவேஸு வாசு,pre've'su vaachu,prEvEsu vAcu,prĕvĕsu vācu,pɾeʋes̪u ʋɑːt͡ʃu,preface,பாயிரம்  
ꢦꢷꢝꢶꢒꣁ,पीठिका॑,பீடி2கொ,peet'hiko',pIThikO,pīṭhikŏ,piːʈʰɪko,preface,பாயிரம்  
ꢮꢳꢸ ꢬꢵꢠ꣄,वळुराण,வளுராண்,val'u raan,vaLu rAN,val̤u rāṇ,ʋəɭu ɾɑːɳ,desert and its surrounding,பாலை  
ꢂꢭꢔ꣄ꢔꣁ,अलग्गो,அலக்3கொ3,alaggo',alaggO,alaggŏ,ələggo,separation,பிரிவு  
ꢮꢾꢔꢸꢳꣁ,वेगुळा॑,வெகுளொ,ve'gul'o',vEguLO,vĕgul̤ŏ,ʋeguɭo,separation,பிரிவு  
ꢙꢥꢥꣁ,जनना॑,ஜனனொ,janano',jananO,jananŏ,d͡ʒən̪ən̪o,birth,பிறவி  
ꢙꢾꢥ꣄ꢪꢸ ꢧꣁꢳ꣄,ज॑न्मु फोळ्,ஜென்மு போ2ள்,je'nmu pho'l',jEnmu phOL,jĕnmu phŏl̤,d͡ʒen̪mu pʰoɭ,meaning of birth,பிறவிப் பயன்   
ꢥꣁꢮꣁ ꢒꢮꢶꢡꣁ,ना॑वा॑ कविता॑,நொவொ கவிதொ,no'vo' kavito',nOvO kavitO,nŏvŏ kavitŏ,n̪oʋo kəʋɪt̪o,modern poetry,புதுக்கவிதை  
ꢥꢮꢷꢥ ꢒꢮꢶꢡꣁ,नवीन कविता॑,நவீன கவிதொ,naveena kavito',navIna kavitO,navīna kavitŏ,n̪əʋiːn̪ə kəʋɪt̪o,modern poetry,புதுக்கவிதை  
ꢥꢹꢡꢥ ꢒꢮꢶꢡꣁ,नूतन कविता॑,நூதன கவிதொ,nootana kavito',nUtana kavitO,nūtana kavitŏ,n̪uːt̪ən̪ə kəʋɪt̪o,modern poetry,புதுக்கவிதை  
ꢥꢹꢡꢥ ꢒꢮꢶꢡꣁ,नूतन कविता॑,,nootana kavito',nUtana kavitO,nūtana kavitŏ,n̪uːt̪ən̪ə kəʋɪt̪o,modern poetry,புதுக்கவிதை  
ꢕꢥꢮꢵꢥ꣄,घनवान,க4னவான்,ghanavaan,ghanavAn,ghanavān,gʰən̪əʋɑːn̪,patron,புரவலன்  
ꢦꣁꢰꢒꣁ,पोषका॑,போஷகொ,po'shako',pOSakO,pŏṣakŏ,poʂəko,patron,புரவலன்  
ꢦꢸꢬꢵꢠꢸ,पुराणु,புராணு,puraanu,purANu,purāṇu,puɾɑːɳu,mythology,புராணம்  
ꢱꢹꢬꢶ,सूरि,ஸூரி,soori,sUri,sūri,s̪uːɾɪ,poet,புலவர்  
ꢒꢮꢶ,कवि,கவி,kavi,kavi,kavi,kəʋɪ,poet,புலவர்  
ꢥꢾꢪ ꢱꣁꢞꢶꢥꢶ,नेम सा॑डिनि,நேம ஸொடி3னி,ne'ma so'd'ini,nEma sODini,nĕma sŏḍini,n̪emə s̪oɖɪn̪ɪ,incongruence,புறநடை  
ꢒꣃꢒꢶꢒ꣄,लैकिक्,லௌகிக்,kaukik,kaukik,kaukik,kəukɪk,worldly life,புறம்  
ꢂꢪ꣄ꢪꢵꢥ꣄,अम्मान्,அம்மான்,ammaan,ammAn,ammān,əmmɑːn̪,woman,பெண்டிர்  
ꢱꢥ꣄ꢣꣁꢰ꣄,सन्देष्,ஸந்தே3ஷ்,sando'sh,sandOS,sandŏṣ,s̪ən̪d̪oʂ,theme,பொருள்  
ꢘꢥ꣄ꢣꢱ꣄,छन्दस,ச2ந்த3ஸ்,chhandas,chandas,chandas,t͡ʃʰən̪d̪əs̪,"prosody, meaning, etc.",பொருள்
ꢂꢬ꣄ꢢꢸ,अर्थु,அர்து2,arthu,arthu,arthu,əɾt̪ʰu,"prosody, meaning, etc.",பொருள்
ꢩꢵꢮꢬ꣄ꢢꢸ,भावार्थु,பா4வார்து2,bhaavarthu,bhAvarthu,bhāvarthu,bʰɑːʋəɾt̪ʰu,paraphrase,பொழிப்புரை  
ꢫꢸꢣ꣄ꢤꢸ,युद्धु,யுத்3து4,yuddhu,yuddhu,yuddhu,jud̪d̪ʰu,war,போர்  
ꢪꢵꢬ꣄,मार,மார்,maar,mAr,mār,mɑːɾ,war,போர்  
ꢪꢴꣁꢞꢪ꣄,म्हा॑डम्,மொ:ட3ம்,mho'd'am,mhODam,mhŏḍam,mɦoɖəm,mutt,மடங்கள்  
ꢦꢵꢬꢪ꣄ꢦꢬ꣄ꢫꣁ,पारम्परया॑,பாரம்பர்யொ,paaramparyo',pAramparyO,pāramparyŏ,pɑːɾəmpəɾjo,tradition,மரபு  
ꢦꢷꢔꢸ ꢤꢬꢷꢬ꣄,पीगु धारीर,பீகுத4ரீர்,peegu dhareer,pIgu dharIr,pīgu dharīr,piːgu d̪ʰəɾiːɾ,paddy field and its surrounding,மருதம்  
ꢱꢪ꣄ꢱ꣄ꢡꢵꢥ꣄,सम्स्तान,ஸம்ஸ்தான்,samstaan,samstAn,samstān,s̪əms̪t̪ɑːn̪,association,மன்றம்  
ꢡꢸꢞ꣄ꢫꢵꢥꢸ ꢪꢵꢬ꣄ꢔꢸ,तुड्यानु मार्गु,துட்3யானு மார்கு3,tud'yaanu maargu,tuDyAnu mArgu,tuḍyānu mārgu,t̪uɖjɑːn̪u mɑːɾgu,Islam,முகமதியம்  
ꢂꢮꢡꢵꢬꢶꢒꣁ,अवतारिका॑,அவதாரிகொ,avataariko',avatArikO,avatārikŏ,əʋət̪ɑːɾɪko,preface,முகவுரை  
ꢡꢷꢥ꣄ꢡꢪꢶꢳꢸ ꢱꢵꢲꢶꢡ꣄ꢫꣁ,थीन्तमिळु साहित्या॑,தீ2ன்தமிளு ஸாஹித்யொ,teentamil'u saahityo',tIntamiLu sAhityO,tīntamil̤u sāhityŏ,t̪iːn̪t̪əmɪɭu s̪ɑːɦɪt̪jo,"Tamil prose, Tamil music, and Tamil drama",முத்தமிழ்  
ꢪꢹꢭ ꢦꢸꢱ꣄ꢡꢮ꣄,मूल पुस्तव,மூல புஸ்தவ்,moola pustav,mUla pustav,mūla pustav,muːlə pus̪t̪əʋ,original book,முதல்நூல்  
ꢂꢜꢸ ꢦꢸꢱ꣄ꢡꢮ꣄,अटुपुस्तव,அடுபுஸ்தவ்,at'u pustav,aTu pustav,aṭu pustav,əʈu pus̪t̪əʋ,original book,முதல்நூல்  
ꢮꢥꢵꢥ꣄ꢡꢬꢸ ꢤꢬꢷꢬ꣄,वनान्तरु धरीर,வனாந்தரு த4ரீர்,vanaantaru dhareer,vanAntaru dharIr,vanāntaru dharīr,ʋən̪ɑːn̪t̪əɾu d̪ʰəɾiːɾ,forest and its surrounding,முல்லை  
ꢪꢸꢥꢶ,मुनि,முனி,muni,muni,muni,mun̪ɪ,saint,முனிவன்  
ꢔꢥꢤꢥꢮꢵꢥ꣄,गनधनवान्,க3னத4னவான்,ganadhanavaan,ganadhanavAn,ganadhanavān,gən̪əd̪ʰən̪əʋɑːn̪,philanthropist,வள்ளல்  
