alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
தி3ஷ்ளொ,dishLo,ராஜாளி / பெருங்கழுகு,Vulture,தி3ஷ்ளான் அகா3ருக் மொரெ மூகு3னு உராவுக் கா2ஸு,dishLaan agaaruk more moogunu uraavuk khaasu,கழுகுகள் உணவுக்காக இறந்த விலங்குகளின் எச்சங்களை உண்கின்றன,Vultures eat the remains of dead animals for food
கெ3ருட்3,geruD,கருடன்,"Falcon, Garuda",கெ3ருடு3 ஸ்ரீமந் நாராயணனுகு வாஹனொ ஹோஸு,geruDu sreeman naaraayaNanuku vaahano hOsu,கருடன் ஸ்ரீமந் நாராயணனின் வாகனம்,Garuda is Lord Sriman Narayanan's vehicle
கவ்ளகா4ர்,kavLaghaar,கழுகு,Eagle,கவ்ளகா4ருக் மெனிகுன் ஸொம்மர் 4-5 வாள் மோனொ ஸனி ஸே,kavLaghaaruk menikun sommar 4-5 vaaL mOno sani sE,கழுகு மனிதர்களை விட 4-5 மடங்கு கூர்மையான பார்வை கொண்டது,Eagle has 4-5 times sharper eyesight than humans
கா4ரு,ghaaru,பருந்து,"Hawk, Kite",கா4ரு கவ்ள்கா4ரு ஸொம்மர் ந்ஹன்ன ர்ஹாயி,ghaaru kavLghaaru sommar nhanna rhaayi,பருந்து கழுகை விட சிறியதாக இருக்கும்,Kites are smaller than Eagale
ஶினி,ssini,வல்லூறு,Griffon vulture,"ஶினி 36,000 பௌல் உஞ்சொ லெந்து ஹுட3யி","ssini 36,000 paul unjco lentu huDayi","வல்லூறு 36,000 அடி உயரம் வரை பறக்கும்","Griffon vulture can fly upto a height of 36,000 feet"
பி4ரி,bhiri,அண்டபேரண்டப் பட்சி,Condor,பி4ரி பிங்கு 2.7 - 3.2 மீட்டர் லெந்து ர்ஹாயி,bhiri pingku 2.7 - 3.2 meeTTar lentu rhaayi,அண்டபேரண்டப் பறவையின் இறக்கைகள் 2.7 முதல் 3.2 மீட்டர் வரை இருக்கும்,Condor bird has a wingspan of 2.7 to 3.2 meter
வங்குடொ3,vangkuDo,கிளுவை,Eurasian teal,வங்குடொ3 மெனரியொ ந்ஹன்ன ப3து3லொ ஸொகன் ர்ஹாயி,vangkuDo menariyo nhanna badulo sokan rhaayi,கிளுவை என்பது சிறிய வாத்து போல இருக்கும்,Eurasian teal is like a small duck
முஷ்ளி,mushLi,உள்ளான்,"Sandpiper, Curlew",முஷ்ளி பனிம் ஜிவத்திஸானு ஹூடு3 ஜாது,mushLi panim jivattisaanu hooDu jaatu,உள்ளான் ஒரு நீர் வாழ் பறவை இனம்,Sandpiper is a species of aquatic bird
சுங்கு3ல்,cunggul,பக்ஷி நகம்,"Claw, Talon",அஸ்கி பக்ஷினுக் பாய்ஞ் அங்கி3லிக் ஸெத்லாம் சுங்கு3ல் ஸே,aski pakshinuk paaynj anggilik setlaam cunggul sE,அனைத்து பறவைகளுக்கும் கால்விரல்களின் முடிவில் நகங்கள் உள்ளன,All birds have claws at the end of the toes
பஞ்ஜிரி,panjjiri,கூடு,Nest,கொகிலுக் பஞ்ஜிரி ப4ந்த3ன் களானா,kokiluk panjjiri bhandan kaLaanaa,குயிலுக்கு கூடு கட்ட தெரியாது,Quill does not know how to build a nest
கூ4ட்,ghooT,கூடு,Nest,கௌளொ க2ட்டினு ஹால் கூ4ட் ப4ந்த3ஸு,kauLo khaTTinu haal ghooT bhandasu,காகம் குச்சிகளைக் கொண்டு கூடு கட்டுகிறது,The crow builds a nest with sticks
நீடொ3,neeDo,கூடு,Nest,தெ2வ்டெ3 ஹூடு3ன் பூ4ய்ஞிம் நீடொ3 ப4ந்த3ஸு,thevDe hooDun bhooynjim neeDo bhandasu,சில பறவைகள் நிலத்தில் கூடு கட்டும்,Some birds build nests in the ground
ரெக்கெ,rekke,இறகு,Feather,ஸில்லா பரிஸ்தி2திம் ஹூடு3னுக் ஹுன்னொகன் தொ2வ்லத்தக் ரெக்கென் ஒர்க3ஸு,sillaa paristhitim hooDunuk hunnokan thovlattak rekken orgasu,குளிர்ந்த சூழ்நிலையில் பறவைகளை சூடாக வைத்திருக்க இறகுகள் உதவுகின்றன,Feathers help to keep the birds warm in cold conditions
பிங்கு,pingku,"சிறகு, இறக்கை","Wing, Wingspan",பக்ஷின் பிங்கு விலாஸ் கெரி ஹுட3ரஸி,pakshin pingku vilaas keri huDarasi,பறவைகள் சிறகு விரித்து பறக்கின்றன,Birds spread their wings and fly
பொகொ3,pogo,"சிறகு, இறக்கை","Wing, Wingspan",அஸ்கி ஹூடு3னுக் தீ3 பொகா3ன் ஸே,aski hooDunuk dee pogaan sE,அனைத்து பறவைகளுக்கும் இரண்டு இறக்கைகள் உள்ளன,All birds have two wings
ஹிலி,hili,கொண்டை,Crest of a bird,"ம்ஹோர், குகுடொ3 மெனி ஜு2கு பக்ஷினுக் தொ3ஸ்கர் ஹிலி ஸே","mhOr, kukuDo meni jhuku pakshinuk doskar hili sE","மயில், சேவல் என பல பறவைகளுக்கு தலையில் கொண்டை உள்ளது","Many birds, such as the peacock, the rooster have crest on their heads"
பிஞ்செ2,pinjche,"தோகை, இறகு","Peacock's Tail, Feather",ம்ஹோர் பிஞ்செ2 விலாஸ் கெரி நசஸு,mhOr pinjche vilaas keri nacasu,மயில் தோகை விரித்து ஆடுகிறது,The peacock spreads its struts and dances
முதளொ,mutaLo,"தோகை, இறகு","Peacock's Tail, Plumage",த3ல்லா ம்ஹோருனுக் ஸிங்கா3ர் முதளொ ஸே,dallaa mhOrunuk singgaar mutaLo sE,ஆண் மயில்கள் அழகான இறகுகளைக் கொண்டுள்ளன,Male peacocks have beautiful plumage
முஸ்கிளி,muskiLi,அலகு,Beak,ரமா முஸ்கிளி வித்துனுக் பொ2டத்தக் வகு3ண்டொ3கன் ர்ஹாயி,ramaa muskiLi vittunuk phoTattak vaguNDokan rhaayi,கிளியின் அலகு விதைகளை உடைக்க வளைந்திருக்கும்,The beak of the parrot is bent to break the seeds
அண்டொ3,aNDo,முட்டை,Egg,ஒகு3ல் ஜதொ அஸ்கி ஹூடு3ன் அண்டொ3 தக3யி,ogul jato aski hooDun aNDo tagayi,வௌவாலை தவிர அனைத்து பறவைகளும் முட்டையிடும்,All birds except the bat lay eggs
பஷ்ஜிரி,pashjiri,கூண்டு / கூடு,Cage,சிடி3னுக் பஷ்ஜிரிம் ஜ2யி தொ2வஸுன்,ciDinuk pashjirim jhayi thovasun,சிட்டுக்குருவியைப் கூண்டில் அடைத்து வைப்பார்கள்,Sparrows are kept closed in cage
