alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
கஸொ,kaso,வெண்கலம்,Bronze,கஸெ பொ4ன்னாம் பொங்க3ல் கெரனு,kase bhonnaam ponggal keranu,வெண்கலப் பாத்திரத்தில் பொங்கல் செய்வார்கள்,Pongal is cooked in a bronze pot
லீத்,leet,பித்தளை,Brass,புஜா வஸ்துனுன் ஜுக்குகன் லீதும் கெரெயொ,pujaa vastunun jukkukan leetum kereyo,பூஜை பொருட்கள் பெரும்பாலும் பித்தளையால் செய்யப்பட்டவை,Pooja objects are mostly made of brass
தம்பெ3,tambe,"செம்பு, தாமிரம்",Copper,தம்பெ3 செர்ச்சுனாத்தக் ஸொம்முன் கெரானா,tambe cerccunaattak sommun keraanaa,செம்பு சேர்க்காமல் நகைகள் செய்ய முடியாது,Jewelry cannot be made without the addition of copper
தம்பு3ரம்,tamburam,"செம்பு, தாமிரம்",Copper,கொ4ம்மானும் ப்ரயோக்3 கெரரியொ விஜிலி தாரு தம்பு3ரம் ஹால் ஹொயெயொ,ghommaanum prayOg kerariyo vijili taaru tamburam haal hoyeyo,வீடுகளில் பயன்படுத்தப்படும் மின் கம்பிகள் தாமிரத்தால் செய்யப்பட்டவை,Electrical wires used in homes are made of copper
ஜெல்மின்,jelmin,அலுமினியம்,Aluminium,ஜெல்மின் தெட்டொ வேன் ஹவ்லொ ர்ஹாய்,jelmin teTTo vEn havlo rhaay,அலுமினிய தட்டுகள் மிகவும் இலகுவானவை,Aluminum plates are much lighter
தௌ,tau,தகரம்,Tin,தௌவுக் லுங்க்டொ3 ஹால் செக்கத்தக் முஸயி,tauvuk lungkDo haal cekkattak musayi,தகரத்தை கத்தரிக்கோலால் வெட்ட முடியும்,The tin can be cut with scissors
பொட்டொ,poTTo,தகரம்,Tin,ஜெல்மின்கின் பொட்டொ ல்ஹொகண்-ந்ஹாத்த லோவுனு,jelminkin poTTo lhokaN-nhaatta lOvunu,அலுமினியம் மற்றும் தகரம் இரும்பு அல்லாத உலோகங்கள்,Aluminum and tin are non-ferrous metals
தெகரம்,tekaram,தகரம்,Tin,பொள்டொ தக3த்தக் தெகரம் பிர்ஜனம்கன் ர்ஹாயி,poLTo tagattak tekaram pirjanamkan rhaayi,கூரை வேய தகரம் பயனுள்ளதாக இருக்கும்,Tin is useful in roofing
தெக3ட்,tegaT,தகடு,Metal Plate,புல்னொ ப4ந்த3த்தக் தெக3ட் ஜு2க்கு வவ்ரஸுனு,pulno bhandattak tegaT jhukku vavrasunu,பாலம் கட்ட தகடை அதிகம் பயன்படுத்துகிறார்கள்,Metal plates are used a lot to build bridges
ல்ஹொகண்,lhokaN,இரும்பு,Iron,ல்ஹொகண் கெ4ட்டி ர்ஹியெத் மெல்லி பு2ட்டத்திஸானுகெ,lhokaN gheTTi rhiyet melli phuTTattisaanuke,இரும்பு கடினமாக இருந்தாலும் உடையக்கூடியது,Iron is brittle though hard
சிலும்,cilum,துரு,Rust,ஸில்லொ வராம் ப4ராட் தொ2வெத் லோவுனும் சிலும் தெ4ரயி,sillo varaam bharaaT thovet lOvunum cilum dherayi,ஈரமான காற்றில் வெளியே விட்டால் உலோகத்தில் துரு தோன்றும்,Rust will appear on the metal if left outside in wet air
குந்த்3ரொ,kundro,பீங்கான்,Porcelain,ஹந்த3வ் தௌரம் எத்னமுனுக் கெரத்தக் குந்த்3ரொ நுக3ஸு,handav tauram etnamunuk kerattak kundro nugasu,சமையலறை பாத்திரங்கள் தயாரிக்க பீங்கான் பயன்படுகிறது,Porcelain is used to make kitchen utensils
ஹபாள்,hapaaL,கண்ணாடி,Glass,ஹபாளுக் மத்திம் ர்ஹீ கெரராஸ்,hapaaLuk mattim rhee keraraas,கண்ணாடியை மணலில் இருந்து தயாரிக்கிறார்கள்,Glass is made from sand
முக்ரொ,mukro,கண்ணாடி,Glass,முக்ராக் வனி மர்ச்சத்தக் தா4துன் செர்ச்சஸுன்,mukraak vani marccattak dhaatun cerccasun,கண்ணாடியின் நிறத்தை மாற்ற கனிமங்கள் சேர்க்கிறார்கள்,Minerals are added to change the color of the glass
ஸிஷொ,sisho,கண்ணாடி குப்பி,Bottle,ஸிஷொ 100% பி2ரி ப்ரயோக்3 கெரத்திஸானுகெ,sisho 100% phiri prayOg kerattisaanuke,கண்ணாடி குப்பிகள் 100% மறுசுழற்சி செய்யக்கூடியவை,Glass bottles are 100% recyclable
கு3த்தி,gutti,கண்ணாடி குப்பி,Bottle,கு3த்திம் அம்ப3ட் ஸொடி3 தொ2வாய்,guttim ambaT soDi thovaay,கண்ணாடி பாட்டில்களில் அமிலத்தை ஊற்றி வைக்கலாம்,The acid can be stored in glass bottles
கள்ஜம்,kaLjam,காகிதம்,Paper,சீனுன் 2100 ஒர்ஸுனுன் முது3ல்லொ கள்ஜமுக் தெ3க்கி தெ4ராஸி,ceenun 2100 orsunun mudullo kaLjamuk dekki dheraasi,சீனர்கள் 2100 ஆண்டுகளுக்கு முன்பு காகிதத்தைக் கண்டுபிடித்தனர்,The Chinese invented paper 2100 years ago
மீடு கள்ஜம்,meeTu kaLjam,உப்புக்காகிதம்,"Emery sheet, Sandpaper",சிலும் ஜாத்தக் மீடு கள்ஜம் ப்ரயோக்3 பொட3ஸு,cilum jaattak meeTu kaLjam prayOg poDasu,துருவை அகற்ற உப்புக்காகிதம் பயன்படுகிறது,Sandpaper is used to remove the rust
"பிஸ்னி, முத்3த3ட்3","pisni, muddaD","நெகிழி, குழைவான",Plastic,பிஸ்னி வஸ்துன் பூ4ய்ஞ் ஸுபீகுக் நஸஸு,pisni vastun bhooynj supeekuk nasasu,நெகிழி பொருட்கள் பூமியின் வளத்தை கெடுக்கின்றன,Plastic materials spoil the fertility of the earth
பொ3ங்கு3,bonggu,மூங்கில்,Bamboo,பொ3ங்கு3 தாகும் ர்ஹீ பொ3ட்டொ கெரத்தக் முஸையி,bonggu taakum rhee boTTo kerattak musaiyi,மூங்கில் நாரிலிருந்து உடை தயாரிக்க முடியும்,The dress can be made from bamboo fiber
வள்டி,vaLTi,மூங்கில் கோவி,Bamboo stems,வள்டிம் ர்ஹீ முரளி கெருவாயி,vaLTim rhee muraLi keruvaayi,மூங்கில் கோவியிலிருந்து புல்லாங்குழல் செய்யலாம்,Bamboo flutes can be made from bamboo stems
பொ3ங்கு3பொட்டொ,bonggupoTTo,மூங்கில் குச்சி,Split Bamboo stick,வாடி3 ப4ந்த3த்தக் பொ3ங்கு3பொட்டொ நுக3ஸு,vaaDi bhandattak bonggupoTTo nugasu,வேலி கட்ட மூங்கில் குச்சிகள் பயன்படுகின்றன,Split bamboo sticks are used to build fences
பெ3த்தெம் லைடொ3,bettem laiDo,உருட்டுகட்டை,"Baton, Wood log",பெ3த்தெம் லைடா3க் அய்து3கன் ப்ரயோக்3 கெருவாயி,bettem laiDaak aydukan prayOg keruvaayi,உருட்டுகட்டையை ஆயுதமாக பயன்படுத்தப்படலாம்,A baton may be used as a weapon
கு2டொ,khuTo,ஆலங்குப் பலகை,Plywood,தேகு ஜா2டு3 ஸொம்மர் கு2டா பொல்கா வஸ்துன் வேன் ஸொங்கொ3யொ,tEku jhaaDu sommar khuTaa polkaa vastun vEn songgoyo,தேக்கை விட ஆலங்குப் பலகை மரச்சாமான்கள் மிகவும் மலிவானவை,Plywood furnitures are much cheaper than teak
காந்தொ,kaanto,காந்தம்,Magnet,பு4ய்ஞ் ஒண்டெ ம்ஹொட்டொ காந்தொகன் காம் கெரஸு,bhuynj oNTe mhoTTo kaantokan kaam kerasu,பூமி ஒரு மாபெரும் காந்தமாக செயல்படுகிறது,The earth acts as a giant magnet
கெ4ந்த்யாவ்,ghentyaav,கந்தகம்,"Sulphur, Brim stone, Brimstone",பொ3ண்ால் தயார் கெரத்தக் கெ4ந்த்யாவ் நுக3ஸு,boNaal tayaar kerattak ghentyaav nugasu,பட்டாசு தயாரிக்க கந்தகம் பயன்படுகிறது,Sulfur is used to make crackers
கொ2ள்ச்யா பு4ர்கொ,khoLcyaa bhurko,கரிபொருள்,Carbon,ஹிரான் நிஸ்தொ கொ2ள்க்யா பு4ர்க்கொஹால் ஹொயெயொ,hiraan nisto khoLkyaa bhurkkohaal hoyeyo,வைரங்கள் கரிபொருளால் மட்டுமே ஆனவை,Diamonds are made of only carbon
ஶிலா க2ட்டி பு4ர்கொ,ssilaa khaTTi bhurko,பென்சிற்கரி,Graphite,ஶிலா க2ட்டி கெரத்தக் ஶிலா க2ட்டி பு4ர்கொ ஒர்க3ஸு,ssilaa khaTTi kerattak ssilaa khaTTi bhurko orgasu,பென்சில் தயாரிக்க கிராஃபைட் பயன்படுகிறது,Graphite is used to make pencils
