alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
கா3லு,gaalu,கன்னம்,Cheek,ந்ஹுரு கா3லுக் ப்ராமொகன் தெ4ரிஸி,nhuru gaaluk praamokan dherisi,குழந்தையின் கன்னத்தை அன்புடன் தொட்டாள்,She touched baby's cheek gingerly
கெண்டொ3கெளொ,keNDokeLeaa,"சதைப்பற்று, கொழுகொழு","Chubby, Meaty",பில்லொ கெண்டொ3கெளொகன் ஸிங்க்3யார் ஸே,pillo keNDokeLokan singgyaar sE,குழந்தை கொழுகொழுவென அழகாக இருக்கிறது,The baby is fleshy and beautiful
கனஸுல்,kanasul,செவுள்,"Gill, Cheek","ஸங்கெ3 வத்தொ ஐகுனா ஜியெத், கனஸுல் பு4ஞ்சுது","sangge vatto aikunaa jiyet, kanasul bhunjcutu",சொல்பேச்சை கேட்காவிட்டல் கன்னத்தில் ஓங்கி அறைவேன்,"If you don't listen, I will slap you on the cheek"
கான்,kaan,காது,Ear,கானும் காய் தய்லி ஸேத்தெ?,kaanum kaay tayli sEtte?,காதில் என்ன அணிந்து கொண்டிருக்கிறாய்?,What are you wearing in your ears?
நாக்,naak,மூக்கு,Nose,நாக் மோனொ ஸெத்தெங்கொ3 ராக் வேன் அவய் மெனன்,naak mOno settenggo raak vEn avay menan,மூக்கு கூர்மையாக இருப்பவர்களுக்கு அதிக கோபம் வரும் என்பார்கள்,People with sharp noses are said to get more angry
ஸ்வாஸொ,svaaso,மூச்சு,Breath,தெனு ஸ்வாஸொ கெரத்தக் வேன் கெஷ்டம் பொட3ராஸ்,tenu svaaso kerattak vEn keshTam poDaraas,அவர் மூச்சு விட மிகவும் கஷ்டப்படுகிறார்,He is struggling to breathe
தோண்,tON,வாய்,Mouth,தெ2வ்டெ3 தெங்கொ3 தோண் கு3ல்லெ கெரெத்திக்காம் காப்பி பஜெ,thevDe tenggo tON gulle kerettikkaam kaappi paje,சிலருக்கு வாய் கொப்புளித்ததும் காப்பி வேண்டும்,Some people need coffee after rinsing their mouth
ஸொகி3,sogi,கடைவாய்,Back of mouth,ஸொடெ3 தூ3த் ஸொகி3க் ஜாத்த லொவ்லாம் தெனொ மொஜ்ஜொ,soDe doot sogik jaatta lovlaam teno mojjo,ஊற்றிய பால் கடைவாய்க்கு செல்வதற்குள் அவன் இறந்து விட்டான்,He was dead before the milk reached the back of his mouth
கா3லு,gaalu,தாடை,Jaw,கா2ல் பொடெ3த்தெமாம் கா3லும் கா4ம் லகி3டி3யொ,khaal poDettemaam gaalum ghaam lagiDiyo,கீழே விழுந்ததில் தாடையில் காயம் ஏற்பட்டது,He suffered a jaw injury due to a fall
சீபு,ceepu,முகவாய் கட்டை,Chin,ராகு3ம் தெனொ சீபுக் ரெட்டெர் தி4க்கட்டி ஜீஸ்,raagum teno ceepuk reTTer dhikkaTTi jees,கோபத்தில் அவள் முகவாயை தோள்பட்டையில் இடித்து விட்டு சென்றாள்,She slammed her chin on her shoulder in anger
ஹ்ருடி3,hruDi,ஈறு,Gums,"ஹ்ருடி3 பொ3லம்கன் ந்ஹீஜியெத், தாத்3 ஹிட்டி பொள்ட3ய்","hruDi bolamkan nheejiyet, taad hiTTi poLDay",ஈறுகள் வலிமையாக இல்லையெனில் பல் விழுந்துவிடும்,"If the gums lose strength, the tooth fall out"
தளு,taLu,மேலண்ணம்,Hard palate of the mouth,தேலுயொ க2யெத் தளு சிவுட்டொ லக3ய்,tEluyo khayet taLu civuTTo lagay,எண்ணெய் உணவுகளை சாப்பிட்டால் அண்ணம் பிசுபிசுப்பாகும்,"If you eat oily food, your palate will be sticky"
ஜீப்,jeep,நாக்கு,Tongue,ஜீபு கொனொகின் கெக3ர் ருசிக் தெ3க்கி தெ4ரயி,jeepu konokin kegar rucik dekki dherayi,நாக்கின் நுனி மற்றும் விளிம்புகள் சுவையைக் கண்டறியும்,The tip and edges of the tongue detect taste
ஹுட்டொ,huTTo,எச்சில்,Saliva,ஸமஸ்தொ தா2முனும் ஹுட்டொ து2வொ ஹோனா,samasto thaamunum huTTo thuvo hOnaa,பொது இடங்களில் எச்சில் துப்பக்கூடாது,Should not spit in public places
தா3த்,daat,பல்,Teeth,ப2ல்திவார் ஹுட3த்திக்காம் தா3த் மஞ்ஜுனொ,phaltivaar huDattikkaam daat manjjuno,காலை எழுந்ததும் பல் தேய்க்க வேண்டும்,Brush your teeth when you wake up in the morning
பக்கலு தா3த்,pakkalu daat,கடைவாய்ப்பல்,Molar teeth,பக்கலு தா3த் ந்ஹன்ன ஒர்ஸும் ஹொட்3னா,pakkalu daat nhanna orsum hoDnaa,கடைவாய்ப்பல் சிறு வயதில் வளராது,Molars do not develop at a young age
கெ3ளொ,geLo,கழுத்து,Neck,கெ3ளாம் மாலொ தகி3 தெங்கொ3 அபி4வாத3னொ கெர்யாஸி,geLaam maalo tagi tenggo abhivaadano keryaasi,கழுத்தில் மாலை அணிவித்து அவரை வரவேற்றனர்,They welcomed him with garland around his neck
மான்,maan,பின் கழுத்து,Back neck,பில்லா மான் அங்கு3 நிள்ச்சிரனி,pillaa maan anggu niLccirani,குழந்தையின் கழுத்து இன்னும் நிலையாக வில்லை,The baby's neck is not yet stable
பொ3ஞ்சு,bonjcu,பிடரி,"Scruff of his neck, Mane",பில்லா பொ3ஞ்சும் பொஸுவொ,pillaa bonjcum posuvo,குழந்தையின் பிடரியில் துடைக்கவும்,Wipe the baby's scruff of the neck
கா2ந்து3,khaandu,தோள்,Shoulders,கே4ரு பா4ர் தெகொ3 கா2ந்து3ர் பொள்டி3யொ,ghEru bhaar tego khaandur poLDiyo,வீட்டுச் சுமை அவன் தோள்களில் விழுந்தது,The burden of home fell on his shoulders
ரெட்டெ,reTTe,தோள்பட்டை,Shoulder,ரெட்டெ ஹவ்லத்தெ சொக்கட் சால்சலன் ந்ஹா,reTTe havlatte cokkaT caalcalan nhaa,தோள்பட்டையை குலுக்குதல் நல்ல நடத்தை அல்ல,Shrugging shoulder is not good manners
க4டி3,ghaDi,தொண்டை,Throat,ஸில்லொ பனி பியெத் க4டி3ம் க2ஜ்ஜு அவய்,sillo pani piyet ghaDim khajju avay,குளிர்ந்த தண்ணீரை குடித்தால் தொண்டையில் புண் ஏற்படும்,Drinking cold water can cause sore throat
க4டி3 ஸெத்3து3,ghaDi seddu,குரல்,Voice,அம்பா3 க4டி3 ஸெத்3து3 அய்கிதி பில்லொ பி2ரி ஸியெஸ்,ambaa ghaDi seddu aykiti pillo phiri siyes,தாயின் குரல் கேட்டு குழந்தை திரும்பி பார்த்தது,The child turned around after hearing the mother's voice
பெ4தா3ள்,bhedaaL,விகாரமான,Clumsy,ஒஜனானு க4டி3 ஸெத்3து3 பெ4தா3ள்கன் ர்ஹாஸு,ojanaanu ghaDi seddu bhedaaLkan rhaasu,சிலரின் குரல் விகாரமாக இருக்கிறது,Some people's voices are clumsy
கு4ட்கொ,ghuTko,"மிடறு, குரல்வளை","Larynx, Pharynx, Trachea",க3வீனுன் கு4ட்காக் சொக்கட் கௌ3ஞ்சுலராஸ்,gaveenun ghuTkaak cokkaT gaunjcularaas,பாடகர்கள் குரல்வளையை நன்றாக கவனித்துக்கொள்கிறார்கள்,Singers take good care of the larynx
ஹோட்,hOT,உதடு,Lip,ஸோகுஹால் ஹோடுன் ஸுக்கியொ,sOkuhaal hOTun sukkiyo,தாகத்தால் உதடுகள் காய்ந்தன,Lips parched with thirst
முஸ்குளி,muskuLi,மேலுதடு,Philtrum,தெ2வ்டெ3 த3ல்லானுக் முஸ்குளிம் ஒண்டெ முஸுங்கு3 ர்ஹானா,thevDe dallaanuk muskuLim oNTe musunggu rhaanaa,சில ஆண்களுக்கு மேலுதட்டில் மட்டும் மீசை இருக்காது,Some men have no mustache only on the philtrum
முஸின்,musin,மீசை,"Moustache, Mustache",ப2ந்த3ர் ஒர்ஸும் முஸின் ஹொட3த்தக் ஹர்ம்ப3ம் ஹோஸு,phandar orsum musin hoDattak harmbam hOsu,பதினைந்து வயதில் மீசை வளர ஆரம்பிக்கும்,Mustache start growing at the age of fifteen
முஸுங்கு3,musunggu,மீசை,"Moustache, Mustache",பொ2ருங்கி3ன் முஸுங்கு3 ஸொவ்ரம் கெள்ட3ஸுன்,phorunggin musunggu sovram keLDasun,வெளிநாட்டினர் மீசையை மழித்து விடுகின்றனர்,Foreigners shave their moustaches
தா3டி3,daaDi,தாடி,Beard,பௌ4து3ல்னு தா3டி3 தொ2வ்ல்ராஸி,bhaudulnu daaDi thovlraasi,துறவிகள் தாடி வைத்திருக்கிறார்கள்,Ascetics have beards
ஸொவ்ரம்,sovram,முடி வெட்டுதல் / மழித்தல்,Haircutting / Shaving,மொங்கு3ளார்தி ஸொவ்ரம் கெர்லஹோனா மெனன்,mongguLaarti sovram kerlahOnaa menan,செவ்வாய் கிழமைகளில் முடியை வெட்டக்கூடாது என்பார்கள்,It is said that hair should not be cut on Tuesdays
ஸ்நான்,snaan,குளியல்,Bath,ஸ்நான் கெரெ ப2ராது கா2த்தெ சொக்கட் வட்கெ,snaan kere pharaatu khaatte cokkaT vaTke,குளித்த பின் சாப்பிடுவது நல்ல பழக்கம்,Eating after bathing is a good habit
ஆங்கு3,aanggu,உடல்,Body,ஆங்கு3 தெ3ள்கொ பொடெ3த் ரோக்3 அவயி,aanggu deLko poDet rOg avayi,உடல் குண்டானால் நோய் உண்டாகும்,Fatty body causes disease
தனு,tanu,உடல்,Body,தனு மொன்னுக் தய தா4னுக் சல்லுனொ,tanu monnuk taya dhaanuk calluno,உடல் மனதுக்கு ஏற்ப நடந்து கொள்ள வேண்டும்,The body should behave according to the mind
ஶரீர்,ssareer,உடல்,Body,ஶரீர்கின் மொன்னுக் ஶுத்3த4ம்கன் தொ2வ்லுனொ,ssareerkin monnuk ssuddhamkan thovluno,உடலையும் மனதையும் சுத்தமாக வைத்திருக்க வேண்டும்,Is there anyone who does not desire the body?
ந்ஹான்,nhaan,"ஒல்லியான, மெலிந்த","Lean, Skinny, Thin",தெகொ3 த4மினி கி3ரிடு3 ஸொகன் ந்ஹான் ஆங்கு3,tego dhamini giriDu sokan nhaan aanggu,அவனுக்கு ஓட்டப்பந்தய வீரன் போல மெலிந்த உடல்,He has a lean body like a runner
தே3ஹப்4யாஸ்,dEhabhyaas,உடற்பயிற்சி,Exercise,தே3ஹப்4யாஸ் ஶரீருக் பொ3லம் தே3யி,dEhabhyaas ssareeruk bolam dEyi,உடற்பயிற்சி உடலுக்கு வலு தரும்,Exercise strengthens the body
ஆலஸ்யொ,aalasyo,"சோம்பல், சோம்பேறித்தனம்","Sloth, Lazy, Laziness",கொன்னி காம்கெர்த்தானுக் ஆலஸ்யொ ர்ஹாஹோனா,konni kaamkerttaanuk aalasyo rhaahOnaa,எந்த வேலைக்காரருக்கும் சோம்பல் இருக்கக்கூடாது,No worker should have laziness
பிளொ தே3த்தே,piLo dEttE,சோம்பல் முறித்தல்,Pandiculation,ஜு2கு3 தெனு ஸொளொபா2ர் ஹுட3த்திக்காம் பிளொ தே3னு,jhugu tenu soLophaar huDattikkaam piLo dEnu,பெரும்பாலோர் காலையில் எழுந்ததும் சோம்பல் முறிப்பார்கள்,Most people pandiculate once they wake up in the morning
ஜீவ்,jeev,உயிர்,Life,ஜீவ் ஜியெ ப2ராத் ரொடி3 காய் பிர்ஜனம்?,jeev jiye pharaat roDi kaay pirjanam?,உயிர் போன பின் அழுது என்ன பிரயோஜனம்?,What is the use of crying after death?
கெண்டொ3,keNDo,தோல்,"Skin, Muscle",பி2ரி பி2ரி ஹனெஹால் கெண்டொ3 பி4ருஸ் பொள்டி3யொ,phiri phiri hanehaal keNDo bhirus poLDiyo,மீண்டும் மீண்டும் அடித்ததால் தோல் மரத்துப் போனது,Repeated beatings numbed the skin
கெர்ப்பான்,kerppaan,தோல் அரிப்பு,Skin itching,வங்கி3 வேன் க2யெத் கெர்ப்பான் அவய்,vanggi vEn khayet kerppaan avay,கத்தரிக்காய் அதிகம் சாப்பிட்டால் தோல் அரிப்பு வரும்,"If you eat a lot of brinjal, you will get skin itching"
காக்,kaak,அக்குள்,Armpit,காகும் கு3லுகு3லாய்ங் கெரெத் பில்லொ அஸயி,kaakum gulugulaayng keret pillo asayi,அக்குளில் கிச்சு கிச்சு மூட்டினால் குழந்தை சிரிக்கும்,The child laughs if we tickle its armpit
ஹாத்,haat,கை,Hand,ஹாத் துக்கி பாய்ஞ் பொடு3வொ,haat tukki paaynj poDuvo,கையை உயர்த்தி வணங்குங்கள்,Raise your hand and bow
கொ2வொ,khovo,முழங்கை,Elbow,கொ2வொஹால் பொ3வத்தெ நஜ்ஜெ வட்கெ,khovohaal bovatte najje vaTke,முழங்கையால் அழைப்பது ஒரு கெட்ட பழக்கம்,Calling with the elbow is a bad habit
கொ2பொ3,khobo,முழங்கை,Elbow,பை3ல்வான் கொ2பொ3ஹால் நலர் பொ2ட3ராஸி,bailvaan khobohaal nalar phoDaraasi,பயில்வான் முழங்கையால் தேங்காய் உடைக்கிறார்,The strong man breaks the coconut with his elbow
கோஷ்டு,kOshTu,முன்னங்கை,Forearm,தெனொ அபுல் நாவ் கோஷ்டும் பொள்ஸொ குஸ்கி ஹொதெ3ஸ்,teno apul naav kOshTum poLso kuski hodes,அவன் தன் பெயரை முன்னங்கையில் பச்சை குத்தி இருந்தான்,He had his name tattooed on his forearm
கங்க்3ரொ,kanggro,மணிக்கட்டு,Wrist,ஸர்தா3ர்ஜீன் கங்க்3ராம் கெங்க3ண் க4ல்லி ர்ஹானு,sardaarjeen kanggraam kenggaN ghalli rhaanu,சர்தார்ஜிகள் மணிக்கட்டில் காப்பு அணிந்திருப்பார்கள்,Sardarjis wear bracelets on their wrists
தளொஹாத்,taLohaat,உள்ளங்கை,Palm,தளொஹாதும் ஸேத்தெயொ ஸாத்தக் பூ4தத்3த3ம் பஜெயா?,taLohaatum sEtteyo saattak bhootaddam pajeyaa?,உள்ளங்கையில் இருப்பதை பார்க்க பூதக்கண்ணாடி தேவையா?,Need a magnifying glass to see what's in the palm ?
பெள்ளோ,peLLO,பாளம்,Crump or deep cut in Palm,பனி செந்தெ3த்தெமாம் ஹாத் பெள்ளொ பெள்ளொகன் பா2ட் தீ3ரஸ்,pani cendettemaam haat peLLo peLLokan phaaT deeras,தண்ணீர் இறைத்ததில் கை பாளம் பாளமாக வெடித்துள்ளது,The palm has deep cuts due to water drawing
பா2ட்3,phaaD,"வெடிப்பு, விரிசல்",Crack,பலடி பா2டு3க் ஸுக்கெ கெண்டொ3 காரணொ ஹோஸு,palaTi phaaDuk sukke keNDo kaaraNo hOsu,குதிகால் வெடிப்புக்கு வறண்ட சருமம் காரணமாகிறது,Dry skin causes cracked heels
மூட்,mooT,முஷ்டி,Fist,ராகு3ம் தெனொ மேஜொஹோர் மூட்ஹால் ஹனெஸி,raagum teno mEjohOr mooThaal hanesi,கோபத்தில் மேசையில் முஷ்டியால் அடித்தான்,He pounded his fist on the table in anger
மூட் போ4ர்,mooT bhOr,கைப்பிடி நிறைய,"Fistful, Palmful",அங்கு3 தீ3 மூட் போ4ர் மீட் தாய்,anggu dee mooT bhOr meeT taay,இன்னும் இரண்டு கைப்பிடி நிறைய உப்பு போடு,Add two more fistful of salt
சூள்,cooL,குவித்தகை,Hand scooping,சூளும் தீர்து க2ல்லி பீலுவோ,cooLum teertu khalli peeluvO,குவித்தகையில் தீர்த்தத்தை எடுத்து அருந்தவும்,Scoop up a handful of holy water and drink
