alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
முஹூர்த்து,muhoorttu,"முஹூர்த்தம், நல்ல நேரம்",Auspicious Time,ஒண்டெ ம்ஹூர்த்து 90 நிமுஷ் லெந்து ர்ஹாயி,oNTe mhoorttu 90 nimush lentu rhaayi,ஒரு முஹூர்த்த நேரம் 90 நிமிடங்கள் வரை இருக்கும்,One auspicious time will be up to 90 minutes
ர்ஹவென்,rhaven,விருந்தினராக தங்குதல்,Staying as a guest,மொரெ பெ3ய் ஹொல்ல வாரும் ர்ஹவென் அவன்,more bey holla vaarum rhaven avan,என் அக்கா அடுத்த வாரம் விருந்தினராக தங்குவார்,My sister will be staying as a guest next week
பொ2வ்னொ,phovno,விருந்தாளி,Guest,தெ2வ்டெ3 பொ2வ்னான் கொ2ப்3பி3ம் சூக் ஸங்க3ன்,thevDe phovnaan khobbim cook sanggan,சில விருந்தினர்கள் எப்போதும் குறை சொல்வார்கள்,Some guests always complain
ஜெமன்,jeman,விருந்து,"Feast, Party",ஜு2க்கு ஸௌராஷ்டிரர்னு ஹொராடு3 தீ3தி3 ஜெமன் ஸெந்தொ மட3ஸுன்,jhukku sauraashTirarnu horaaDu deedi jeman sento maDasun,பெரும்பாலான சௌராஷ்டிரர்கள் திருமணத்தை இரண்டு நாள் விருந்துகளுடன் கொண்டாடுகிறார்கள்,Most Sourashtrians celebrate the wedding with a two-day feast
ஜொமன்,joman,விருந்து,"Feast, Party",ஜொமனு பிள்சார் சொக்கட் ருசிகன் ர்ஹாயி,jomanu piLcaar cokkaT rucikan rhaayi,விருந்து ரசம் மிகவும் சுவையாக இருக்கும்,The feast Rasam will be very tasty
உஜ்ஜெமன்,ujjeman,சிறந்த விருந்து,Grand Feast,ருசிகன் ர்ஹியெத் தெல்லெ ஒண்டெ உஜ்ஜெமனூஸி,rucikan rhiyet telle oNTe ujjemanoosi,"சுவையாக இருந்தால், அது ஒரு சிறந்த விருந்து","If delicious, it is a grand feast"
ஸிஜ்ஜெமன்,sijjeman,எஞ்சியதை உண்பது,Eating leftover,து3ர்ப3ள்னுன் ஸிஜ்ஜெமன் கெரஸுன்,durbaLnun sijjeman kerasun,ஏழைகள் எஞ்சியதை சாப்பிடுகிறார்கள்,Poor people eat leftovers
ஶிஞ்ஜெமன்,ssinjjeman,மீந்து போனதை உண்ணுதல்,Eating leftover food,ஶிஞ்ஜெமன் கெரத்தெ முது3ல்லா சா2ளி போ2ளு,ssinjjeman keratte mudullaa chaaLi phOLu,எஞ்சியதை உண்பது முற்பிறவியின் பலன்,Eating leftovers is the result of previous birth karma
கென்னல்,kennal,மொய் பணம்,Marriage contribution (Cash),ஜு2க்கு பொ2வ்னான் கென்னல்கன் ஹன்னவ் தே3ஸுன்,jhukku phovnaan kennalkan hannav dEsun,பெரும்பாலான விருந்தினர்கள் திருமண பரிசாக பணம் கொடுக்கிறார்கள்,Most guests give money as a wedding gift
ஶிக்3ரம்,ssigram,சீர் பாத்திரம்,Marriage gift (Utensil),அமி ஶிக்3ரம்கன் ருப்பா தெட்டொ தி3யாஸ்,ami ssigramkan ruppaa teTTo diyaas,நாங்கள் சீர் பாத்திரமாக வெள்ளி தட்டு கொடுத்தோம்,We gave a silver plate as a marriage gift
விடொ3,viDo,தாம்பூலம்,"Paan, Betal leaf rolled with areca nuts, distributed at marriage function",விடொ3 ஸெரொ ஜேம் தே3த்தெ வட்கெ ஹொய்யொ,viDo sero jEm dEtte vaTke hoyyo,தாம்பூலத்துடன் பரிசு வழங்குவது வாடிக்கையாகிவிட்டது,A gift with the Vido has become routine
சதுர்விடொ3,caturviTeaa,தாம்பூலம்,"Betel, areca nuts distributed at marriage function",சதுர்விடொ3 மெனத்தெ மொர்க்3யாத் தெ3க்கடத்தெயொ,caturviDo menatte morgyaat dekkaTatteyo,தாம்பூலம் என்பது மரியாதையைக் காட்டுவதாகும்,Chaturvidho is a show of respect
ப2லார்,phalaar,இனிப்பு காரம் சீர்வரிசை,Sweets and Snacks offered after marriage,ஹொராடு3 ப2லார்கன் தெந்துலொகின் மைஸுர்பாக் தே3ஸுன்,horaaDu phalaarkan tentulokin maisurpaak dEsun,"திருமண சீராக முறுக்கும், மைசூர்பாகும் கொடுப்பார்கள்",Murukku and Mysorepak are given as part of marriage gift
ஸம்போ4க3ம்,sambhOgam,உடலுறவு,Sexual intercourse,ஸம்போ4க3ம் மெனரியொ ஜித்ரவும் ஒண்டெ பா4கு3,sambhOgam menariyo jitravum oNTe bhaagu,உடலுறவு என்பது வாழ்க்கையின் ஒரு பகுதி,Intercourse is a part of life
மைது2னம்,maithunam,உடலுறவு,Sexual intercourse,மைது2னம் தெ4ரி கொங்கிஜொவள் வத்தொ கெரஹோனா,maithunam dheri kongkijovaL vatto kerahOnaa,உடலுறவு பற்றி யாரிடமும் பேசக்கூடாது,Should never talk to anyone about intercourse
மிள்னி,miLni,உடலுறவு,Sexual intercourse,மிள்னி தெ4ரி ஹுட3ப்பன்கொ வத்தொ கெரஹோனா,miLni dheri huDappanko vatto kerahOnaa,உறவை வெளிப்படையாக பேசக்கூடாது,Intercourse should not be spoken openly
மொஸ்கொ,mosko,மசக்கை,Morning sickness,தெ2வ்டெ3 கெ4ர்பினுக் மொஸ்கொ லக3யி,thevDe gherpinuk mosko lagayi,சில கர்ப்பிணி தாய்மார்களுக்கு மசக்கை வரும்,Some expectant mothers get morning sickness
கெ4வ்ரார்,ghevraar,கர்ப்பம்,Pregnancy,பெ3ய்லனுன் ரமாரமி 40 வாருன் கெ4வ்ரார் ர்ஹானு,beylanun ramaarami 40 vaarun ghevraar rhaanu,பெண்கள் கிட்டத்தட்ட 40 வாரங்கள் கர்ப்பம் இருப்பார்கள்,Women are pregnant for almost 40 weeks
கெ4வ்ரரின்,ghevrarin,"சூலுற்ற பெண், கர்ப்பிணி பெண்","Pregnant lady, Pregnant woman",கெ4வ்ரரின் ஶிபாரிஸு கெரெ ஸொம்மர் வேன் பா4ர் பொட3ஹோனா,ghevrarin ssipaarisu kere sommar vEn bhaar poDahOnaa,கர்ப்பிணிப் பெண்கள் பரிந்துரைக்கப்பட்டதை விட அதிகம் எடை போடக்கூடாது,Pregnant women should not gain more weight than recommended
கெ4ர்பின்,gherpin,"சூலுற்ற பெண், கர்ப்பிணி பெண்","Pregnant lady, Pregnant woman",கெ4ர்பினுக் அஸ்கிதெனு மொர்க்3யாத்கன் சல்த கெரராஸ்,gherpinuk askitenu morgyaatkan calta keraraas,கர்ப்பிணிப் பெண்ணை அனைவரும் மரியாதையுடன் நடத்துகிறார்கள்,Everyone treats a pregnant woman with respect
பல்லினி,pallini,"சூலுற்ற பெண், கர்ப்பிணி பெண்","Pregnant lady, Pregnant woman",பல்லினி பா3தொ3 பல்லினிக் ஒண்டேஸ் களாய்,pallini baado pallinik oNTEs kaLaay,கர்ப்பிணிப் பெண்ணின் வலி கர்ப்பிணிகளுக்கு மட்டுமே தெரியும்,Only pregnant women know the pain of a pregnant woman
க3ர்பி4ணீ,garbhiNee,"சூலுற்ற பெண், கர்ப்பிணி பெண்","Pregnant lady, Pregnant woman",க3ர்பி4ணீ வேன் ஸீஸொரி சலஸு,garbhiNee vEn seesori calasu,கர்ப்பிணிப் பெண் மிகவும் கவனமாக நடக்கிறாள்,A pregnant woman walks very carefully
வெஸனி,vesani,ஐந்தாம் மாதம் கர்ப்பிணி செலுத்தும் நேர்த்திக்கடன்,Fullfilling Vow at the 5th month of Pregnancy,தெனொ பஞ்ச்வா ம்ஹடா3ம் வெஸனி கெரிஸி,teno panjcvaa mhaDaam vesani kerisi,கர்ப்பத்தின் 5 வது மாதத்தில் அவள் தனது நேர்த்திக்கடனை நிறைவேற்றினார்,She fulfilled her vow of prayer in the 5th month of pregnancy
ஸாத் ம்ஹடொ3,saat mhaDo,சீமந்தம்,Baby Shower,ஸாத் ம்ஹடொ3 முஸல்லி கே4ர் பொ3ல்லி அவ்யாஸி,saat mhaDo musalli ghEr bolli avyaasi,வளைகாப்பு முடிந்து தாய் வீட்டிற்கு அழைத்து வந்தனர்,"After the baby shower, they brought her home"
கைனொ பி2ரட்3ணி,kaino phiraDNi,வளைகாப்பு,Baby shower,ஸாத் ம்ஹடா3 விஶேஷும் கெ4ர்பினுக் கைனொ பி2ரட3னு,saat mhaDaa vissEshum gherpinuk kaino phiraDanu,வளைகாப்பு நிகழ்ச்சியில் கர்ப்பிணிப் பெண்ணுக்கு வளையல் அணிவிப்பார்கள்,"In baby shower function, bangles are worn on pregnant women"
ஹொவ்டி பொ4வ்ரத்தெ,hovTi bhovratte,மடி நிரப்புதல்,Baby Shower / Godh Bharai,ஸாத் ம்ஹடா3 விஶேஷும் ஹொவ்டி3 பொ4வ்ரனு,saat mhaDaa vissEshum hovDi bhovranu,வளைகாப்பு நிகழ்ச்சியில் மடி நிரப்புவார்கள்,Godh bharai is done at baby shower function
தொ4வ்லா ஜொமன்,dhovlaa joman,வளைகாப்புக்குப் பிறகு மாமியார் வீட்டார் கொடுக்கும் 5 நாள் விருந்து,5 day feast given by in-laws after baby shower,தொ4வ்லா ஜொமன் சொக்கட்3 விஶேஷ்கன் சலெஸி,dhovlaa joman cokkaD vissEshkan calesi,கொழுக்கட்டை விருந்து மிக சிறப்பாக நடந்தது,The pudding party went very well
ஜர்க்யம்,jarkyam,பிரசவம்,"Delivery, Giving birth",கால் தெகொ3 ஸுகோ2ம்கன் ஜர்க்யம் ஹொய்யொ,kaal tego sukhOmkan jarkyam hoyyo,நேற்று அவளுக்கு சுகப்பிரசவம் ஆனது,She gave birth yesterday
ப3ள்டின்,baLTin,"குழந்தைபெற்ற பெண், பிரசவத்த தாய்",Postnatal Mother,ப3ள்டின் அபுல் க2வ்னமு நிகொகன் ர்ஹனொ,baLTin apul khavnamu nikokan rhano,பிரசவத்த தாய் தனது உணவில் கவனமாக இருக்க வேண்டும்,Postnatal mother should be careful with her diet
ஸுதி3 தொ2வ்லத்தெ,sudi thovlatte,கை சூப்புதல்,Thumb-sucking,ஜு2கு3 பில்லல்னுக் ஸுதி3 தொ2வ்லரியொ வட்கெ ர்ஹாயி,jhugu pillalnuk sudi thovlariyo vaTke rhaayi,நிறைய குழந்தைகளுக்கு கை சூப்பும் பழக்கம் இருக்கும்,Many children have a habit of Thumb-sucking
ஸெட்டி,seTTi,பெயரிடும் விழா,Naming ceremony,ஸெட்டி விஶேஷும் அஸ்கி ஒஸ்துன் அவ்யாஸி,seTTi vissEshum aski ostun avyaasi,பெயர் சூட்டும் விழாவில் அனைத்து உறவினர்களும் வந்தனர்,All relatives attended the naming ceremony
பள்ளொ,paLLo,தூளி,Cloth cradle,ந்ஹுரு பள்ளாம் நிஞ்ஜிரஸ்,nhuru paLLaam ninjjiras,குழந்தை தூளியில் தூங்குகிறது,The baby is sleeping in the cloth cradle
ஹிந்த3லத்தெ,hindalatte,தூளி ஆட்டுதல்,Rock the cradle,பள்ளாக் ஹிந்த3லெத் பில்லொ நிஞ்ஜுல்ட3யி,paLLaak hindalet pillo ninjjulDayi,தூளியை ஆட்டினால் குழந்தை தூங்கிவிடும்,If we rock the cradle the baby falls asleep
லாலி,laali,தாலாட்டு,Lullaby,துங்கொ3 லாலி க3வத்தக் களாய்யா?,tunggo laali gavattak kaLaayyaa?,உங்களுக்கு தாலாட்டுப் பாடத் தெரியுமா?,Do you know how to sing a lullaby?
