alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
தெல்பி,telpi,"கேலி, கிண்டல்","Mock, Tease",தெ2வ்டெ3 தெனு ஸதா2 தெல்பிலேத் ர்ஹானு,thevDe tenu sathaa telpilEt rhaanu,சிலர் எப்போதும் கிண்டல் செய்வார்கள்,Some will always tease
கெள்சினி,keLcini,"கேலி, கிண்டல்","Mock, Tease",ஒள்டு3னுக் கெள்சினி கெரன் ஹோனா,oLDunuk keLcini keran hOnaa,வயதானவர்களை நாம் கிண்டல் செய்யக்கூடாது,We should not tease the elderly
ரூபு கெள்சினி,roopu keLcini,உருவ கேலி,"Mock, Tease, Body shaming",ரூபு கெள்சினி கெரஹோனா,roopu keLcini kerahOnaa,உருவ கேலி செய்யக்கூடாது,Should not do body shaming
கா3ள்,gaaL,"திட்டு, வசை, நிந்தனை","Scold, Reprimand, Blasphemy",பா3 கா3ள் அய்கன் ஸெக்குனா,baa gaaL aykan sekkunaa,அப்பாவின் திட்டுகளை கேட்க முடியாது,Can't hear Dad's reprimands
போ3ல்கா3ள்,bOlgaaL,"திட்டு, வசை, நிந்தனை","Scold, Reprimand, Blasphemy",ஶாந்திகன் ர்ஹாத்தெங்கொ3 போ3ல்கா3ள் ர்ஹானா,ssaantikan rhaattenggo bOlgaaL rhaanaa,அமைதியாக இருப்பவர்களுக்கு நிந்தனை இருக்காது,Those who are quiet will have no blasphemy
ஹீனவாக்,heenavaak,"இழிசொல், நிந்தனை","Slander, Blasphemy",ஹீனவாக் வம்ஶமுக் நஸ்தயி,heenavaak vamssamuk nastayi,நிந்தனை குலத்தை அழித்துவிடும்,Blasphemy will destroy the clan
தி4ல்லொஹொயெ,dhillohoye,"இழிவான, வெறுக்கத்தக்க","Despicable, Disgusting, Filthy",தி4ல்லொஹொயெ சால்சலன் ஹால் தெனொ துருங்கா3க் ஜியெஸி,dhillohoye caalcalan haal teno turunggaak jiyesi,இழிவான நடத்தைக்காக அவன் சிறைக்கு சென்றான்,He went to jail for despicable behavior
கொ2ப3ட்,khobaT,"வஞ்சகம், ஏமாற்றுதல்","Deceit, Deception, Cheating, Fraud",பில்லல்னு கொ2ப3ட் ந்ஹீத்தெனுன்,pillalnu khobaT nheettenun,குழந்தைகள் வஞ்சகம் இல்லாதவர்கள்,Children are not deceitful
கண்டு,kaNTu,"வஞ்சகம், ஏமாற்றுதல்","Deceit, Deception, Cheating, Fraud",கொ2ப்3பி3ம் கண்டிகின் ஜிவத்தக் முஸுனா,khobbim kaNTikin jivattak musunaa,எப்போதும் ஏமாற்றி வாழ முடியாது,You can never live cheating
ஒன்ச்லொ,onclo,"வஞ்சகம், ஏமாற்றுதல்","Deceit, Deception, Cheating, Fraud",ஶகுனி ஒன்ச்லாக் நாவ் பொடெ3த்தெனு,ssakuni onclaak naav poDettenu,சகுனி வஞ்சகத்திற்கு பெயர் பெற்றவர்,Shakuni is notorious for deception
வஞ்சனொ,vanjcano,"வஞ்சகம், ஏமாற்றுதல்","Deceit, Deception, Cheating, Fraud",அமி கொங்கினாக் வஞ்சனொ கெரன் ஹோனா,ami kongkinaak vanjcano keran hOnaa,நாம் யாரையும் ஏமாற்றக் கூடாது,We should not cheat anyone
எச்சட3த்தெ,eccaDatte,"வஞ்சகம், ஏமாற்றுதல்","Deceit, Deception, Cheating, Fraud",எச்சட3த்தெ நியம் அனுஸார் பொரொ ஹோயி,eccaDatte niyam anusaar poro hOyi,ஏமாற்றுவது சட்டப்படி குற்றம்,Cheating is a crime under the law
வீர்,veer,"வன்மம், விரோதம், பகைமை","Malice, Hostility",வீர் ஆரோக்3யமுக்கின் பா4க்3கி3க் நஸ்தயி,veer aarOgyamukkin bhaaggik nastayi,விரோதம் உடல் நலத்தையும் செல்வத்தையும் கெடுத்துவிடும்,Hostility can ruin health and wealth
நிஷ்டுல்,nishTul,தகராறு,Dispute,த3தொ3 பை4னும் நிஷ்டுல் ஸே,dado bhainum nishTul sE,சகோதரர்களுக்குள் தகராறு உள்ளது,There is a dispute between the brothers
தெகு3ரால்,teguraal,"சர்ச்சை, விவாதம், வாக்குவாதம்","Dispute, Argue, Argument",தூ ஏட் தெகு3ரால் கெரத்தக் அவெயொயா?,too ET teguraal kerattak aveyoyaa?,நீ இங்கு வாதம் பண்ண வந்தாயா?,Did you come here to argue?
மல்லினி,mallini,வாய்ச் சண்டை,"Fight, Verbal fight","மல்லினிக் ஜா ஹோனா, அவெ மல்லினிக் ஸொடொ3 ஹோனா","mallinik jaa hOnaa, ave mallinik soDo hOnaa","சண்டைக்கு போகக்கூடாது, வந்த சண்டையை விடக்கூடாது","Don't go to fight, don't leave the fight"
ஶத்ருப்பன்,ssatruppan,"பகைமை, விரோதம்",Enemity,ஶுனாக்கின் மஞ்ஜிரிக் ஶத்ருப்பன் ஸே,ssunaakkin manjjirik ssatruppan sE,நாய்க்கும் பூனைக்கும் பகை உண்டு,Dog and cat have enmity
கனஸுல் பு4ஞ்ஜத்தெ,kanasul bhunjjatte,கன்னத்தில் அறைதல்,Slap,பா3ப் ராகு3ம் பெடா3க் கனஸுல் பு4ஞ்யாஸி,baap raagum peDaak kanasul bhunjyaasi,தந்தை கோபத்தில் மகனை அறைந்தார்,The father slapped his son in anger
வத்4யொ,vadhyo,கொலை,Murder,வத்4யொ கெரத்தெ பஞ்சமஹா பாவுனும் ஒண்டெ,vadhyo keratte panjcamahaa paavunum oNTe,கொலை செய்வது ஐம்பெரும் பாவங்களில் ஒன்று,Murder is one of the five major sins
ஹனிமர்னி,hanimarni,படுகொலை,Assassination,ராஜிவ் கா3ந்தி4க் ஹனிமர்த்தியா,raajiv gaandhik hanimarttiyaa,ராஜீவ் காந்தி படுகொலை செய்யப்பட்டார்,Rajiv Gandhi was assassinated
ஆத்மவத்4யொ,aatmavadhyo,தற்கொலை,Suicide,ஆத்மவத்4யொ கெர்லத்தெகா3 ஆத்மொ ஶாந்தி ஹோனா,aatmavadhyo kerlattegaa aatmo ssaanti hOnaa,தற்கொலை செய்து கொள்பவரின் ஆன்மா சாந்தி அடையாது,The soul of the person who commits suicide will not attain peace
மரத்தெ,maratte,கொல்லுதல்,"Kill, Killing",பரு ஜீவுனுக் மரத்தெ பாவ்,paru jeevunuk maratte paav,பிற உயிர்களை கொல்லுதல் பாவம்,Killing other lives is a sin
மொரட3த்தெ,moraDatte,கொல்லுதல்,"Kill, Killing",ராணு மூகு3ன் பூ4குக் து3ஸுரெ ஜீவுனுக் மொரட3த்தெ பாப் மெனானா,raaNu moogun bhookuk dusure jeevunuk moraDatte paap menaanaa,வன விலங்குகள் பசிக்காக மற்ற விலங்குகளைக் கொல்வதை பாவம் என்று சொல்ல முடியாது,It is not a sin for wild animals to kill other animals for hunger
மொரட்3,moraD,முரட்டுத்தனம்,Rudeness,ப4ராடு3ம் மொரட்3கன் சல்னகொ3,bharaaDum moraDkan calnago,வெளியில் முரட்டுத்தனமாக நடந்து கொள்ளாதே,Don't be rude outside
மர்மரத்தெ,marmaratte,முணுமுணுத்தல்,Murmuring,த4க்கிலே கொ2ப்3பி3ம் மர்மரிலேத் ர்ஹாயி,dhakkilE khobbim marmarilEt rhaayi,கோழை எப்போதும் முணுமுணுத்துக் கொண்டேயிருப்பான்,Coward always murmurs
க்லிஸே,klisE,"அலுத்துக் கொள்ளுதல், சலிப்பு","Bored, Boredom",பி2ரி பி2ரி கெரத்தெ க்லிஸேகன் ர்ஹாயி,phiri phiri keratte klisEkan rhaayi,திரும்பத் திரும்பச் செய்வது சலிப்பாக இருக்கும்,Repeating can be boring
ஹடம்,haTam,"வம்பு, பிடிவாதம்","Fuss, Stubborn, Obstinacy",பில்லல்னு ஹடம் தெ4ரி ரொட3னு,pillalnu haTam dheri roDanu,குழந்தைகள் வம்பு செய்து அழுவார்கள்,Children will fuss and cry
தெ4ர்ணி,dherNi,"வம்பு, பிடிவாதம்","Fuss, Stubborn, Obstinacy",தெனொ அபுல் நிஸ்கனாம் தெ4ர்ணிகன் ஸே,teno apul niskanaam dherNikan sE,அவன் தன் முடிவில் பிடிவாதமாக இருக்கிறான்,He is stubborn in his decision
ஈர்ஷொ,eersho,பொறாமை,"Envy, Jealousy",ஈர்ஷொ ஸேத்தெகொ3 நீஞ்ஜு அவ்னா,eersho sEttego neenjju avnaa,பொறாமை கொண்டவனுக்கு தூக்கம் வராது,He who is jealous will not fall asleep
மொச்சர்,moccar,பொறாமை,"Envy, Jealousy",கௌரி மொன்னு மொச்சர் ஹால் பொ4ரி ர்ஹாயி,kauri monnu moccar haal bhori rhaayi,துன்மார்க்கரின் மனம் பொறாமையால் நிறைந்திருக்கும்,The minds of the wicked are filled with envy
அஸூயொ,asooyo,பொறாமை,"Envy, Jealousy",அஸூயொ ஒண்டெங்கா3 பா4க்3கி3க் தி3ஜட3யி,asooyo oNTenggaa bhaaggik dijaDayi,பொறாமை ஒருவரின் செல்வத்தைக் குறைக்கும்,Envy wears out one's wealth
பொட்ஜாள்,poTjaaL,பொறாமை,"Envy, Jealousy",து3ஸுரெதெங்கொ3 ஸீகின் பொட்ஜாள் பொட3ஹோனா,dusuretenggo seekin poTjaaL poDahOnaa,அடுத்தவர்களை பார்த்து பொறாமைப் படக்கூடாது,Should not be jealous of others
பொட்ஜளி,poTjaLi,பொறாமைப்படுதல்,Jealousy,தெ2வ்டெ3தெனு பொட்ஜளி பொடி3 மொரஸுன்,thevDetenu poTjaLi poDi morasun,சிலர் பொறாமையால் இறக்கின்றனர்,Some die of jealousy
ஹுப்ளொ,hupLo,வயிற்றெரிச்சல்,"Envy, Jealousy",து3ஸுரெதெங்கா3 ஹொடி3னி ஸீகின் ஹுப்ளொ பொட3ஹோனா,dusuretenggaa hoDini seekin hupLo poDahOnaa,அடுத்தவரின் வளர்ச்சியைக் கண்டு பொறாமை கொள்ளக்கூடாது,Should not be jealous of the other's growth
மொத3ம்,modam,வெறி,Mania,ராக் மொத3ம்கன் மர்ச்சய்ய ஹோனா,raak modamkan marccayya hOnaa,கோபம் வெறியாக மாறக்கூடாது,Anger should not turn into mania
ஹிம்ஸொ,himso,"தீங்கு, வன்முறை, தொல்லை, தொந்தரவு","Harm, Violence, Bother, Trouble, Nuisance",மொகொ3 கோ3ஸ் ஹிம்ஸொ கெர்னகொ3. தெனொ அபுல் மாயிக் ஹிம்ஸொ கெரரஸ்,mogo gOs himso kernago. teno apul maayik himso keraras,என்னை அடிக்கடி தொந்தரவு செய்யாதே. அவன் தன் தாய்க்கு தீங்கு செய்கிறான்,Do not bother me often. He is harming his mother
உத்3த3ம்,uddam,"தொல்லை, தொந்தரவு","Trouble, Nuisance",ஜனிஅவ்னி ஸெரொ ம்ஹொட்டொ உத்3த3ம்கன் ஸே,janiavni sero mhoTTo uddamkan sE,போக்குவரத்துடன் பெரும் தொந்தரவாக உள்ளது,It is a major trouble with the traffic
உபத்3ரவொ,upadravo,"தொல்லை, தொந்தரவு","Trouble, Nuisance",அஸ்கிதெகொ3 தொரணும் ஹிப்3ப3த்தெ ஒண்ட்டெ உபத்3ரவொ,askitego toraNum hibbatte oNTTe upadravo,எல்லாவற்றிற்கும் வரிசையில் நிற்பது ஒரு தொல்லை,Standing in queue for everything is a nuisance
து3க்காட்,dukkaaT,காயப்படுத்து,Hurt,கோன் இஸனி ஹனி து3க்கடெ3யொ?,kOn isani hani dukkaDeyo?,யார் இப்படி அடித்து காயப்படுத்தியது?,Who hit and hurt like this?
பா3தொ3 கேர்,baado kEr,"புண்படுத்து, சித்திரவதை செய்","Hurt, Torture",தூ மொரெ பா4வனாக் பா3தொ3 கெரரஸ்,too more bhaavanaak baado keraras,நீ என் உணர்வுகளை புண்படுத்துகிறாய்,You are hurting my feelings
முஜுன்,mujun,கெட்ட குணங்கள்,Bad qualities,கெ3ருவ் ஸேத்தெகொ3 த4னம் முஜுன் தே3யி,geruv sEttego dhanam mujun dEyi,கர்வமுள்ளவனுக்கு செல்வம் கெட்ட குணங்களைத் தரும்,Wealth gives bad qualities to the arrogant person
