alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
கஷ்டொ,kashTo,பஞ்சகச்சம்,Traditional way of wearing Dhoti,த3ல்லான் கஷ்டொ பி2ல்லஸுன்,dallaan kashTo phillasun,ஆண்கள் பஞ்சகச்சம் அணிவார்கள்,Men wear panchakasam
அங்க3வஸ்த்ரொ,anggavastro,"துண்டு, மேலாடை","Towel, Upper cloth of men",ஜு2கு3 தெங்கொ3 அங்க3வஸ்த்ரொ தைலத்தெ ரூடி4 ஸே,jhugu tenggo anggavastro tailatte rooDhi sE,பலருக்கு மேல் துணி அணியும் பழக்கம் உள்ளது,Many people have a habit of wearing over clothes
செல்லட3ம்,cellaDam,காற்சட்டை,"Pant, Trouser",பில்லல்னு செல்லட3ம் பி2ல்லனு,pillalnu cellaDam phillanu,சிறுவர்கள் கால்சட்டை அணிவார்கள்,The boys wear trousers
செல்வொ,celvo,சலவை,Laundry,முறி பொ3ட்டானுக் செல்வாக் தக3ஸுன்,muri boTTaanuk celvaak tagasun,அழுக்கு துணிகளை சலவைக்கு போடுகிறார்கள்,Dirty clothes are put in the laundry
சொக்காய்,cokkaay,சட்டை,Shirt,சொக்காய் ஹுன்னொ ஸில்லாம் ர்ஹீ கப3ட3ஸு,cokkaay hunno sillaam rhee kabaDasu,சட்டை வெப்பம் மற்றும் குளிரிலிருந்து பாதுகாக்கிறது,The shirt protects from heat and cold
பித்தான்,pittaan,பொத்தான்,Button,ஜுக்கு சொக்காயினும் பாஞ்சு பித்தான் ர்ஹாயி,jukku cokkaayinum paanjcu pittaan rhaayi,பெரும்பாலான சட்டைகளில் ஐந்து பொத்தான்கள் இருக்கும்,Most shirts have five buttons
ஶேலு,ssElu,கம்பளிச் சட்டை,Sweater,மொஞ்சுகலமு ஶேலு ஜு2க்கு பிர்ஜனம் பொட3ஸு,monjcukalamu ssElu jhukku pirjanam poDasu,குளிர்காலத்தில் கம்பளிச் சட்டை மிகவும் பயனுள்ளதாக இருக்கிறது,Sweaters are useful in winter
கம்ப3லு சொக்காய்,kambalu cokkaay,கம்பளிச் சட்டை,Sweater,சென்னை ஸொகன் ஹுன்ன கா3முக் கம்ப3லு சொக்காய் தெ4ரி அவ்னா,cennai sokan hunna gaamuk kambalu cokkaay dheri avnaa,சென்னை போன்ற வெப்பமான இடங்களுக்கு கம்பளிச் சட்டை பொருந்தாது,The sweater is not suitable for hot places like Chennai
ஸௌலொ,saulo,சேலை,Saree,ஸௌலான் 8 ந்ஹீஜியெத் 9 கெ3ஜும் அவஸு,saulaan 8 nheejiyet 9 gejum avasu,புடவைகள் 6 மற்றும் 9 கெஜங்களில் வருகின்றன,Sarees come in 6 and 9 yards
நவ்மொ,navmo,நார்மடி,Saree worn by widow,நவ்மொ அம்பு3லொ ந்ஹீத்தெனு பில்லரியொ ஸௌலொ,navmo ambulo nheettenu pillariyo saulo,நார்மடி என்பது விதவைகள் அணியும் புடவை,Navmo is a sari worn by widow
குத்சொ,kutco,சேலை மடிப்பு,Pleats in Saree,ஸௌலாம் 4 ர்ஹீ 5 குத்சல்னு ஸிங்கா3ர் ர்ஹாயி,saulaam 4 rhee 5 kutcalnu singgaar rhaayi,புடவையில் 4 முதல் 5 மடிப்புகள் அழகாக இருக்கும்,4 to 5 pleats on the sari will look beautiful
கௌஸுலொ,kausulo,பட்டுச்சேலை,Silk Saree,"ஹொராடு3 கௌஸுலொ ரூ 2,000 ர்ஹீ அப்3ப3ரஸி","horaaDu kausulo roo 2,000 rhee abbarasi","திருமண பட்டுப் புடவைகள் ரூ. 2,000 முதல் கிடைக்கின்றன","Wedding silk sarees are available from Rs. 2,000"
ந்ஹன்ஸுலொ,nhansulo,தாவணி,Half Saree,அத்தொ அஸ்கி கொன்னி பெ3ட்கின் ந்ஹன்ஸுலொ பி2ல்லரானி,atto aski konni beTkin nhansulo phillaraani,இன்றைய காலத்தில் எந்த பெண்களும் தாவணி அணிவதில்லை,None of the women these days wear half sarees
கௌஸொ,kauso,பட்டு,Silk,கிடா3னு தொகன் கௌஸொ உத்பத்தி ஹோஸு,kiDaanu tokan kauso utpatti hOsu,பட்டுப்புழுக்களில் இருந்து பட்டு தயாரிக்கப்படுகிறது,Silk is made from silkworms
கொவ்ஸொ,kovso,பட்டு,Silk,கொவ்ஸா உத்பத்திம் ரமாரமி 90% மல்பெ3ரி கொவ்ஸொ ஹோஸு,kovsaa utpattim ramaarami 90% malberi kovso hOsu,பட்டு உற்பத்தியில் சுமார் 90% மல்பெரி பட்டு ஆகும்,About 90% of silk production is mulberry silk
பஸுட்,pasuT,பட்டு,Silk,பஸுடு3 ஸௌலொ வினஸ்தக் கௌஶல் பஜெ,pasuDu saulo vinastak kaussal paje,பட்டுப் புடவை நெய்வதற்கு திறமை தேவை,Silk saree weaving requires skill
பஷுத்,pashut,பட்டு,Silk,கஞ்சிகின் கஸி பஷுதுக் நாவ் பொட3யொ,kanjcikin kasi pashutuk naav poDayo,காஞ்சி மற்றும் காசி பட்டுக்கு பிரபலமானது,Kanchi and Banaras are famous for silk
கெண்டொ3,keNDo,சரிகை,Lace,ஸூரத்கின் கஞ்சி கெண்டா3 ஸவ்லாக் நாவ் பொட3யொ,sooratkin kanjci keNDaa savlaak naav poDayo,சூரத் மற்றும் காஞ்சி ஆகியவை ஜரிகை புடவைக்கு பிரபலமானவை,Surat and Kanji are popular for sari with silk lace
ஜுன்ன பஸுட்,junna pasuT,சுத்தமான பட்டு,Pure Silk,ஸௌராஷ்டிரர்னு ஜுன்ன பஸுடு3 ஸௌலொ வினத்தெமாம் நாவ் பொடா3த்தெனு,sauraashTirarnu junna pasuDu saulo vinattemaam naav poDaattenu,சௌராஷ்டிரர்கள் தூய பட்டு நெசவு செய்வதில் பிரபலமானவர்கள்,Sourashtrians are popular for weaving pure silks
ஶால்வொ,ssaalvo,சால்வை,Shawl,ஶால்வொ ஸிங்க்கா3ருக் க4ல்லஸுனு,ssaalvo singkgaaruk ghallasunu,சால்வை அழகுக்காக அணியப்படுகிறது,The shawl is worn for beauty
ஶாது3,ssaadu,கழுத்துப்பட்டை,Muffler,கானும் ஸில்லொ வரொ ஜானாத்தக் ஶாது3 கப3ட3ஸு,kaanum sillo varo jaanaattak ssaadu kabaDasu,காதுக்குள் குளிர்ந்த காற்று செல்லாமல் கழுத்துப்பட்டை பாதுகாக்கிறது,The muffler protects cold air from entering the ear
ஷால்,shaal,சால்வை,Shawl,போஞ்சோ மெந்த மெக்ஸிகோம் க4ல்லரியொ லம்பு3 ஷாலு,pOnjcO menta meksikOm ghallariyo lambu shaalu,போஞ்சோ என்பது மெக்சிகோவில் அணியும் நீண்ட சால்வை,Poncho is a long shawl worn in Mexico
ராங்க3வ்,raanggav,சால்வை,Shawl,உத்தரு பா4ரதுவாஸின் மொஞ்சுகலமு ராங்க3வ் தய்லனு,uttaru bhaaratuvaasin monjcukalamu raanggav taylanu,வட இந்தியர்கள் குளிர்காலத்தில் சால்வை அணிவார்கள்,North Indians wear shawls in winter
கெ3ஜு,geju,கஜம்,Yard,பா4ரத் பூராகு 6 கெ3ஜு ஸௌலானுஸ் பி2ல்லஸுனு,bhaarat pooraaku 6 geju saulaanus phillasunu,இந்தியா முழுவதும் 6 கெஜம் புடவைகளையே உடுத்துகிறார்கள்,People all over India wear 6 yards sarees
பொத3ர்,podar,முந்தானை,Saree Border,கௌஸுலா கெக3ர்கின் பொத3ர் ஒண்ட்டே வனிம் ர்ஹாயி,kausulaa kegarkin podar oNTTE vanim rhaayi,பட்டுப் புடவையின் கரை மற்றும் முந்தானை ஒற்றை நிறத்தில் இருக்கும்,The border and pallu of a silk saree are in single color
ர்ஹுந்தி3,rhundi,அகலம்,Breadth,ஸௌலா ர்ஹுந்தி3 47 ர்ஹீ 50 போ3ட் லெந்து ர்ஹாயி,saulaa rhundi 47 rhee 50 bOT lentu rhaayi,சேலையின் அகலம் 47 முதல் 50 அங்குலம் வரை இருக்கும்,The width of the saree is 47 to 50 inches
சொவ்ளி,covLi,ரவிக்கை,Blouse,"தெ3ய்டா3 காம் ஸெர சொவ்ளி ஸிவத்தக் ரூ. 5,000 லெந்து வேஸ் ஹோஸு","deyDaa kaam sera covLi sivattak roo. 5,000 lentu vEs hOsu","கல் வேலை கொண்ட ரவிக்கை தைக்க ரூ.5,000 வரை செலவாகும்","It costs Rs 5,000 to sew a blouse with stonework"
கொ3வ்ணம்,govNam,பாவாடை,Inner Skirt,"கொ3வ்ணம் 6, 7 ந்ஹீஜியெத் 8 பா4கு3னும் அவஸு","govNam 6, 7 nheejiyet 8 bhaagunum avasu","பாவாடைகள் 6, 7 அல்லது 8 பகுதிகளாக வருகின்றன","Inner parts come in 6, 7 or 8 parts"
நாடொ3,naaDo,நாடா,Strap,கொ3வ்ணமுக் உட்சி ப4ந்த3த்தக் நாடொ3 நுக3ஸு,govNamuk uTci bhandattak naaDo nugasu,பாவாடையை இழுத்துக்கட்ட நாடா பயன்படுகிறது,The strap is used to tighten the skirt
கஷ்டிபொ3ட்டொ,kashTiboTTo,கோவணம்,Loin Cloth,பொர்க்யாடு3ம் நங்க்3னாருன் அங்கு3ன் கஷ்டிபொ3ட்டொ பி2ல்லராஸி,porkyaaDum nanggnaarun anggun kashTiboTTo phillaraasi,கிராமங்களில் விவசாயிகள் இன்றும் கோவணம் கட்டுகிறார்கள்,Farmers in the villages still wear loin cloth
குட்கொ,kuTko,சேலையின் பகுதி,Part of Saree,குட்கான் ஹந்த3வ் தௌரமும் மொஸுரா பொ3ட்டொகன் ப்ரயோக்3 ஹோஸு,kuTkaan handav tauramum mosuraa boTTokan prayOg hOsu,சேலைத் துண்டுகள் சமையலறை கைப்பிடி துணியாக பயன்படுகின்றன,Saree pieces are used as kitchen towel
ப2ட்கொ,phaTko,கிழிசல்,Rip,து3ர்ப3ளுன் ப2ட்கொ ஸௌலொ மெல்லொ பி2ல்லஸுன்,durbaLun phaTko saulo mello phillasun,ஏழைப் பெண்கள் கிழிந்த சேலையைக் கூட அணிவார்கள்,Poor women even wear torn sarees
