alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
ஸுனொ,suno,நாய்,Dog,ஸுனொ ஒண்டெ விஶ்வாஶ்ஹொயெ மூகு3,suno oNTe vissvaasshoye moogu,நாய் ஒரு விசுவாசமான விலங்கு,The dog is a loyal animal
பெ4ண்டு3,bheNDu,ஆடு,Goat,பெ4ண்டு3 பானுக் கா2ஸு,bheNDu paanuk khaasu,ஆடுகள் இலைகளை உண்ணும்,Sheep eats leaves
ம்ஹெடி3 பெ4ண்டு3,mheDi bheNDu,செம்மறி ஆடு,Sheep,ம்ஹெடி3 பெ4ண்டு3 அவ்ங்கொ லோகர் தே3ஸு,mheDi bheNDu avngko lOkar dEsu,செம்மறியாடு நமக்கு கம்பளி கொடுக்கிறது,Sheep gives us wool
ஶெலி பெ4ண்டு3,sseli bheNDu,வெள்ளாடு,Goat,ஶெலி பெ4ண்டு3 தூ3த் ஆங்கு3க் புஷ்டி கெரஸு,sseli bheNDu doot aangguk pushTi kerasu,வெள்ளாட்டின் பால் உடலுக்கு ஊட்டமளிக்கிறது,Goat's milk nourishes the body
கா3ய்,gaay,பசு,Cow,கா3ய் தூ3த் போஷணொ தே3ஸு,gaay doot pOshaNo dEsu,பசுவின் பால் ஊட்டச்சத்தை அளிக்கிறது,Cow's milk provides nutrition
கோ3,gO,பசு,Cow,கோ3 தூ3த் ஆங்கு3க் தா4ஷ்டி தே3ஸு,gO doot aangguk dhaashTi dEsu,பசுவின் பால் உடலுக்கு வலிமை கொடுக்கிறது,Cow's milk gives strength to the body
கொ3ரு,goru,காளை,Bull,கொ3ரு ஶிங்க3டா3ம் ர்ஹீ கௌதுக வஸ்துனுன் கெரஸுன்,goru ssinggaDaam rhee kautuka vastunun kerasun,மாட்டுக்கொம்பிலிருந்து அலங்கார பொருட்கள் செய்வார்கள்,Decorative items are made from bull's horn
ர்ருஷபொ4,rrushabho,காளை,Bull,ர்ருஷபொ4 பாடுர் ம்ஹொட்டொ கக்3டொ3 ர்ஹாயி,rrushabho paaTur mhoTTo kagDo rhaayi,காளையின் முதுகில் பெரிய திமில் இருக்கும்,The bull has a big hump on its back
பெ4ய்ஸ்,bheys,எருமை,Buffalo,பெ4ய்ஸு தூ3த் ஆங்கு3க் தா4ஷ்டி தே3ஸு,bheysu doot aangguk dhaashTi dEsu,எருமைப்பால் உடலுக்கு வலிமை தரும்,Buffalo milk gives strength to the body
பொதுலொ,potulo,ஆணெருமை,He buffalo,பொதுலொ ஜுன்னத்த காமுக் நுக3ஸு,potulo junnatta kaamuk nugasu,எருமை உழவு வேலைக்கு பயன்படுகிறது,Buffalo is used for plowing work.
ராண் பெ4ய்ஸ்,raaN bheys,காட்டெருமை,"Bison, Wild buffalo",வாகு3னுக் ராண் பெ4ய்ஸ் ப்ரதா4ன்ஹொயெ சொரொ,vaagunuk raaN bheys pradhaanhoye coro,புலிகளுக்குக் காட்டெருமைகள் முக்கிய இரை,Bison are the main prey for tigers
த3ல்லா கொ3ரு,dallaa goru,பொலிகாளை,Uncastrated Bull,கா3ய் து3டொ3 தக3த்தக் த3ல்லா கொ3ரு ஹொவ்ட3ஸுன்,gaay duDo tagattak dallaa goru hovDasun,பசு கன்று ஈனுவதற்கு பொலிகாளையை வளர்க்கிறார்கள்,Uncastrated bull is bred for breeding cows
ஹல்லொ கொ3ரு,hallo goru,உழவு எருது,Ox,ஹல்லொ கொ3ரு கே2துக் ஜுன்னத்தக் நுக3ஸு,hallo goru khEtuk junnattak nugasu,வயலை உழுவதற்கு எருது பயன்படுகிறது,The ox is used to plow the field
து3டொ3,duDo,கன்றுக்குட்டி,Calf,மாய் க4டி3 ஸெத்3து3 அய்கெதிக்காம் து3டொ3 த4மி அவய்,maay ghaDi seddu ayketikkaam duDo dhami avay,தாயின் குரல் கேட்டதும் கன்று ஓடி வரும்,The calf will come running when it hears its mother's voice
வாஸரு,vaasaru,கன்றுக்குட்டி,Calf,வாஸரு அபுல் மாய் ஸெந்தொ ஜாரஸி,vaasaru apul maay sento jaarasi,கன்று தன் தாயுடன் செல்கிறது,The calf goes with its mother
கெ4த3ட்,ghedaT,கழுதை,"Ass, Donkey",கெ4த3ட் ஒண்ட்டேலெக்கு ஹல்லுனாத்தக் ஹிப்3பி3 ர்ஹாய்,ghedaT oNTTElekku hallunaattak hibbi rhaay,கழுதை ஒரே இடத்தில் அசையாமல் நிற்கும்,The donkey stands still in one place
ஒவன் கெ4த3ட்,ovan ghedaT,கோவேறுக்கழுதை,Mule,ஒவன் கெ4த3ட் பா4ர் துக்கத்தக் ஒர்க3ஸு,ovan ghedaT bhaar tukkattak orgasu,கோவேறு கழுதை பொதி சுமக்க பயன்படும்,The mule is used to carry the load
கொ4டொ3,ghoDo,குதிரை,Horse,கொ4டொ3 ஒண்டெ மஹாப்ரதாப்ஹொயெ ம்ருகொ3,ghoDo oNTe mahaaprataaphoye mrugo,குதிரை ஒரு கம்பீரமான விலங்கு,The horse is a majestic animal
அஸ்வொ,asvo,குதிரை,Horse,"அஸ்வக்ரது மெனதி, அஸ்வொ தொ2வி கெரரியொ யாகு3","asvakratu menati, asvo thovi kerariyo yaagu",அசுவமேத யாகம் என்பது குதிரையை வைத்து செய்யும் யாகம்,Ashwamedha Yagya is a yagna performed with a horse
கி3தா3கொ4டொ3,gidaaghoDo,வரிக்குதிரை,Zebra,கி3தா3கொ4டொ3க் பூஸ் அக்ரொ ர்ஹாயி,gidaaghoDok poos akro rhaayi,வரிக்குதிரைக்கு வால் குட்டையாக இருக்கும்,The zebra's tail is short
நகுல்,nakul,கீரிப்பிள்ளை,Mongoose,நகுலுக் ஸாபு ஸெரொ ஶத்ருப்பன் ஸே,nakuluk saapu sero ssatruppan sE,கீரிக்கு பாம்புடன் பகை உள்ளது,The mongoose has enemity with the snake
குந்தெ3லு பில்லொ,kundelu pillo,முயல்,"Hare, Rabbit",குந்தெ3லு பில்லா கான் லம்பு3 ர்ஹாயி,kundelu pillaa kaan lambu rhaayi,முயலின் காது நீளமாக இருக்கும்,The rabbit's ear is long
ஸஸொ,saso,முயல்,"Hare, Rabbit",ஸஸொ சார் ர்ஹீ தெ3ஸ்ஸு ஒர்ஸு லெந்து ஜிவஸு,saso caar rhee dessu orsu lentu jivasu,முயல் நான்கு முதல் பத்து ஆண்டுகள் வரை வாழ்கிறது,The rabbit lives for four to ten years
து3க்கர்,dukkar,பன்றி,"Pig, Swine, Boar",து3க்கர் பு3த்3ராம் ஜிவத்திஸா ஜந்து,dukkar budraam jivattisaa jantu,பன்றி சேற்றில் வாழும் விலங்கு,Pig is an animal that lives in the mud
ஷலாக்3 து3க்கர்,shalaag dukkar,முள்ளம்பன்றி,"Porcupine, Hedgehog",ஷலாக்3 து3க்கர் க2டா ஹால் ஶத்ருனுக் தெர்மயி,shalaag dukkar khaTaa haal ssatrunuk termayi,முள்ளம்பன்றி முள்ளால் எதிரியை விரட்டும்,Porcupine chases the enemy with thorns
கீஸொ,keeso,குரங்கு,Monkey,கெலான் கீஸானுக் மிடா2ய் ஸொகன்,kelaan keesaanuk miThaay sokan,வாழைப்பழங்கள் குரங்குகளுக்கு மிட்டாய் போன்றவை,Bananas are like candy for monkeys
வானரொ,vaanaro,குரங்கு,Monkey,ராம ஸேது வானரான் ப4ந்தெ3யொ மெனி மெனன்,raama sEtu vaanaraan bhandeyo meni menan,ராமர் பாலம் குரங்குகள் கட்டியது என்று சொல்வார்கள்,The Ram Bridge is said to have been built by monkeys
கோதோ,kOtO,ஆண் குரங்கு,Male Monkey,கோதொ ஜா2டு3 ஜா2டு3க் லங்க3ஸு,kOto jhaaDu jhaaDuk langgasu,குரங்கு மரத்துக்கு மரம் தாவுகிறது,The monkey jumps from tree to tree
கோதி,kOti,பெண் குரங்கு,Female Monkey,கோதி போடுக் தெகொ3 பில்லொ கெ4ட்டி தெ4ர்லி ர்ஹாஸு,kOti pOTuk tego pillo gheTTi dherli rhaasu,குரங்கின் வயிற்றை அதன் குட்டி இறுக்கமாக பிடித்துக்கொண்டிருக்கும்,The cub is holding the monkey's stomach tightly
பூஸ் ந்ஹீத்தெ கீஸ்,poos nheette kees,வாலில்லாக் குரங்கு,Ape,பூஸ் ந்ஹீத்தெ கீஸு ஆப்பிரிக்கா க2ண்ட3மு ர்ஹீ அவெ மூகு3,poos nheette keesu aappirikkaa khaNDamu rhee ave moogu,வாலில்லாக்குரங்கு ஆப்பிரிக்கா கண்டத்திலிருந்து வந்த விலங்கு,The ape is an animal from the African continent
ஏணு,ENu,கலைமான்,Reindeer,ஏணுனுக் ம்ஹொட்டொ ஶிங்க3டா3ன் ர்ஹாஸு,ENunuk mhoTTo ssinggaDaan rhaasu,கலைமான்களுக்கு பெரிய கொம்புகள் இருக்கும்,Reindeers have large horns
ஹரிண்,hariN,மான்,Deer,ஹரிணு ஶிங்கு3ம் ர்ஹீ அய்து3ன் மெல்லொ கெரஸுன்,hariNu ssinggum rhee aydun mello kerasun,மான் கொம்பிலிருந்து ஆயுதம் கூட செய்கிறார்கள்,They even make weapons out of deer antlers
ஹரிணி,hariNi,பெண் மான்,Female deer,ஹரிணிக் ஶிங்கு3 ஜுண்ணா,hariNik ssinggu juNNaa,பெண் மானுக்கு கொம்பு கிடையாது,The female deer has no horns
கொ2லொ,kholo,நரி,"Fox, Jackal",கொ2லொ ஒண்டெ தூ4ர்த ஜந்து,kholo oNTe dhoorta jantu,நரி ஒரு தந்திரமான விலங்கு,The fox is a cunning animal
உகொ,uko,ஓநாய்,Wolf,உகாக் ப்ராமஹொயெ சொரொ ஸஸொ,ukaak praamahoye coro saso,ஓநாய்க்கு விருப்பமான இரை முயல்,The wolf's favorite prey is the rabbit
அங்கூ3ஷொ,anggoosho,மரநாய்,Weasel,அங்கூ3ஷாக் ப்ரதா4ன் ஹொயெ ஆஹார் ஹுந்தி3ரு,anggooshaak pradhaan hoye aahaar hundiru,மரநாயின் முக்கிய உணவு எலி ஆகும்,Weasel's main food is rat
நகுலொ,nakulo,மரநாய்,Weasel,நகுலொ கா4ருக் சொரொ ஹோஸு,nakulo ghaaruk coro hOsu,வீசல்கள் பருந்துகளுக்கு இரையாகின்றன,Weasels are preyed upon hawks
உத்3ரொ,udro,நீர்நாய்,Otter,உத்3ரொ ஸாத்தக் நகுல் ஸோன் தெ3க்காஸு,udro saattak nakul sOn dekkaasu,நீர்நாய் பார்ப்பதற்கு கீரிப்பிள்ளை போல் இருக்கும்,The Otter looks like a Mongoose
பனி நகுலொ,pani nakulo,நீர்நாய்,Otter,பனி நகுலான் பனிம் சொராக் தெர்மஸு,pani nakulaan panim coraak termasu,நீர்நாய்கள் தண்ணீரில் இரையைத் துரத்துகின்றன,Otters chase prey in the water
ஐஸ்து,aistu,யானை,Elephant,ஐஸ்து பொ3லீம் ஹொயெ ம்ருகொ3,aistu boleem hoye mrugo,யானை வலிமையான விலங்கு,The elephant is the strongest animal
பனி ஐஸ்து,pani aistu,நீர்யானை,Hippopotamus,பனி ஐஸ்து பனிம் ஜி2ர்க்கிலின் ஜாய் ஜதொ திரன் களானா,pani aistu panim jhirkkilin jaay jato tiran kaLaanaa,நீர்யானைகள் தண்ணீரில் நகர்ந்து செல்லுமே தவிர நீந்தத் தெரியாது,Hippos can only move through water but does not know swimming
ஸிம்ஹொ,simho,சிங்கம்,Lion,ஸிம்ஹொ பா3ர் பௌல் உஞ்சொ உஸுலயி,simho baar paul unjco usulayi,சிங்கம் பன்னிரண்டு அடி உயரத்துக்கு குதிக்கும்,The lion will jump to a height of twelve feet
ஸிம்ஹு,simhu,சிங்கம்,Lion,ஸிம்ஹு கொ2ப்3பி3ம் ஜெதொகனீஸ் அவயி,simhu khobbim jetokanees avayi,சிங்கம் எப்போதும் கூட்டமாகவே வரும்,The lion always comes in herds
பனி ஸிம்ஹொ,pani simho,கடல் சிங்கம்,Sea lion,பனி ஸிம்ஹொ நௌகாத் ஸோன் பாய்ஞ் ஹால் ல்ஹெகு3கன் திரஸு,pani simho naukaat sOn paaynj haal lhegukan tirasu,கடல் சிங்கம் துடுப்பு போன்ற கால்களால் எளிதாக நீந்தும்,The sea lion swims easily with paddle-like legs
ஜலஉயாக்3ரொ,jalauyaagro,கடல் சிங்கம்,Sea lion,ஜலஉயாக்3ரான் ஸில்ல பனிம் ஜிவத்தக் தெ3ள்கொ கெண்டொ3 ஸே,jalauyaagraan silla panim jivattak deLko keNDo sE,கடல் சிங்கங்கள் குளிர்ந்த நீரில் வாழ தடிமனான தோல் கொண்டவை,Sea lions have thick skin to live in cold water
வாக்3,vaag,புலி,Tiger,"வாகு3 25 பவுல் லம்பொ3 ஜிங்க3யி, 16 பௌல் உஞ்சொ உஸுலயி","vaagu 25 pavul lambo jinggayi, 16 paul unjco usulayi","புலி 25 அடி தூரம் பாயும், 16 அடி உயரம் எகிறும்",Tiger can leap 25 feet and jump upto 16 feet vertically
சித்ருவாக்3,citruvaag,சிறுத்தை,Cheetah,பு4லோகும் வேன் பி3ஸ்ஸொ த4மரியொ ம்ருகொ3 சித்ருவாகு3,bhulOkum vEn bisso dhamariyo mrugo citruvaagu,உலகிலேயே மிக வேகமாக ஓடும் விலங்கு சிறுத்தை,The fastest running animal in the world is the Cheetah
பி3ப3ட்யொ,bibaTyo,சிறுத்தைப்புலி,Leopard,பி3ப3ட்யொ ஜா2டு3 ஹொல்லொ ல்ஹெகூ3வர் ஹிங்க3யி,bibaTyo jhaaDu hollo lhegoovar hinggayi,சிறுத்தைப்புலி மரத்தில் எளிதாக ஏறும்,The leopard can climb with ease on a tree
ஹள்டு3னொ வாக்3,haLDuno vaag,ஜாகுவார்,Jaguar,ஹள்டு3னொ வாக்3 அபுல் சொராக் பொ3லம்ஹொயெ சவ்னிஹால் மொரட3ஸு,haLDuno vaag apul coraak bolamhoye cavnihaal moraDasu,ஜாகுவார் அதன் இரையை ஒரு சக்திவாய்ந்த கடியால் கொன்றுவிடுகிறது,Jaguar kills its prey with a powerful bite
தொ3ங்க3ரு ஸிம்ஹொ,donggaru simho,பூமா,Puma,தொ3ங்க3ரு ஸிம்ஹொ உத்தர அமெரிக்காம் ஜிவரியொ ம்ஹொட்டொ மஞ்ஜிரி,donggaru simho uttara amerikkaam jivariyo mhoTTo manjjiri,பூமா வட அமெரிக்காவில் வாழும் பெரிய காட்டுப் பூனை,Puma is a large wild cat that lives in the North America
பி3ப3ள்ய வாக்3,bibaLya vaag,சிறுத்தை,Panther,பி3ப3ள்ய வாக்3 ஜு2க்குகன் சமல் ந்ஹீஜியெத் களொகன் ர்ஹாஸு,bibaLya vaag jhukkukan camal nheejiyet kaLokan rhaasu,சிறுத்தைகள் பெரும்பாலும் பழுப்பு அல்லது கருப்பு நிறத்தில் இருக்கும்,Panthers are mostly brown or black in color
களொ வாக்3,kaLo vaag,கருஞ்சிறுத்தை,Black Panther,களொ வாகு3 கெண்டொ3 களொ பஸுடு ஹால் ஜ2யெ ஸொகன் ர்ஹாயி,kaLo vaagu keNDo kaLo pasuTu haal jhaye sokan rhaayi,கருஞ்சிறுத்தையின் தோல் கருப்பு பட்டு துணியால் போர்த்தியது போல் இருக்கும்,The skin of the black panther looks like it was wrapped in black silk cloth
பெ4ருண்டொ3,bheruNDo,கழுதைப்புலி,Hyena,பெ4ருண்டொ3 அபுல் சொரா ஹட்3கொ மெள்ளி க2யி ஜீர்ணு கெரஸு,bheruNDo apul coraa haDko meLLi khayi jeerNu kerasu,கழுதைப்புலி தனது இரையின் எலும்புகளையும் சாப்பிட்டு ஜீரணிக்கின்றது,The hyena also eats and digests the bones of its prey
தா4குரங்கொ3,dhaakuranggo,கங்காரு,Kangaroo,தா4குரங்கா3க் ஆஸ்திரேலியாம் ஒண்ட்டேஸ் ஸவாய்,dhaakuranggaak aastirEliyaam oNTTEs savaay,கங்காருவை ஆஸ்திரேலியாவில் மட்டுமே காணலாம்,The kangaroo can only be found in Australia
பா4லு,bhaalu,கரடி,Bear,பா4லு மைகு ப்ராமொ பொட3ஸு,bhaalu maiku praamo poDasu,கரடிகள் தேனை விரும்புகின்றன,Bears do love honey
ப4ல்லொ,bhallo,கரடி,Bear,களொ ப4ல்லொ உத்தர அமெரிக்காம் ஒண்டேஸ் தெ3க்கிணி பொட3ஸு,kaLo bhallo uttara amerikkaam oNTEs dekkiNi poDasu,கருப்பு கரடிகள் வட அமெரிக்காவில் மட்டுமே காணப்படுகின்றன,Black bears are only found in North America
வெல்கெட்டு,velkeTTu,கரடி,Bear,கெ4ட்டி ஸெத்3து3கு வெல்கெட்டு த4க்கயி,gheTTi sedduku velkeTTu dhakkayi,கரடி உரத்த சத்தங்களுக்கு பயப்படும்,The bear is afraid of loud noises
த்4ருவொ ப4ல்லு,dhruvo bhallu,"பனிக்கரடி, துருவ கரடி",Polar Bear,த்4ருவொ ப4ல்லு ஆங்கு3 போ4ர் ஹுஜால் கே2ஸ் ர்ஹாயி,dhruvo bhallu aanggu bhOr hujaal khEs rhaayi,பனிக்கரடியின் உடலெங்கும் வெண்மையான முடி இருக்கும்,The polar bear has white hair all over its body
சீனு ப4ல்லு,ceenu bhallu,பாண்டாகரடி,Giant Panda,சீனு ப4ல்லு ஜு2க்குகன் பொ3ங்கு3க் க2யி ஜிவஸூ,ceenu bhallu jhukkukan bongguk khayi jivasoo,பாண்டாகரடி பெரும்பாலும் மூங்கிலை மட்டுமே உண்டு வாழும்,The panda bear mostly lives only on bamboo
கோலா ப4ல்லு,kOlaa bhallu,கோலா கரடி,Koala Bear,கோலா ப4ல்லு தா4குரங்கா3 ஜாதும் செரெ மூகு3,kOlaa bhallu dhaakuranggaa jaatum cere moogu,கோலா கரடி கங்காரு இனத்தைச் சேர்ந்தது,The koala bear belongs to the kangaroo species
க3ண்டொ3,gaNDo,காண்டா மிருகம்,Rhinoceros,க3ண்டொ3 ஒண்டெ பானு ப4க்ஷக்,gaNDo oNTe paanu bhakshak,காண்டாமிருகம் ஒரு தாவர உண்ணி,The rhinoceros is a herbivore
க3ண்டா3 மூகு3,gaNDaa moogu,காண்டா மிருகம்,Rhinoceros,க3ண்டா3 மூகு3க் தொ3ளா ஸனி உன்னொ,gaNDaa mooguk doLaa sani unno,காண்டாமிருகங்களுக்கு கண் பார்வை குறைவு,Rhinoceros have poor vision
பொ4லி,bholi,ஒட்டகம்,Camel,பொ4லி வளுராணும் ஜிவரியொ மூகு3,bholi vaLuraaNum jivariyo moogu,ஒட்டகம் பாலைவனத்தில் வாழும் மிருகம்,The camel is a desert animal
முயி,muyi,ஒட்டகம்,Camel,முயிக் திரன் களானா,muyik tiran kaLaanaa,ஒட்டகத்திற்கு நீச்சல் தெரியாது,The camel does not know swimming
லோல்படெ3,lOlpaDe,ஒட்டகம்,Camel,தே3வ் சுட்டும் லோல்படெ3கின் ஐஸ்து அவயி,dEv cuTTum lOlpaDekin aistu avayi,சாமி ஊர்வலத்தில் ஒட்டகமும் யானையும் வரும்,The camel and the elephant come in the lord procession
காந்தாரு தாரு (முயி),kaantaaru taaru (muyi),பாலைவனக் கப்பல் (ஒட்டகம்),Desert ship (Camel),முயிக் காந்தாரு தாரு மெனி மெனன்,muyik kaantaaru taaru meni menan,ஒட்டகத்தை பாலைவனக் கப்பல் என்று கூறுவார்கள்,A camel called a desert ship
உக்3லி,ugli,தேவாங்கு,"Sloth, Lemur, Slender loris",உக்3லி மெனரியொ ராதும் சொரொ வெக்கத்திஸா ந்ஹன்ன மூகு3,ugli menariyo raatum coro vekkattisaa nhanna moogu,தேவாங்கு என்பது இரவில் இரை தேடும் ஒரு சிறு விலங்காகும்.,Slender loris is a nocturnal predator
கொ3தி3,godi,உடும்பு,"Varanus, Monitor Lizard, Iguana",கொ3தி3 அபுல் பொ3லீம்ஹொயெ கா3லு ஹால் கெ4ட்டி தெ4ர்லஸு,godi apul boleemhoye gaalu haal gheTTi dherlasu,உடும்பு அதன் வலுவான தாடைகளால் இறுக்கமாகப் பிடிக்கிறது,Monitor lizard grips tightly with its strong jaws
கு3ட்3வல்,guDval,உடும்பு,"Varanus, Monitor Lizard, Iguana",அஸ்கி மூகுனும் கு3ட்3வல் தெ4ர்னி வேன் பொ3லம் ஹொயெயொ,aski mookunum guDval dherni vEn bolam hoyeyo,அனைத்து விலங்குகளிலும் உடும்பு பிடி வலிமையானது,Iguana grip is strongest in all animals
தோண்டொ3,tONDo,ஓணான்,Garden Lizard,தோண்டொ3 ஒண்டெ ஹப்3பு3 ப4க்ஷகு,tONDo oNTe habbu bhakshaku,ஓணான் ஒரு பூச்சி உண்ணி,Garden Lizard is an insectivorous
ஸரள்,saraL,ஓணான்,Garden Lizard,ஸரளுக் தொ3ஸ்கொ ர்ஹீ பூஸ் லெந்து ஒண்டெ முகுட் ஸே,saraLuk dosko rhee poos lentu oNTe mukuT sE,ஓணானுக்கு தலை முதல் வால் வரை ஒரு மேடு உள்ளது,The garden lizard has a ridge from head to tail
ஸரடொ,saraTo,பச்சோந்தி,Chameleon,ஸரடொ அபுல் வனிக் பரிஸ்தி2திக் தயெ தா4னுக் மர்ச்சயி,saraTo apul vanik paristhitik taye dhaanuk marccayi,பச்சோந்தி தன் நிறத்தை சூழ்நிலைக்கேற்ப மாற்றும்,The chameleon changes its color depending on the situation
ஸம்ஸலி,samsali,அரணை,Skink,ஸம்ஸலி பூஸ் ல்ஹொவ்வொகொ ர்ஹாயி,samsali poos lhovvoko rhaayi,அரணை வால் சிவப்பாக இருக்கும்,The skink tail is red
பாலொ,paalo,பல்லி,Lizard,பாலொ ஹால் முகுடும் தொ3ஸ்கொகா2ல் கன் சலத்தக் முஸயி,paalo haal mukuTum doskokhaal kan calattak musayi,பல்லி கூரையில் தலைகீழாக நடக்க முடியும்,The lizard can walk upside down in the ceiling
ம்ஹளி,mhaLi,மீன்,Fish,ம்ஹளின் பனிம் ஜிவத்திஸானு ஜீவுன்,mhaLin panim jivattisaanu jeevun,மீன்கள் நீர்வாழ் உயிரினங்கள்,Fish are aquatic organisms
