alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
ரத்3து3 கேர் / கெருவொ,raddu kEr / keruvo,ரத்து செய்,Cancel,,,,
முஸுனா,musunaa,முடியாது,"Cannot, Can not, Can't, Couldn't, Could not",,,,
தெவ்டி3 தே3 / தெ3வொ,tevDi dE / devo,"அன்புடன் தடவிக்கொடு, வருடு","Caress, Stroke gently",,,,
"க2ல்லி ஜா, க2ல்லி ஜவொ","khalli jaa, khalli javo",எடுத்துச் செல்,Carry,,,,
பில்லாக் பொ3ல்லெ / பொ3ல்லுவொ,pillaak bolle / bolluvo,குழந்தையை தூக்கு,Carry,,,,
"டங்கி, டங்குவொ","Tangki, Tangkuvo",செதுக்கு,Carve,,,,
"தேர், தெ4ருவொ","tEr, dheruvo",பிடி,Catch,,,,
ஹிப்பி3 ர்ஹவாட் / ர்ஹவடு3வொ,hipbi rhavaaT / rhavaDuvo,நிறுத்து,Cease,,,,
"மாட், மடு3வொ","maaT, maDuvo",கொண்டாடு,Celebrate,,,,
"மர்ச்சி, மர்ச்சுவொ","marcci, marccuvo",மாற்று,"Change, Replace, Switch on",,,,
"தெர்மி, தெர்முவொ","termi, termuvo",விரட்டு,Chase,,,,
"எச்சாட், எச்சடு3வொ","eccaaT, eccaDuvo",ஏமாற்று,Cheat,,,,
"சொம்சி, சொம்சுவொ","comci, comcuvo",மெல்லு,Chew,,,,
"சூவ், சுவொ","coov, cuvo",மெல்லு,Chew,,,,
"சொவுஞ்சி, சொவுஞ்சுவொ","covunjci, covunjcuvo",மெல்லு,Chew,,,,
"செக்கி, செக்குவொ","cekki, cekkuvo",வெட்டு,Chop,,,,
"கு3ஸில், கு3ஸுலுவொ","gusil, gusuluvo",(தயிர்) கடை,Churn (curd),,,,
"கா4ட், க4டு3வொ","ghaaT, ghaDuvo",(பருப்பு) கடை,Churn (dhal),,,,
ஸுத்3த4ம் கேர் / கெருவொ,suddham kEr / keruvo,சுத்தம் செய்,Clean,,,,
"ஹிங்கி3, ஹிங்கு3வொ","hinggi, hingguvo",ஏறு,Climb,,,,
"ஜா2ய், ஜ2வொ","jhaay, jhavo",மூடு,Close,,,,
"அடாட், அடடு3வொ","aTaaT, aTaDuvo","சுண்டச்செய், கெட்டியாக்கு",Coagulate,,,,
தொஸ்கொ ஒர்ப்பி / ஒர்ப்புவொ,tosko orppi / orppuvo,தலை வாரு,Comb,,,,
"ஆவ், அவொ","aav, avo",வா,Come,,,,
ஹர்ம்பம் கேர் / கெருவொ,harmpam kEr / keruvo,"தொடங்கு, ஆரம்பி",Commence,,,,
"ஜோவ், ஜொவொ","jOv, jovo","ஒப்பிடு, எடைபோடு",Compare,,,,
ஸொடி3 தே4ர் / தெ4ருவொ,soDi dhEr / dheruvo,விட்டுக்கொடு,Compromise,,,,
"யோக்3 கேர், யோக்3 கெருவொ","yOg kEr, yOg keruvo",ஒருநிலைப்படுத்து,Concentrate,,,,
சல்தொ கேர் / கெருவொ,calto kEr / keruvo,நடத்து,Conduct,,,,
"ஜெவுஞ்சி, ஜெவுஞ்சுவொ","jevunjci, jevunjcuvo",வெற்றிகொள்,Conquer,,,,
"மிள்வி, மிள்வுவொ","miLvi, miLvuvo",ஒன்றுசேர்,Consolidate,,,,
"ஸெராட், ஸெரடு3வொ","seraaT, seraDuvo",செலவழி,Consume,,,,
வடொ தே3 / தெ3வொ,vaTo dE / devo,பங்கைக் கொடு,Contribute,,,,
"அண்சி, அண்சுவொ","aNci, aNcuvo","அடக்கு, கட்டுப்படுத்து",Control,,,,
"ஹந்தி3, ஹந்து3வொ","handi, handuvo",சமை,Cook,,,,
"நிவாட், நிவடு3வொ","nivaaT, nivaDuvo","ஆற்று, சூடாற்று",Cool,,,,
"கொ2வ்லி, கொ2வ்லுவொ","khovli, khovluvo",இருமு,Cough,,,,
"மொவ்ஜி, மொவ்ஜுவொ","movji, movjuvo","எண்ணு, அள","Count, Measure",,,,
"ஜா2ய், ஜ2வொ","jhaay, jhavo",மூடு,Cover,,,,
"தி4க்கி, தி4க்குவொ","dhikki, dhikkuvo","மோது, இடி",Crash,,,,
கொ4ணங்கொ4ணாய் கா2ள் / க2ளுவொ,ghoNangghoNaay khaaL / khaLuvo,தவழ்,Crawl,,,,
ஸ்ருஷ்டி கேர் / கெருவொ,srushTi kEr / keruvo,உருவாக்கு,Create,,,,
"தா4ரொ கா4ல், தா4ரொ க4லுவொ","dhaaro ghaal, dhaaro ghaluvo",தகனம் செய்,Cremate,,,,
"லங்கி3, லங்கு3வொ","langgi, langguvo","தாண்டு, கட",Cross over,,,,
"தா3ட், த3டு3வொ","daaT, daDuvo","தாண்டு, கட",Cross over,,,,
"பிஸ்கி, பிஸ்குவொ","piski, piskuvo",கசக்கு,Crush,,,,
"நெஸ்கி, நெஸ்குவொ","neski, neskuvo",நசுக்கு,Crush,,,,
"ரோட், ரொடு3வொ","rOT, roDuvo",அழு,Cry,,,,
பீகு கா4ல் / க4லுவொ,peeku ghaal / ghaluvo,"பயிரிடு, விதையிடு",Cultivate,,,,
"காட், கடு3வொ","kaaT, kaDuvo",அறு,Cut,,,,
"நாஸ், நஸுவொ","naas, nasuvo",ஆடு,Dance,,,,
"எச்சாட், எச்சடு3வொ","eccaaT, eccaDuvo",ஏமாற்று,Deceive,,,,
நிஸ்கணொ கேர் / கெருவொ,niskaNo kEr / keruvo,முடிவெடு,Decide,,,,
முருக3ன் தாய் / தவொ,murugan taay / tavo,அழுகச் செய்,Decompose,,,,
தொ3ப்3பி3 தோ2வ் / தொ2வொ,dobbi thOv / thovo,ஒத்திவை,Defer,,,,
"நாஸ், நஸுவொ","naas, nasuvo",அழி,Delete,,,,
ஆஸ்தொ போட் / பொடு3வொ,aasto pOT / poDuvo,ஆசைப்படு,Desire,,,,
ரோஸ் / ரொஸுவொ,rOs / rosuvo,ஒருவரை வெறு,Despise,,,,
"நாஸ், நஸுவொ","naas, nasuvo",அழி,"Destroy, Demolish, Perish",,,,
"மோர், மொருவொ","mOr, moruvo",சாகு,Die,,,,
"கா2ன், க2னுவொ","khaan, khanuvo",குழி வெட்டு,Dig,,,,
"கொவ்ரி, கொவ்ருவொ","kovri, keaavruvo",தோண்டு,Dig,,,,
"பூ3ட், பு3டு3வொ","booT, buDuvo",(தலை) முழுகு,Dip (Head),,,,
"பு3வ்டி3, பு3வ்டு3வொ","buvDi, buvDuvo","நனை, அமிழ்த்து, நீரில் அமிழ்த்து, தோய்",Dip,,,,
"சொல்லி, சொல்லுவொ","colli, colluvo",தெளி,Disperse,,,,
"லூன், லுனுவொ","loon, lunuvo",வீணாக்கு,Dissipate,,,,
செவ்டி3 ஸோட் / ஸொடு3வொ,cevDi sOT / soDuvo,விரோதமாக புத்தி கூறு,Dissuade,,,,
"நிவ்ரி, நிவ்ருவொ","nivri, nivruvo",சமமாக விநியோகி,Distribute equally,,,,
ஹிம்ஸ கேர் / கெருவொ,himsa kEr / keruvo,தொந்தரவு செய்,Disturb,,,,
"கேர், கெருவொ","kEr, keruvo",செய்,Do,,,,
"மாட், மடு3வொ","maaT, maDuvo",நடத்து / செய்,Do,,,,
தா3ன் தே3 / தெ3வொ,daan dE / devo,நன்கொடையளி,Donate,,,,
"ம்ஹொவ்லி, ம்ஹொவ்லுவொ","mhovli, mhovluvo",அணை,Douse,,,,
"ஒட்சி, ஒட்சுவொ","oTci, oTcuvo",வடிகட்டு,Drain,,,,
"நித்ராட்3, நித்ரடு3வொ","nitraaD, nitraDuvo",தண்ணீரை வடிகட்டு,Drain water,,,,
"கீ3ர், கி3ருவொ","geer, giruvo",வரை,Draw,,,,
முக்3கு3 தாய் / தவொ,muggu taay / tavo,கோலம் போடு,Draw Kolam,,,,
பனி செந்தி3 / செந்து3வொ,pani cendi / cenduvo,தண்ணீர் இறை,Draw water,,,,
"பி3ஜ்ஜி, பி3ஜ்ஜுவொ","bijji, bijjuvo",நனை,Drench,,,,
"பி2ல்லெ, பி2ல்லுவொ","phille, philluvo",உடுத்து,Dress,,,,
புட்டொ தாய் / தவொ,puTTo taay / tavo,துளையிடு,Drill,,,,
"பே, பெவொ","pE, pevo","பருகு, குடி",Drink,,,,
"தொ3வ்டி3, தொ3வ்டு3வொ","dovDi, dovDuvo","ஓட்டு, விரட்டு",Drive,,,,
கா2ல் தாய் / தவொ,khaal taay / tavo,கீழே போடு,Drop,,,,
"ஸுக்காட், ஸுக்கடு3வொ","sukkaaT, sukkaDuvo",உலர்த்து,Drop,,,,
ஹுங்கி3 தூ4ள் / து4ளுவொ,hunggi dhooL / dhuLuvo,தூங்கி வழி,Drowse,,,,
"தொ3டு3ஞ்ஜி, தொ3டு3ஞ்ஜுவொ","doDunjji, doDunjjuvo",சம்பாதி,Earn,,,,
"ஜுட்3டி3, ஜுட்3டு3வொ","juDDi, juDDuvo",சம்பாதி,Earn,,,,
"கா2, க2வொ","khaa, khavo","சாப்பிடு, உண்ணு",Eat,,,,
"ஜேம், ஜெமுவொ","jEm, jemuvo","சாப்பிடு, உண்ணு",Eat,,,,
விஸ்தார்கன் ஸங்கி3 / ஸங்கு3வொ,vistaarkan sanggi / sangguvo,விரிவாக கூறு,Elaborate,,,,
ஹர்ம்ப3ம் கேர் / கெருவொ,harmbam kEr / keruvo,தொடங்கு,Embark,,,,
உத்ஸாஹ் கேர் / கெருவொ,utsaah kEr / keruvo,ஊக்குவி,"Encourage, Motivate",,,,
"ஆக்ரமிஞ்சி, ஆக்ரமிஞ்சுவொ","aakraminjci, aakraminjcuvo",அத்துமீறி பயன்படுத்து,Encroach,,,,
"பொந்தி3, பொந்து3வொ","pondi, ponduvo",அனுபவி,Endure,,,,
"ஸெகு3ஞ்சிலெ, ஸெகு3ஞ்சுலுவொ","segunjcile, segunjculuvo",தாங்கிக்கொள்,Endure,,,,
"ஸுக்குளிஞ்ஜி, ஸுக்குளிஞ்ஜுவொ","sukkuLinjji, sukkuLinjjuvo",உல்லாசமாய் இரு,Enjoy,,,,
ம்ஹொடொ3 கேர் / கெருவொ,mhoDo kEr / keruvo,பெரிதாக்கு,Enlarge,,,,
"தூர், துருவொ","toor, turuvo",நுழை,Enter,,,,
"நாஸ், நஸுவொ","naas, nasuvo",அழி,Erase,,,,
"தொவுஞ்சி, தொவுஞ்சுவொ","tovunjci, tovunjcuvo","தப்பு, விலகி ஓடு",Escape,,,,
"ப்ரதி3ஸ், ப்ரதி3ஸுவொ","pradis, pradisuvo",நிறுவு,Establish,,,,
"ஸ்தா2பிஞ்சி, ஸ்தா2பிஞ்சுவொ","sthaapinjci, sthaapinjcuvo",நிறுவு,Establish,,,,
"க3ணிஞ்சி, க3ணிஞ்சுவொ","gaNinjci, gaNinjcuvo",மதிப்பிடு,Estimate,,,,
அப்4யாஸ் கேர் / கெருவொ,abhyaas kEr / keruvo,பழக்கு,Exercise,,,,
"வெது3ர்ஸா, வெது3ர்ஸவொ","vedursaa, vedursavo",எதிர்பார்,Expect,,,,
"செட்3வி, செட்3வொ","ceDvi, ceDvo",ஏற்றுமதி செய்,Export,,,,
ஹிங்கா3டு3 கேர் / கெருவொ,hinggaaDu kEr / keruvo,ஏற்றுமதி செய்,Export,,,,
லம்ப3 கேர் / கெருவொ,lamba kEr / keruvo,நீட்டு,Extend,,,,
"ம்ஹொவ்லி, ம்ஹொவ்லுவொ","mhovli, mhovluvo",அணை,Extinguish,,,,
"போட்3, பொடு3வொ","pOD, poDuvo",விழு,Fall,,,,
"வவ்ரி, வவ்ருவொ","vavri, vavruvo",விசிறு,Fan,,,,
"ப4ந்தி3, ப4ந்து3வொ","bhandi, bhanduvo",கட்டு,Fasten,,,,
க2வ்னம் தே3 / தெ3வொ,khavnam dE / devo,உணவளி,Feed,,,,
"க2வாட், கவடு3வொ","khavaaT, kavaDuvo",ஊட்டு,Feed,,,,
"மல்லெ, மல்லுவொ","malle, malluvo",சண்டையிடு,Fight,,,,
"பொ4ர்வி, பொ4ருவொ","bhorvi, bhoruvo",நிரப்பு,Fill,,,,
"பொ4வ்ரி, பொ4வ்ருவொ","bhovri, bhovruvo",நிரப்பு,Fill,,,,
"ருப்பி, ருப்புவொ","ruppi, ruppuvo",நிரப்பு,Fill,,,,
"ஒட்சி, ஒட்சுவொ","oTci, oTcuvo",வடிகட்டு,Filter,,,,
"வேள், வெளுவொ","vEL, veLuvo",வடி,"Filter, Strain",,,,
தெ3க்கி தே3ர் / தெ4ருவொ,dekki dEr / dheruvo,கண்டுபிடி,"Find, Discover",,,,
"முஸாட், முஸடு3வொ","musaaT, musaDuvo",முடி,Finish,,,,
ஸெர்க்க கேர் / கெருவொ,serkka kEr / keruvo,சரி செய்,Fix,,,,
"பூல், புலுவொ","pool, puluvo",மிதத்தல்,Float,,,,
"ஹூட்3, ஹுடு3வொ","hooD, huDuvo",பற,Fly,,,,
"கி4டி3ல்லெ, கி4டு3ல்லுவொ","ghiDille, ghiDulluvo",மடக்கிக்கொள்,Fold,,,,
"மொன்ட்சி, மொன்ட்சுவொ","monTci, monTcuvo","மடி, மடக்கு",Fold,,,,
அனுஸரணொ கேர் / கெருவொ,anusaraNo kEr / keruvo,பின்பற்று,Follow,,,,
ஹவ்ட3ன் ஜவள்ளெ / ஜவள்ளுவொ,havDan javaLLe / javaLLuvo,மறந்துவிடு,Forget,,,,
"விஸ்ரட்3லெ, விஸ்ரட்3லுவொ","visraDle, visraDluvo",மறந்துவிடு,Forget,,,,
"த4க்காட், த4க்கடு3வொ","dhakkaaT, dhakkaDuvo","பயமுறுத்து, அச்சுறுத்து, திகிலூட்டு","Frighten, Scare, Terrify, Horrify",,,,
"பு4ஞ்ஜி, பு4ஞ்ஜுவொ","bhunjji, bhunjjuvo",வறுத்தல்,Fry,,,,
"இந்து3வி, இந்து3வொ","induvi, induvo",பொரி,Fry,,,,
"பொள்டி, பொள்டுவொ","poLTi, poLTuvo",பொறி,Fry,,,,
அங்க்ரொ பு2ட்டி,angkro phuTTi,முளைவிடு,Germinate,,,,
"க2ல்லெ, க2ல்லுவொ","khalle, khalluvo",பெறு,Get,,,,
ப்ராப்த கேர் / கெருவொ,praapta kEr / keruvo,பெறு,"Get, Acquire, Receive, Obtain",,,,
"ஹூட்3, ஹுடு3வொ","hooD, huDuvo",எழுந்திரு,Get up,,,,
"தே3, தெ3வொ","dE, devo",கொடு,"Give, Pay",,,,
"ஜி2ர்க்கி, ஜி2ர்க்குவொ","jhirkki, jhirkkuvo","சறுக்கு, வழுக்கு",Glide,,,,
சவி குட்கொ கேர் / கெருவொ,cavi kuTko kEr / keruvo,கடித்துத் துண்டாக்கு,Gnaw,,,,
"ஜா, ஜவொ","jaa, javo","செல், போ",Go,,,,
"கோஸ், கொஸுவொ","kOs, kosuvo",(கொம்பினால்) முட்டு,Gore,,,,
"தே4ர், தெ4ருவொ","dhEr, dheruvo",பிடி,Grab,,,,
அனுதா3ன் கேர் / கெருவொ,anudaan kEr / keruvo,வழங்கு,Grant,,,,
அபி4வாத3ன் கேர் / கெருவொ,abhivaadan kEr / keruvo,வரவேற்பளி,Greet,,,,
நமஸ்கார் கேர் / கெருவொ,namaskaar kEr / keruvo,வணக்கம் செலுத்து,Greet,,,,
விசார் போட் / பொடு3வொ,vicaar pOT / poDuvo,வருந்து,Grieve,,,,
தா3த் தெ3க்கடி3 ஆஸ் / அஸுவொ,daat dekkaDi aas / asuvo,பல்லைக் காட்டிச் சிரி,Grin,,,,
"லுப்3பி3, லுப்3பு3வொ","lubbi, lubbuvo",அரை,"Grind, Mill",,,,
"வாட், வடு3வொ","vaaT, vaDuvo",அரை,"Grind, Mill",,,,
"லொஸ்கி, லொஸ்குவொ","loski, loskuvo",அரை,Grind (in mouth),,,,
தெவ்டி3 ஸா / ஸவொ,tevDi saa / savo,தடவித் தேடிப் பார்,Grope,,,,
"ஹோட், ஹொடு3வொ","hOT, hoDuvo",வளரு,Grow,,,,
"ஹொவ்டி3, ஹொவ்டு3வொ","hovDi, hovDuvo",வளர்,"Grow, Develop",,,,
அனுமான் கேர் / கெருவொ,anumaan kEr / keruvo,யூகி,Guess,,,,
தீ3 வட கேர் / கெருவொ,dee vaTa kEr / keruvo,இரண்டு துண்டாக்கு,Halve,,,,
"ஹாஜ்ஜால், ஹாஜ்ஜலுவொ","haajjaal, haajjaluvo",கையாளு,Handle,,,,
"ஸொவ்ண்டாட், ஸொவ்ண்ட3டு3வொ","sovNTaaT, sovNDaDuvo",மாட்டு,Hang,,,,
லொம்ப3ன் ஸோட் / ஸொடு3வொ,lomban sOT / soDuvo,தொங்க விடு,Hang it,,,,
"லொம்பி3, லொம்பு3வொ","lombi, lombuvo",தொங்கு,Hang on,,,,
ஹீன் கேர் / கெருவொ,heen kEr / keruvo,தீங்கிழை,Harm,,,,
பீகு காட் / கடு3வொ,peeku kaaT / kaDuvo,அறுவடை செய்,Harvest,,,,
"ரோஸ், ரொஸுவொ","rOs, rosuvo",வெறு,Hate,,,,
"ந்ஹவ்லெ, ந்ஹவ்லுவொ","nhavle, nhavluvo",தலைக்குளி,Head bath,,,,
ஐகி / ஐகுவொ,aiki / aikuvo,கேள்,Hear,,,,
ஹுன்னொ கேர் / கெருவொ,hunno kEr / keruvo,"சுடு, சூடாக்கு, வாட்டு","Heat it, Toast it",,,,
ஸஹாவ் கேர் / கெருவொ,sahaav kEr / keruvo,உதவி செய்,Help,,,,
"மல்சி, மல்சுவொ","malci, malcuvo",தயங்கு,Hesitate,,,,
"லிக்காட், லிக்கடு3வொ","likkaaT, likkaDuvo",ஒளித்து வை,"Hide, Conceal",,,,
"லிக்கில்லெ, லிக்குல்லுவொ","likkille, likkulluvo",ஒளிந்துகொள்,Hide,,,,
ப3ட்க்யாக் கா2ட் / க2டு3வொ,baTkyaak khaaT / khaDuvo,வாடகைக்கு எடு,Hire,,,,
"ஹான், ஹனுவொ","haan, hanuvo",அடி,Hit,,,,
உன்சொ ஹிங்கா3ட் / ஹிங்க3டுவொ,unco hinggaaT / hinggaTuvo,மேலேற்று,Hoist,,,,
"தெ4ர்லொ, தெ4ர்லுவொ","dherlo, dherluvo",பிடித்துக் கொள்,Hold,,,,
ந்ஹன்னகொ3 து4ங்கி3 / து4ங்கு3வொ,nhannago dhunggi / dhungguvo,தத்தி தாண்டு,Hop,,,,
"கபி3ல்லெ, கபு3லுவொ","kabille, kabuluvo",கட்டிப்பிடி,"Hug, Embrace",,,,
"காண், கணுவொ","kaaN, kaNuvo","இடி, கைக்குத்து",Hull,,,,
கிராத் ஹான் / ஹனுவொ,kiraat haan / hanuvo,வேட்டையாடு,Hunt,,,,
"அல்லாட், அல்லடு3வொ","allaaT, allaDuvo",அவசரப்படு,Hurry,,,,
"ஜெலாட், ஜெலடு3வொ","jelaaT, jelaDuvo","எரி, தீப்பிடிக்க வை",Ignite,,,,
பேட் லாவ் / லவொ,pET laav / lavo,பற்றவை,Ignite,,,,
அலக்ஷ்யம் கேர் / கெருவொ,alakshyam kEr / keruvo,புறக்கணி,Ignore,,,,
தி3வொ பொ4வ்ரி / பொ4வ்ருவொ,divo bhovri / bhovruvo,விளக்கேற்று,Illuminate,,,,
உதா3ஹரண் தீ3 இவர் கேர் / கெருவொ,udaaharaN dee ivar kEr / keruvo,எடுத்துக் காட்டுடன் விளக்கு,Illustrate,,,,
கல்பனொ கேர் / கெருவொ,kalpano kEr / keruvo,கற்பனை செய்,Imagine,,,,
ஸொகன் சால் / சலுவொ,sokan caal / caluvo,போன்று நட,Imitate,,,,
ப்ரதா3ன் கேர் / கெருவொ,pradaan kEr / keruvo,வழங்கு,Impart,,,,
அம்லாத் கேர் / கெருவொ,amlaat kEr / keruvo,செயல்படுத்து,Implement,,,,
ஹுத்ராடு3 கேர் / கெருவொ,hutraaDu kEr / keruvo,இறக்குமதி செய்,Import,,,,
"திவுஞ்சி, திவுஞ்சுவொ","tivunjci, tivunjcuvo",திணி,Impose,,,,
த்4யான் உட்சி / உட்சுவொ,dhyaan uTci / uTcuvo,கவனத்தை ஈரு,"Impress, Attract",,,,
பி4ள்ளொ கேர் / கெருவொ,bhiLLo kEr / keruvo,மேம்படுத்து,Improve,,,,
ஹுடி3 தோ2வ் / தொ2வொ,huDi thOv / thovo,துவக்கு,Inaugurate,,,,
"களாட், களடு3வொ","kaLaaT, kaLaDuvo",தெரியப்படுத்து,"Inform, Convey",,,,
