alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
வாட்தெ3க்கட்னி,vaaTdekkaTni,வழிகாட்டி,Signpost,"ரெஸ்தொ செரத்தேட், வாட்தெ3க்கட்னிக் ஸவாய்","resto cerattET, vaaTdekkaTnik savaay","சாலை சந்திப்பில், வழிகாட்டி பலகையை காணலாம்",Signpost can be found at the road junction
வாட்ஸராவ்,vaaTsaraav,நடைபாதை,"Pavement, Pathway",வாட்ஸராவும் சலத்தக் தா2ம் ந்ஹீ,vaaTsaraavum calattak thaam nhee,நடைபாதையில் நடக்க இடமில்லை,There is no place to walk on the pavement
ரெஸ்தொ,resto,சாலை,Road,ரெஸ்தாக் ஸீஸொரி த3டுனொ,restaak seesori daTuno,சாலையை பாதுகாப்பாக கடக்க வேண்டும்,Should cross the road safely
ல்ஹொகணு ரெஸ்தொ,lhokaNu resto,தண்டவாளம்,Rail,ஒண்டெ ல்ஹொகணு ரெஸ்தொ 42 பௌல் (13 மீ) ர்ஹாயி,oNTe lhokaNu resto 42 paul (13 mee) rhaayi,ஒரு தண்டவாளம் 42 அடி (13 மீ) இருக்கும்,The length of one rail will be 42 feet (13 m)
ஊபொ3ண்டி3 வாட்,uuboNDi vaaT,இருப்புப்பாதை,"Railways, Railway track","பா4ரதும் 65,000 கி.மீ ஊபொ3ண்டி3 வாட் ஸே","bhaaratum 65,000 ki.mee uuboNDi vaaT sE","இந்தியாவில் 65,000 கி.மீ இருப்புப்பாதை உள்ளது","India has 65,000 km of railway track"
ரெஸ்தொ வாட்,resto vaaT,சாலைவழி,Roadways,பா4ரது ரெஸ்தா வாடு பு4லோகும் தி3வ்வா ம்ஹொட்டொ ரெஸ்தா வாடு,bhaaratu restaa vaaTu bhulOkum divvaa mhoTTo restaa vaaTu,இந்திய சாலைவழி உலகின் இரண்டாவது பெரிய சாலைவழி ஆகும்,Indian Roadways is the second-largest roadways in the world
மஹாரெஸ்தொ,mahaaresto,நெடுஞ்சாலை,Highways,ராஷ்ட்ரீயகின் ராஜ்ய மஹாரெஸ்தானுன் பா4ரது ஒண்டொண்டெ மூலாக் செர்ச்சரஸி,raashTreeyakin raajya mahaarestaanun bhaaratu oNToNTe moolaak cerccarasi,தேசிய மற்றும் மாநில நெடுஞ்சாலைகள் இந்தியாவின் ஒவ்வொரு மூலையையும் இணைக்கின்றன,National and state highways connect every corner of India
வாயுமார்கொ3,vaayumaargo,வான்வழி,Airways,பா4ரதும் வாயுமார்கொ3 1911 ஹர்ம்ப3ம் ஹொயெஸி,bhaaratum vaayumaargo 1911 harmbam hoyesi,இந்தியாவில் வான்வழி 1911 இல் தொடங்கியது,Airways in India started in 1911
கெ3டி3,geDi,வண்டி,Cart,கெ3டி3க் ஸியெத் பாஞ்சு ஹாத் தூ3ர் ப2ராம் ஜேண்ணொ - ஸௌ. நீதி ஶம்பு3,geDik siyet paanjcu haat door pharaam jENNo - sau. neeti ssambu,வண்டியைக் கண்டால் ஐந்து முழ தூரம் தள்ளி நிற்கவும் - சௌ. நீதி சம்பு,Stand away five cubit distance when you see a cart - Sou. Neeti Sambu
கு3ஷ்டி,gushTi,வண்டி,Cart,கொ3ரு கு3ஷ்டிம் பொள்ளள்னுக் க2ல்லி அவராஸ்,goru gushTim poLLaLnuk khalli avaraas,மாட்டு வண்டியில் பழங்களை கொண்டு வருகிறார்கள்,They bring fruits in bullock carts
ஸகட3ம்,sakaDam,வண்டி,Cart,"வேன் பா4ர் ஹிங்க4டெத், ஸகட3ம் உட்சத்தெ கெஷ்டமு","vEn bhaar hingghaTet, sakaDam uTcatte keshTamu","அதிக சுமை ஏற்றினால், வண்டியை இழுப்பது கடினம்",Heavy load makes it difficult to pull the cart
பொ3ண்டி3,boNDi,"வண்டி, ஊர்தி","Vehicle, Car",அத்தொ பொ3ண்டி3ன் விஜுலாம் த4மரஸி,atto boNDin vijulaam dhamarasi,தற்போது கார்கள் மின்சாரத்தில் இயங்குகின்றன,Nowadays cars run on electricity
தீ3 செக்குர் பொ3ண்டி3,dee cekkur boNDi,மிதிவண்டி,Bicycle,விஜுலா தீ3 செக்குர் பொ3ண்டி3 ஹிந்தொ ஸாமான்யொ ஹொய்யொ,vijulaa dee cekkur boNDi hinto saamaanyo hoyyo,மின்சார இரு சக்கர வாகனங்கள் இன்று சர்வசாதாரணமாகி விட்டன,Electric two-wheelers have become common today
பஞ்சலொ,panjcalo,மிதிவண்டி,Bicycle,தீ3 செக்குர் பொ3ண்டி3 தொ3வ்ட3த்தக் முது3ல்லாம் பஞ்சலொ ஸிக்குலத்தெ ப3ரொ,dee cekkur boNDi dovDattak mudullaam panjcalo sikkulatte baro,இரு சக்கர வாகனம் ஓட்டும் முன் சைக்கிள் கற்றுக்கொள்வது நல்லது,Better to learn bicycle first before riding two wheelers
யந்த்ரு பஞ்சலொ,yantru panjcalo,உந்துஉருளி,"Motor cycle, Bike",யந்த்ரு பஞ்சலொ தொ3வ்ட3த்தவேள் தொ3ஸ்கா த்ராணொ தய்லுனொ,yantru panjcalo dovDattavEL doskaa traaNo tayluno,உந்துருளி ஓட்டும் போது தலைக்கவசம் போட வேண்டும்,A helmet should be worn while driving a motorcycle
தொ3ஸ்கா த்ராணொ,doskaa traaNeaa,தலைக்கவசம்,Helmet,தொ3ஸ்கா த்ராணொ ஜீவுக் கப3ட3யி,doskaa traaNeaa jeevuk kabaDayi,தலைக்கவசம் உயிரைக் காப்பாற்றும்,Helmets save lives
த்யெத4மினி,tyedhamini,தானியங்கி,Auto,தீ2ன் செக்குர் பொ3ண்டி3க் த்யெத4மினி மெனி பொ3வராஸ்,theen cekkur boNDik tyedhamini meni bovaraas,மூன்று சக்கர வாகனம் ஆட்டோ என்று அழைக்கிறார்கள்,A three-wheeler is called an auto
த்யெத4மினி பொ3ண்டி3,tyedhamini boNDi,தானியங்கி கார்,Automatic vehicle,தொ3வ்டு3னார் ந்ஹாத்தெ த்யெத4மினி பொ3ண்டி3ன் அவன் நிகி3ள்டி3யொ,dovDunaar nhaatte tyedhamini boNDin avan nigiLDiyo,ஓட்டுனர் இல்லாத தானியங்கி வண்டிகள் வரத்தொடங்கி விட்டன,Driverless autonomous vehicles are on the way
ம்ஹொடொ3 பொ3ண்டி3,mhoDo boNDi,பேருந்து,Bus,ஜு2க்கு ம்ஹொடொ3 பொ3ண்டி3னுக் ஸர்க்கார் த4மட3ஸு,jhukku mhoDo boNDinuk sarkkaar dhamaDasu,பெரும்பாலான பேருந்துகளை அரசு இயக்குகிறது,Most of the buses are run by the government
பொ3ண்டி3 ஸ்த2லொ,boNDi sthalo,பேருந்து நிலையம்,"Bus Stand, Bus Station",அவ்ரெ கே4ர் பொ3ண்டி3 ஸ்த2லாக் லொகு3த்தொ ஸேத்தெ,avre ghEr boNDi sthalaak logutto sEtte,எங்கள் வீடு பேருந்து நிலையம் அருகில் உள்ளது,Our house is near the bus stand
வாஹனொ,vaahano,கூண்டு வண்டி,Van,ந்ஹன்னொ ஜெதொ பெய்னொ கெரத்தக் வாஹனோஸ் மேடு,nhanno jeto peyno kerattak vaahanOs mETu,சிறிய குழு பயணிக்க வேன்கள் சிறந்தவை,Vans are best for small group travel
சிஸ்லா பொ3ண்டி3,cislaa boNDi,சரக்குந்து,"Lorry, Truck, Wagon",ப4ரீ ஜமானுனுக் சிஸ்லா பொ3ண்டி3ம் க2ல்லி ஜாஸுன்,bharee jamaanunuk cislaa boNDim khalli jaasun,கனரக சரக்குகளை லாரிகளில் கொண்டு செல்கிறார்கள்,Heavy goods are transported by trucks
"மோலு பொ3ண்டி3, ப3ட்கெ பொ3ண்டி","mOlu boNDi, baTke boNTi",வாடகை வண்டி,"Taxi, Cab, Rented vehicle",ராதும் மோலு பொ3ண்டி3 ப3ட்கெ வேன் கெர்த்தராஸ்,raatum mOlu boNDi baTke vEn kerttaraas,இரவில் டாக்ஸி கட்டணத்தை உயர்த்திவிடுகிறார்கள்,They increase the taxi fare at night
விஜுலா பொ3ண்டி3,vijulaa boNDi,மின்சார கார்,Electric Car,ப4விஷ்யமு விஜுலா பொ3ண்டி3ன் ஒண்டேஸ் த4மயி,bhavishyamu vijulaa boNDin oNTEs dhamayi,எதிர்காலத்தில் மின்சார கார் மட்டுமே இயங்கும்,"In the future, only electric cars will run"
ஊபொ3ண்டி3,uuboNDi,"இரயில் வண்டி, புகை வண்டி",Train,ஊபொ3ண்டி3ன் கொ2ள்ச்யா யந்த்ரும் த4மெயொ ஒண்டெ கலம்,uuboNDin khoLcyaa yantrum dhameyo oNTe kalam,இரயில் வண்டிகள் கரி இயந்திரத்தில் ஓடியது ஒரு காலம்,There was a time when trains ran on coal engines
தொரன் கு3ஷ்டி,toran gushTi,"தொடர் வண்டி, புகை வண்டி",Train,"ரஷ்யாம் 9,250 கிமீ த4மரியொ டிரான்ஸ்-ஸைபீ3ரியனூஸ் பு4லோகும் லம்பொ3 தொரனு கு3ஷ்டி பெய்னொ","rashyaam 9,250 kimee dhamariyo Tiraans-saibeeriyanoos bhulOkum lambo toranu gushTi peyno","9,250 கிமீ ஓடும் ரஷ்யாவின் டிரான்ஸ்-சைபீரியன் தான் உலகின் நீண்ட இரயில் பயணம்","Russia's Trans-Siberian is the world's longest train journey, running 9,250 km"
ஊபொ3ண்டி3 ஸ்த2லொ,uuboNDi sthalo,தொடர்வண்டி நிலையம்,Railway Station,ஊபொ3ண்டி3 ஸ்த2லொ ஏட் ர்ஹீ 5 கி.மீ தூ3ரும் ஸேத்தெ,uuboNDi sthalo ET rhee 5 ki.mee doorum sEtte,தொடர்வண்டி நிலையம் இங்கிருந்து 5 கி.மீ தொலைவில் உள்ளது,The railway station is 5 km from here
புல்னி,pulni,"தெப்பம், பரிசல்","Coracle, Catamaran, Raft",நெத்3தி3 த3டத்தக் புல்னி ஒர்க3யி,neddi daTattak pulni orgayi,ஆற்றைக் கடக்க பரிசல் உதவும்,Coracle helps to cross the river
வத்தெ,vatte,படகு,Boat,சகி வத்தென் வேன் பி3ஸ்ஸொ ஜாஸு,caki vatten vEn bisso jaasu,இயந்திர படகுகள் மிக வேகமாக செல்கின்றன,Motorboats go very fast
நௌகொ,nauko,படகு,Boat,ஹாதுஹால் த4மட3ரியொ நௌகொ ஹல்லு ஜாஸு,haatuhaal dhamaDariyo nauko hallu jaasu,கைமுறையாக இயக்கப்படும் படகுகள் மெதுவாக இயங்கும்,Manually operated boats run slower
நௌகாத்,naukaat,துடுப்பு,"Oar, Paddle",நௌகாதுன் நெத்3தி3ம் நௌகொ சலட3த்தக் ஒர்க3ஸு,naukaatun neddim nauko calaDattak orgasu,துடுப்புகள் ஆற்றில் படகு ஓட்ட உதவுகின்றன,Oars help to steer a boat in a river
கூபொ,koopo,பாய்மரப்படகு,Sailboat,கூபொ முக்யம்கன் வராஹால் த4மஸு,koopo mukyamkan varaahaal dhamasu,பாய்மரப் படகு முக்கியமாக காற்றினால் இயக்கப்படுகிறது,A sailboat is powered mainly by wind
கொப்பல்,koppal,கப்பல்,Ship,ஒண்டெ ம்ஹொட்டொ ஸுந்து4ருக் த3ட3த்தக் கொப்பல்ஹால் ஒண்டேஸ் முஸயி,oNTe mhoTTo sundhuruk daDattak koppalhaal oNTEs musayi,ஒரு பெரிய கடலைக் கடக்க கப்பலால் மட்டுமே முடியும்,A large ocean can only be crossed by a ship
தாரு,taaru,கப்பல்,Ship,தாரும் ப்ரயாண் கெரத்தெவேள் பூ4ய்ஞ்க் ஜு2கு3 தி3ன்னுக் ஸவானா,taarum prayaaN kerattevEL bhooynjk jhugu dinnuk savaanaa,கப்பலில் பயணம் செய்யும் போது நிலத்தை பல நாட்கள் பார்க்க முடியாது,Land cannot be seen for several days while sail on a ship
ஹுடா3ன்,huDaan,விமானம்,"Flight, Aeroplane, Airplane","தெ2வ்டெ3தெனு ஹுடா3ன் நிகு3ளத்தவேள்கின், கா2ல் ஹுத்துரத்தவேள் த4க்கஸுன்","thevDetenu huDaan niguLattavELkin, khaal hutturattavEL dhakkasun","சிலர் விமானம் புறப்படும் போதும், கீழே இறங்கும் போதும் பயப்படுவார்கள்",Some people are afraid during take off and landing of an airplane
விமானொ,vimaano,விமானம்,"Flight, Aeroplane, Airplane",A380 விமானமு 525 தெனு பி3ஸத்தக் முஸயி,A80 vimaanamu 525 tenu bisattak musayi,A380 விமானத்தில் 525 பேர் அமர முடியும்,The A380 can seat 525 people
ஹுடா3னு ஸ்த2லொ,huDaanu sthalo,விமான நிலையம்,Airport,ஹுடா3னு ஸ்த2லொ கொ2ப்3பி3ம் மூகொ3 ஸே,huDaanu sthalo khobbim moogo sE,விமான நிலையத்தில் எப்போதும் கூட்டம் உள்ளது,The airport is always crowded
சாத்,caat,அச்சு,Axis,செக்குர் அபுல் சாதுக் சுட்டுபி2ரி அவஸு,cekkur apul caatuk cuTTuphiri avasu,சக்கரம் அதன் அச்சை சுற்றி வருகிறது,The wheel is revolving about its axis
செக்குர்,cekkur,சக்கரம்,Wheel,செக்குருக் சுட்டுபி2ரட3த்தக் தெகொ3 கா2ல் பனி ஜாரஸி,cekkuruk cuTTuphiraDattak tego khaal pani jaarasi,சக்கரத்தை சுழற்றுவதற்கு நீர் அதன் கீழ் செல்கிறது,Water passes under it to rotate the wheel
சீடிகொ,ceeTiko,சீட்டு,Ticket,சீடிகொ ந்ஹாத்தக் ப்ரயாண் கெரத்தெ பொரொ ஹோயி,ceeTiko nhaattak prayaaN keratte poro hOyi,டிக்கெட் இல்லாமல் பயணம் செய்வது குற்றமாகும்,It is an offense to travel without ticket
தரெ,tare,கட்டணம்,"Fee, Charges, Payment",பை2லா ஒர்கு3 ஊபொ3ண்டி3 தரெ ஹுடா3னு தரெக் ஸமான்கன் ர்ஹாயி,phailaa orgu uuboNDi tare huDaanu tarek samaankan rhaayi,முதல் வகுப்பு ரயில் கட்டணங்கள் விமானக் கட்டணத்திற்கு சம்மாக இருக்கும்,First class train fares are almost the same as air fares
சாச்சி,caacci,பயணக்கட்டணம்,Travel charge,முது3ல்லாமுஸ் க2டெ3த் ஹுடா3னு சாச்சி ஸொங்கொ3 அப்3ப3யி,mudullaamus khaDet huDaanu caacci songgo abbayi,முன்கூட்டியே வாங்கினால் விமானக் கட்டணம் மலிவாக கிடைக்கும்,Airfare is cheaper if purchased in advance
துரிதொ,turito,"விரைவாக, வேகமாக","Quickly, Fast",தெ2வ்டெ3 லெக்கு துரிதொ ஜாத்தக் தீ3 செக்குர் பொ3ண்டி3 மேடு,thevDe lekku turito jaattak dee cekkur boNDi mETu,சில இடங்களுக்கு விரைவாகச் செல்ல இரு சக்கர வாகனம் சிறந்தது,A two wheeler is best for getting to some places quickly
அபகா4த்,apaghaat,விபத்து,Accident,பிஸத்தனம்கன் பொ3ண்டி3 தொ3வ்ட3த்தெ அபகா4துக் வாட் கெரயி,pisattanamkan boNDi dovDatte apaghaatuk vaaT kerayi,பைத்தியமாக வாகனம் ஓட்டுவது விபத்துக்கு வழிவகுக்கும்,Crazy driving can lead to accident
"பொண்டி3 தொ3வ்ட3த்தெனு, தொ3வ்டு3னார், சல்த கெர்னார்","poNDi dovDattenu, dovDunaar, calta kernaar","வண்டியோட்டி, ஓட்டுனர், இயக்கி","Chauffeur, Driver",ஜு2கு அபகா4துன் தொ3வ்டு3னாரு அஜாக்3ரதொ ஹால் சலஸு,jhuku apaghaatun dovDunaaru ajaagrato haal calasu,பெரும்பாலான விபத்துக்கள் ஓட்டுநரின் கவனக்குறைவால் ஏற்படுகின்றன,Most of the accidents are caused by the carelessness of the driver
ஸீஸொரி,seesori,"பாதுகாப்பாக, பார்த்து இருத்தல்","Safely, Watchful",பொ3ண்டி3 தொ3வ்டத்தவேள் ஸீஸொரி தொ3வ்டு3னொ,boNDi dovTattavEL seesori dovDuno,வாகனம் ஓட்டும்போது பார்த்து ஓட்ட வேண்டும்,Drive watchfully while driving
தூ3ர்,door,தொலைவு,"Far, Distance",மது3ரெம் ர்ஹீ தி3ல்லி இக்கெ தூ3ர்?,madurem rhee dilli ikke door?,மதுரையிலிருந்து டெல்லி எவ்வளவு தொலைவு?,How far is Delhi from Madurai?
து3தூ3ர்,dudoor,தொலைதூரம்,"Long, Distant, Long distance",து3தூ3ரு ப்ரயாணுக் ஹுடா3ன் மேடு,dudooru prayaaNuk huDaan mETu,தொலைதூர பயணத்திற்கு விமானம் சிறந்தது,Air travel is best for long distance travel
தெ3ய்டொ3 (தூ3ர்),deyDo (door),மைல்,Mile,பி3ரிட்டனும் அங்கு3 தெ3ய்டா3ம் மொவ்ஜராஸ்,biriTTanum anggu deyDaam movjaraas,பிரிட்டனில் இன்னும் மைலில் அளக்கிறார்கள்,In Britain they still measure in miles
மைல்,mail,மைல்,Mile,பாஞ்சு மைல் ஆட் கிலோமீட்டருக் ஸமொ,paanjcu mail aaT kilOmeeTTaruk samo,ஐந்து மைல்கள் எட்டு கிலோமீட்டருக்கு சமம்,Five miles equals eight kilometers
ஜனிஅவ்னி,janiavni,போக்குவரத்து,"Transport, Traffic",ஸொளொபா2ர் 6 கெ4ண்டொ ர்ஹீ 10 கெ4ண்டொ லெந்து ஜனிஅவ்னி வேன் ர்ஹாஸு,soLophaar 6 gheNTo rhee 10 gheNTo lentu janiavni vEn rhaasu,காலை 6 மணி முதல் 10 மணி வரை போக்குவரத்து அதிகமாக இருக்கிறது,Traffic is heaviest between 6 am and 10 am
