alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
நலர் ஜா2ட்3,nalar jhaaD,தென்னைமரம்,Coconut tree,நலர் ஜா2ட்3 ரமா ரமி 70 ஒர்ஸுன் ஜிவஸு,nalar jhaaD ramaa rami 70 orsun jivasu,தென்னை மரம் சுமார் 70 ஆண்டுகள் வாழ்கிறது,The coconut tree lives for about 70 years
நரெளு ஜா2டு3,nareLu jhaaDu,தென்னைமரம்,Coconut tree,"நரெளு ஜா2டு3, 50 - 80 பௌல் லென்து உன்சொ ஹொயினு ஹொட3ஸு","nareLu jhaaDu, 50 - 80 paul lentu unco hoyinu hoDasu",தென்னை மரம் 50 - 80 அடி உயரம் வரை வளர்கிறது,The coconut tree grows to a height of 50 - 80 feet
கேளு ஜா2ட்3,kELu jhaaD,வாழைமரம்,Banana Tree,கேளு ஜா2டு3 அஸ்கி பொ4ணமு உபயோக்3 ஹோஸு,kELu jhaaDu aski bhoNamu upayOg hOsu,வாழை மரத்தின் அனைத்து பாகங்களும் பயன்படுகின்றன,All parts of the banana tree are used
ஸெவ்கா ஜா2ட்3,sevkaa jhaaD,முருங்கைமரம்,Drumstick Tree,வரொ பொ3லோம்கன் ஹனெதி3 ஸெவ்கா ஜா2ட்3 முட்டி பொள்ட3யி,varo bolOmkan hanedi sevkaa jhaaD muTTi poLDayi,காற்று பலமாக வீசும்போது முருங்கை மரம் முறிந்து விடும்,The drumstick tree breaks when the wind blows hard
ஸொமி ஜா2ட்3,somi jhaaD,வன்னிமரம்,Jammi Tree,ஜு2கு3 தௌ4ரானும் ஸொமி ஜா2டு3 ஸ்த2ல வ்ருக்ஷம்கன் ஸெ,jhugu dhauraanum somi jhaaDu sthala vrukshamkan se,பல ஆலயங்களில் ஸ்தல விருட்சமாக வன்னி மரம் இருக்கிறது,The Jammi is the tree of worship in many temples
கானு ஜா2ட்3,kaanu jhaaD,புன்னைமரம்,"Alexandrian Laurel Tree, Beautyleaf Tree",கானு ஜா2டு3 நௌகொ ப4ந்த3த்தக் நுக3ஸு,kaanu jhaaDu nauko bhandattak nugasu,புன்னை மரம் படகு கட்ட பயன்படும்,Beautyleaf tree is used to build the boat
பீ3லு ஜா2ட்3,beelu jhaaD,வில்வமரம்,Bael Tree,பீ3லு ஜா2ட்3 ஜு2க்குகன் ஈஸ்புரு தௌ4ராம் ராஸு,beelu jhaaD jhukkukan eespuru dhauraam raasu,வில்வமரம் பெரும்பாலும் ஈஸ்வரன் கோயில்களில் உள்ளது,The Bael tree is mostly found in Eeswaran temples
ஸிர்க்கணு ஜா2ட்3,sirkkaNu jhaaD,சந்தனமரம்,Sandalwood Tree,பு4லோகுர் 65% ஸிர்க்கணு ஜா2டு3னு பா4ரதும் பிக்கஸு,bhulOkur 65% sirkkaNu jhaaDunu bhaaratum pikkasu,உலகில் 65% சந்தன மரங்கள் இந்தியாவில் விளைகின்றன,65% of the world's sandalwood is grown in India
வேணு ஜா2ட்3,vENu jhaaD,மூங்கில் மரம்,Bamboo Tree,வேணு கொ3வது வம்ஶமு செரெ ஒண்டெ ஜா2டு3,vENu govatu vamssamu cere oNTe jhaaDu,மூங்கில் புல் வகையைச் சேர்ந்த ஒரு மரம் ஆகும்,Bamboo is a tree belonging to the genus Grass
தாடி3 ஜா2ட்3,taaDi jhaaD,பனைமரம்,Palm Tree,தாடி3 ஜா2டு3 மொள்கொ ஸொடி3 வீஸ் ஒர்ஸுனு ப2ராதூஸ் போ2ள் தே3யி,taaDi jhaaDu moLko soDi vees orsunu pharaatoos phOL dEyi,பனைமரம் முளை விட்ட பிறகு இருபது வருடங்கள் கழித்து பலன் தரும்,The palm tree bears fruit twenty years after germination
தாளு ஜா2டு3,taaLu jhaaDu,பனைமரம்,Palmyra tree,தாளு ஜா2டு3 30 - 40 பவுல் உஞ்சொ ஹொட3யி,taaLu jhaaDu 30 - 40 pavul unjco hoDayi,பனைமரம் 30 - 40 அடி உயரம் வளரும்,The palm tree grows to a height of 30 - 40 feet
துஞ்ஜு,tunjju,பனைமரம்,Palmyra tree,துஞ்ஜு ரமாரமி 120 ஒர்ஸுன் லெங்கு ஜிவயி,tunjju ramaarami 120 orsun lengku jivayi,பனைமரம் சராசரியாக 120 வருடங்கள் வரை வாழும்,The palm tree can live up to 120 years on average
க2ஸ்லா ஜா2டு3,khaslaa jhaaDu,பேரீச்சமரம்,Date palm tree,க2ஸ்லா ஜா2டு3ன் வளுராணும் ஹொட3த்திஸானுகெ,khaslaa jhaaDun vaLuraaNum hoDattisaanuke,பேரீச்சை மரங்கள் பாலைவனங்களில் வளரக்கூடியவை,Date palm trees can grow in deserts
க2ஸுளு,khasuLu,பேரீச்சமரம்,Date palm tree,க2ஸுளு சொக்கட் லாப் தே3த்திஸானுகெ,khasuLu cokkaT laap dEttisaanuke,பேரீச்சை மரங்கள் நல்ல லாபம் தரக்கூடியவை,Date palm trees are very profitable
ஸ்ரீ தாளு ஜா2ட்3,sree taaLu jhaaD,ஆண் பனைமரம்,Male palmyra tree,ஸ்ரீ தாளு ஜா2டு3ம் கய்லொ லய்னா,sree taaLu jhaaDum kaylo laynaa,ஆண் பனைமரத்தில் காய் காய்க்காது,The male date palm does not bear fruit
ஹிந்தாளு ஜா2ட்3,hintaaLu jhaaD,"தாளிப்பனை, கூந்தப்பனை",Talipot palm,ஹிந்தாளு ஜா2டு3 ஜித்ரவும் ஒண்ட்டே ஒண்ட்டாலுஸ் பு2லயி,hintaaLu jhaaDu jitravum oNTTE oNTTaalus phulayi,கூந்தப்பனை வாழ்நாளில் ஒரே ஒருமுறைதான் பூக்கும்,Talipot palm blooms only once in a lifetime
பு4ஸ்லா ஜா2ட்3,bhuslaa jhaaD,சிறு ஈச்சமரம்,Black or Mountain date palm,பு4ஸ்லா ஜா2டு3 பெச்சம் பொள்ளொ களொ ர்ஹாயி,bhuslaa jhaaDu peccam poLLo kaLo rhaayi,சிறு ஈச்ச மரத்து பேரீச்சம் பழம் கருப்பாக இருக்கும்,The fruit of the mountain date palm tree is black
ஹப்பளு ஜா2ட்3,happaLu jhaaD,பாக்கு மரம்,Arecanut tree,ஹப்பளு ஜா2ட்3 தொ3ங்க3ரும் க4லத்திஸா பீகு ஹோஸு,happaLu jhaaD donggarum ghalattisaa peeku hOsu,பாக்கு மரம் ஒரு மலைத்தோட்டப் பயிர் ஆகும்,Arecanut tree is a hill garden crop
ஹுப்பளு ஜா2ட்3,huppaLu jhaaD,பாக்கு மரம்,Arecanut tree,ஹுப்பளு ஜா2டு3 பொஞ்சிஸ் ஒர்ஸுனுக் போ2ள் தே3யி,huppaLu jhaaDu ponjcis orsunuk phOL dEyi,பாக்கு மரம் இருபத்தைந்து வருடங்களுக்கு பலன் தரும்,Arecanut tree will bear fruit for twenty-five years
ஜுங்கெ ஜா2ட்3,jungke jhaaD,முதிர்ந்த மரம்,Aged tree,ஜுங்கெ ஜா2டு3 நரள் ம்ஹத்3தி3 தரொகன் ர்ஹாயி,jungke jhaaDu naraL mhaddi tarokan rhaayi,முதிர்ந்த மரத்தின் தேங்காய் நடுத்தரமாக இருக்கும்,The coconut of the aged tree is medium
ஹீடு3 ஜியே ஜா2ட்3,heeDu jiyE jhaaD,பட்டுப்போன மரம்,Dried up tree,ஹீடு3 ஜியே ஜா2டு3 கொக்கிக் பிர்ஜனம் பொட்3னா,heeDu jiyE jhaaDu kokkik pirjanam poDnaa,பட்டுப்போன மரம் எதற்கும் பயன்படாது,The dried up tree is useful for nothing
