alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
ஜவ்ணொ,javNo,இளைஞன்,"Youth, Youngster, Young Boy",தீ3 செக்குர் பொ3ண்டி3 பன்துன் ஜவ்ணானுக் ஹொயெயொ,dee cekkur boNDi pantun javNaanuk hoyeyo,இரு சக்கர வாகனப் பந்தயம் இளைஞர்களுக்கானது,Two-wheeler racing is for youngsters
ஜவ்ணி,javNi,இளைஞி,Young Girl,ரங்கோ3லி பன்தும் ஜு2கு3 ஜவ்ணின் பா4க்3 க2ல்லியாஸ்,ranggOli pantum jhugu javNin bhaag khalliyaas,ரங்கோலி போட்டியில் இளம்பெண்கள் கலந்து கொண்டனர்,Young women participated in the Rangoli competition
ஜாண பெ3ட்3கொ,jaaNa beDko,இளைஞன்,"Lad, Young Man, Young people",ஜாண பெ3ட்3கான் ஜவாப்தா3ரிகன் சல்லராஸி,jaaNa beDkaan javaapdaarikan callaraasi,இளைஞர்கள் பொறுப்பாக நடந்து கொள்கிறார்கள்,Young people behave responsibly
ஜாண பெ3ட்3கி,jaaNa beDki,இளைஞி,"Lass, Young Woman",ஜு2கு3 ஜாண பெ3ட்3கின் ஜி2க்3னிகன் பி4யார்ஸார் சல்த கெரராஸி,jhugu jaaNa beDkin jhignikan bhiyaarsaar calta keraraasi,பல இளம் பெண்கள் வெற்றிகரமாக வியாபாரத்தை நடத்துகின்றனர்,Many young women are running business successfully
ஜாணலி,jaaNali,இளம்பெண்,"Young lady, Young woman",ஜாணலின் காம்கின் கே4ர் தி3ய்யொ சொக்கட் நிர்வாஹ் கெரராஸி,jaaNalin kaamkin ghEr diyyo cokkaT nirvaah keraraasi,இளம் பெண்கள் வேலை மற்றும் குடும்பம் இரண்டையும் நன்றாக நிர்வகிக்கிறார்கள்,Young women manage both work and family very well
புலத்தெ,pulatte,"பூப்படைதல், பருவமடைதல்",Puberty,பெ3ட்3கின் ந்ஹன்னஒர்ஸுமுஸ் புலராஸ்,beDkin nhannaorsumus pularaas,சிறுமிகள் இளம் வயதிலேயே பூப்படைகிறார்கள்,Girls attain puberty at a young age
சால்,caal,"பூப்படைதல், பருவமடைதல்",Puberty,சால் அவெ பெ3ட்3கி ஒண்டிகன் சுட்டு பி2ரஹோனா,caal ave beDki oNTikan cuTTu phirahOnaa,பருவமடைந்த பெண் தனியாக சுற்றுவது கூடாது,Puberty girl should not roam alone
அண்ட்டு,aNTTu,தீட்டு,"Uncleanness, Defilement",அண்ட்டு வேளும் ஶுப4 காமுன் கெரஹோனா,aNTTu vELum ssubha kaamun kerahOnaa,தீட்டின் போது நல்ல காரியங்களை செய்யக்கூடாது,Should not do good things the period of defilement
ந்ஹன்னஹொடொ3,nhannahoDo,"விடலை, பதின்வயதினர்",Teenager,ந்ஹன்னஹொடா3ன் கெரரியொ மன்துனுக் ம்ஹொடொ3 கெரஹோனா,nhannahoDaan kerariyo mantunuk mhoDo kerahOnaa,விடலைகள் செய்யும் தவறுகளை பெரிதுபடுத்தக்கூடாது,Should not exaggerate the mistakes that teenagers make
கௌமரொ,kaumaro,"விடலை, பதின்வயதினர்",Teenager,கௌமரான் கலமுக் தயெ தா4னுக் மர்ச்சாராஸ்,kaumaraan kalamuk taye dhaanuk marccaaraas,பதின்வயதினர் காலத்திற்கு ஏற்ப மாறுகிறார்கள்,Teenagers change with the times
கௌமரி,kaumari,"விடலைப் பெண், கன்னிப் பெண், பதின்மவயது பெண்","Teenage Girl, Virgin",அத்தா கௌமரின் கொஞ்சுதொ பொட3ரானி,attaa kaumarin konjcuto poDaraani,இப்போதைய பதின்மவயது பெண்கள் வெட்கப்படுவதில்லை,Today's teenage girls are not shy
கௌமரப்பன்,kaumarappan,"விடலைப்பருவம், பதின்மவயது",Teenage,கௌமரப்பனும் பில்லல்னுன் ஸங்கெ3யொ ஐகுனான்,kaumarappanum pillalnun sanggeyo aikunaan,பதின்மவயதில் குழந்தைகள் சொல்வதை கேட்கமாட்டார்கள்,"In teenage, children don't listen"
கௌமார,kaumaara,"விடலைப்பருவம், பதின்மவயது","Teenage, Boyhood",அஸ்கிதெமாம் வேன் தி4ல்லொயொ கௌமாராம் தா3ரித்3ரம்,askitemaam vEn dhilloyo kaumaaraam daaridram,எல்லாவற்றிலும் மிக மோசமானது சிறுவயதில் வறுமை,Worst of all is poverty in boyhood
ந்ஹன்ன பில்லொ,nhanna pillo,சிறு குழந்தை,"Little child, Baby",தெனொ ந்ஹன்ன பில்லொ ஸொகன் ரொடெ3ஸ்,teno nhanna pillo sokan roDes,அவன் சிறு குழந்தை போல் அழுதான்,He cried like a little child
ம்ஹொடொ3 மெனி,mhoDo meni,"பெரியவர், வயது வந்தோர்",Adult,பில்லொகன் ர்ஹியெத் மெல்லொ ம்ஹொடொ3 மெனி ஸொகன் வத்தொ கெரய்,pillokan rhiyet mello mhoDo meni sokan vatto keray,குழந்தையாக இருந்தாலும் பெரியவன் போல் பேசுவான்,"Even though he is a child, he talks like an adult"
ம்ஹொடொ3 மெனி ஹோத்தெ,mhoDo meni hOtte,"பெரியவளாதல், பூப்படைதல்","Attaining age, Puberty",பெ3ட்3கின் 12 ஒர்ஸுமூஸ் ம்ஹொடொ3 மெனி ஹொய்யாராஸ்,beDkin 12 orsumoos mhoDo meni hoyyaaraas,சிறுமிகள் 12 வயதிலேயே பெரியவளாகிறார்கள்,Girls attain age at the age of 12
பை3ல்,bail,"பெண், பெண்மணி","Woman, Lady, Female",பை3லுனுக் ரொட3ட3ன் ஹோனா,bailunuk roDaDan hOnaa,பெண்களை அழ வைக்கக் கூடாது,Should not make women to cry
பெ3ய்ல்மெனி,beylmeni,"பெண், பெண்மணி","Woman, Lady, Female",காமுக் ஜாரியொ பெ3ய்ல்மெனினு பாட் வேன் கெஷ்டமு,kaamuk jaariyo beylmeninu paaT vEn keshTamu,வேலைக்கு செல்லும் பெண்களின் நிலை மிகவும் கடினமானது,The position of working women is very difficult
ஒந்து,ontu,"பெண், பெண்மணி","Woman, Lady, Female",த3ல்லொ பா3தொ3 கெரத் ஒந்துனுக் கப3ட3த்தக் நியமுன் ஸே,dallo baado kerat ontunuk kabaDattak niyamun sE,கணவன் கொடுமை செய்தால் பெண்களைப் பாதுகாக்க சட்டங்கள் உள்ளன,There are laws to protect women if a husband is abusive.
வொந்து,vontu,"பெண், பெண்மணி","Woman, Lady, Female",வொந்துன் விஶேஷு தி3ன்னும் நொவ்வொ ஸௌலொ பி2ல்லனு,vontun vissEshu dinnum novvo saulo phillanu,பெண்கள் விசேஷ நாட்களில் புதிய புடவைகளை அணிவார்கள்,Women wear new sarees for special days
"அளி, அலி","aLi, ali","பெண், பெண்மணி","Woman, Lady, Female",ஜர்க்கெம் மெனரியொ அளினுக் தி3வ்வா ஜித்ரவ்,jarkkem menariyo aLinuk divvaa jitrav,பிரசவம் என்பது பெண்களுக்கு இரண்டாவது வாழ்க்கை,Childbirth is a second life for women
ஸ்த்ரீ,stree,"பெண், பெண்மணி","Woman, Lady, Female",வரலக்ஷ்மி ஒக3துக் ஹொராட்3ஹொயெ ஸ்த்ரீன் மட3ஸுன்,varalakshmi ogatuk horaaDhoye streen maDasun,வரலக்ஷ்மி விரதத்தை திருமணமான பெண்கள் கொண்டாடுகிறார்கள்,Varalakshmi Vratham is celebrated by married women
அம்மக்கோ,ammakkO,"பெண், பெண்மணி","Woman, Lady, Female",தெனொ மொரட்3 ஹொயெ அம்மக்கொ,teno moraD hoye ammakko,அவள் மிகவும் முரட்டுத்தனமான பெண்,She is a very rude woman
அங்க3னொ,anggano,பெண்,Woman,பர அங்க3னாக் ஆஸ்தொ பொட3ஹோனா,para angganaak aasto poDahOnaa,பிறர் மனைவியை விரும்பக் கூடாது,Should not like others wife
த3ல்லொ மெனி,dallo meni,ஆண்,"Man, Male",த3ல்லொ மெனி கொ2ப்3பி3ம் தீ4ரம்கன் ர்ஹனொ,dallo meni khobbim dheeramkan rhano,ஆண் எப்போதும் தைரியமாக இருக்க வேண்டும்,A man should always be brave
த3ல்லனாச்சி,dallanaacci,முரட்டுப்பெண்,"Rogue woman, Manly woman",பெ3ய்ல்மெனியா தெனொ? த3ல்லனாச்சி,beylmeniyaa teno? dallanaacci,பெண்ணா அவள்? முரட்டுப்பெண்,Is she a woman? Rogue woman
வார்தி4க்யொ,vaardhikyo,முதுமை,Old age,வார்தி4க்யாம் ஆங்கு3 பா4ர் ஹொய்யாஸு,vaardhikyaam aanggu bhaar hoyyaasu,முதுமையில் உடல் சுமையாகிறது,In old age the body becomes burdened
ஒயெஸ்,oyes,வயது,Age,ஒயெஸுக் தயெ தா4னுக் பொ3ட்டொ பி2ல்லுனொ,oyesuk taye dhaanuk boTTo philluno,வயதுக்கு ஏற்றது போல் உடை அணிய வேண்டும்,Dress appropriately for your age
ஒள்டு3,oLDu,"வயதானவர், மூத்தவர்","Aged, Elder, Senior",ஒள்டு3னு ஆலோசனாக் ஐகத்தெ கொ2ப்3பி3ம் ப3ரொ,oLDunu aalOcanaak aikatte khobbim baro,பெரியவர்களின் அறிவுரைகளைக் கேட்பது எப்போதும் நல்லது,It is always better to listen to the advice of elders
வொர்ஸு ஹொயாத்தெனு,vorsu hoyaattenu,வயதானவர்கள்,"Elderly, Aged people",,,,
வொர்ஸு ஹொயெ,vorsu hoye,வயதான,Aged,,,,
து3க்பொ,dukpo,"மூப்பு, வயோதிகம், முதுமை","Old Age, Aging, Ageing, Senility",து3க்பொ மெனரியொ ஒண்டெ ஶாபனொ,dukpo menariyo oNTe ssaapano,முதுமை என்பது ஒரு சாபம்,Old age is a curse
தொ3வ்ரப்பன்,dovrappan,"மூப்பு, வயோதிகம், முதுமை","Old Age, Aging, Ageing, Senility",தொ3வ்ரப்பனும் ரோக்3 ந்ஹாத்தக் ஜிவத்தெனு தீ3 தொ2வ்யாத்தெனு,dovrappanum rOg nhaattak jivattenu dee thovyaattenu,முதுமையில் நோயின்றி வாழ்பவர் கொடுத்து வைத்தவர்,Lucky is he who lives in old age without disease
அம்மான்,ammaan,அம்மணி,Madam,"அம்மானு, துமி கா2த்தெயொ ஸங்கி3திரியொயா?","ammaanu, tumi khaatteyo sanggitiriyoyaa?","அம்மணி, நீங்கள் உணவை சொல்லிவிட்டீர்களா?","Madam, have you ordered the food?"
ஐயான்,aiyaan,பெரிய மனிதர்,Gentleman,தெனு ஒண்டெ ஐயான் ஸொகன் சல்லியாஸ்,tenu oNTe aiyaan sokan calliyaas,அவர் ஒரு ஜென்டில்மேன் போல் நடந்து கொண்டார்,He behaved like a gentleman
ஐயானு,aiyaanu,ஐயா,Sir,ஐயானு வாட் ஸொடு3வொ,aiyaanu vaaT soDuvo,"ஐயா, வழி விடுங்கள்","Sir, give way"
ஒள்ட்3யான்,oLDyaan,"முன்னோர்கள், மூதாதையர்கள்","Ancestor, Ancestors, Ancestral",தெனொ அபுல் ஒள்ட்3யானுக் பாய்ஞ் பொடி3ஸ்,teno apul oLDyaanuk paaynj poDis,அவள் தன் முன்னோர்களை வழிபட்டாள்,She has worshipped her ancestor
ம்ஹொட்டான்,mhoTTaan,"முன்னோர், மூதாதையர், வயதானவர்கள்","Ancestor, Ancestors, Elderly, Ancestral",ம்ஹொட்டான் தெங்கொ3 அனுப4வமுக் ஆலோசனொகன் ஸங்க்3யாஸ்,mhoTTaan tenggo anubhavamuk aalOcanokan sanggyaas,முன்னோர்கள் தங்கள் அனுபவத்தை அறிவுரையாக சொன்னார்கள்,The ancestors spoke of their experience as advice
ம்ஹொட்டப்பன்,mhoTTappan,"கௌரவம், மரியாதை","Honor, Respect",அவ்ரெ பா3க் தௌ4ராம் ம்ஹொட்டப்பன் அப்3பெ3ஸி,avre baak dhauraam mhoTTappan abbesi,எங்கள் தந்தைக்கு கோவிலில் கௌரவம் கிடைத்தது,Our father was honored in the temple
உஜ்யாத்தெனு,ujyaattenu,பிறந்தவர்,Born,தெனு விதே3ஶும் உஜ்யாத்தெனு,tenu vidEssum ujyaattenu,அவர் வெளிநாட்டில் பிறந்தவர்,He was born abroad
உஜ்ஜெதி3ன்னு,ujjedinnu,பிறந்தநாள்,Birthday,ஹிந்தொ3 மொரெ பெ3டி3க் உஜ்ஜெதி3ன்னு,hindo more beDik ujjedinnu,இன்று என் மகளின் பிறந்தநாள்,Today is my daughter's birthday
ஜிவ்னி,jivni,வாழ்க்கை,Life,ஜிவ்னி கொ2ப்3பி3ம் தி2ரன் ஹொயெயொ ந்ஹா,jivni khobbim thiran hoyeyo nhaa,வாழ்க்கை எப்போதும் நிரந்தரமானது அல்ல,Life is not always permanent
ஜித்ரவ்,jitrav,வாழ்க்கை,Life,ஜித்ரவும் ஒண்டால் தி3 கஸிக் ஜீலி அவ்னொ,jitravum oNTaal di kasik jeeli avno,வாழ்நாளில் ஒருமுறையாவது வாரணாசிக்கு சென்றுவர வேண்டும்,Should visit Varanasi at least once in lifetime
ஜிவ்ணம்,jivNam,வாழ்வாதாரம்,"Livelihood, Living",ஜிவ்ணமுக் காய் கெரரியொ?,jivNamuk kaay kerariyo?,வாழ்வாதாரத்திற்கு என்ன செய்கிறீர்கள்?,What do you do for a living?
ஜிவ்த3ஜீவ்,jivdajeev,உயிரோடு,Alive,ரோக்3 அவெ குடி3னுக் ஜிவ்த3ஜீவ் ஜள்தியா,rOg ave kuDinuk jivdajeev jaLtiyaa,நோய்வாய்ப்பட்ட கோழிகளை உயிருடன் எரித்தனர்,Diseased chickens were burned alive
ஜிவி ர்ஹாத்தெ,jivi rhaatte,உயிர் பிழைத்தல்,Survival,த்4ருவொ ப்ராந்தும் ஜிவி ர்ஹாத்தெ ல்ஹெகூ3 ந்ஹா,dhruvo praantum jivi rhaatte lhegoo nhaa,துருவப் பகுதியில் உயிர்வாழ்வது எளிதானது அல்ல,Survival in the polar region is not easy
ஆயு,aayu,"ஆயுட்காலம், ஆயுள் காலம்",Lifespan,அத்தொ மெனிகுனு ஆயு ரமாரமி 65 ஒர்ஸுனு,atto menikunu aayu ramaarami 65 orsunu,தற்போது மனிதனின் ஆயுட்காலம் சுமார் 65 ஆண்டுகள்,At present human life span is about 65 years
ஜெலும்,jelum,ஜன்மம்,"Life, Congenital, Birth",ஸாத் ஜெலும் ஹெடெ3த்மெள்ளி எல்லெ பாப் ஹிட்டுனா,saat jelum heDetmeLLi elle paap hiTTunaa,ஏழு ஜன்மம் எடுத்தாலும் இந்தப் பாவம் நீங்காது,"Even if one takes seven births, this sin will not be removed"
சா2ளி,chaaLi,பிறவி,"Life, Congenital, Birth",அஸ்கி சா2ளினும் மெனிகு சா2ளீஸ் மேடு,aski chaaLinum meniku chaaLees mETu,எல்லா பிறவிகளிலும் மனித பிறவியே சிறந்தது,Human birth is the best of all births
பு2ள்ளொ,phuLLo,முற்பிறவி,Previous Life,சொக்கட் ஜித்ரவ் மெனரியொ பு2ள்ளா ஜித்ரவு போ2ளு,cokkaT jitrav menariyo phuLLaa jitravu phOLu,நல்ல வாழ்க்கை என்பது முந்தைய வாழ்க்கையின் விளைவு,A good life is the result of a previous life
கெரும்,kerum,"கர்மம், ஊழ்வினை",Karma,பு2ள்ளா ஜெலுமு கெரும் ஒவேளும் ஸுட்டனி,phuLLaa jelumu kerum ovELum suTTani,முற்பிறவியின் கர்மம் ஒருபோதும் விலகுவதில்லை,The karma of the previous birth never goes away
மொடொ3,moDo,பிணம்,Corpse,அநாதி3 மொடா3க் அந்திம கார்யம் கெரத்தெ பவித்ரம் ஹொயெயொ,anaadi moDaak antima kaaryam keratte pavitram hoyeyo,அனாதையின் சடலத்தை தகனம் செய்வது புனிதமானது,Cremation of an orphan's body is sacred
மொரண்ஜிவன்,moraNjivan,ஆபத்தான நிலை,"Serious condtion, Critical condition",ரோக்3கெரி மொரண்ஜிவன் பொடி3 ஸே,rOgkeri moraNjivan poDi sE,நோயாளி ஆபத்தான நிலையில் உள்ளார்,The patient is in critical condition
மொரன்,moran,மரணம்,Death,மொரன் மெனெத் அஸ்கிதெங்கொ3 தா4குஸ்,moran menet askitenggo dhaakus,மரணம் என்றால் அனைவருக்கும் பயம்,Death is feared by all
பரம்பொந்தி3யாஸ்,parampondiyaas,காலமானார்,Passed away,தெங்கொ3 போ3 ஹிந்தொ3 பரம்பொந்தி3யாஸ்,tenggo bO hindo parampondiyaas,அவரது தந்தை இன்று காலமானார்,His father passed away today
மொரனு ஸமாசார்,moranu samaacaar,"இறப்புச் செய்தி, இரங்கல் செய்தி",Obituary,மொரெ ஒஸ்து பரம்பொந்த3யொ மொரனு ஸமாசாரும் ர்ஹீ களள்யஸ்,more ostu parampondayo moranu samaacaarum rhee kaLaLyas,எனது உறவினர் இறந்ததை இரங்கல் செய்தி மூலம் அறிந்தேன்,I learned about my relative's death through an obituary
வெளு,veLu,இறுதி சடங்கு,Funeral,தெங்க3 பா3 வெளு ஸொந்தொ3 தொ2வ்ல்ராஸ்,tengga baa veLu sondo thovlraas,அவரது தந்தையின் இறுதிச்சடங்கு நாளை நடைபெறுகிறது,His father's funeral will be held tomorrow
ஒத்3தெ3ஸொ,oddeso,முதல் ஆண்டு திவசம்,First death anniversary,ஸொந்தொ3 மொரெ ஐங்கெ3ரம்பா3க் ஒத்3தெ3ஸொ,sondo more ainggerambaak oddeso,நாளை என் பாட்டியின் முதலாம் ஆண்டு திவசம்,Tomorrow is my grandmother's first death anniversay
வர்த3ஸொ,vardaso,முதல் ஆண்டு திவசம்,First death anniversary,வர்த3ஸாக் ப3ந்து4னுக் பொ3வ்யாஸி,vardasaak bandhunuk bovyaasi,முதலாம் ஆண்டு திவசதிற்கு உறவினர்களை அழைத்தோம்,We invited relatives for the first death anniversary
திதி,titi,திவசம்,Death anniversary,ஒர்ஸு ஒர்ஸு திதி தெ3னொ,orsu orsu titi deno,ஒவ்வொரு வருடமும் திவசம் செய்ய வேண்டும்,Death anniversary should be performed every year
லயம்,layam,"அழிவு, மரணம்","Extinction, Death, Perish, Destroy, Doom",ஆத்மாக் லயம் ஜுண்ணா,aatmaak layam juNNaa,ஆத்மாவுக்கு மரணம் இல்லை,Soul has no death
நாஸ்தி,naasti,"அழிவு, மரணம்","Extinction, Death, Perish, Destroy, Doom",கலியுகொ3 முஸெத்திக்காம் அஸ்கி நாஸ்தி ஹொய்யாய்,kaliyugo musettikkaam aski naasti hoyyaay,கலியுகம் முடிந்ததும் அனைத்தும் அழிந்துவிடும்,"When the Kaliyuga ends, everything will perish"
நஸினி,nasini,"அழிவு, மரணம்","Extinction, Death, Perish, Destroy, Doom",ஸனாதன தெ4ரும் கொ2ப்3பி3ம் நஸினி ஹோனா,sanaatana dherum khobbim nasini hOnaa,சனாதன தர்மம் எப்போதும் அழியாது,Sanatana dharma will never doom
