alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
கே4ர்தா3ர்,ghErdaar,வீடுவாசல்,House property,மொரெ ஸொஸுராக் சொக்கட் கே4ர்தா3ருன் ஸே,more sosuraak cokkaT ghErdaarun sE,என் மாமனாருக்கு நல்ல வீடுவாசல் உள்ளது,My father-in-law owns good house property
ப4வனம்,bhavanam,கட்டிடம்,Building,ப4வனம்னுக் பொ2ட3த்தக் பு3ல்டோ3ஸர் உபயோக்3 ஹோஸு,bhavanamnuk phoDattak bulDOsar upayOg hOsu,கட்டிடங்களை இடிக்க புல்டோசர் பயன்படுகிறது,Bulldozer is used to demolish buildings
வித்3தெ3னு கே4ர்,viddenu ghEr,அடுக்குமாடி கட்டிடம்,Apartment,பொர்க்யாடு3ம் வித்3தெ3னு கே4ருனுக் ஸவானா,porkyaaDum viddenu ghErunuk savaanaa,கிராமங்களில் அடுக்குமாடி கட்டிடங்களை பார்க்க முடியாது,We can not see apartments in villages
ஸெந்தொவஸஸ்,sentovasas,"குடியேற்றம், குடியிருப்பு",Colony,ஸெந்தொவஸஸும் ஜிவத்தெனு வேன் பொ4த்3ரம்கன் ஸே,sentovasasum jivattenu vEn bhodramkan sE,குடியிருப்பில் வசிப்பவர்கள் அதிக பாதுகாப்பாக இருக்கிறார்கள்,Colony dwellers are more secure
அபுல்கே4ர்,apulghEr,சொந்தவீடு,Home,கௌ2னஸ்கி ஹொஸ்தொகி அபுல்கே4ருஸ் மேட்,khaunaski hostoki apulghErus mET,கிழக்காயினும் மேற்காயினும் சொந்தவீடு தான் சிறந்தது,"East or West, home is best"
கொ4ம்மொ,ghommo,"வீட்டிற்குள், வீட்டில்","Inside the house, In the house",தெங்கொ3 கொ4ம்மொ ஸுனான் ஸே,tenggo ghommo sunaan sE,அவர்கள் வீட்டில் நாய்கள் உள்ளன,They have dogs in the house
ஸெஜ்ஜ,sejja,பக்கத்து வீட்டுக்காரர்,Neighbor,அவ்ரெ ஸெஜ்ஜென் ஜு2க்கு மித்ருப்பன் ஸெரொ ஸே,avre sejjen jhukku mitruppan sero sE,எங்கள் பக்கத்து வீட்டுக்காரர்கள் மிகவும் நட்பாக இருக்கிறார்கள்,Our neighbours are very friendly
தா3ர்,daar,"வாசல், வாசல்படி","Threshold, Door step",கே4ரு கே4ரு தா3ர்,ghEru ghEru daar,வீட்டுக்கு வீடு வாசல்படி,Every house has a door step
த4டொ,dhaTo,வாசல்,"Threshold, Doorway",தெனு த4டாம் ஹிப்3பி3லி மீ பி4த்தர் அவாய்யா மெனி புஸ்யாஸ்,tenu dhaTaam hibbili mee bhittar avaayyaa meni pusyaas,அவர் வாசலில் நின்று நான் உள்ளே வரலாமா என்று கேட்டார்,He stood in the doorway and asked if I could come in
ஹும்ப்3ரொ,humbro,வாசல்,"Threshold, Doorway",அவ்ரெ கே4ரு ஹும்ப்3ரொ தேகு ஜா2டு3 ஹால் ஹொயெயொ,avre ghEru humbro tEku jhaaDu haal hoyeyo,எங்கள் வீட்டின் வாசல் தேக்கு மரத்தால் ஆனது,The threshold of our house was made of teak wood
தா3ருகவாட்3,daarukavaaD,"வாசல் கதவு, வாயிற்கதவு",Gate,தா3ருகவாட்3 பூட் தகெ3ஸ்யா?,daarukavaaD pooT tagesyaa?,வாசல் கதவை பூட்டினாயா?,Did you lock the gate?
ஸொடு3முஞ்ஜொ,soDumunjjo,"முறைவாசல், வாசல் பெருக்குதல்",Sweeping the front yard,ஸொளொபா2ரும் ஸொடு3முஞ்ஜொ கெரத்தெ அவ்ரெ வட்கெ,soLophaarum soDumunjjo keratte avre vaTke,காலையில் வாசல் பெருக்குதல் நமது வழக்கம்,It is our custom to sweep the front yard in the morning
முக்3கு3,muggu,கோலம்,"Vintage Line, Kolam",பெ3ய்லன் முக்3கு3 தக3த்தெமாம் வேன் உத்ஸாஹ் தெ3க்கட3ன்,beylan muggu tagattemaam vEn utsaah dekkaDan,பெண்கள் கோலம் போடுவதில் அதிக ஆர்வம் காட்டுவார்கள்,Women will be more interested in putting kolam
ஹொள்டொ,hoLTo,திண்ணை,"Village style Veranda, Porch",ஒள்டு3ன் ஹொள்டர் பி3ஸி தி3ன்னு ஜவட3ராஸ்,oLDun hoLTar bisi dinnu javaDaraas,முதியவர்கள் திண்ணையில் அமர்ந்து பொழுது கழிக்கிறார்கள்,The elderly spend time sitting on the veranda
ஹொல்லொஹொள்டொ,hollohoLTo,மேல் தாழ்வாரம்,Upper Porch,ஹொல்லொஹொள்டொ கே4ரு அத்தொ து3ஸ்தலு,hollohoLTo ghEru atto dustalu,மேல் தாழ்வாரத்துடன் கூடிய வீடு இன்று அரிது,House with upper porch are rare these days
த3ம்புரொ,dampuro,நிலைவாசல்,"Threshold, Position",விஸந்து3லொ த3ம்புரொ பி3ஸ ஹோனா மெனன்,visandulo dampuro bisa hOnaa menan,அந்தி சாயும் நேரத்தில் வீட்டு வாசலில் உட்காரக் கூடாது என்பார்கள்,They say not to sit in the doorway at dusk
த3ரும்பு3ரொ,darumburo,நிலைவாசல்,Threshold,த3ரும்பு3ரொ ஹிப்3பி3ர்ஹீ தெ4ரும் கெரஹோனா,darumburo hibbirhee dherum kerahOnaa,வீட்டு வாசலில் நின்று அன்னதானம் செய்யக்கூடாது,Do not stand in the doorway and donate
நெலு,nelu,நிலைக்கதவு,Threshold door,த4னின் தேகு ஜா2டு3ஹால் நெலுக் கெரஸுன்,dhanin tEku jhaaDuhaal neluk kerasun,பணக்காரர்கள் தேக்கு மரத்தால் நிலைக்கதவுகளை செய்கிறார்கள்,The rich make threshold doors out of teak wood
தா3ருமிட்டொ,daarumiTTo,வாசல்படி,Doorstep,தா3ருமிட்டொ தொக்குனொகொ3 மெனி தெங்கொ3 போ3 மென்யாஸ்,daarumiTTo tokkunogo meni tenggo bO menyaas,வாசல்படி மிதிக்காதே என்று அவனுடைய அப்பா சொன்னார்,His father told him not to step on the doorstep
பா2வு,phaavu,"வாசலுக்கும், அறைக்கும் இடையில் உள்ள பாதை (ரேழி)",Narrow passage between the entrance and the living room,தா3ருக்கின் கொ2ட்டா ம்ஹத்3தி3ம் ஸேத்தெ அக்ரொ வாடுக் பா2வு மெனன்,daarukkin khoTTaa mhaddim sEtte akro vaaTuk phaavu menan,நுழைவாயிலுக்கும் அறைக்கும் இடையில் குறுகிய பாதையை ரேழி என்பார்கள்,The narrow passage between the entrance and the living room is called phaavu
அக்ரொபா2வு,akrophaavu,"வாசலுக்கும், அறைக்கும் இடையில் உள்ள பாதை (ரேழி)",Narrow passage between the entrance and the living room,அக்ரொபா2வும் தீ3 செக்குர் பொ3ண்டி3க் தொ2வி ஹொத்3யாஸ்,akrophaavum dee cekkur boNDik thovi hodyaas,ரேழியில் மிதி வண்டி வைக்கப்பட்டு இருந்தது,Bicycle had been kept in the phaavu
நெவ்டொ3,nevDo,"நடை, நடைபாதை","Corridor, Hallway",நெவ்டா3ம் திவிக் தயி ஹொத்3யாஸ்,nevDaam tivik tayi hodyaas,நடைபாதையில் ஒரு நீண்ட இருக்கை போடப்பட்டிருந்தது,There was a long bench placed in the corridor
ப4ராடு3 நெவ்டொ3,bharaaDu nevDo,வெளித்தாழ்வாரம்,Veranda,தெனு ப4ராடு3 நெவ்டா3ம் பி3ஸி காப்பி பியாஸி,tenu bharaaDu nevDaam bisi kaappi piyaasi,அவர்கள் வராண்டாவில் அமர்ந்து காபி குடித்தார்கள்,They sat on the veranda and drank coffee
கொ2ட்டொ,khoTTo,நீண்ட பொது அறை,Hall,கொ2ட்டாம் ஒஸ்துன் வத்தொ கெர்லேத் ஹொத்3யாஸ்,khoTTaam ostun vatto kerlEt hodyaas,பெரியஅறையில் உறவினர்கள் பேசிக் கொண்டிருந்தனர்,Relatives were chatting in the hall
கஸெ,kase,அறை,Room,எல்லெ ஹுரிம் 62 கஸென் ஸே,elle hurim 62 kasen sE,இப்பள்ளியில் 62 அறைகள் உள்ளன,The school has 62 rooms
ஹும்ப்4ரொ,humbhro,அறை,Room,ஹும்ப்4ராம் நேதானு லோஸுனுக் ஸொவ்ண்டடி3 ஹொத்3யாஸ்,humbhraam nEtaanu lOsunuk sovNTaDi hodyaas,அறையில் தலைவர்களின் புகைப்படங்கள் மாட்டியிருந்தார்கள்,Photos of the leaders were hung in the room
தௌரம்,tauram,அறை,Room,ஹுஜால் ந்ஹீனாத்தெ ஹால் தௌரம் ஹந்தா3ர் ஹொதெ3ஸ்,hujaal nheenaatte haal tauram handaar hodes,வெளிச்சம் இல்லாததால் அறை இருட்டாக இருந்தது,The room was dark due to lack of light
ஹொவ்ரி,hovri,அறை,Room,இத்கெ ஹொவ்ரிந் ர்ஹியெத் மெல்லொ பு2ரரனி,itke hovrin rhiyet mello phurarani,பல அறைகள் இருந்தும் போதுமானதாக இல்லை,"Many rooms are there, not enough though"
ந்ஹென்னஹொவ்ரி,nhennahovri,சிறிய அறை,Small room,பு2ட்டெ முட்டெ ஸமானுன் அஸ்கி ந்ஹென்னஹொவ்ரிம் ஹொதெ3ஸ்,phuTTe muTTe samaanun aski nhennahovrim hodes,ஓட்டை உடைசல் பொருட்கள் அனைத்தும் சிறிய அறையில் இருந்தன,"All broken, useless materials were in the small room"
புஜாஹொவ்ரி,pujaahovri,பூஜை அறை,Prayer room,புஜாஹொவ்ரிக் சொக்கட் ஸிங்க3ரி ஹொத்3யாஸ்,pujaahovrik cokkaT singgari hodyaas,பூஜை அறையை நன்றாக அலங்கரித்திருந்தார்கள்,The prayer room was well decorated
ஹந்த3வ் தௌரம்,handav tauram,சமையலறை,Kitchen,தூ4ம்கின் தேலு காட் ஹால் ஹந்த3வ் தௌரம் காலொ ஹொதெ3ஸ்,dhoomkin tElu kaaT haal handav tauram kaalo hodes,புகை மற்றும் எண்ணெய் கறை காரணமாக சமையலறை கருப்பாக இருந்தது,The kitchen was black due to smoke and oil stains
ஜெமரியொ தௌரம்,jemariyo tauram,சாப்பிடும் அறை,Dining room,ஜெமரியொ தௌரம் ஹந்த3வ் தௌரமுக் லொகு3த்தொ ர்ஹனொ,jemariyo tauram handav tauramuk logutto rhano,சாப்பாட்டு அறை சமையலறைக்கு அருகில் இருக்க வேண்டும்,The dining room should be close to the kitchen
ஸ்னானுகொ2ட்டொ,snaanukhoTTo,குளியலறை,Bathroom,ஸ்னானுகொ2ட்டாம் ஹுன்னபனி அவரனி,snaanukhoTTaam hunnapani avarani,குளியலறையில் வெந்நீர் வரவில்லை,There was no hot water in the bathroom
ஶயனுகொ2ட்டொ,ssayanukhoTTo,படுக்கையறை,Bedroom,ஶயனுகொ2ட்டாம் ஸில்லொ வரா பெடி ஸேத்தெ,ssayanukhoTTaam sillo varaa peTi sEtte,படுக்கையறையில் குளிரூட்டி உள்ளது,The bedroom has air conditioner
வஸனுகொ2ட்டொ,vasanukhoTTo,வாழும் அறை,Livingroom,போ3 வஸனுகொ2ட்டாம் ஸமாசார்பத்ரொ சொவ்தி3லேத் ர்ஹான்,bO vasanukhoTTaam samaacaarpatro covdilEt rhaan,அப்பா அறையில் செய்தித்தாள் படித்துக் கொண்டிருப்பார்,Dad will be reading the newspaper in the living room
காமிர,kaamira,"சாளரம், ஜன்னல்",Window,காமிர வாட் பொவ்ஸுபனி பி4த்தர் அவரஸ்,kaamira vaaT povsupani bhittar avaras,ஜன்னல் வழியாக மழைநீர் உள்ளே வருகிறது,Rainwater is coming in through the window
விடி3,viDi,"சாளரம், ஜன்னல்",Window,விடி3ம் தாளு விஜனொ குஸ்கி ஹொத்3யாஸ்,viDim taaLu vijano kuski hodyaas,ஜன்னலில் பனை விசிறி சொருகி இருந்தது,There was a palm fan plugin in the window
விடி3கவாட்,viDikavaaT,ஜன்னல் கதவு,Window panes,விடி3கவாட் ஜா2ய். ஒஸாட் ஹனரஸ்,viDikavaaT jhaay. osaaT hanaras,ஜன்னல் கதவை மூடு. மழை நீர் தெறிக்கிறது,Close the window panes. Rain water splashes
ம்ஹொடொ3விடி3,mhoDoviDi,பெரிய சாளரம்,French window,ம்ஹொடொ3விடி3 பூ4ய்ஞ் த3ளா கொ2ட்டாக் ஆத3ர்ஶொ ஹொயெயொ,mhoDoviDi bhooynj daLaa khoTTaak aadarsso hoyeyo,பெரிய சாளரங்கள் தரை தள அறைகளுக்கு ஏற்றது,French windows are ideal for ground floor rooms
பொஷான்,poshaan,நடைக்கூடம்,"Corridor, Eave, Sidewalk",ஹொடா3ரும் பொவ்ஸ் பொடி3 பொஷானும் செது3ரரஸ்,hoDaarum povs poDi poshaanum ceduraras,முற்றத்தில் மழை பெய்து நடைக்கூடத்தில் தெறிக்கிறது,It rains in the courtyard and splashes on the sidewalk
ஐனொ,aino,முற்றம்,Courtyard,ஐனாம் பொ3ட்டான் ஸுக்கரஸ்,ainaam boTTaan sukkaras,முற்றத்தில் துணிகள் உலர்கின்றன,The clothes are drying in the courtyard
ஹொடா3ர்,hoDaar,முற்றம்,Courtyard,ஒளெனும் ர்ஹீ பொவ்ஸு பனி ஹொடா3ரும் லுச்சாரஸ்,oLenum rhee povsu pani hoDaarum luccaaras,கூரை கால்வாயிலிருந்து முற்றத்தில் மழைநீர் கொட்டுகிறது,Rainwater pours into the courtyard from the roof canal
பி4த்தர்ஹொடாரு,bhittarhoTaaru,உள் முற்றம்,Inner courtyard,பா3ஞ்ஜி ஹால் பி4த்தர்ஹொடார் ஜி2ர்க்காரஸ்,baanjji haal bhittarhoTaar jhirkkaaras,பூஞ்சை காரணமாக உள் முற்றம் சறுக்குகிறது,The inner courtyard is slippery due to fungus
மலொ,malo,கக்கூஸ்,Toilet,மலொ வாயு மூலாம் ப4ந்து3னொ,malo vaayu moolaam bhanduno,கழிப்பறையை வடமேற்கு மூலையில் கட்ட வேண்டும்,The toilet should be built in the northwest corner
தூம்பொ3,toombo,கழிவு நீரோடை,"Gutter, Drainage",தூம்பா3ம் பு3த்3து3ரா பனி ஜாரஸ்,toombaam budduraa pani jaaras,கழிவு நீரோடையில் கழிவுநீர் செல்கிறது,Sewage goes into the sewer
ரேணிஸ்,rENis,கழிவு நீரோடை,"Gutter, Drainage",ஸ்னானுகொ2ட்டொம் ர்ஹீ முறி பனி ரேணிஸும் ஜாரஸ்,snaanukhoTTom rhee muri pani rENisum jaaras,குளியலறையில் இருந்து அழுக்கு நீர் கழிவு நீரோடையில் செல்கிறது,Dirty water from the bathroom goes into the sewer
ஜெள்ஜார்,jeLjaar,கழிவு நீரோடை,"Gutter, Drainage",பு3த்3து3ரா பனி ஜெள்ஜாரும் ர்ஹீ கவ்லாம் ஜாரஸ்,budduraa pani jeLjaarum rhee kavlaam jaaras,கழிவுநீர் வடிகால் வழியாக கால்வாயில் செல்கிறது,Sewage goes to canal through drainage
கவ்லொ,kavlo,"சாக்கடை, கால்வாய்","Sewage, Drainage, Canal",பொவ்ஸு கலமு கவ்லொ பொ4ரி த4மஸு,povsu kalamu kavlo bhori dhamasu,மழைக் காலங்களில் கால்வாயில் தண்ணீர் பெருக்கெடுத்து ஓடுகிறது,"During the rainy season, the water in the canal overflows"
பீ4த்,bheet,சுவர்,Wall,பீ4த் உன்னொ பொட3யொ 9 போ3ட் தெ3ள்கொ ர்ஹனொ,bheet unno poDayo 9 bOT deLko rhano,சுவர் குறைந்தது 9 அங்குல தடிமனாக இருக்க வேண்டும்,The wall should be at least 9 inches thick
பி4த்தி,bhitti,சுவரின் அடித்தளம்,Foundation of wall,பி4த்தி பொ3லோம்கன் ர்ஹனொ,bhitti bolOmkan rhano,சுவரின் அடித்தளம் வலுவாக இருக்க வேண்டும்,The foundation of the wall should be strong
கவாட்3,kavaaD,கதவு,Door,கவாட்3 ஹூட். தூ4ம் ப4ராட் ஜாந்தொ,kavaaD hooT. dhoom bharaaT jaanto,கதவை திற. புகை வெளியேறட்டும்,Open the door. Let the smoke out
கவாடு3கீ2லு,kavaaDukheelu,கதவு தாழ்ப்பாள்,Door latch,கவாடு3கீ2ல் கெ4ட்டி சௌல்ரஸ்,kavaaDukheel gheTTi caulras,கதவு தாழ்ப்பாள் மிகவும் இறுக்கமாகப் பிடித்திருக்கிறது,The door latch is holding very tight
கவாடு3 கி4ணிங்கா3ட்,kavaaDu ghiNinggaaT,"கதவு மணி, அழைப்பு மணி","Doorbell, Calling bell",கொன்கீ கவாடு3 கி4ணிங்கா3ட் ஹனராஸ்,konkee kavaaDu ghiNinggaaT hanaraas,யாரோ கதவு மணியை அடிக்கிறார்கள்,Someone rings the doorbell
கீ2ள்,kheeL,தாழ்ப்பாள்,"Door Lock, Latch",கொ2ப்3பி3ம் கீ2ள் தகி3 ர்ஹாத்தெ ப3ரொ,khobbim kheeL tagi rhaatte baro,எப்போதும் தாழ்ப்பாள் போடுவது நல்லது,It is always good to put the latch on
பீ3க்,beek,பூட்டு,Lock,தி3ண்டு3க்கல் பீ3க் வேன் ப்ரஸித்3தி4 ஹொயெயொ,diNDukkal beek vEn prasiddhi hoyeyo,திண்டுக்கல் பூட்டு மிகவும் பிரபலமானது,Dindigul lock is very popular
பூட்,pooT,பூட்டு,Lock,பூட் தயெ ப2ராது பீ3க் பொ4த்3ரம் தொ2வ்லெ,pooT taye pharaatu beek bhodram thovle,பூட்டிய பிறகு சாவியைப் பாதுகாப்பாக வைத்திரு,Secure the key after locking the door
பி3காத்,bikaat,சாவி,Key,நெட்ஷத்ரு வஸனுஶாலாம் விஜிலியணு பி3காத் வவ்ரஸுன்,neTshatru vasanussaalaam vijiliyaNu bikaat vavrasun,நட்சத்திர ஓட்டல்களில் மின்னணு சாவி பயன்படுத்துகிறார்கள்,Electronic keys are used in star hotels
பி3யாத்,biyaat,சாவி,Key,பொ3ண்டி3 பி3யாத் கோட் ஸே?,boNDi biyaat kOT sE?,கார் சாவி எங்கே இருக்கிறது?,Where is the car key?
பீ3,bee,சாவி,Key,பீ3 தி3யெ பிள்டி ஸொகன் வத்தொ கெரராஸ்,bee diye piLTi sokan vatto keraraas,சாவி கொடு பொம்மை போல் பேசுகிறார்,He speaks like a toy driven by a key
கில்னாஶேர்பணி,kilnaassErpaNi,சாவிக்கொத்து,Key bunch,அவ்ரெ ஐங்கே4ரம்பொ3 ஸவ்லாம் கில்னாஶேர்பணி குஸ்கில்ர்ஹான்,avre aingghErambo savlaam kilnaassErpaNi kuskilrhaan,என் பாட்டி புடவையில் சாவி கொத்து செருகியிருப்பார்,My grandmother use to have key-bunch inserted in her sari
கே4ருபொட்ளொ,ghErupoTLo,வீட்டுக்கூரை,House Roof,குடொ3 கே4ருபொட்ளொ ஹொல்லொ ஹிப்3பி3 ஸே,kuDo ghErupoTLo hollo hibbi sE,சேவல் வீட்டின் கூரையில் நிற்கிறது,The rooster stands on the roof of the house
கொ4வ்லொ,ghovlo,மாடம்,"Dovecote, A Gable in the wall",அம்பொ3 கொ4வ்லாம் தி3வொ பொ4வ்ரிஸ்,ambo ghovlaam divo bhovris,அம்மா சுவர் மாடத்தில் விளக்கு ஏற்றினாள்,Mom lit the lamp in the wall gable
க2பி3ரி,khabiri,வீட்டு ஓடு,Roof Tiles,சிட3மத்திம் ர்ஹீ க2பி3ரி கெரராஸ்,ciDamattim rhee khabiri keraraas,களிமண்ணிலிருந்து ஓடுகள் செய்கிறார்கள்,They make tiles from clay
க2புரொ,khapuro,வீட்டு ஓடு,"Roof Tile, Shell",படன் பொகட் க2புரா கே4ர் து3ஸ்தலு,paTan pokaT khapuraa ghEr dustalu,நகர்ப்புறங்களில் ஓடு வீடுகள் அரிது,Tile houses are rare in urban areas
உம்ப்3ரொ,umbro,மூலை,Corner,ஜ2ன்னிக் ஸாமான்யொகன் உம்ப்3ராம் தொ2வன்,jhannik saamaanyokan umbraam thovan,விளக்குமாறு பொதுவாக மூலையில் வைப்பார்கள்,The broom is usually placed in the corner
உம்ப்3ராக2புரொ,umbraakhapuro,மூலை ஓடு,Corner Tiles,பொள்டான் செரரியொ தேட் உம்ப்3ராக2புரொ தக3ஸுன்,poLTaan cerariyo tET umbraakhapuro tagasun,கூரைகள் இணையும் இடத்தில் மூலை ஓடுகள் போடப்படுகிறது,Corner tiles are laid at the junction of the roof
ஹீபு,heepu,தரை,Floor,ப3ளிங்கு3 ஹீபு மொஞ்சு கலமு ஸில்லொ ர்ஹாயி,baLinggu heepu monjcu kalamu sillo rhaayi,பளிங்கு தரைகள் குளிர்காலத்தில் குளிர்ச்சியாக இருக்கும்,Marble floors are cool in winter
ஸௌரத்தெ,sauratte,"மொழுகுதல், பூசுதல்","To spread, To coat","தெல்லெ கலமு, ஸெனி ஹால் பூ4ய்ஞ் ஸௌரன்","telle kalamu, seni haal bhooynj sauran",அந்தக் காலத்தில் ஈரச் சாணத்தைக் கொண்டு தரையைப் பூசுவார்கள்,"In those days, the floor was coated with wet dung"
பொள்டொ,poLTo,கூரை,Roof,லைடா3 பொள்டாம் ர்ஹீ விஞ்சு லலரஸ்,laiDaa poLTaam rhee vinjcu lalaras,மரக் கூரையிலிருந்து தேள் விழுகிறது,The scorpion falls from the wooden roof
புள்டொ,puLTo,கூரை,Roof,வரொ பொ3லோம்கன் ஹனத்தெமாம் லோவு புள்டொ ஹுடி3 ஜேடி3யொ,varo bolOmkan hanattemaam lOvu puLTo huDi jEDiyo,காற்று பலமாக வீசியதில் உலோக கூரை பறந்து சென்றது,The metal roof was blown away by the strong wind
ஸிகொ,siko,உறி,Hanging butter pot,லொனிக் ஸிகாம் லொம்பொ3 ஸொட்3ராஸ்,lonik sikaam lombo soDraas,வெண்ணெயை உறியில் தொங்கவிட்டுள்ளார்கள்,The butter is hung in the hanging pot
உன்சொபீ4து,uncobheetu,உட்கூரை,Ceiling,தொரணு தி3வொ உன்சொபீ4தும் ர்ஹீ லொம்ப3ரஸ்,toraNu divo uncobheetum rhee lombaras,சரவிளக்குகள் கூரையிலிருந்து தொங்குகின்றன,The chandeliers hang from the ceiling
அக3ஸுடி,agasuTi,கூரை கண்ணாடி சாளரம்,Roof glass,அக3ஸுடி வாட் அவரியொ ஸுரிது கிரணு ஹுஜால் தே3ஸு,agasuTi vaaT avariyo suritu kiraNu hujaal dEsu,கூரை கண்ணாடி வழியாக வரும் சூரிய ஒளி வெளிச்சம் தருகிறது,Sunlight coming through the roof glass illuminates
அகாஸ்விடி3,akaasviDi,கூரை கண்ணாட,Roof glass,அகாஸ்விடி3ம் பொவ்ஸ் பொட3ரியொ ஸாத்தக் சொக்கட் ஸே,akaasviDim povs poDariyo saattak cokkaT sE,கூரை கண்ணாடியில் மழை பொழிவதைப் பார்க்க நன்றாக இருக்கிறது,It's nice to see rain falling on the roof glass
நித்தொகா2ம்பு3,nittokhaambu,செங்குத்து தூண்,Vertical Pillar,கே4ரு நித்தொகா2ம்பு3ன் தேகு ஜா2டு3ம் கெரயொ,ghEru nittokhaambun tEku jhaaDum kerayo,வீட்டின் தூண்கள் தேக்கு மரத்தால் செய்யப்பட்டது,The pillars of the house are made of teak wood
முகுட்,mukuT,"மோட்டுவளை, உத்தரம்","Ridge, Roof ridge, Crest",சிடி3ன் முகுடும் நீடொ3 ப4ந்த3ய்,ciDin mukuTum neeDo bhanday,சிட்டுக்குருவிகள் உத்தரத்தில் கூடு கட்டும்,Sparrows build nests on roof ridges
ஸவ்னொ,savno,"படிக்கட்டு, மாடிப்படி","Stairs, Staircase",ஸவ்னான் வேன் உன்சொ ர்ஹா ஹோனா,savnaan vEn unco rhaa hOnaa,படிக்கட்டுகள் மிக உயரமாக இருக்கக்கூடாது,Stairs should not be too high
மெர்க்கணி,merkkaNi,"படிக்கட்டு, மாடிப்படி","Stairs, Staircase",மெர்க்கணினு ஸங்க்யொ ஒண்டெபளொகன் ர்ஹாத்தெ சொக்கடு3,merkkaNinu sangkyo oNTepaLokan rhaatte cokkaDu,படிக்கட்டுகளின் எண்ணிக்கை ஒற்றைப்படையாக இருப்பது நல்லது,It is good that the number of stairs is odd
வித்3தெ3,vidde,மாடி,Storey,மொரெ கே4ர் தீ3 வித்3தெ3 கே4ர்,more ghEr dee vidde ghEr,என் வீடு இரண்டு மாடி வீடு,My house is a two storey house
ஹுடொ3 வித்3தெ3,huDo vidde,மொட்டை மாடி,Terrace,ஹுனளாம் அமி ஹுடொ3 வித்3தெ3ம் நிஞ்ஜுவெ,hunaLaam ami huDo viddem ninjjuve,கோடையில் நாங்கள் மொட்டை மாடியில் தூங்குவோம்,In summer we sleep on the terrace
வித்3தெ3 நெவ்டொ3,vidde nevDo,மாடி முகப்பு,Balcony,ஸுனொ வித்3தெ3 நெவ்டா3ம் ர்ஹீ தொங்கி3 ஸாரஸ்,suno vidde nevDaam rhee tonggi saaras,நாய் மாடி முகப்பிலிருந்து எட்டி பார்க்கிறது,The dog peeks out from the balcony
