alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
லொடி3,loDi,ஆட்டுப்புழுக்கை,Goat-droppings,பெ4ண்டு லொடி3 களொ ர்ஹாயி,bheNTu loDi kaLo rhaayi,ஆட்டுப்புழுக்கை கருப்பாக இருக்கும்,The Goat-droppings will be black
லோகர்,lOkar,கம்பளி,Wool,ஹிமுஸுகலமு லோகர் பிர்ஜனம்கன் ர்ஹாயி,himusukalamu lOkar pirjanamkan rhaayi,குளிர்காலத்தில் கம்பளி பயனுள்ளதாக இருக்கும்,Wool is useful in winter
லொத்3தி3,loddi,யானைச்சாணம்,Elephant Dung,ஐஸ்து லொத்3தி3 ஶ்ரேஷ்டு2 ஹொயெ மஸ்து ஹோஸு,aistu loddi ssrEshThu hoye mastu hOsu,யானைச்சாணம் சிறந்த உரமாகிறது,Elephant dung makes for excellent compost
ஸேன்,sEn,மாட்டுச்சாணம்,Cow Dung,கா3ய் ஸேனும் ர்ஹீ கோப3ர் வாயு அப்3ப3ஸு,gaay sEnum rhee kObar vaayu abbasu,கோபர் வாயு பசுவின் சாணத்தில் இருந்து பெறப்படுகிறது,Cobar Gas is obtained from cow dung
க2ரி,khari,குளம்பு,Hoof,கொ4டொ3கின் கெ4த3டு ஒண்டெ க2ரி ஜீவுனுன்,ghoDokin ghedaTu oNTe khari jeevunun,குதிரையும் கழுதையும் ஒற்றைக் குளம்பு விலங்குகள்,Horse and donkey are single-hoofed animals
கு2ரி,khuri,குளம்பு,Hoof,கொ4டா கு2ரிம் நால் ஹனஸுன்,ghoTaa khurim naal hanasun,குதிரைக்குளம்பில் லாடம் அடிக்கப்படுகிறது,Horseshoes are nailed to the hoof
கோ2ரு,khOru,குளம்பு,Hoof,கொ3ருகின் முயி தீ3 கோ2ரு ஜீவுனுன்,gorukin muyi dee khOru jeevunun,மாடும் ஒட்டகமும் இரட்டைக் குளம்பு விலங்குகள்,Cattle and camels are double hoofed animals
ப2ங்கி3ள கோ2ரு,phanggiLa khOru,மூடிய குளம்பு,Closed hoof,கா3ய் ஸொகன் முயிக் மெல்லொ ப2ங்கி3ள கோ2ரு ஸே,gaay sokan muyik mello phanggiLa khOru sE,பசுவைப் போலவே ஒட்டகத்திற்கும் மூடிய குளம்பு இருக்கும்,The camel has a closed hoof just like the cow
நால்,naal,லாடம்,Horseshoe,கோ2ரு தி3ஜனாத்தக் ர்ஹாத்தக் நால் ஹனஸுன்,khOru dijanaattak rhaattak naal hanasun,குளம்பு தேயாமல் இருக்க லாடம் அடிப்பார்கள்,Horseshoe is nailed to avoid wearing of hoof
வஜ்ரதி3ட்3டு3,vajradiDDu,"பசை, வச்சிரம், ஊன்பசை","Glue, Gum",வஜ்ரதி3ட்3டு3 தெ3வ்ஸத்தக் நுக3ஸு,vajradiDDu devsattak nugasu,வச்சிரம் ஒட்டுவதற்கு பயன்படும்,The glue is used for gluing
கெட்3ஸன்,keDsan,விலங்கின் தோல்,Leather,ஶுந்தெ3 கெட்3ஸனும் ர்ஹீ கொ2ள்டி கெரஸுன்,ssunde keDsanum rhee khoLTi kerasun,பதனிடப்பட்ட தோலிலிருந்து பை தயாரிக்கப்படுகிறது,The bag is made from tanned leather
ஶிங்கு3,ssinggu,கொம்பு,Horn,"பெ4ய்ஸு ஶிங்கு3ம் ர்ஹீ போனி, பொளி ஆதி3ன் கெரஸுன்","bheysu ssinggum rhee pOni, poLi aadin kerasun","எருமைக்கொம்பிலிருந்து குவளை, கரண்டி ஆகிவற்றை செய்கிறார்கள்",Tumbler and spoon are made from buffalo's horn
ஶிங்கொ3,ssinggo,கொம்பு,Horn,கே4ர் ஸிங்க3ரத்தக் பீ4தும் ஹரிணு ஶிங்கொ3 ஸொவுண்ட3ட3ஸுன்,ghEr singgarattak bheetum hariNu ssinggo sovuNDaDasun,வீட்டை அலங்கரிக்க சுவர்களில் மான் கொம்புகள் மாட்டுவார்கள்,Deer horns are mounted on the walls to decorate the house
ஶிங்க3டொ3,ssinggaDo,கொம்பு,Horn,ஹரிணு ஶிங்க3டொ3 ஒர்ஸுஒர்ஸுக் ஹிட்டிபொடி3 நொவ்வொகன் லக3யி,hariNu ssinggaDo orsuorsuk hiTTipoDi novvokan lagayi,"மானின் கொம்புகள், ஆண்டுதோறும் விழுந்து புதிதாக முளைக்கும்",Deer antlers fall off every year and germinate anew
கொ3ருஸிங்டொ3,gorusingDo,மாட்டுக் கொம்பு,Bull horn,கொ3ருஸிங்டொ3 கௌதுக வஸ்துனுன் கெரத்தக் ஒர்க3ஸு,gorusingDo kautuka vastunun kerattak orgasu,மாட்டுக் கொம்பு அலங்காரப்பொருட்கள் செய்ய பயன்படும்,Cow horn is useful in making decorative items
கொ3ருகொம்மு,gorukommu,மாட்டுக்கொம்பு,Bull horn,கொ3ருகொம்முக் ரெங்கு3 ஹனி ஸிங்க3ருஸுன்,gorukommuk renggu hani singgarusun,மாட்டு கொம்பிற்கு வண்ணம் பூசி அலங்கரிக்கின்றனர்,The cow horns are decorated by painting
த3மொ,damo,மூக்கணாங்கயிறு,Snout rope,கா3யினுக் அண்சத்தக் த3மொ தக3ஸுன்,gaayinuk aNcattak damo tagasun,மாடுகளை கட்டுப்படுத்த மூக்கணாங்கயிறு போடுகிறார்கள்,The Snout rope are put on to control the cows
பெ4ய்ஸுத3மொ,bheysudamo,மூக்கணாங்கயிறு,Snout rope,பெ4ய்ஸுத3மொ நாகும் தக3ஸுன்,bheysudamo naakum tagasun,மூக்கணாங்கயிற்றை மூக்கில் போடுகிறார்கள்,The Snout rope is put on the nostrils
சொரொ,coro,"இரை, தீனி","Prey, Feed, Fodder",பெ3ஸ்களி ஸாபுக் சொரொ ஹோஸு,beskaLi saapuk coro hOsu,தவளை பாம்புக்கு இரையாகிறது,The frog preys on the snake
வேட க2ளத்தெ,vETa khaLatte,வேட்டையாடுதல்,"Hunting, Predation",வாகு3 வேட க2ளத்தெமாம் பெ4ளி ஸமர்து2,vaagu vETa khaLattemaam bheLi samarthu,புலி வேட்டையாடுவதில் மிகவும் திறமையானது,The tiger is very good at hunting
லுமத்தெ,lumatte,அசை போடுதல்,"Cud Chewing, Rumination",கா3யின் ஸவ்கா3ஸ்கன் லுமஸு,gaayin savgaaskan lumasu,பசுக்கள் நிதானமாக அசை போடுகின்றன,Cows chew the cud leisurely
பானு ப4க்ஷக்,paanu bhakshak,தாவர உண்ணி,Herbivore,ஐஸ்து ஒண்டெ பானு ப4க்ஷக்,aistu oNTe paanu bhakshak,யானை ஒரு தாவர உண்ணி,The elephant is a herbivore
பொ4ஸுலா ப4க்ஷக்,bhosulaa bhakshak,மாமிச உண்ணி,Carnivore,"வாகு3, ஸிம்ஹொ அஸ்கி பொ4ஸுலா ப4க்ஷகுன்","vaagu, simho aski bhosulaa bhakshakun","புலி, சிங்கம் ஆகியவை மாமிச உண்ணிகள்",Tigers and lions are carnivores
ஹப்3பு3 ப4க்ஷக்,habbu bhakshak,பூச்சி உண்ணி,Insectivore,பாலொ ஒண்டெ ஹப்3பு3 ப4க்ஷக்,paalo oNTe habbu bhakshak,பல்லி ஒரு பூச்சி உண்ணி,The lizard is an insectivore
ஸர்வ ப4க்ஷக்,sarva bhakshak,அனைத்துண்ணி,Omnivore,கௌளொ ஒண்டெ ஸர்வ ப4க்ஷக்,kauLo oNTe sarva bhakshak,காக்கை ஒரு அனைத்துண்ணி,The crow is an omnivore
கா3ய்கொ3ருன்,gaaygorun,கால்நடைகள்,"Cattle, Livestock",ஒக்கொக்கொ ஒர்ஸும் தெ2வ்டெ3 கா3ய்கொ3ருனுக் நெஷ்டி பொட3ரஸ்,okkokko orsum thevDe gaaygorunuk neshTi poDaras,ஒவ்வொரு ஆண்டும் சில கால்நடைகளை இழக்கிறேன்,I lose some cattle every year
கொங்கு,kongku,"பசுக்கூட்டம், மாட்டு மந்தை",Cow herd,கொ3ல்லர் கொங்கு பஸ்கட் ஜிலேத் ஸே,gollar kongku paskaT jilEt sE,பால்காரர் பசுக்கூட்டத்திற்கு பின்னால் சென்றுகொண்டிருக்கிறார்,The milkman is going behind the cow herd
மந்தொ3,mando,மந்தை,"Herd, Flock",பெ4ண்டு3 மந்தா3க் உகொ தெர்மிலி ஜாரஸி,bheNDu mandaak uko termili jaarasi,ஓநாய் ஆட்டு மந்தையைத் துரத்துகிறது,The wolf is chasing the flock of sheep
ஹேரு,hEru,சேணம்,Saddle,கொ4டா3 ஸவாரிக் ஹேரு பஜெ பொட3ஸு,ghoDaa savaarik hEru paje poDasu,குதிரை சவாரிக்கு சேணம் தேவை,Horseback riding requires a saddle
பௌஸுல்,pausul,கடிவாளம்,Bridle,கொ4டா3 தொ3ஸ்கொ பிவ்ரத்தக் பௌஸுல் நுக3ஸு,ghoDaa dosko pivrattak pausul nugasu,குதிரையின் தலையைத் திருப்புவதற்கு கடிவாளம் பயன்படுகிறது,The bridle is used to turn the horse's head
கக்3டொ3,kagDo,திமில்,Hump,முயி அபுல் கக்3டாம் மெயம் செர்ச்சி தொவஸு,muyi apul kagTaam meyam cercci tovasu,ஒட்டகம் தன் திமிலில் கொழுப்பை சேர்த்து வைக்கிறது,The camel stores fat in the hump
ஊடொ3,uuDo,"பால் மடி, பசுமடி",Udder,கா3ய் ஊடா3ம் சார் கொனொ ர்ஹாயி,gaay uuDaam caar kono rhaayi,பசுவின் மடியில் நான்கு காம்புகள் இருக்கும்,Cow udder will have four nipples
ஊதொ4,uudho,"பால் மடி, பசுமடி",Udder,கா3ய் ஊதா4க் பிவ்லிகின் தூ3த் ஹெட3ஸுன்,gaay uudhaak pivlikin doot heDasun,பசுவின் மடியை பிழிந்து பால் கறக்கிறார்கள்,The cow's udder is squeezed to get the milk
கொ3ந்து3ரு,gonduru,கோமியம்,Cow Urine,கொ3ந்து3ரு ஒண்டெ ஶ்ரேஷ்டு2 ஹொயெ ஜந்துநஸினி ஹோஸு,gonduru oNTe ssrEshThu hoye jantunasini hOsu,கோமியம் ஒரு சிறந்த கிருமிநாசினி ஆகும்,Cow Urine is an excellent disinfectant
கொ3ரஜ்ஜன,gorajjana,கோரோசனை,Calculus bovis,ஹெம்பினிக் கொ3ரஜ்ஜனொ ஒண்டெ சொக்கட் ஹொகது,hempinik gorajjano oNTe cokkaT hokatu,ஆஸ்துமாவிற்கு கோரோசனை ஒரு நல்ல மருந்து,Calculus bovis is a good medicine for asthma
பிசுலொ,piculo,பொறி,Trap,சிடி3னுக் தெ4ரத்தக் பிசுலொ உபயோக்3 ஹோஸு,ciDinuk dherattak piculo upayOg hOsu,சிட்டுக்குருவியைப் பிடிக்க பொறி பயன்படுகிறது,The trap is used to catch the sparrow
ஔளி,auLi,பாம்பு புற்று,Termite Mound,ஹுதி3ன் ப4ந்தெ3 ஔளிம் ஸாப் ஜிவஸு,hudin bhande auLim saap jivasu,கரையான் கட்டிய புற்றில் பாம்பு வசிக்கும்,The snake lives in the termites mound
ஜந்துநஸினி,jantunasini,கிருமிநாசினி,Disinfectant,கா4ம்லய தா2முக் ஜந்துநஸினி ஹால் பொஸுனொ,ghaamlaya thaamuk jantunasini haal posuno,காயம்பட்ட பகுதியை கிருமிநாசினி கொண்டு கழுவ வேண்டும்,The injured area should be washed with disinfectant
