alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
தி3ன்னுவார் தி3ன்னு,dinnuvaar dinnu,"மங்களநாள், நன்னாள்",Auspicious day,தி3ன்னுவார் தி3ன்னு ஸொளொபா2ர் ஹுடி3 ஆங்கு3 து4வொ,dinnuvaar dinnu soLophaar huDi aanggu dhuvo,நன்னாளில் அதிகாலையில் எழுந்து குளிக்கவும்,Get up early on an auspicious day and take a bath
நிச்சு,niccu,தினமும்,"Daily, Everyday",அமி நிச்சு ஸமாசார்பத்ரொ சொவ்து3னொ,ami niccu samaacaarpatro covduno,நாம் தினமும் செய்தித்தாள் படிக்க வேண்டும்,We should read news paper daily
விளுக்கு,viLukku,நாள் முழுவதும்,"Whole day, All day",ஹிந்தொ3 விளுக்கு விஜிலி ர்ஹானா,hindo viLukku vijili rhaanaa,இன்று நாள் முழுவதும் மின்சாரம் இருக்காது,There will be no electricity all day today
விளந்து,viLantu,நாள் முழுவதும்,Throughout the day,விளந்து பொவ்ஸ் பொட்3லேத் ஹொதெ3ஸ்,viLantu povs poDlEt hodes,நாள் முழுவதும் மழை பெய்து கொண்டிருந்தது,It had been raining throughout the day
வார்,vaar,வாரம்,Week,ஒண்டெ வார் மெனரியொ ஸாத் தி3ன்னுன் மிளயொ,oNTe vaar menariyo saat dinnun miLayo,ஒரு வாரம் என்பது 7 நாட்களைக் கொண்டது,A week means 7 days
வாருவார்,vaaruvaar,"வாரந்தோறும், வாராவாரம்",Weekly,வாருவார் ஸில்லா பெடிக் ஸுத்3த4ம் கெர்னொ,vaaruvaar sillaa peTik suddham kerno,வாரந்தோறும் குளிர்சாதன பெட்டியை சுத்தம் செய்ய வேண்டும்,Clean the refrigerator weekly
ஸொமார்,somaar,திங்கள்,Monday,ஸொமாருக் செந்தா3மு நாவு ஹால் பொ3வராஸ்,somaaruk cendaamu naavu haal bovaraas,திங்கட்கிழமை சந்திரனின் பெயரால் அழைக்கப்படுகிறது,Monday is named after the Moon
மொங்க்3ளார்,monggLaar,செவ்வாய்,Tuesday,த3க்ஷிண பா4ரதும் மொங்க்3ளார் ஒண்டெ சோட் தி3ன்னு ந்ஹா,dakshiNa bhaaratum monggLaar oNTe cOT dinnu nhaa,தென்னிந்தியாவில் செவ்வாய் ஒரு நல்ல நாள் அல்ல,"In South India, Tuesday is not an auspicious day"
பு3த்4யவார்,budhyavaar,புதன்,Wednesday,பு3த்4யவார் வித்3யா ஹர்ம்ப3ம் கெரத்தக் விஶேஷ் ஹொயெ தி3ன்னு,budhyavaar vidyaa harmbam kerattak vissEsh hoye dinnu,புதன் கல்வியைத் தொடங்க சிறந்த நாள்,Wednesday is a great day to start education
பெ3ஸ்தார்,bestaar,வியாழன்,Thursday,ஸாய் பா3பா3 ப4க்துனுக் பெ3ஸ்தார் விஶேஷ் ஹொயெ தி3ன்னு,saay baabaa bhaktunuk bestaar vissEsh hoye dinnu,சாய் பாபா பக்தர்களுக்கு வியாழக்கிழமை சிறப்பான நாள்,Thursday is a special day for Sai Baba devotees
ஶுக்ரார்,ssukraar,வெள்ளி,Friday,ஜு2கு3 தெனு ஶுக்ரார்தி3 ஒக3த் ர்ஹாஸுன்,jhugu tenu ssukraardi ogat rhaasun,பலர் வெள்ளிக்கிழமைகளில் விரதம் இருப்பார்கள்,Many fast on Fridays
ஶென்வ்யார்,ssenvyaar,சனி,Saturday,ஶென்வ்யார்தி3 ந்ஹவன் க4ல்லத்தெ சொக்கடு3,ssenvyaardi nhavan ghallatte cokkaDu,சனிக்கிழமை எண்ணெய் தேய்த்துக் குளிப்பது நல்லது,It is good to take oilbath on Saturday
ஐதார்,aitaar,ஞாயிறு,Sunday,ஐதார்தி3 அஸ்கி தேட் அவ்காஸ் தி3ன்னு,aitaardi aski tET avkaas dinnu,ஞாயிற்றுக்கிழமை எல்லா இடங்களிலும் விடுமுறை நாள்,Sunday is a holiday everywhere
கால்,kaal,நேற்று,Yesterday,கால் தெ4ரி விசார் பொடொ3 ஹோனா,kaal dheri vicaar poDo hOnaa,நேற்றைப் பற்றி கவலைப்பட வேண்டாம்,Do not worry about yesterday
ஹிந்தொ3,hindo,இன்று,Today,ஹிந்தொ3 மீ உஜெ தி3ன்னு,hindo mee uje dinnu,இன்று நான் பிறந்த நாள்,Today is my birthday
ஸொந்தொ3,sondo,நாளை,Tomorrow,ஸொந்தொ3 காய் சலன் ஜாரியொ மெனி கொன்னி தெங்கொ3 களானா,sondo kaay calan jaariyo meni konni tenggo kaLaanaa,நாளை என்ன நடக்கப் போகிறது என்பது யாருக்கும் தெரியாது,No one knows what is going to happen tomorrow
ஸொந்த்3ரொ,sondro,நாளை,Tomorrow,ஸொந்த்3ரொ மெனெத்தெ நொம்க்கெ ஸீ,sondro menette nomkke see,நாளை என்பது ஒரு நம்பிக்கை மட்டுமே,Tomorrow is only a hope
பொரம்,poram,நாளை மறுநாள்,Day after tomorrow,பொரம் மொரெ த3தொ3 அவனு,poram more dado avanu,நாளை மறுநாள் என் அண்ணன் வருவார்,My brother will come day after tomorrow
தெரம்,teram,மறுநாளுக்கு மறுநாள்,4th day from today,தெரம் ர்ஹீ பொள்டமுன் ஹுட3ராஸ்,teram rhee poLTamun huDaraas,நாளை மறுநாளுக்கு மறுநாள் முதல் பள்ளிகள் திறக்கின்றன,Schools open 4th day from today
தெத்தெரம்,tetteram,இன்றைக்கு 5 வது நாள்,5th day from today,தெத்தெரம் மீ கா3முக் ஜாரியொ,tetteram mee gaamuk jaariyo,இன்றைக்கு 5 வது நாள் நான் ஊருக்கு போகிறேன்,"5th day from today, I am going to town"
தெக3 தெத்தெரம்,tega tetteram,இன்றைக்கு 6 வது நாள்,6th day from today,கால் ர்ஹீ தெக3 தெத்தெரம் லெந்து ஸாத் தி3ன்னுன் ஹோஸு,kaal rhee tega tetteram lentu saat dinnun hOsu,நேற்றிலிருந்து இன்றைக்கு 6 வது நாள் வரை மொத்தம் ஏழு நாட்கள் ஆகும்,There are a total of seven days from yesterday to the 6th day today
பு2ள்ளந்தி3,phuLLandi,"முதல் நாள், முந்தைய நாள்",Previous day,பு2ள்ளந்தி3 கெரெ குட்கிரி விட்டய்யொ,phuLLandi kere kuTkiri viTTayyo,முந்தைய நாள் செய்த கூட்டு கெட்டுப்போனது,The curry made on the previous day was spoiled
முல்லந்தி3,mullandi,"முதல் நாள், முந்தைய நாள்",Previous Day,ஹொராடு3க் முல்லந்தி3 தி3ன்னுகு தெ3வ்கா3ஸ் மெனன்,horaaDuk mullandi dinnuku devgaas menan,திருமணத்திற்கு முந்தைய நாள் தெவ்காஸ் என்று அழைக்கப்படுகிறது,The day previous to wedding is called as Devgas
து3ஸுரந்தி3,dusurandi,அடுத்த நாள்,Next day,பொவ்2ஸ் பொடெ3 து3ஸுரந்தி3 கொட்டி விஜிலி ந்ஹீ,povs poDe dusurandi koTTi vijili nhee,மழை பெய்த மறுநாள் எங்கும் மின்சாரம் இல்லை,The next day after the rain there was no electricity anywhere
ப2ல்லந்தி3,phallandi,மற்றொரு நாள்,Another day,ப2ல்லந்தி3 தெனொ சுரும் கே4ர் ஜியெஸி,phallandi teno curum ghEr jiyesi,மற்றொரு நாள் அவன் சீக்கிரம் வீட்டுக்குப் போனான்,The other day he went home early
ஒதி3,odi,ஒரு நாள்,One day,24 கெ4டி மிளின் ஒதி3 ஹோஸு,24 gheTi miLin odi hOsu,24 மணி நேரம் சேர்ந்து ஒரு நாள் ஆகிறது,24 hours make a day
ஒண்டெதி3,oNTedi,ஒரு நாள்,One day,பு4ய்ஞ் அபுலானுக் சுட்டு பி2ர்லத்தக் ஒண்டெதி3 லக3யி,bhuynj apulaanuk cuTTu phirlattak oNTedi lagayi,பூமி தன்னைத் தானே சுற்றிக்கொள்ள ஒரு நாள் ஆகும்,It takes for the earth to revolve around itself
ஒண்டெதி3ம்,oNTedim,ஒரு நாளுக்குள்,Within a day,அத்தொ அஸ்கி ஹொராட் ஒண்டெதி3ம் முஜ்ஜாரஸ்,atto aski horaaT oNTedim mujjaaras,இப்போதெல்லாம் திருமணம் ஒரு நாளில் முடிந்துவிடுகிறது,Nowadays marriage ends in a day
தி3ஸின்,disin,இரண்டு மூன்று,Two or three,தெனு கா3மு அவி தி3ஸின் ம்ஹடொ3 ஹொய் ர்ஹாய்,tenu gaamu avi disin mhaDo hoy rhaay,அவர் ஊருக்கு வந்து இரண்டு மூன்று மாதங்கள் ஆகியிருக்கலாம்,It may have been two or three months since he came to town
தி3ஸின்தி3,disindi,இரண்டு மூன்று நாள்,Two three days,தி3ஸிந்தி3 ஆங்கு3 ஹுன்னொ ர்ஹாயி,disindi aanggu hunno rhaayi,"இரண்டு, மூன்று நாட்களுக்கு காய்ச்சல் இருக்கும்","There will be fever for two, three days"
சர்பாஞ்ஜு,carpaanjju,நாலைந்து,Four or five,மீ தொகொ3 ஸீ சர்பாஞ்ஜு ஒர்ஸுன் ர்ஹாய்யா?,mee togo see carpaanjju orsun rhaayyaa?,நான் உன்னை பார்த்து நான்கைந்து வருடங்கள் இருக்குமா?,Will it be four or five years since I saw you?
சர்பான்தி3,carpaandi,நாலைந்து நாட்கள்,Four or five days,அங்கு3 சர்பான்தி3க் பொவ்ஸ் பொடை3,anggu carpaandik povs poDai,இன்னும் நான்கைந்து நாட்களுக்கு மழை பெய்யும்,It will rain for another four to five days
பான்தி3,paandi,ஐந்து நாட்கள்,Five days,ஜு2கு3 காலு முது3ல்லொ ஹொராட் பான்தி3 சலெஸ்,jhugu kaalu mudullo horaaT paandi cales,நீண்ட காலத்திற்கு முன்பு திருமணம் ஐந்து நாட்கள் நடந்தது,The wedding was celeberated for five days long time ago
பான்தி3ம்,paandim,ஐந்து நாட்களுக்குள்,Within five days,பான்தி3ம் த4னகே4ரும் ர்ஹீ ரீண் அப்3பி3டி3யொ,paandim dhanaghErum rhee reeN abbiDiyo,ஐந்து நாட்களில் வங்கியில் கடன் கிடைத்துவிட்டது,I got a loan from the bank in five days
தெ3ஸ்தி,desti,"பத்து நாள், பத்தாவது நாள்","Ten days, 10th day",தெ3ஸ்தி தெந்து3ஸ் கெரரியொ காம் வேன் விஶேஷ் மெனி ஹிந்து3 ஶாஸ்தர் ஸங்க3ரஸ்,desti tendus kerariyo kaam vEn vissEsh meni hindu ssaastar sanggaras,பத்தாவது நாள் செய்யப்படும் காரியம் மிக முக்கியமானது என்று இந்து சாஸ்திரம் சொல்கிறது,Hindu scriptures state that the thing to be done on the tenth day is very important
வியார்தி3,viyaardi,"11 நாள், 11வது நாள்","11 days, 11th day",வியார்தி3 லெந்து தௌ4ராக் ஜா ஹோனா,viyaardi lentu dhauraak jaa hOnaa,பதினோரு நாட்கள் வரை கோயிலுக்கு போகக் கூடாது,Should not go to the temple for eleven days
பா3ர்தி3,baardi,"12 நாள், 12வது நாள்","12 days, 12th day",பா3ர்தி3 தெந்து3ஸ் ந்ஹவன் க4ல்லியெ ப2ராது அண்டு ஹிட்டயி,baardi tendus nhavan ghalliye pharaatu aNTu hiTTayi,பன்னிரண்டாம் நாள் அன்று எண்ணெய் தேய்த்து குளித்த பிறகு தீட்டு நீங்கும்,The defilement ends after taking oil bath on the twelfth day
தெந்து3ஸ்,tendus,அன்று,On that day,ஏகாத3ஸி தெந்து3ஸ் ஒக3த் ர்ஹாத்தெ சொக்கடு3,Ekaadasi tendus ogat rhaatte cokkaDu,ஏகாதசி அன்று விரதம் இருப்பது நல்லது,Fasting on the day of Ekadashi is good
ம்ஹடொ3,mhaDo,மாதம்,Month,ஒண்டெ ஒர்ஸும் பா3ர் ம்ஹடா3ன் ஸே,oNTe orsum baar mhaDaan sE,ஒரு வருடத்தில் 12 மாதங்கள் உள்ளன,There are 12 months in a year
மஸரவ்,masarav,மாதப்பிறப்பு,First day of the month,மஸரவ் தெந்து3ஸ் மென்க்யான் தௌ4ராக் ஜாராஸ்,masarav tendus menkyaan dhauraak jaaraas,மாதப்பிறப்பு அன்று மக்கள் கோயிலுக்குச் செல்கிறார்கள்,People go to the temple on the first day of the month
அமாஸ்,amaas,அமாவாசை,New Moon,அமாஸ் தெந்து3ஸ் பித்ருனுக் தர்பண் தே3னு,amaas tendus pitrunuk tarpaN dEnu,அமாவசை அன்று பித்ருகளுக்கு தர்ப்பணம் கொடுப்பார்கள்,Tarpanam will be given to the Pitrus on the new moon
புண்ணிம்,puNNim,பௌர்ணமி,Full Moon,புண்ணிம் தெந்து3ஸ் மென்க்யான் தொ3ங்க3ர் சுட்டு ஜாஸுன்,puNNim tendus menkyaan donggar cuTTu jaasun,பௌர்ணமி அன்று மக்கள் கிரிவலம் செல்கின்றனர்,"On the full moon people ""walk around the hill"""
பட்3வொ,paDvo,"பாட்டியம், பாட்டிமை",Next day after Full/New Moon,பட்3வொ சோட் தி3ன்னு ந்ஹா,paDvo cOT dinnu nhaa,பாட்டிமை நல்ல நாள் அல்ல,The day next to full moon is not an auspicious day
பவ்டொ3,pavDo,"பாட்டியம், பாட்டிமை",Next day after Full/New Moon,பவ்டொ3 தெந்து3ஸ் கொன்னி சோட் காமுன் கெர ஹோனா,pavDo tendus konni cOT kaamun kera hOnaa,பாட்டிமை அன்று எந்த நல்ல காரியமும் செய்யப்படுவதில்லை,No auspicious thing is done on the day after the new moon
ஒர்ஸு,orsu,வருடம்,Year,பிரபா4வதிம் ஹர்ம்ப3ம் ஹொயி ஸாட் ஒர்ஸுன் ஸே,pirabhaavatim harmbam hoyi saaT orsun sE,பிரபாவதி தொடங்கி அறுபது வருடங்கள் உள்ளன,There are sixty years starting from Prabhavathi
ஒர்ஸுதிஸு,orsutisu,வருடம் முழுவதும்,Through out the year,சிரபுஞ்ஜிம் ஒர்ஸுதிஸு பொவ்ஸ் பொட3யி,cirapunjjim orsutisu povs poDayi,சிரபுஞ்ஜியில் ஆண்டு முழுவதும் மழை பெய்யும்,Cherrapunji receives rainfall throughout the year
ஒர்ஸு மஸரவ்,orsu masarav,வருடப்பிறப்பு,New Year,சித்திரை 1 க் தமிழ் ஒர்ஸு மஸவரவ்கன் மட3ராஸி,cittirai 1 k tamizh orsu masavaravkan maDaraasi,சித்திரை 1ம் தேதி தமிழ் வருடப்பிறப்பாக கொண்டாடப்படுகிறது,Chittirai 1st is celeberated as Tamil new year
நொவ்வொ ஒர்ஸு,novvo orsu,"புத்தாண்டு, புதிய ஆண்டு",New Year,ஜனவரி 1 க் பொ2ருங்கி நொவ்வொ ஒர்ஸுகன் மட3ராஸி,janavari 1 k phorungki novvo orsukan maDaraasi,ஜனவரி 1ஆம் தேதி ஆங்கிலப் புத்தாண்டாகக் கொண்டாடப்படுகிறது,January 1st is celeberated as English new year
கே3,gE,கடந்த,"Last, Previous, Past",கே3காலு அனுப4வமுக் ஹவ்ட3ன் ஜவள்ள ஹோனா,gEkaalu anubhavamuk havDan javaLLa hOnaa,கடந்தகால அனுபவத்தை மறக்கக் கூடாது,Past experience should not be forgotten
கே3வால்,gEvaal,"சென்ற முறை, கடந்த முறை",Last time,கே3வால் ஸொகன் என்வால் மெல்லொ ஹவ்ட3ன் ஜானா,gEvaal sokan envaal mello havDan jaanaa,சென்ற முறை போல் இந்த முறையும் மறக்காது,Like last time this time will not be forgotten
"என்வால், எல்லெவால்","envaal, ellevaal","இம்முறை, இந்த முறை",This time,என்வால் கோன் தே3ஶுக் ஜியென் மெனி ஸங்கி3,envaal kOn dEssuk jiyen meni sanggi,இம்முறை எந்த நாட்டிற்கு போகலாம் என்று சொல்,Tell me which country to go to this time
ஹொல்லொவால்,hollovaal,அடுத்த முறை,Next time,ஹொல்லொவால் சுரும் ஜனொ,hollovaal curum jano,அடுத்த முறை சீக்கிரம் போக வேண்டும்,Next time should go soon
கே3வொர்ஸு,gEvorsu,"சென்ற வருடம், கடந்த வருடம்",Last Year,கே3வொர்ஸு லண்ட3னும் ஹொத்3யாஸ்,gEvorsu laNDanum hodyaas,கடந்த வருடம் லண்டனில் இருந்தோம்,We were in London last year
ஹொல்லொவொர்ஸு,hollovorsu,அடுத்த வருடம்,Next Year,ஹொல்லொவொர்ஸு மஹாவித்3யாலயா சொவ்து3 முஸட3ரிஸ்,hollovorsu mahaavidyaalayaa covdu musaDaris,அடுத்த வருடம் கல்லூரி படிப்பை முடிக்கிறாள்,She is finishing college next year
