alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
அம்ருத்,amrut,"அமிழ்தம், அமுதம்","Nectar, Elixir",ஸோகும் பனி மெல்லொ அம்ருத் ஸொகன் லக3யி,sOkum pani mello amrut sokan lagayi,தாகத்தில் தண்ணீர் கூட அமுதம் போல் தெரியும்,Even water seems like elixir in thirst
ரும்பி,rumpi,"அமிழ்தம், அமுதம்","Nectar, Elixir",பு4க்லாக் ஸுக்கெ ரொட்டி மெல்லொ ரும்பி,bhuklaak sukke roTTi mello rumpi,பசித்தவனுக்கு காய்ந்த ரொட்டியும் அமுதம்,Even dry bread is elixir for the hungry
ஸம்பா3ர்,sambaar,சாம்பார்,"Spicy gravy, stew, broth",ஸெவாக்கய்லா ஸம்பா4ர் ருசிகன் ஸே,sevaakkaylaa sambhaar rucikan sE,முருங்கைக்காய் சாம்பார் ருசியாக உள்ளது,Drumstick sambar is delicious
அவ்ண்டி,avNTi,"குழம்பு, புளிக்குழம்பு","Tamarind gravy, stew, broth",அவ்ண்டி தீ3தி3 ஹொயெத் மெள்ளி நஜ்ஜானி,avNTi deedi hoyet meLLi najjaani,புளிக்குழம்பு இரண்டு நாளானாலும் கெடுவதில்லை,The tamarind gravy does not spoil even for two days
அம்டி,amTi,"குழம்பு, புளிக்குழம்பு","Tamarind gravy, stew, broth",அம்டி ககொ3 கொடு3 லக3ரியோ?,amTi kago koDu lagariyO?,புளிக்குழம்பு ஏன் கசப்பாக இருக்கிறது?,Why does tamarind gravy taste bitter?
கொ3ஜ்ஜு,gojju,"குழம்பு, புளிக்குழம்பு","Tamarind gravy, stew, broth",கொ3ஜ்ஜு ஸெர்க்க தப்பிரனி. தாடொ3 ஸே !,gojju serkka tappirani. taaDo sE !,புளிக்குழம்பு சரியாக கொதிக்கவில்லை. தண்ணீராக இருக்கிறது !,The tamarind gravy is not boiled properly. It is watery!
கொள்கர்,koLkar,காரக்குழம்பு,"Chilli Gravy, stew, broth",கொள்கர்யா? வஸுனொ துக்கரஸ் !,koLkaryaa? vasuno tukkaras !,காரக்குழம்பா? வாசனை நன்றாக வருகிறது !,Chilli gravy? Smells good!
மிரி கொள்கர்,miri koLkar,மிளகு குழம்பு,"Pepper Gravy, stew, broth",மிரி கொள்கர் வேன் ஸொட்3லியெத் போட் து3க்காய்,miri koLkar vEn soDliyet pOT dukkaay,மிளகு குழம்பு அதிகம் ஊற்றினால் வயிறு வலிக்கும்,Pouring too much pepper broth will cause stomach ache
லொஸனு கொள்கர்,losanu koLkar,பூண்டு குழம்பு,"Garlic Gravy, stew, broth",லொஸனு கொள்கர் போட்பு2கி3க் சொக்கடு3,losanu koLkar pOTphugik cokkaDu,பூண்டு குழம்பு வாய்வுக்கு நல்லது,Garlic gravy is good for flatulence
சைனா அவ்ண்டி,cainaa avNTi,கறிக்குழம்பு,"Mutton gravy, stew, broth",ஜு2கு3 தெனு ஐதார்தி3 சைனா அவ்ண்டி கெரஸுனு,jhugu tenu aitaardi cainaa avNTi kerasunu,நிறைய பேர் ஞாயிறன்று கறிக்குழம்பு செய்கிறார்கள்,Many people make mutton gravy on Sunday
ப4ஜ்ஜி சார்,bhajji caar,கீரை குழம்பு,"Spinach gravy, Green Stew, broth",ப4ஜ்ஜி சாரு ருசி கொம்மன்கன் ர்ஹாயி,bhajji caaru ruci kommankan rhaayi,கீரைக் குழம்பு இளஞ்சுவையில் இருக்கும்,Spinach gravy tastes unfermented
தெ4ய்ஞ் அவ்ண்டி,dheynj avNTi,மோர்க்குழம்பு,"Whey gravy, stew, broth",தெ4ய்ஞ் அவ்ண்டிம் பி3ஜ்ஜெ வடொ3 ருசிகன் ர்ஹாயி,dheynj avNTim bijje vaDo rucikan rhaayi,மோர்க்குழம்பில் ஊறிய வடை சுவையாக இருக்கும்,Donut soaked in whey gravy is delicious
தெ4ஞி அம்டி,dhenji amTi,மோர்க்குழம்பு,"Whey gravy, stew, broth",தெ4ஞி அம்டி ரொவ்வொ கெ4டி3ம் கெர்த்துவாய்,dhenji amTi rovvo gheDim kerttuvaay,மோர்க்குழம்பை சிறிது நேரத்தில் செய்துவிடலாம்,Whey gravy can be made in little time
திம்டி,timTi,ரசம்,Indian Soup,ஒதெனுன் திம்டிக் போ3னிம் சொட்3லி பேஸுன்,otenun timTik bOnim coDli pEsun,சிலர் ரசத்தை குவளையில் ஊற்றி குடிக்கிறார்கள்,Some people pour Indian soup into a tumbler and drink it
பிள்சார்,piLcaar,ரசம்,Indian Soup,ஜெமனு பிள்சார் பெ4ளி ருசிகன் ர்ஹாயி,jemanu piLcaar bheLi rucikan rhaayi,திருமண விருந்தில் ரசம் மிகச் சுவையாக இருக்கும்,Indian soup is very delicious in wedding feast
சீஸ் அம்டி,cees amTi,ரசம்,Indian soup,சீஸ் அம்டி ஜீர்ணுக் ஸஹாவ் கெரயி,cees amTi jeerNuk sahaav kerayi,ரசம் செரிமானத்திற்கு உதவும்,Indian soup helps in digestion
கெட்டு பிள்சார்,keTTu piLcaar,பருப்பு ரசம்,Lentle Indian Soup,ஒதெனுன் கெட்டு பிள்சார் ஒண்டேஸ் ஸொட்3லன்,otenun keTTu piLcaar oNTEs soDlan,சிலர் பருப்பு ரசம் மட்டுமே ஊற்றிக்கொள்வார்கள்,Some people take only lentle Indian Soup
தெ4ய்ஞ்,dheynj,தயிர்,"Curd, Yogurt",ஜு2கு3தெங்கொ3 தெ4ய்ஞ் அம்ப3ட்கன் ர்ஹியெதி3ஸ் ஒப்பாய்,jhugutenggo dheynj ambaTkan rhiyedis oppaay,பலருக்கு தயிர் புளித்திருந்தால் தான் பிடிக்கும்,Many people like yogurt only if it is fermented
தெ4ஞி,dhenji,தயிர்,"Curd, Yogurt",தெ4ஞி அம்ப3ட்கன் ர்ஹியெத் மீட் செர்ச்சுல்னொ,dhenji ambaTkan rhiyet meeT cercculno,தயிர் புளிப்பாக இருந்தால் உப்பு சேர்க்கவேண்டும்,Add salt if curd is sour
தெ4ய்ஞ் பனி,dheynj pani,மோர்,Butter milk,தின்னாள் வேள் தெ4ய்ஞ் பனி மௌடொ3 தக3ஸுன்,tinnaaL vEL dheynj pani mauDo tagasun,திருவிழாவின் போது மோர் பந்தல் போடுவார்கள்,During the festival they put up buttermilk bunting
தெ4ஞி பனி,dhenji pani,மோர்,Butter milk,ஹூனுகலமு தெ4ஞி பனி பேத்தெ சொக்கடு3,hoonukalamu dhenji pani pEtte cokkaDu,வெயில்காலத்தில் மோர் குடிப்பது நல்லது,It is good to drink buttermilk in summer
தாகு,taaku,மோர்,Butter milk,தாகு வேன் பியெத் ஹக்3கு3னொ ஹொய்யாய்,taaku vEn piyet hagguno hoyyaay,மோர் அதிகம் குடித்தால் வயிற்றுப்போக்கு ஏற்படும்,Drinking too much buttermilk can cause diarrhoea
கெ2ரஸ்,kheras,பாலாடை (பனீர்),Cottage cheese,தூ3த் சொக்கட் அடாத்திஸொ தப்படி3 கெ2ரஸ் கெரஸுன்,doot cokkaT aTaattiso tappaDi kheras kerasun,பால் நன்றாக சுண்டும்படி கொதிக்க வைத்து பாலாடை செய்கிறார்கள்,Cottage cheese is made by boiling milk thoroughly until it coagulates
லொனி,loni,வெண்ணை,Butter,தெ4ய்ஞிக் கு3ஸிலி லொனி ஹெட3ஸுனு,dheynjik gusili loni heDasunu,தயிரைக் கடைந்து வெண்ணெய் எடுப்பார்கள்,Butter is extracted by churning the curd
தூப்,toop,"எண்ணை, நெய்","Clarified butter, Ghee",சோட் தூப் இக்கெதி3 ஹொயெத் மெல்லொ நஜ்ஜானா,cOT toop ikkedi hoyet mello najjaanaa,நெய் எவ்வளவு நாள் ஆனாலும் கெடாது,Ghee does not go bad no matter how long it lasts
கய்லொகெஸுர் க2வ்னம்,kaylokesur khavnam,காய்கறி உணவு,Salad,"துங்கொ3 கய்லொகெஸுர் க2வ்னம்தி3, ரெஸ்ஸுதி3 காய்தி3 பஜெயா?","tunggo kaylokesur khavnamdi, ressudi kaaydi pajeyaa?",உங்களுக்கு காய்கறி உணவு அல்லது சாறு ஏதாவது வேண்டுமா?,Would you like some salad or soup ?
குட்கிரி,kuTkiri,சுரைக்காய் கூட்டு,Bottle gourd Curry,ஹிந்தொ3 அவ்ரெ கொ4ம்மொ பொட்கு3லா குட்கிரி,hindo avre ghommo poTgulaa kuTkiri,இன்று எங்கள் வீட்டில் புடலங்காய் கூட்டு,"Today, we have bottle gourd curry at home"
பொள்டினி,poLTini,பொரியல்,Fries,துங்கொ3 க3வுரு பொள்டினி ஒப்பாய்யா?,tunggo gavuru poLTini oppaayyaa?,உங்களுக்கு காரட் பொரியல் பிடிக்குமா?,Do you like carrot fries?
தெள்னி,teLni,எண்ணை பொரியல்,Deep frying,தெள்னியொ க2யெத் பா4ர் தக3யி,teLniyo khayet bhaar tagayi,எண்ணெயில் பொரித்ததை சாப்பிட்டால் எடை போடும்,"Eating something deep fried in oil, will gain weight"
பு4ஞ்ஜினி,bhunjjini,வறுத்தல்,Roasting,பொ2ன்னிஞ்சென்னாக் ஹுலாம் பு4ஞ்ஜனு,phonninjcennaak hulaam bhunjjanu,சோளத்தை நெருப்பில் வறுப்பார்கள்,Corn is roasted on fire
அம்ப3ட்,ambaT,கறி மசாலா,Curry masala,கென்னுனுக் அம்ப3ட் கெரி பா4த் ஸெரொ கா2ஸுனு,kennunuk ambaT keri bhaat sero khaasunu,தானியங்களை கறியாக சமைத்து உணவுடன் சாப்பிடுகிறார்கள்,Grains are cooked as curry masala and eaten with food
கச்சென்னா அம்ப3ட்,kaccennaa ambaT,கொண்டைக்கடலை கறி,Chickpea curry,கச்சென்னா அம்ப3ட் ரொவ்வொ கெ4டி3ம் ஸெஜ்ஜாய்,kaccennaa ambaT rovvo gheDim sejjaay,கொண்டைக்கடலை கறி சிறிது நேரத்தில் தீர்ந்துவிடும்,The chickpea curry runs out in no time
கென்னு அம்ப3ட்,kennu ambaT,மொச்சைப் பயறு கறி,Lima bean curry,வாரும் ஒண்டெதி3 கென்னு அம்ப3ட் கெர்னொ,vaarum oNTedi kennu ambaT kerno,வாரத்தில் ஒரு நாள் மொச்சைப் பயறு கறி செய்யவேண்டும்,One day in a week should make Lima beans curry
ராஜ்மா அம்ப3ட்,raajmaa ambaT,சிவப்பு காராமணி கறி,Kidney bean curry,ஜெமனும் ராஜ்மா அம்ப3ட் ஹொவ்ட்3யாஸி,jemanum raajmaa ambaT hovDyaasi,விருந்தில் சிவப்பு காராமணி கறி பரிமாறினார்கள்,Kidney bean curry was served at the feast
"பு3ள்ளா அம்ப3ட், கெளங்கு3 அம்ப3ட்","buLLaa ambaT, keLanggu ambaT",உருளைக்கிழங்கு கறி,Potato curry,"பு3ள்ளா அம்ப3ட் பை4ரி, சப்பாத்தி ஸெரொ மெல்லொ க2வாயி","buLLaa ambaT bhairi, cappaatti sero mello khavaayi","உருளைக்கிழங்கு கறியை பூரி, சப்பாத்தியுடனும் சாப்பிடலாம்",Potato curry can be eaten with poori and chapati
சொவ்ளா பொள்டினி,covLaa poLTini,"தட்டாம் பயறு பொரியல், காராமணி பொரியல்",Red cowpea fries,அம்ப3ட் பா4துக் சொவ்ளா பொள்டினி தொ2வனு,ambaT bhaatuk covLaa poLTini thovanu,புளியோதரையுடன் தட்டாம் பயறு பொரியல் வைப்பார்கள்,Red cowpea fries is served with tamarind rice
தா3ல்,daal,பருப்பு துவையல்,Lentil curry,உத்தர் பா4ரதும் சப்பாத்தி ஸெரொ தா3ல் ஒத்திலி கா2ஸுன்,uttar bhaaratum cappaatti sero daal ottili khaasun,வட இந்தியாவில் சப்பாத்தியை பருப்பு கூட்டு தொட்டு சாப்பிடுவார்கள்,"In North India, chapatis are eaten with lentil curry"
தா3ல் பனி,daal pani,பருப்பு நீர்,Lentil stew,தா3ல் பனிகின் தூப் ஸொட்3லி பா4த் கா2ஸுனு,daal panikin toop soDli bhaat khaasunu,பருப்பு மற்றும் நெய்யுடன் சாதம் சாப்பிடுவார்கள்,People eat rice with lentil stew and ghee
சென்னா தா3ல்,cennaa daal,பொட்டுக்கடலை துவையல்,Roasted gram split curry,கொள்கர் ஸெரொ சென்னா தா3ல் செரி ஜாஸு,koLkar sero cennaa daal ceri jaasu,காரக்குழம்புடன் பொட்டுக்கடலை துவையல் நன்றாக இருக்கும்,Roasted gram curry with Chilli gravy goes well
லுப்3பி3ன்,lubbin,நெல்லிக்காய் மசியல்,Gooseberry paste,அம்பு3லாக் சொக்கட் லுப்3பி3கின் லுப்3பி3ன் கெரஸுன்,ambulaak cokkaT lubbikin lubbin kerasun,நெல்லிக்காயை நன்றாக மசித்து நெல்லிக்காய் மசியல் செய்கிறார்கள்,Gooseberry paste made by mashing Gooseberry well
லிப்3பி3ன்,libbin,நெல்லிக்காய் மசியல்,Gooseberry paste,பிள்சாரு பா4த் ஸெரொ லிப்3பி3ன் ருசிகொ ர்ஹாஸு,piLcaaru bhaat sero libbin ruciko rhaasu,ரசம் சாதத்துடன் நெல்லிக்காய் மசியல் சுவையாக இருக்கும்,Gooseberry paste is delicious with rasam rice
லொஷ்டொ,loshTo,புதினா துவையல்,Mint curry,"ப2லார், தி4டொ3 ஸெராடி3 லொஷ்டொ தொ2வ்லி கா2ஸுனு","phalaar, dhiDo seraaDi loshTo thovli khaasunu","இட்லி, தோசையுடன் புதினா துவையலை வைத்து சாப்பிடுகிறார்கள்",People take mint curry with idli and dosa
கெ3ஸி,gesi,ஊறுகாய்,Pickle,தெ4ய்ஞ் பா4த் ஸெரொ காய் கெ3ஸி பயெத் தொ2வ்லுவாய்,dheynj bhaat sero kaay gesi payet thovluvaay,தயிர் சாதத்துடன் எந்த ஊறுகாயையும் வைத்துக்கொள்ளலாம்,You can have any pickle with curd rice
பு4டி3த்,bhuDit,மசியல்,Mash,பு4டி3த் மெனத் தெல்லெ வங்கி3 பு4டி3தூஸ்,bhuDit menat telle vanggi bhuDitoos,மசியல் என்றால் அது கத்தரிக்காய் மசியல் தான்,Mash means it is mashed brinjal only
வங்கி3 பு4டி3த்,vanggi bhuDit,கத்தரிக்காய் மசியல்,"Mashed brinjal, Mashed Eggplant",ஜெமனும் பொங்க3ல் ஸெரொ வங்கி4 பு4டி3த் தொ2வஸுனு,jemanum ponggal sero vangghi bhuDit thovasunu,விருந்தில் பொங்கலுடன் கத்தரிக்காய் மசியல் வைப்பார்கள்,"In the feast, mashed brinjal is served with Pongal"
க4டி3னி,ghaDini,கடையல்,"Churning Spinach etc.,",ப4ஜ்ஜி க4டி3னி ந்ஹன்ன பில்லல்னுக் சொக்கடு3,bhajji ghaDini nhanna pillalnuk cokkaDu,கீரை கடையல் சிறு குழந்தைகளுக்கு நல்லது,Churned spinach is good for small children
"ஸிஜ்வெத்தெ, ஸிவ்ஜத்தெ","sijvette, sivjatte",வேகவைத்தல்,Boiling,ஹந்த3த்தக் முது3ல்லொ பூ2லுகோ3பி3க் ஸிஜ்வத்தெ ப3ரொ,handattak mudullo phoolugObik sijvatte baro,சமைப்பதற்கு முன் காலிஃபிளவரை வேகவைப்பது நல்லது,It is better to boil cauliflower before cooking
பொ2ன்னி தே3த்தெ,phonni dEtte,தாளித்தல்,"Seasoning, Garnishing",பொ2ன்னி தெ3னிம் ஜு2கு3 ஹிதௌவுன் ஸே,phonni denim jhugu hitauvun sE,தாளிப்பதில் நிறைய நன்மைகள் உள்ளன,Seasoning has many benefits
கூ2ர்,khoor,நெடி,Pungent smell,ல்ஹொவொ மிர்க்கைலா கூ2ர் வேன் ஸே,lhovo mirkkailaa khoor vEn sE,சிவப்பு மிளகாயின் நெடி அதிகமாக இருக்கிறது,The red chilli is smelling very pungent
ஒடி3,oDi,அரிசி வடகம்,"Fried rice ball, Rice vadakam",பா4து3 ஒடி3 கெர்ன மெனெத் காம் லம்பொ3 உட்சயி,bhaadu oDi kerna menet kaam lambo uTcayi,அரிசி வடகம் செய்யவேண்டும் என்றால் வேலையை நீட்டி இழுக்கும்,Making fried rice ball prolongs the work
அப்புடா3ல்,appuDaal,அப்பளம்,Papad,பில்லல்னுக் அப்புடா3ல் ஜு2க்கு ஒப்பாயி,pillalnuk appuDaal jhukku oppaayi,குழந்தைகளுக்கு அப்பளம் மிகவும் பிடிக்கும்,Children like papad very much
பொ4ஸுலொ,bhosulo,"இறைச்சி, மாமிசம், கறி, அசைவம்","Meat, Non-veg",பொ4ஸுலாக் வர்ஜத்தெ ப3ரொ,bhosulaak varjatte baro,மாமிசத்தை தவிர்ப்பது நல்லது,It is better to avoid meat
சைனொ,caino,"இறைச்சி, மாமிசம், கறி, அசைவம்","Meat, Non-veg",புரட்டாஸி ம்ஹடா3ம் கோன் சைனொ கா2ன்?,puraTTaasi mhaDaam kOn caino khaan?,புரட்டாசி மாதத்தில் யார் கறி சாப்பிடுவார்கள்?,Who eats meat in Puratasi month?
குடி3 சைனொ,kuDi caino,கோழி இறைச்சி,Chicken meat,கென்டக்கி பு4ஞ்ஜெ குடி3 சைனொ நாவ் பொடெ3யொ,kenTakki bhunjje kuDi caino naav poDeyo,கென்டக்கி வறுத்த கோழி இறைச்சி பிரபலமானது,Kentucky fried chicken is popular
பெ4ண்டு3 சைனொ,bheNDu caino,ஆட்டிறைச்சி,Mutton,தெகொ3 பெ4ண்டு3 சைனொ ஜு2க்கு ஒப்பாயி,tego bheNDu caino jhukku oppaayi,அவனுக்கு ஆட்டிறைச்சியை மிகவும் பிடிக்கும்,He likes to eat mutton which was seasoned with garlic
கொ3ரு சைனொ,goru caino,மாட்டிறைச்சி,Beaf,கொ3ரு சைனொ க2யி தூ தெ3ள்கொ பொள்டி3ரஸ்,goru caino khayi too deLko poLDiras,மாட்டுக்கறி சாப்பிட்டு நீ குண்டாகி விட்டாய்,You have gained weight by eating beef
து3க்கரு சைனொ,dukkaru caino,பன்றி இறைச்சி,Pork,தெ2வ்டெ3 தெ4ருமு து3க்கரு சைனொ அஸுத்3த4ம் மெனி மென்லஸுனு,thevDe dherumu dukkaru caino asuddham meni menlasunu,"சில மதங்களில், பன்றி இறைச்சி தூய்மையற்றதாக கருதப்படுகிறது","In some religions, pork is considered impure"
ஹரிணு சைனொ,hariNu caino,மான் இறைச்சி,Venison,பா4ரதும் ஹரிணு சைனொ கா2த்தெ அபராத்4 ஹோஸு,bhaaratum hariNu caino khaatte aparaadh hOsu,இந்தியாவில் மான் கறி சாப்பிடுவது குற்றம் ஆகும்,Eating venison is a crime in India
மெயம்,meyam,கொழுப்பு,Fat,து3க்கரு சைனாம் மெயம் வேன் ஸே,dukkaru cainaam meyam vEn sE,பன்றி இறைச்சியில் அதிக கொழுப்பு உள்ளது,Pork is high in fat
மந்தொ3,mando,கொழுப்பு,Fat,குளித் க2யெத் மந்தொ3 உன்னொ பொட3யி,kuLit khayet mando unno poDayi,கொள்ளு சாப்பிட்டால் கொழுப்பு குறையும்,Eating horse gram reduces fat
அண்டொ3,aNDo,முட்டை,Egg,குடி3 ஒண்டெ தி3ன்னுக் ஒண்டெ அண்டொ3 தக3யி,kuDi oNTe dinnuk oNTe aNDo tagayi,கோழி ஒரு நாளுக்கு ஒரு முட்டை இடும்,A hen lays one egg per day
கொட்3டி3,koDDi,கருவாடு,Dried fish,கொட்3டி3 ஜு2கு3 தி3ன்னு நஜ்ஜனாத்தக் ர்ஹாஸு,koDDi jhugu dinnu najjanaattak rhaasu,கருவாடு நீண்ட நாட்கள் கெடாமல் இருக்கும்,Dried fish will last longer
ஸுக்கட்,sukkaT,உப்புக்கண்டம்,"Dry mutton, Jerky",ஸுக்கட் ப்ராமொபொடி3 க2னார் ஜு2கு3 தெனு ஸே,sukkaT praamopoDi khanaar jhugu tenu sE,உப்புக்கண்டத்தை விரும்பி சாப்பிடுபவர்கள் நிறைய பேர் உண்டு,There are many people who like to eat dry mutton
"சகுலத்தெ, சைலத்தெ","cakulatte, cailatte","வெஞ்சனம், தொட்டுக்கொள்ளல்",Side dish,சைலத்தக் ந்ஹாத்தக் கா2த்த முஸய்யா?,cailattak nhaattak khaatta musayyaa?,தொட்டுக்கொள்ள இல்லாமல் சாப்பிட முடியுமா?,Can you eat without side dish?
பீட்,peeT,மாவு,Batter,அங்கி3டி3ம் க2ட3ரியொ பீடும் அம்ப3ட் வேன் ர்ஹாஸ்,anggiDim khaDariyo peeTum ambaT vEn rhaas,கடையில் வாங்கும் மாவில் அதிக புளிப்பு உள்ளது,Store-bought batter is highly leavened
