alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
முர்ஸுனார்,mursunaar,முன்யோசனை கொண்டவர்,Foresighted,,,,
ஜக்3னார்,jagnaar,விழிப்புடன் இருப்பவர்,One who is vigilant,,,,
அல்புடு3,alpuDu,"அல்பத்தனமானவன், குறுகிய மனப்பான்மை உடையவர்","Mean minded, Narrow-minded",,,,
ஒஞ்ச்லொ,onjclo,ஏமாற்றுபவர்,"Deceiver, Cheater",,,,
வஞ்சகொ,vanjcako,ஏமாற்றுபவர்,"Deceiver, Cheater",,,,
கொ2ப3டு வெஷம்,khobaTu vesham,மாறுவேடம்,Disguise,,,,
மௌஜடு3,maujaDu,திமிர் / கர்வம் பிடித்தவன்,Arrogant fellow,,,,
மௌஜொ,maujo,திமிர் / கர்வம் பிடித்தவன்,Arrogant fellow,,,,
த4னவந்து,dhanavantu,"செல்வந்தர், பணக்காரர்","Rich person, Wealthy",,,,
த4னி,dhani,"செல்வந்தர், பணக்காரர்","Rich person, Wealthy",,,,
ப்ரபு4,prabhu,பிரபு,"Lord, Aristocrat",,,,
ஸௌக்2யாவி,saukhyaavi,வசதியாக வாழ்பவர்,Who lives comfortably,,,,
பா4க்3யவந்து,bhaagyavantu,கொடுத்து வைத்தவர்,Blessed person,,,,
கௌ2ணுலொ,khauNulo,அனுபவிப்பவர்,Enjoyer,,,,
து3ர்ப3ள்,durbaL,ஏழை,Poor,,,,
நிர்த4னி,nirdhani,ஏழை,Poor,,,,
தெ3ள்ட்3ரி,deLDri,"தரித்திரன், மந்தமான, சோம்பேறி","Sluggard, Lazy, Poor",,,,
தெ2ள்ரி தெ4ரெத்தெனொ,theLri dheretteno,தரித்திரம் பிடித்தவன்,Destitute person,,,,
தெ3கு3ல்பாதி3,degulpaadi,ஒன்றுக்கும் உதவாதன்,Good for nothing person,,,,
தா3ரித்3ரு,daaridru,தரித்திரன்,Poor,,,,
ஹிடொ3,hiDo,"அரக்கன், தரித்திரன்","Giant, Monster, Poor",,,,
லூப்3து3,loobdu,"கஞ்சன், கருமி","Miser, Stingy",,,,
லோபி4,lObhi,"கஞ்சன், கருமி","Miser, Stingy",,,,
"பீ4கு3, பீ4க், பீ4ம்","bheegu, bheek, bheem",பிச்சை,"Begging, Alms",,,,
பி4க3ரெ,bhigare,பிச்சைக்காரன்,Beggar,,,,
பி4யரெ,bhiyare,பிச்சைக்காரன்,Beggar,,,,
பீ4ம் மகத்தெனொ,bheem makatteno,பிச்சைக்காரன்,Beggar,,,,
மித்ரு,mitru,"தோழன், நண்பர்","Friend, Buddy, Mate, Companian",,,,
மித்ருப்பன்,mitruppan,நட்பு,Friendship,,,,
ஸிங்க3ய்த்,singgayt,"தோழன், நண்பர்","Boy Friend, Friend, Buddy, Mate, Companian",,,,
ஸிங்க3தி,singgati,தோழி,Girl Friend,,,,
திகு3லொ,tigulo,"பகைவன், எதிரி",Enemy,,,,
வைரி,vairi,"பகைவன், எதிரி",Enemy,,,,
ஶத்ரு,ssatru,"பகைவன், எதிரி",Enemy,,,,
பராக்ரமொ,paraakramo,வீரம்,"Valor, Guts, Prowess, Heroism",,,,
பராக்ரமஶாலி,paraakramassaali,"வீரன், வீரம் மிக்கவர்","Valorous, Brave man",,,,
தீ4ர்,dheer,"வீரன், வீரம் மிக்கவர்","Valorous, Brave man",,,,
தீ4ரம்,dheeram,"துணிச்சல், தைரியம்","Braveness, Courageous, Boldness, Bold, Bravery",,,,
ஸவ்ஷிணி,savshiNi,"துணிச்சல், தைரியம்","Braveness, Courageous, Boldness, Bold, Bravery",,,,
தீ4ரப்பன்,dheerappan,"துணிச்சல், தைரியம்","Braveness, Courageous, Boldness, Bold, Bravery",,,,
த்4ருதி,dhruti,"துணிச்சல், தைரியம்","Braveness, Courageous, Boldness, Bold, Bravery",,,,
தி4டௌ,dhiTau,"துணிச்சல், தைரியம்","Braveness, Courageous, Boldness, Bold, Bravery",,,,
தெ4ய்ரியம்,dheyriyam,"துணிச்சல், தைரியம்","Braveness, Courageous, Boldness, Bold, Bravery",,,,
த4க்கிலெ,dhakkile,"கோழை, பயந்தவன்","Timid, Coward, Afraid",,,,
தி4ல்ல,dhilla,"மோசமான, கேடு கெட்ட","Harmful, Worst, Wicked, Poor",,,,
து3ர்,dur,"மோசமான, கெட்ட","Bad, Wicked, Ill",,,,
ஶின்னு,ssinnu,"மோசமான, கெட்ட","Bad, Wicked, Ill",,,,
பாதகி,paataki,பாவி,Sinner,,,,
ஹுபா4வி,hubhaavi,அப்பாவி,Innocent / Naive,,,,
பரஸ்த்ரி,parastri,பிறரின் மனைவி,Other's wife,,,,
காமீ,kaamee,பெண் பித்தன்,Womenizer,,,,
ஸ்த்ரீ லோலு,stree lOlu,பெண் பித்தன்,Womenizer,,,,
விது4ரொ,vidhuro,மனைவியை இழந்தவன்,Widower,,,,
முண்டொ3,muNDo,விதவை,Widow,,,,
ரட்3வி,raDvi,விதவை,Widow,,,,
ராடொ3,raaDo,விதவை,Widow,,,,
கொ3ட்3டு,goDTu,"மலடி, மலடு","Infertile woman, Barren woman",,,,
வந்த்4யொ,vandhyo,"மலடி, மலடு","Infertile woman, Barren woman",,,,
வந்தி3,vandi,"மலடி, மலடு","Infertile woman, Barren woman",,,,
பொண்டு3கொ3,poNDugo,அலி,Eunuch,,,,
நபும்ஸொ,napumso,அலி,Eunuch,,,,
முகுளொ,mukuLo,ஊமை,Dumb,,,,
செவுட்,cevuT,காது கேளாதவன்,Male Deaf,,,,
செவ்டி3ன்,cevDin,காது கேளாதவள்,Female Deaf,,,,
ஒட்3டி3,oDDi,குருடன்,Blind,,,,
அந்து3,andu,குருடன்,Blind,,,,
கு3ட்3டெ3,guDDe,குருடன்,Male Blind,,,,
கு3ட்டி3,guTDi,குருடி,Female Blind,,,,
கெகுடொ3,kekuDo,"ஓரக்கண்ணன், மாறுகண்",Squint eyed person,,,,
ஒரக்கு,orakku,"ஓரக்கண்ணன், மாறுகண்",Squint eyed person,,,,
கி3ட்3டொ3,giDDo,குள்ளன்,"Dwarf, Midget",,,,
மொண்டி3,moNDi,கை இல்லாதவன்,Handicap,,,,
நொண்டி3,noNDi,முடவன்,Lame,,,,
பங்கு,pangku,"முடவன், நொண்டி",Lame,,,,
லொவ்லெ,lovle,மெலிந்தவன்,Lean Man,,,,
லொவ்லின்,lovlin,மெலிந்தவள்,Lean Lady,,,,
பொ4த்தொ,bhotto,குண்டானவன்,Fat Man,,,,
பொ4த்தி,bhotti,குண்டானவள்,Fat Lady,,,,
கூஸொ,kooso,"இளைத்த, மெலிந்த",Lean,,,,
பிஸொ,piso,பைத்தியக்காரன்,"Male Lunatic, Insane, Mad, Mental, Psycho",,,,
பிஸி,pisi,பைத்தியக்காரி,"Female Lunatic, Insane, Mad, Mental, Psycho",,,,
பிஸொவெளு,pisoveLu,பைத்தியம்,"Insane, Lunatic, Mad, Mental, Psycho",,,,
ஹத்3து3புத்3தி4,haddupuddhi,"பைத்தியம், பைத்தியக்காரர்","Insane, Lunatic, Mad, Mental, Psycho",,,,
"பிஸத்தனம் ஹொயெ, பிஸொ க4லய","pisattanam hoye, piso ghalaya","பைத்தியம் பிடித்த, பைத்தியக்காரத்தனமான",Crazy,,,,
மூகோ3,moogO,கூட்டம்,Crowd,,,,
கு3ம்பு,gumpu,கும்பல்,Mob,,,,
ஜெதொ3,jedo,குழு,"Crowd, Group",,,,
இதருன்,itarun,பிறர்,Others,,,,
காரகொ,kaarako,"காரணமானவன், காரணகர்த்தா",Causal,,,,
ஒஜனொ,ojano,"ஒருவர், ஒரு நபர்","A person, One person",,,,
ஓகோகுன்,OkOkun,"ஒன்றுக்கொன்று, ஒருவருக்கொருவர்",Each other,,,,
எஜமான்,ejamaan,முதலாளி,Owner,,,,
கிங்கரொ,kingkareaa,அடிமை,Slave,,,,
தே3ஶப4க்தொ,dEssabhakto,தேசபக்தர்,Patriot,,,,
ஸ்வயஸேவகொ,svayasEvako,"தொண்டர், தன்னார்வலர்",Volunteer,,,,
த்3ரோஹி,drOhi,துரோகி,"Traitor, Betrayer",,,,
பக்ஷவந்து,pakshavantu,சார்புடையோர்,Biased person,,,,
பிஸ்ன,pisna,"புறம் கூறுதல், அவதூறு சொல்லுதல்","Slanderer, Talking behind someone's back",,,,
துண்டவத்தொ,tuNTavatto,வீண்பேச்சு,Gossip,,,,
அபராதி4,aparaadhi,குற்றம்சாட்டப்பட்டவர்,Accused,,,,
நிரபராதி4,niraparaadhi,"அப்பாவி, குற்றமற்றவர்",Innocent,,,,
ஸதா2சாரி,sathaacaari,ஆணைப்படி நடப்பவர்,One who goes by order,,,,
தொப்புனாரு,toppunaaru,மீறுபவர்,Breacher,,,,
லுன்டுனாரு,lunTunaaru,மீறுபவர்,Breacher,,,,
ஹின்டுனாரு,hinTunaaru,மீறுபவர்,Breacher,,,,
கொ2ப்4ரீ,khobhree,"அமரர், இறந்த நபர்",Dead person,,,,
எமுட்3,emuD,எமன்,"Yama, Deity of death",,,,
பூ4த்,bhoot,"பூதம், பேய்","Troll, Ghost, Demon",,,,
க3மைதுன்,gamaitun,கிராம மக்கள்,The villagers,,,,
அன்னத்துரோ,annatturO,வேறுமொழி பேசுபவர்,Who speak other language,,,,
தொ3ங்க3ர்கா3ம்கெரி,donggargaamkeri,மலையாளி,One who speaks Malayalam,,,,
தெலுங்கொ3,telunggo,தெலுங்கர்,One who speaks Telugu,,,,
பொ2ருங்கி,phorungki,வெள்ளையர்,"A foreigner, especially a British or a white person",,,,
வனெ,vane,வன்னியர்,Vanniar,,,,
ஸணார்,saNaar,நாடார்,Nadar,,,,
பௌ4ணொ,bhauNo,பிராமணன்,Male Brahmin,,,,
பௌ4ணி,bhauNi,பிராமணத்தி,Female Brahmin,,,,
ஐடெ3,aiDe,"அந்நியர், பிராமணர் அல்லாதவர்","Stranger, Non-brahmin",,,,
மொவ்ரொ,movro,மறவன்,Male Knight,,,,
ஐய்யோ,aiyyO,அய்யர்,"Purohit, Priest",,,,
மொவ்ரின்,movrin,மறத்தி,Female Knight,,,,
ஒட்3டெ3,oDDe,ஒட்டன்,Male Scavenger,,,,
ஒட்3டி3ன்,oDDin,ஒட்டச்சி,Female Scavenger,,,,
து4ர்கெ3,dhurge,சக்கிலியர் / அருந்ததியர்,Arunthathiyar,,,,
ம்ஹர்கெ3,mharge,பட்டியலின ஆண்,SC Male,,,,
ம்ஹர்கி3ன்,mhargin,பட்டியலின பெண்,SC Female,,,,
துர்கொ3,turgo,முஸ்லிம்,Muslim,,,,
துட்3யான்,tuDyaan,முஸ்லிம்,Muslim,,,,
துடெ3,tuDe,முஸ்லிம் ஆண்,Male Muslim,,,,
துடி3ன்,tuDin,முஸ்லிம் பெண்,Female Muslim,,,,
அய்டெ3,ayDe,தமிழன்,Male who speaks Tamil,,,,
அய்டி3ன்,ayDin,தமிழச்சி,Female who speaks Tamil,,,,
கொ2லாபா3த்கெரொ,kholaabaatkero,நரிக்குறவன்,Male Wanderer,,,,
கொ2லாபா3த்கெரின்,kholaabaatkerin,நரிக்குறத்தி,Female Wanderer,,,,
