alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
கீஷ்ணு,keeshNu,கிருஷ்ணபகவான்,Lord Krishna,கீஷ்ணு உஜெ கா3ம் உத்தரப்ரதே3ஶும் ஸேத்தெ மது2ரா,keeshNu uje gaam uttarapradEssum sEtte mathuraa,கிருஷ்ணர் உத்தரபிரதேசத்தில் உள்ள மதுராவில் பிறந்தார்,Krishna was born in Mathura in Uttar Pradesh
த்ரிஸனி,trisani,"முக்கண்ணன், சிவபெருமான்",Lord Shiva,ஈஸ்புருக் தீ2ன் தொ3ளொ ஸேத்தெ ஹால் த்ரிஸனி மெனி மெனன்,eespuruk theen doLo sEtte haal trisani meni menan,சிவபெருமானுக்கு மூன்று கண்கள் இருப்பதால் முக்கண்ணன் என்று அழைக்கப்படுகிறார்,Lord Shiva is called Mukkannan because he has three eyes
ஈஸ்புரு,eespuru,சிவபெருமான்,Lord Shiva,சண்டி3கேஶ்வர் ஈஸ்புரு த4வ்ராம் ஒண்டேஸ் ர்ஹானு,caNDikEssvar eespuru dhavraam oNTEs rhaanu,சண்டிகேசுவரர் சிவபெருமான் கோவிலில் மட்டுமே இருப்பார்,Chandikeshuvar is present only in Lord Shiva temple
பி3ரம்மொ,birammo,பிரம்மதேவன்,Lord Bramma,பி3ரம்மாக் மெனி அலக்3க3கன் தௌ4ரான் ந்ஹீ,birammaak meni alaggakan dhauraan nhee,பிரம்மனுக்கென்று தனியாக கோவில் கிடையாது,There is no separate temple for Lord Bramma
ஹள்கெஸாம்,haLkesaam,"அழகர்சாமி, பெருமாள், திருமால்","Alagarswamy, Perumal",பெருமாளுக் ஹள்கெஸாம் மெனி மெல்லொ மெனன்,perumaaLuk haLkesaam meni mello menan,பெருமாளை அழகர்சாமி என்றும் சொல்வார்கள்,Perumal is also known as Alagarswamy
ஹள்கெதௌ4ரொ,haLkedhauro,அழகர்கோவில்,Alagar Temple,ஹள்கெதௌ4ரா தொங்க3ரும் நூபுர கங்கொ3 மெனெத்தெ தீர்து2 ஸே,haLkedhauraa tonggarum noopura kanggo menette teerthu sE,அழகர்கோவில் மலையில் நூபுர கங்கை எனும் தீர்த்தம் உள்ளது,There is a holy water called Nupura Ganga on Alagharkoil Hill
சின்னமலெ,cinnamale,திருப்பரங்குன்றம்,Thiruppankundram,சின்னமலெ மன்னெனு ஸோ விஶேஷு கே4ருனும் ஒண்டெ,cinnamale mannenu sO vissEshu ghErunum oNTe,திருப்பரங்குன்றம் முருகனின் அறுபடை வீடுகளில் ஒன்று,Tiruparankunram is one of the Arupada houses of Murugan
"விஷ்ணு, மஹாவிஷ்ணு","vishNu, mahaavishNu","விஷ்ணு, மஹாவிஷ்ணு, பெருமாள், நாராயணன்","Lord Vishnu, Great Vishnu",விஷ்ணு ஸஹஸ்ர நாமம் மெனெத் விஷ்ணுகா3 ஸஸர் நாவுனு,vishNu sahasra naamam menet vishNugaa sasar naavunu,விஷ்ணு சஹஸ்ர நாமம் என்றால் விஷ்ணுவின் ஆயிரம் நாமங்கள்,Vishnu Sahasra Naamam means thousand names of Lord Vishnu
"லக்ஷ்மி, மஹாலக்ஷ்மி","lakshmi, mahaalakshmi","லக்ஷ்மி, மஹாலக்ஷ்மி",Goddess Lakshmi,மஹாலக்ஷ்மி த3மர் பூ2லும் பி3ஸி ர்ஹாஸு,mahaalakshmi damar phoolum bisi rhaasu,மஹாலக்ஷ்மி தாமரைப்பூவில் அமர்ந்திருப்பாள்,Mahalakshmi sits on a lotus flower
பார்வதி,paarvati,"பார்வதி, சக்திதேவி",Goddess Parvathi,"பார்வதி அம்மாக் மீனாக்ஷி, காமாக்ஷி, விசாலாக்ஷி மெனி ஜு2கு3 நாவுனுன் ஸே","paarvati ammaak meenaakshi, kaamaakshi, vicaalaakshi meni jhugu naavunun sE","பார்வதி தேவிக்கு மீனாட்சி, காமாட்சி, விசாலாட்சி என்று பல பெயர்கள் உண்டு","Goddess Parvati has many names like Meenakshi, Kamakshi, Visalakshi"
பா4ரதி,bhaarati,ஸரஸ்வதி,Goddess Saraswathi,"பா4ரதி ஹாதும் ஸேத்தெ வீணாக் ""கச்சபி"" மெனி நாவு","bhaarati haatum sEtte veeNaak ""kaccapi"" meni naavu","சரஸ்வதியின் கையில் இருக்கும் வீணைக்கு ""கச்சபி"" என்று பெயர்","The Veena in Saraswati's hand is called ""kachchapi"""
விநாய்,vinaay,பிள்ளையார்,Lord Ganesh,"விநாயிக் ஸித்3தி4, பு3த்3தி4 மெனி தீ3 தே3வின் ஸேத்தெ","vinaayik siddhi, buddhi meni dee dEvin sEtte","பிள்ளையாருக்கு சித்தி, புத்தி என்று இரண்டு தேவிகள் உள்ளனர்",Lord Ganesh has two goddesses Siddhi and Buddhi
விநாய்,vinaay,பிள்ளையார் சதுர்த்தி,Celebration of arrival of Lord Ganesh from Kailash Parvath,விநாய் ஜு2கு3 ராஜ்யமுனும் 10 தி3ன்னு மட3ஸுன்,vinaay jhugu raajyamunum 10 dinnu maDasun,விநாயக சதுர்த்தி பல மாநிலங்களில் 10 நாட்கள் கொண்டாடப்படுகிறது,Vinayaka Chaturthi is celebrated for 10 days in many states
"மன்னென், முருகன்","mannen, murukan","சுப்பிரமணியன், முருகன்",Lord Murugan,மன்னெனு வாஹனொ ம்ஹோரு,mannenu vaahano mhOru,முருகப்பெருமானின் வாகனம் மயில்,Lord Muruga's vehicle is peacock
கெர்ப்பண்,kerppaN,"ஐயனார், கருப்பணசாமி",Guardian Deity,கெர்ப்பண் பொர்க்யாடு3க் ரக்ஷண கெரரியொ தே3வு,kerppaN porkyaaDuk rakshaNa kerariyo dEvu,கருப்பசாமி கிராமத்தை காக்கும் தெய்வம்,Karuppasamy is the guardian deity of the village
இந்த்3ரு,indru,இந்திரன்,"Indra, King of Gods",இந்த்3ரு தை3வலோகுக் ரஜொ,indru daivalOkuk rajo,இந்திரன் தேவலோகத்தின் அரசர்,Indra is the king of the divine world
ஹன்மந்து,hanmantu,"அனுமன், ஆஞ்சநேயர்","Hanuman, Anjaneya",ஹன்மந்து ஈஸ்புரு அவ்தாரு,hanmantu eespuru avtaaru,அனுமன் சிவபெருமானின் அவதாரம்,Hanuman is an incarnation of Lord Shiva
தே3வதான்,dEvataan,தேவதை,Demigod,மெனிக்கன் ர்ஹீ தே3வ்கன் ஹொயாத்தெங்கொ3 தே3வதான் மெனனு,menikkan rhee dEvkan hoyaattenggo dEvataan menanu,மனிதனாக இருந்து கடவுளாக மாறியவர்களை தேவர்கள் என்பார்கள்,Devas are those who have become gods from humans
த3ர்ஶனொ,darssano,தரிசனம்,Darshan,என்வால் திருப்பதிம் சொக்கட் த3ர்ஶனொ அப்3பெ3ஸ்,envaal tiruppatim cokkaT darssano abbes,இம்முறை திருப்பதியில் நல்ல தரிசனம் கிடைத்தது,This time I got good darshan in Tirupati
மோக்ஷம்,mOksham,முக்தி,Salvation,நொவ் கி4ரால்னும் கேது மோக்ஷம் தே3ரியொ கி4ராலு,nov ghiraalnum kEtu mOksham dEriyo ghiraalu,ஒன்பது கிரகங்களில் கேது முக்தி தரும் கிரகம்,"Among the nine planets, Ketu is the planet of salvation"
தை3வலோகு,daivalOku,தேவலோகம்,World of the Gods,தை3வலோகுக் கு3ரு ப்3ரஹஸ்பதி,daivalOkuk guru brahaspati,தேவலோகத்தின் குரு பிரகஸ்பதி,Brahaspati is the Guru of Devaloka
ஸ்வர்கு3,svargu,"சொர்க்கம், சுவர்க்கம்","Heaven, Paradise",புன்னு கெரெ ஆத்மொ ஸ்வர்கு3க் ஜாயி,punnu kere aatmo svarguk jaayi,புண்ணியம் செய்த ஆத்மா சொர்க்கதிற்கு செல்லும்,A blessed soul will go to heaven
ஹினல்,hinal,நரகம்,Hell,பாபுக் தொ3டு3ஞ்ஜெ ஆத்மாக் ஹினல் அப்3ப3யி,paapuk doDunjje aatmaak hinal abbayi,பாவத்தை சம்பாத்தித்த ஆத்மாவிற்கு நரகம் கிடைக்கும்,A soul that has earned sin will get hell
க்ரது,kratu,"யஜ்ஞம், யாகம், வேள்வி","Yajna, Yagya",க்ரது மென்தொ அர்பணொ கெரத்தெ மெனி அர்து2,kratu mento arpaNo keratte meni arthu,யாகம் என்றால் அர்ப்பணித்தல் என்று பொருள்,Yagya means dedication
இஜ்யொ,ijyo,"யஜ்ஞம், யாகம், வேள்வி","Yajna, Yagya",தே3ஶு மென்க்யான் ஸௌர்யம்கன் ர்ஹாத்தக் இஜ்யொ கெரஸுன்,dEssu menkyaan sauryamkan rhaattak ijyo kerasun,நாட்டில் மக்கள் நலமா இருக்க யாகம் செய்கிறார்கள்,Yagya is performed for the welfare of people in the country
ஹோம்,hOm,ஹோமம்,Sacrifice,கொ4ம்மா மென்க்யான் ஸௌர்யம்கன் ர்ஹாத்தக் ஹோம் கெரஸுன்,ghommaa menkyaan sauryamkan rhaattak hOm kerasun,வீட்டில் உள்ளவர்கள் நலமாக இருக்க ஹோமம் செய்கிறார்கள்,Homam is performed for the welfare of people in the home
ப3லி,bali,பலி,"Gift, Victim, Hierophant, Sacrifice",அஸ்வக்ரது யாகு3ம் கொ4டா3க் ப3லி தே3னு,asvakratu yaagum ghoDaak bali dEnu,அஸ்வமேத யாகத்தில் குதிரையை பலி கொடுப்பார்கள்,A horse is sacrificed in the Ashwamedha Yagya
அர்பணொ,arpaNo,"அர்ப்பணிப்பு, அர்ப்பணித்தல்","Dedication, Commitment",ப4க்தி காம் அர்பணொ ஸெரொ கெர்னொ,bhakti kaam arpaNo sero kerno,பக்தி பணியை அர்ப்பணிப்புடன் செய்ய வேண்டும்,Devotional work should be done with dedication
தர்பணொ கெரத்தெ,tarpaNo keratte,திருப்தி செய்தல்,Satisfying,பா3ப் ந்ஹீத்தெனுன் அமாஸுக் தர்பணொ கெர்னொ,baap nheettenun amaasuk tarpaNo kerno,தந்தை இல்லாதவர்கள் அமாவாசைக்கு தர்ப்பணம் செய்யவேண்டும்,Those who do not have a father should do tarpanam on the new moon
வேது3ன்,vEdun,வேதங்கள்,Vedas,வேது3ன் விஶ்வமுக் கா2ம்பு3கன் ஸே,vEdun vissvamuk khaambukan sE,வேதங்கள் பிரபஞ்சத்திற்கு தூண்களாக இருக்கின்றன,Vedas are the pillars of the universe
அத்4யயனொ,adhyayano,வேதங்களை படித்தல்,Reading Vedas,த3க்ஷிணாயன காலும் ஒண்ட்டேஸ் வேது3ன் அத்4யயனொ கெர்னொ மெனி ஶாஸ்தர் ஸேத்தெ,dakshiNaayana kaalum oNTTEs vEdun adhyayano kerno meni ssaastar sEtte,தக்ஷிணாயன காலத்தில் மட்டுமே வேதங்களை படிக்கவேண்டும் என சாஸ்திரம் உள்ளது,"According to Shastra, one should study the Vedas only during the Dakshinayana period"
ஶாஸ்தர்,ssaastar,சாஸ்திரம்,Sastra,ஶாஸ்தர் மெனெத் நியம் ந்ஹீஜியெத் புஸ்தவ் மெனி அர்து2,ssaastar menet niyam nheejiyet pustav meni arthu,சாஸ்திரம் என்றால் விதிகள் அல்லது புத்தகம் என்று பொருள்,Shastra means rules or book
நிஷ்டா2,nishThaa,தர்ம விதிகள்,Dharma rules,நிஷ்டா2ன் தா4னுக் சல்னார் ரொவ்வொ தெனூஸி,nishThaan dhaanuk calnaar rovvo tenoosi,தர்ம விதிகளின் படி நடப்பவர்கள் மிகச் சிலரே,Very few follow the rules of Dharma
பவித்ரம்,pavitram,புனிதம்,"Holy, Sacred, Solemn",தௌ4ரொ ஒண்டெ பவித்ரம் ஹொயெ தா2மு,dhauro oNTe pavitram hoye thaamu,கோவில் ஒரு புனிதமான இடம்,A temple is a sacred place
தீர்து,teertu,தீர்த்தம்,"Sacred water, Holy water",ரமேஸுரு தௌ4ராம் பி4த்தர் 22 புன்ய தீர்துனுன் ஸே,ramEsuru dhauraam bhittar 22 punya teertunun sE,​ராமேஸ்வரம் கோவிலுக்குள் 22 புண்ய தீர்த்தங்கள் உள்ளன,There are 22 holy theerthas inside the Rameswaram temple
பு3ண்ணி,buNNi,புனித நீராடல்,Holy bathing,பு3ண்ணி மென்தொ புன்ய தீர்துனும் பு3ட3த்தெ,buNNi mento punya teertunum buDatte,புனித நீராடல் என்பது புண்ணிய தீர்த்தத்தில் குளிப்பது,Holy bathing is bathing in holy water
ஶுத்3தி4,ssuddhi,சுத்தப்படுத்துதல்,Cleansing,மொன்னு ஶுத்3தி4 கெரத்தக் தௌ4ராக் ஜீ பாய்ஞ்பொடு3வாய்,monnu ssuddhi kerattak dhauraak jee paaynjpoDuvaay,மனதை சுத்தப்படுத்த கோவிலுக்கு சென்று கும்பிடலாம்,You can visit the temple to purify your mind
புனி,puni,புனிதப்படுத்துதல்,"Purifying, Sanctification",ஹலது பனி சிலுஞ்சி கே4ர் புனி கெரனு,halatu pani cilunjci ghEr puni keranu,மஞ்சள் நீர் தெளித்து வீட்டை புனிதப்படுதுவார்கள்,The house is sanctified by sprinkling turmeric water
புன்னு,punnu,"புண்ணியம், தர்மம்","Pious, Blessings, Dharma",கெரெ காமு போ2ளு தொ2விகினூஸ் பாப்-புன்னு நிர்ணயொ ஹோஸு,kere kaamu phOLu thovikinoos paap-punnu nirNayo hOsu,செய்த வேலையின் விளைவை வைத்தே பாவ-புண்ணியம் தீர்மானிக்கப்படுகிறது,It is only by the effect of action that sin-pious is determined
பாப்,paap,பாவம்,Sin,வேன் ஆஸ்தொ பொட3த்தேஸ் பாபுக் காரணொ,vEn aasto poDattEs paapuk kaaraNo,பாவத்திற்கு காரணம் அதிகப்படியான ஆசை,The cause of sin is excessive desire
பாதகு,paataku,பாவம்,Sin,மொன்னு ஜனி பாதகு கெரத் கொன்னி ஜெலுமு தெல்லெ ஸுட்டுனா,monnu jani paataku kerat konni jelumu telle suTTunaa,மனதறிந்து பாவம் செய்தால் எந்த பிறவியிலும் அது விடாது,"If you do sin knowingly, it will not leave you in any birth"
ப4க்துடு3,bhaktuDu,பக்தர்,Devotee,ஹன்மந்து ராம ப4க்துடு3,hanmantu raama bhaktuDu,ஹனுமான் ராம பக்தர்,Hanuman is a devotee of Rama
மொந்த்ரு,montru,மந்திரம்,Mantras,மொந்துரும் மீ கா3யத்ரி மொந்துர்கன் ஸே - கீஷ்டு ப4க3வான்,monturum mee gaayatri monturkan sE - keeshTu bhagavaan,"மந்திரங்களில் நான் காயத்ரி மந்திரமாக இருக்கின்றேன் - பகவான் கிருஷ்ணர்,",In mantras I am Gayatri Mantra - Lord Krishna
நமஸ்கெரத்தெ,namaskeratte,"தாள்பணிதல், சாஷ்டாங்கம்","Prostration, Bow down",நமஸ்கெரத்தெ மென்தொ ஹங்க்ருதிக் ஸொட3த்தெ,namaskeratte mento hangkrutik soDatte,தாள்பணிதல் என்றால் அகங்காரத்தை விடுதல்,Prostration means letting go of ego
பாய்ஞ்பொட3த்தெ,paaynjpoDatte,"வணங்குதல், வழிபடுதல்","Worshipping, Praying",தே3வுக் பாய்ஞ்பொட3த்தெ ஸிக்கடி3 தீ3 அவத்திஸாயொ ந்ஹா,dEvuk paaynjpoDatte sikkaDi dee avattisaayo nhaa,கடவுளை வணங்குவது சொல்லிக்கொடுத்து வருவதல்ல,Worshiping God does not come from teaching
வந்த3த்தெ,vandatte,"வணங்குதல், வழிபடுதல்","Worshipping, Praying",தே3வுக் வந்தி3தி காமுன் ஹர்ம்ப3ம் கெரத்தெ ப3ரொ,dEvuk vanditi kaamun harmbam keratte baro,கடவுளை வழிபட்டு வேலையை ஆரம்பிப்பது நலம்,It is good to start work after worshiping God
ஜப்னார்,japnaar,மந்திரம் உச்சரிப்பவர் / ஓதுபவர்,One who chants Mantra,தே3வு நாவுக் ஸதா3 ஜப்னாருக் பாப் அவ்னா,dEvu naavuk sadaa japnaaruk paap avnaa,கடவுளின் பெயரை எப்போதும் உச்சரிப்பவர்களுக்கு பாவம் வராது,Sin never comes to those who chants God's name always
புதளொ,putaLo,சிலை,"Statue, Idol",தௌ4ரா கொ3புரும் ஜு2கு3 வித4 புதளானுக் ஸவாய்,dhauraa gopurum jhugu vidha putaLaanuk savaay,கோவில் கோபுரத்தில் பல வகையான சிலைகளை பார்க்கலாம்,Many types of idols can be seen in the temple tower
மூர்தி,moorti,வழிபாட்டுச் சிலை,"Statue, Idol",மூர்திக் ஹாத் தெ4ரி பாய்ஞ்பொட3 ஹோனா,moortik haat dheri paaynjpoDa hOnaa,சிலையை கையால் தொட்டு வணங்கக்கூடாது,Should not worship the idol by touching it with hands
பிரார்த2னொ,piraarthano,வேண்டுகோள்,Prayer,பிரார்த2னொ கொ2ப்3பி3ம் வித்தாக் ஜானா,piraarthano khobbim vittaak jaanaa,பிரார்த்தனை ஒருபோதும் வீண் போகாது,A prayer is never in vain
கொர்க்கெல்,korkkel,நேர்த்திக்கடன்,Vow of offerings,ஜு2கு3 தெனு கு3ண்டு3 தய்லிகின் கொர்க்கெல் தே3ஸுன்,jhugu tenu guNDu taylikin korkkel dEsun,பலர் மொட்டையடித்துக் கொண்டு நேர்த்திக்கடனை செலுத்துகிறார்கள்,Many pay vow of offerings by tonsuring
பன்ட3 பன்டா3ல்,panDa panDaal,"விரதத்தை நிறைவேற்ற பக்தர்கள் தரையில் உருளுதல், அங்கப்ரதக்ஷிணம்",Rolling of devotees on the ground to fulfill virat,திருப்பதிம் ஜு2கு3 தெனு பன்ட3பன்டா3ல் து4ளஸுனு,tiruppatim jhugu tenu panDapanDaal dhuLasunu,திருப்பதியில் நிறையபேர் அங்கப்ரதக்ஷிணம் செய்கிறார்கள்,Many people do Angapradakshina in Tirupati
அசார்,acaar,ஆசாரம்,Etiquette,ஆசார் மென்தொ தெ4ரும் சுட்டுநாத்தக் ர்ஹாத்தெ,aacaar mento dherum cuTTunaattak rhaatte,ஆசாரம் என்பது தர்மத்தை விடாது இருப்பது,Etiquette means not letting go of dharma
ஒக3த்,ogat,விரதம்,Fasting,ம்ஹடா3ம் தீ2ன்தி3 ஒக3த் ர்ஹாத்தெ ஆங்கு3 ஆரோக்3யமுக் சொக்கடு3,mhaDaam theendi ogat rhaatte aanggu aarOgyamuk cokkaDu,மாதத்தில் மூன்று நாட்கள் விரதம் இருப்பது உடல் ஆரோக்யத்துக்கு நல்லது,Fasting for three days in a month is good for health
நோம்,nOm,"நோன்பு, விரதம்",Fasting,வரலட்சுமி நோம் பூரா பூராக் அம்மானுக் ஹொயெயொ,varalaTcumi nOm pooraa pooraak ammaanuk hoyeyo,வரலட்சுமி நோன்பு முழுக்க முழுக்க பெண்களுக்கானது,Varalakshmi fast is strictly for women
உபவாஸ்,upavaas,விரதம்,Fasting,ஏகாத3ஸிக் ஜு2கு3 தெனு உபவாஸ் ர்ஹானு,Ekaadasik jhugu tenu upavaas rhaanu,ஏகாதசியில் பலர் விரதம் இருப்பார்கள்,Many fast on Ekadasi
உத3ந்து,udantu,விரதம்,Fasting,தெ2வ்டெ3தெனு தொ2ள்சி பனி ஒண்டே பீகின் உத3ந்து ர்ஹாஸுனு,thevDetenu thoLci pani oNTE peekin udantu rhaasunu,சிலர் துளசி நீரை மட்டும் குடித்து விரதம் இருக்கிறார்கள்,Some fast by drinking only Tulsi water
த்4யான்,dhyaan,தியானம்,Meditation,த்4யான் மொன்னுக் ஶாந்தி தே3ஸு,dhyaan monnuk ssaanti dEsu,தியானம் மனதிற்கு அமைதியை தருகிறது,Meditation brings peace to the mind
நிஷ்டொ,nishTo,தியானம்,Meditation,தா3ந்தி கெர்லின் த்4யானும் பி3ஸத்தேஸ் நிஷ்டொ,daanti kerlin dhyaanum bisattEs nishTo,புலன்களை அடக்கிக்கொண்டு தியானத்தில் அமர்வதே நிஷ்டை,Nishta is to suppress the senses and sit in meditation
தப3ஸ்,tabas,தவம்,Penance,தப3ஸ் கெரத்தக் ஏகாந்து அவஸ்யம் பஜெ,tabas kerattak Ekaantu avasyam paje,தவம் செய்ய தனிமை கட்டாயம் வேண்டும்,Solitude is mandatory for penance
தொபஸ்,topas,தவம்,Penance,தொபஸ் மென்தொ மொன்னும் கொன்னி ஹவ்டு3னாத்தக் ர்ஹாத்தெ,topas mento monnum konni havDunaattak rhaatte,தவம் என்பது மனதில் எதையும் நினைக்காதிருப்பது,Penance is not thinking about anything in the mind
முன்னார்,munnaar,மௌனமாய் இருப்பவர்,One who keep the vow of silence,முன்னாருக் கொன்னி பாதகு அவ்னா,munnaaruk konni paataku avnaa,மௌனமாய் இருப்பவருக்கு எந்த பாவமும் வராது,No sin befalls one who is silent
கி4ணிங்கா3ட்,ghiNinggaaT,மணி,Om Bell,புஜெ கெரத்தவேள் கி4ணிங்கா3ட் ஹவ்லஸுனு,puje kerattavEL ghiNinggaaT havlasunu,பூஜை செய்யும் போது மணி அடிப்பார்கள்,They ring bells while performing puja
கெ3னங்க்கா4ட்,genangkghaaT,மணி,Om Bell,கெ3னங்க்கா4ட் ஸெத்3து3 ஐகெத் து3ர்தே3வதான் த4மி ஜேட3னு,genangkghaaT seddu aiket durdEvataan dhami jEDanu,மணியோசை கேட்டால் துர்தேவதைகள் ஓடிவிடுவார்கள்,"On hearing the bell sound, demons will run away"
ஸம்ப்3ரானி க2ட்டி,sambraani khaTTi,ஊதுபத்தி,Incense stick,ஜு2கு3 தெ4ருமுனும் ஸம்ப்3ரானி க2ட்டி தொ2விகின் தே3வுக் பாய்ஞ்பொடஸுன்,jhugu dherumunum sambraani khaTTi thovikin dEvuk paaynjpoTasun,பல மதங்களில் ஊதுவத்தியை வைத்து கடவுளை வணங்குகிறார்கள்,In many religions people pray God with incense
ஸொம்பு3ரானி,somburaani,சாம்பிராணி,Benzoin,ஶுக்ரார்தி3 ஸொம்பு3ரானி பொ4வ்ரி பாய்ஞ்பொடஸுனு,ssukraardi somburaani bhovri paaynjpoTasunu,வெள்ளிகிழமைகளில் சாம்பிராணி ஏற்றி பூஜை செய்வார்கள்,"On Fridays, people pray God by lighting Benzoin"
ஸம்ப்3ரானி,sambraani,சாம்பிரானி,Benzoin,ஸம்பு3ரானி வஸுனாம் கே4ருஸ் த4வ்ரொ ஸொகன் ஹொய்யாஸு,samburaani vasunaam ghErus dhavro sokan hoyyaasu,சாம்பிராணி வாசனையில் வீடே கோவில் போல் ஆகிவிடுகிறது,The house becomes like a temple in the smell of benzoin
அத்திம்பு3ர்,attimbur,"கற்பூரம், சூடம்",Camphor,அத்திம்பு3ர் வஸுனொ மொன்னும் சொக்கட் ஹவ்ட3ன் துக்கி ஸொட3யி,attimbur vasuno monnum cokkaT havDan tukki soDayi,கற்பூர வாசனை மனதில் நல்ல எண்ணத்தை தூண்டும்,The smell of camphor induces good thoughts in the mind
அத்திபூர்,attipoor,"கற்பூரம், சூடம்",Camphor,ஹெம்பினிக் அத்திபூர் ஒண்டெ சொக்கட் ஹொகது,hempinik attipoor oNTe cokkaT hokatu,மூச்சிரைப்புக்கு கற்பூரம் ஒரு நல்ல மருந்து,Camphor is a good remedy for asthma
ஹொஸ்னி,hosni,"தீச்சட்டி, கும்பிடுசட்டி, கணப்புச்சட்டி","Firepan, Fire-pot",மாரியம்மாக் கொர்க்கெல் தே3த்தக் ஹாதும் ஹொஸ்னி க2ல்லி ஜானு,maariyammaak korkkel dEttak haatum hosni khalli jaanu,மாரியம்மனுக்கு நேர்த்திக்கடன் செலுத்த கையில் தீச்சட்டி எடுத்துச் செல்வார்கள்,They will carry a Fire-pot in their hand to pay vow of offerings to Mariamman
தி3வொ,divo,விளக்கு,Lamp,வீள் ஹொயெத் தி3வொ பொ4வ்ருனொ,veeL hoyet divo bhovruno,மாலையில் விளக்கு ஏற்ற வேண்டும்,Light should be lit in the evening
து4வத்தி,dhuvatti,ஆரத்தி விளக்கு,Multi wick oil lamp,தே3வுக் கெரரியொ ஸொவள் உபசாருனும் தி3வா து4வத்தி தெ3க்கட3த்தெ ஒண்டெ,dEvuk kerariyo sovaL upacaarunum divaa dhuvatti dekkaDatte oNTe,கடவுளுக்கு செய்யும் பதினாறு வகை உபசாரங்களில் தீப ஆரத்தி காட்டுதல் ஒன்று,Deepa aarti is one of the sixteen types of services offered to God
லீதுதி3வொ,leetudivo,பித்தளை விளக்கு,Brass lamp,புஜாக் லீதுதி3வொ பொ4வ்ரத்தெ அவ்ரெ ரூடி4,pujaak leetudivo bhovratte avre rooDhi,பூஜைக்கு பித்தளை விளக்குகள் ஏற்றுவது நம் வழக்கம்,It is our custom to light brass lamps for puja
