alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
ரோல்,rOl,பாவு கட்டை,Warp beam,ஶுத்3த3ம் கெரெ தாகுக் ரோலும் கு3வ்னஸுன்,ssuddam kere taakuk rOlum guvnasun,சுத்தம் செய்த பாவு நூலை பாவு கட்டையில் சுற்றுவார்கள்,The cleaned yarn is rolled on the warp beam
தூர்,toor,பாவுநூல் சுற்றும் உருளை,Cloth Beam,வினெ ஸவ்லாக் தூரும் கு3வ்னஸுன்,vine savlaak toorum guvnasun,நெய்த சேலையை பாவு உருளையில் சுற்றுவார்கள்,The woven saree is rolled on cloth beam
பொ2லொ,pholo,திருகி,Ratchet Wheel,தூர் பி2வ்ரத்தக் பொ2லொ நுக3ஸு,toor phivrattak pholo nugasu,பாவு உருளையை சுழற்றுவதற்கு திருகி பயன்படும்,The cloth beam is rotated using ratchet and wheel
த3வ்னி,davni,6 கஜம் நெய்யப்பட்ட சேலை,Woven Saree of 6 yards,,,,
நெலி,neli,"ஓடம், நாடா",Loom Wood Shuttle,நெலிம் பி4த்தர் ரித்திகெண்டா3க் தொ2வனு,nelim bhittar rittikeNDaak thovanu,நாடாவின் உள்ளே ஊடை குழலை வைப்பார்கள்,Wooden bobbin is placed inside the Shuttle
கெலி,keli,நாடா உருளை,Shuttle Roller,நெலிம் தீ3 பொகட் கெலின் ர்ஹாயி,nelim dee pokaT kelin rhaayi,நாடாவின் இரண்டு பக்கமும் நாடா உருளை இருக்கும்,There will be two wooden rollers on both the side of the shuttle
ரித்திகெண்டொ3,rittikeNDo,ஊடை குழல்,Loom Wood Bobbin,ரித்திகெண்டா3ம் அட்3ட3ம் தாக் பொ4வ்ரனு,rittikeNDaam aDDam taak bhovranu,ஊடை நூலை ஊடை குழலில் சுற்றுவார்கள்,Weft yarn is wound on the wooden bobbin
ஒய்க் வள்டி,oyk vaLTi,வட்டக்கோல்,Round wooden bar,,,,
கம்டி3 வள்டி,kamDi vaLTi,பட்டைக்கோல்,Flat wooden bar,வினெத்தெ வேள் பக3டுக் ஹோட்கன் உட்சி தெ4ர்லத்தக் கம்டி3 வள்டி நுக3ஸு,vinette vEL pagaTuk hOTkan uTci dherlattak kamDi vaLTi nugasu,"நெய்யும் போது, பாவுநூலை இறுக்கமாக பிடித்திருக்க பட்டைக்கோல் உதவுகிறது",The flat wooden bar helps to hold the yarn tightly while weaving
மகொ3,mago,தறியின் கைப்பிடி,Batten Handle,நெலிக் அட்3ட3ம் த4மட3த்தக் மகொ3 உட்சனு,nelik aDDam dhamaDattak mago uTcanu,குறுக்குசால் ஓட்ட தறியின் கைப்பிடியை இழுப்பார்கள்,Batten handle is pulled to run the Shuttle across the warp
மகா3 மிட்டொ,magaa miTTo,நெய்பவர் இருக்கை,Weaver's seat,விங்கர் மகா3 மிட்டாம் பி3ஸி வினனு,vingkar magaa miTTaam bisi vinanu,நெய்பவர் நெசவாளார்-இருக்கையில் அமர்ந்து நெய்வார்,The weaver sits on the weaver's seat and weaves
ஜக்கார்ட்3 பெடி,jakkaarD peTi,வடிவமைப்பு பெட்டி,Jacquard box,ஸவ்லாம் பஜெஹொயெ சித்ரு அவட3த்தக் ஜக்கார்ட்3 பெடி ஒர்க3ஸு,savlaam pajehoye citru avaDattak jakkaarD peTi orgasu,சேலையில் விரும்பிய வடிவை வரவைக்க ஜக்கார்ட்3 பெட்டி பயன்படுகிறது,Jacquard box is used to create required design in the Saree
பொத்தி,potti,பெரூட்டம் - கையால் நூல் சுற்றும் கூம்பு போன்ற கருவி,A cone shaped hand tool to wind yarn for Handloom,பொத்திம் அட்3ட3ம் தாகுக் கு3வ்னி தொ2வனு,pottim aDDam taakuk guvni thovanu,பெரூட்டத்தில் ஊடை நூலை சுற்றி வைப்பார்கள்,The weft yarn is wound on the cone shaped hand tool
பொத3ரோ,podarO,மரக்கால் - நூல் சுற்றும் ஓர் கருவி,A bamboo reel for winding off weft yarn,ரித்திகெண்டா3ம் பொ4வ்ரத்தக் முது3ல்லாம் பொத3ராம் தாக் கு3வ்னனு,rittikeNDaam bhovrattak mudullaam podaraam taak guvnanu,ஊடை குழலில் சுற்றுவதற்கு முன்னால் மரக்காலில் நூலை சுற்றுவார்கள்,Weft yarn is wound on the wooden tool before feeding the bobbin
ர்ஹெடொ3,rheDo,கை ராட்டை,Hand Spinning Wheel,ரித்திகெண்டா3ம் தாக் பொ4வ்ரத்தக் ர்ஹெடொ3 நுக3ஸு,rittikeNDaam taak bhovrattak rheDo nugasu,ஊடை குழலில் நூல் சுற்ற கை ராட்டை பயன்படும்,The hand wheel is used to wind the weft yarn on the wooden bobbin
பஞ்சுலொ,panjculo,தறியின் மிதிபலகை,Treadles of Loom,பஞ்சுலொ உஞ்சொ க2ல்லொ அவ்ங்கி ஸவ்லொ வினனு,panjculo unjco khallo avngki savlo vinanu,தறியின் மிதிபலகைகளை மேலும் கீழும் அமுக்கி சேலை நெய்வார்,The treadles are pressed up and down to weave the saree
தனொ தவத்தே,tano tavattE,மிதிபலகைகளை மிதித்தல்,Pedalling the Treadles,விங்கர் தனொ தயிகின் பொ3ட்டொ வினஸுன்,vingkar tano tayikin boTTo vinasun,நெசவாளார் மிதிபலகைகளை மிதித்து துணி நெய்வார்கள்,The weaver pedals the treadles and weave the fabric
நெட்டத்தெ,neTTatte,ஊடை நூலை பாவு நூலுடன் இழுத்து அடித்தல்,Shedding weft with warp,அட்3ட3ம் தாக் த4மெத்திக்காம் தெல்லெகொ3 லம்பு3 தாக் ஸெரொ நெட்டனு,aDDam taak dhamettikkaam tellego lambu taak sero neTTanu,ஊடை நூல் ஓடியதும் அதை பாவு நூலுடன் இழுத்து அடிப்பார்கள்,"Once the waft yarn is run, it will be shedded with warp yarn"
பொ2ன்னி,phonni,கீறுகம்பி,Reed or Metallic Comb,லம்பு3 தாகுன் ஒண்ட்யாக் ஒண்டெ ஸெர்க்கஹொயெ தூ3ரும் தொ2வத்தக் பொ2ன்னி ஒர்க3ஸு,lambu taakun oNTyaak oNTe serkkahoye doorum thovattak phonni orgasu,பாவு நூல்கள் ஒன்றுக்கொன்று சம தூரத்தில் இருக்க கீறுகம்பி உதவுகிறது,Reed keeps the warp yarn at equal distance to each other
அவ்டா3ம்,avDaam,குறுக்கே,Across,நெலி பக3டுக் அவ்டா3ம் த4மயி,neli pagaTuk avDaam dhamayi,நாடா பாவுநூலுக்கு குறுக்கே ஓடும்,Loom wood shuttle runs across the warp
