alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
ரெத்து,rettu,ரதம்,Charriot,த3ஸரத ரஜொ மேட்ஹொயெ ரெத்து தொ3வ்டு3னாரும் ஒண்டெனு,dasarata rajo mEThoye rettu dovDunaarum oNTenu,தசரத மன்னன் சிறந்த தேரோட்டிகளில் ஒருவன்,King Dasaratha was one of the best charioteer
பத்தி,patti,காலாள்,"Pedestrian, Infantry man, Foot soldier","ரஜொஜொவள் ரெத்து, ஐஸ்து, கொ4டொ3, பத்தி மெனி சார் பளான் ஹொத்3யெஸி","rajojovaL rettu, aistu, ghoDo, patti meni caar paLaan hodyesi","அரசனிடம் தேர், யானை, குதிரை, காலாள் என நான்கு படைகள் இருந்தன","The king had four armies, namely Chariot, Elephant, Horse and Infantry"
பத்திபளொ,pattipaLo,காலாட்படை,Infantry,அஸ்கி பளானும் பத்திபளொ ஸீ ம்ஹொட்டயொ,aski paLaanum pattipaLo see mhoTTayo,அனைத்துப் படைகளிலும் காலாட்படை மிகப் பெரியது,The infantry is the largest of all the forces
ஸேனி,sEni,தளபதி,Commander,ரஜா பளாக் சல்தொ கெரத்தெனொ ஸேனி,rajaa paLaak calto keratteno sEni,மன்னனின் படையை வழிநடத்துபவன் தளபதி,The commander is the one who leads the king's army
க2லின்,khalin,கடிவாளம்,Bridle,தெனொ கொ4டா3க் க2லின் ஹால் தெ4ரெஸி,teno ghoDaak khalin haal dheresi,அவன் குதிரையை கடிவாளத்தால் பிடித்தான்,He held his horse by the bridle
பொக்3கு3,poggu,லகான்,Rein,கொ4டா3க் ஒப்பய தி3க்கும் பி2வ்ரத்தக் பொக்3கு3 நுக3ஸு,ghoDaak oppaya dikkum phivrattak poggu nugasu,குதிரையை விரும்பிய திசையில் திருப்ப கடிவாளம் பயன்படுத்தப்படுகிறது,The rein is used to turn the horse in desired direction
ராஜ்,raaj,ஆட்சி,Regime,நொவ்வொ ராஜ்ஜும் அஸ்கி சொக்கட் ஸே,novvo raajjum aski cokkaT sE,புதிய ஆட்சியில் எல்லாம் நன்றாக இருக்கிறது,All is well with the new regime
ராஜதா4னி,raajadhaani,தலைநகர்,Capital,அவ்ரெ தே3ஶு ராஜதா4னி நொவ்வொ தி3ல்லி,avre dEssu raajadhaani novvo dilli,நமது நாட்டின் தலைநகரம் புது தில்லி,New Delhi is the capital of our country
"ராஜ்ஜி, ஸர்க்கார்","raajji, sarkkaar",அரசு,Government,தெனொ ராஜ்ஜிம் காம் ஸாரிஸ்,teno raajjim kaam saaris,அவள் அரசாங்கத்தில் வேலை செய்கிறாள்,She works in government
அபுல்ராஜ்,apulraaj,"தன்னாட்சி, சுயாட்சி","Autonomy, Republic",பா4ரது ராஜ்யமுனுக் அபுல்ராஜ் ஸே,bhaaratu raajyamunuk apulraaj sE,இந்திய மாநிலங்களுக்கு சுயாட்சி உண்டு,Indian states have autonomy
ஸௌகத்தெ,saukatte,"ஆளுதல், ஆட்சி செய்தல்","Governance, Ruling",ஒண்டெ தே3ஶுக் ஸௌகத்தெ ஸுல்ப்3யம் ஹொயெ காம் ந்ஹா,oNTe dEssuk saukatte sulbyam hoye kaam nhaa,ஒரு நாட்டை ஆள்வது எளிதான காரியம் அல்ல,Ruling a country is not an easy task
"பௌரொ, பவ்ரொ","pauro, pavro",குடிமகன்,"Citizen, Subjects",மீ உஜ்வாவ் ஹால் பா4ரது பௌரொ,mee ujvaav haal bhaaratu pauro,நான் பிறப்பால் இந்திய குடிமகன்,I am an indian citizen by birth
கொ3வத்தெ,govatte,பாதுகாத்தல்,Protecting,பௌரானுக் கொ3வத்தேஸ் ரஜா கர்தவ்யம்,pauraanuk govattEs rajaa kartavyam,குடிமக்களைப் பாதுகாப்பதே அரசனின் கடமை,It is the duty of the king to protect his citizens
ரக்ஷணொ,rakshaNo,பாதுகாப்பு,Protection,ரஜாக் ரக்ஷணொ கெரத்தக் ரக்ஷுணார் ஹொத்3யாஸி,rajaak rakshaNo kerattak rakshuNaar hodyaasi,அரசனைப் பாதுகாக்க காவலர்கள் இருந்தனர்,There were guards to protect the king
கரொ,karo,"கப்பம், காணிக்கை, வரி","Offertory, Tribute, Tax",யுத்3து3ம் ஒடெ3 ரஜொ ஜெவுஞ்செ ரஜாக் கரொ தி3யெஸி,yuddum oDe rajo jevunjce rajaak karo diyesi,போரில் தோற்ற மன்னன் வெற்றி பெற்ற மன்னனுக்குக் கப்பம் செலுத்தினான்,The king who lost the war paid tribute to the victorious emperor
ஸமரி,samari,"கவரி, சாமரம்","Fly whisk, Chawar",பெ4டெ3ன் ஸமரி ஹால் ரஜாக் வவ்ரனு,bheDen samari haal rajaak vavranu,வேலைக்காரர்கள் சாமரத்தால் ராஜாவை விசிறுவார்கள்,The servants fanned the king using a fly-whisks
அஸ்வக்ரது,asvakratu,அசுவமேத யாகம்,A horse sacrifice ritual to prove the imperial sovereignty of a King,ஸம்ராட் அபுல் பொ3லம் தெ3க்கட3த்தக் அஸ்வக்ரது யாக்3 கெரனு,samraaT apul bolam dekkaDattak asvakratu yaag keranu,சக்கரவர்த்தி தனது வலிமையை காட்ட அஸ்வமேத யாகம் செய்வார்,The emperor will perform the Ashwamedha Yajna to show his strength
ஜிக3த்தகொ,jigattako,"வெல்ல, வெற்றி பெற","To win, To conquer",ஜ2த3டு3ம் ஜிக3த்தக் ரஜா த்4ருதி முக்யமு,jhadaDum jigattak rajaa dhruti mukyamu,போரில் வெற்றி பெற மன்னனின் தைரியம் முக்கியம்,The courage of the king is important to win the war
ஜ2த3ட்3,jhadaD,போர்,War,ஜ2த3டு3ம் ஜிக3த்தெனொ ஸங்கெ3யோஸ் நைதொ,jhadaDum jigatteno sanggeyOs naito,போரில் வென்றவர் சொல்வது தான் நீதி,Justice is what the winner of the war says
ரண்,raN,போர்,War,ரணும் ஜு2கு3 நுத்3து3ன் மொர்யாஸ்,raNum jhugu nuddun moryaas,போரில் பல வீரர்கள் உயிரிழந்தனர்,Many soldiers lost their lives on the war
ஜெ2டொ3,jheDo,சண்டை,Fight,ஸெஜ்ஜெபொ3ஜ்ஜெ ரஜானுனு ம்ஹத்3தி3ம் ஸதா3 ஜெ2டொ3 சலஸு,sejjebojje rajaanunu mhaddim sadaa jheDo calasu,அண்டை நாட்டு மன்னர்களுக்கு இடையே எப்போதும் சண்டைகள் நடக்கும்,There are always fights between neighboring kings
