alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
கெ4ந்த3ல்,ghendal,வண்டு,Beetle,ஜு2க்கு கெ4ந்த3லுன் ஒண்டெ ஒர்ஸு லெந்துஸ் ஜிவஸு,jhukku ghendalun oNTe orsu lentus jivasu,பெரும்பாலான வண்டுகள் ஒரு வருடம் மட்டுமே வாழ்கின்றன,Most beetles only live for a year
மௌடி3,mauDi,சிலந்தி,Cellar Spider,மௌடி3னுக் ஆட் பாய்ஞின் ஸே,mauDinuk aaT paaynjin sE,சிலந்திகளுக்கு 8 கால்கள் உள்ளன,Spiders have 8 legs
தெ4ய்னொ,dheyno,மூட்டைப்பூச்சி,Bedbug,முறி பொ3ட்டா வஸுனொ தெ4ய்னாக் உட்சஸு,muri boTTaa vasuno dheynaak uTcasu,அழுக்குத்துணி வாசனை மூட்டைப்பூச்சிகளை ஈர்க்கிறது,The smell of dirty laundry attracts bedbugs
ஜூ2ல்,jhool,அட்டைப்பூச்சி,Leech,ஜூ2ல் 6 ம்ஹடொ3 அகா3ர் ந்ஹாத்தக் ஜிவத்தக் முஸயி,jhool 6 mhaDo agaar nhaattak jivattak musayi,அட்டை 6 மாதங்கள் உணவில்லாமல் வாழ முடியும்,The leech can live without food for 6 months
ஜு2ளு,jhuLu,அட்டைப்பூச்சி,Leech,ஜு2ளுக் தெ3ஸ்ஸு தொ3ளான் ஸே,jhuLuk dessu doLaan sE,அட்டைக்கு 10 கண்கள் உள்ளன,Leech has 10 eyes
கங்கிடொ3,kangkiDo,கம்பளிப்பூச்சி,Caterpillar,கங்கிடொ3 ஸெவ்கா பான் கா2யி,kangkiDo sevkaa paan khaayi,கம்பளிப்பூச்சி முருங்கை இலைகளை உண்ணும்,The caterpillar eats drumstick leaves
கைனங்கிடொ3,kainangkiDo,மரவட்டை,Millipede,கைனங்கிடா3க் 1000 பாய்ஞின் ஜுண்ணா,kainangkiDaak 1000 paaynjin juNNaa,"மரவட்டைகளுக்கு 1,000 கால்கள் இல்லை","Millipedes Do Not Have 1,000 Legs"
ஜிஜ்ஜில்,jijjil,மின்மினிப்பூச்சி,"Glowworm, Firefly","பெ3ய்லு ஜிஜ்ஜில் 1 - 2 தி3ன்னுகின், த3ல்லா ஜிஜ்ஜில் 3 - 5 தி3ன்னுன் ஜிவயி","beylu jijjil 1 - 2 dinnukin, dallaa jijjil 3 - 5 dinnun jivayi","பெண் மின்மினிப்பூச்சி 1 - 2 நாளும், ஆண் மின்மினிப்பூச்சி 3 - 5 நாளும் வாழும்",Female fireflies live 1 - 2 days and male fireflies 3 - 5 days
கொ3வ்ரம்மொ,govrammo,வண்ணாத்துப்பூச்சி,Butterfly,கொ3வ்ரம்மொ அபுல் பாய்ஞினுக் ருசி களள்ளத்தக் நுக3ஸு,govrammo apul paaynjinuk ruci kaLaLLattak nugasu,வண்ணாத்துப்பூச்சிகள் தங்கள் கால்களை சுவைக்க பயன்படுத்துகின்றன,Butterflies use their feet to taste
பூ2லுபதங்கொ3,phoolupatanggo,பட்டாம்பூச்சி,Clouded yellow butterfly,பூ2லுபதங்கொ3 பூ2லு மையும் ஜிவஸு,phoolupatanggo phoolu maiyum jivasu,பட்டாம்பூச்சி பூவின் தேனில் வாழ்கிறது,The butterfly lives on the nectar of the flower
கோ3ம்பெ3,gOmbe,பூரான்,Centipede,கோ3ம்பெ3க் விக்கு ஸே,gOmbek vikku sE,பூரான் விஷத்தன்மை கொண்டவை,Centipedes are venomous
விஞ்சு,vinjcu,தேள்,Scorpion,விஞ்சு ஹந்தா3ரும் ஜுலயி,vinjcu handaarum julayi,இருளில் தேள் ஒளிரும்,Scorpions glow in the dark
மண்ட3ப்பொ,maNDappo,நட்டுவாக்கிளி,Giant forest scorpions,மண்ட3ப்பொ சார் ர்ஹீ பாஞ்சு போ3ட் லம்பொ3 ர்ஹாயி,maNDappo caar rhee paanjcu bOT lambo rhaayi,நட்டுவாக்கிளி நான்கு முதல் ஐந்து அங்குல நீளம் இருக்கும்,Giant forest scorpions are between four to five inches in length
ஜூ2ம்,jhoom,பேன்,"Lice, Louse",ஒண்டெகா3 தொ3ஸ்காம் ஜூ2ம் 30 தி3ன்னு லெந்து ஜிவயி,oNTegaa doskaam jhoom 30 dinnu lentu jivayi,ஒரு நபரின் தலையில் பேன் 30 நாட்கள் வரை வாழும்,Lice can live up to 30 days on a person's head
ரீக்,reek,ஈரு,Nits (Lice egg),ஜூ2மு அண்டா3க் ரீக் மெனி மெனனு,jhoomu aNDaak reek meni menanu,பேன் முட்டைகளை ஈரு என்பார்கள்,The lice eggs are called nits
ஹுதி3,hudi,"செல், அந்துப்பூச்சி, கரையான்","Silverfish, Moth, Termite",ஹுதி3னுக் ப்ராமஹொயெ அகா3ர் வஜ்ரதி3ட்3டு3,hudinuk praamahoye agaar vajradiDDu,அந்துப் பூச்சிகளுக்கு பிடித்த உணவு பசை,The favourite food of silverfish is the glue
பூ2லுமது4,phoolumadhu,"பூவிலிருக்கும் தேன், பூந்தேன்",Nectar,மை ம்ஹகி2ன் பூ2லுமது4ம் ர்ஹீ மை கெரஸு,mai mhakhin phoolumadhum rhee mai kerasu,தேனீக்கள் பூந்தேனிலிருந்து தேன் தயாரிக்கின்றன,Bees make honey from nectar
தேனெ,tEne,தேன்,Honey,"தேனெ 80% ஸெக்கர்கின், 20% பனி ஹால் ஹொயெயொ","tEne 80% sekkarkin, 20% pani haal hoyeyo",தேன் 80% சர்க்கரை மற்றும் 20% தண்ணீரால் ஆனது,Honey is made of 80% sugars and 20% water
மை,mai,தேன்,Honey,மையும் 300 தி3னுஸுன் ஹொல்லொ ஸே,maiyum 300 dinusun hollo sE,தேனில் 300 க்கும் மேற்பட்ட வகைகள் உள்ளன,There are more than 300 varieties of honey
மை ம்ஹகி2,mai mhakhi,தேனீ,"Bee, Bees, Honey Bee",மை ம்ஹகி2னுக் 5 தொ3ளான் ஸே,mai mhakhinuk 5 doLaan sE,தேனீக்களுக்கு 5 கண்கள் உள்ளன,Bees have 5 eyes
