alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
பத்2யம்,pathyam,பத்தியம்,"Diet, Diet Regimen","பத்2யம் மெந்தொ ரோக்3கெரின் க2ன ஹோரியொ, கா2 ஹோனா அகா3ரு","pathyam mento rOgkerin khana hOriyo, khaa hOnaa agaaru",பத்தியம் என்பது நோயாளிகள் சாப்பிடக்கூடிய மற்றும் சாப்பிடக்கூடாத உணவுகள்,Diet means the foods that patients can and should not eat
ஹொகத்,hokat,மருந்து,"Medicine, Drug",அவ்ரெ ஸம்ஸ்க்ருதிம் அகாருஸ் ஹொகத்கன் ஸே,avre samskrutim akaarus hokatkan sE,நம்முடைய கலாசாரத்தில் உணவே மருந்தாக உள்ளது,Food itself is medicine in our culture
கொ3ளி,goLi,மாத்திரை,"Tablet, Pill",எல்லெ கொ3ளி பா4த் க2யெ ப2ராது க2னொ,elle goLi bhaat khaye pharaatu khano,இந்த மாத்திரை சாப்பாடு சாப்பிட்ட பின் எடுக்க வேண்டும்,This pill should be taken after food
து3னொ,duno,வலி,"Pain, Ache",வேன் காம் ஆங்கு3 து3னொ கெரயி,vEn kaam aanggu duno kerayi,அதிக வேலை உடல் வலியை ஏற்படுத்தும்,Excessive work can cause physical pain
து3க்கனி,dukkani,வலி,"Pain, Ache",தொகொ3 மெனி அவத்தவேள் காய் து3க்கனி து3க்காஸ்?,togo meni avattavEL kaay dukkani dukkaas?,உனக்கென்று வரும்போது என்ன வலி வலிக்கிறது?,"How does it ache, when it comes to you?"
து3க்னொ,dukno,வலி,"Pain, Ache",தொஸ்கா து3க்னொ பூரா தி3ன்னுக் நஸடை3,toskaa dukno pooraa dinnuk nasaDai,தலைவலி முழு நாளையும் கெடுக்கும்,Headache spoils the whole day
து3வுனொ,duvuno,வலி,"Pain, Ache",தா3த் து3வுனாக் தக்ஷணம் சிகித்ஸொ க2ல்லுனொ,daat duvunaak takshaNam cikitso khalluno,பல்வலிக்கு உடனடியாக சிகிச்சை எடுக்க வேண்டும்,You should take treatment for Toothache immediately
து3ன்னொ,dunno,வலி,"Pain, Ache",போட் து3ன்னொ ஹால் மீ அவ்காஸும் ஸேத்தெ,pOT dunno haal mee avkaasum sEtte,வயிற்று வலி காரணமாக நான் விடுமுறையில் இருக்கிறேன்,I am on leave due to abdominal pain
உஷ்ணு,ushNu,சூடு,Heat,பொள்ளாம்போ3 போடு உஷ்ணுக் வேன் கெரயி,poLLaambO pOTu ushNuk vEn kerayi,மாம்பழம் வயிற்றுச் சூட்டை அதிகரிக்கும்,Mango increases stomach heat
ஊஷ்டு,uushTu,வயிற்றுச் சூடு,Burning Stomach,தெ4ய்ஞ்பனி ஊஷ்டுக் உன்ன கெரயி,dheynjpani uushTuk unna kerayi,மோர் வயிற்றுச் சூட்டை குறைக்கும்,Buttermilk reduces stomach heat
போட்து3ன்னொ,pOTdunno,வயிற்றுவலி,Stomachache,பொ2ன்னிஸு பொள்ளொ ஜு2க்கு க2யெத் போட்து3ன்னொ அவயி,phonnisu poLLo jhukku khayet pOTdunno avayi,பலாப்பழத்தை அதிகம் சாப்பிட்டால் வயிற்று வலி ஏற்படும்,Eating too much Jackfruit can cause stomach pain
போட் முரட3னி,pOT muraDani,"வயிற்றை கலக்குதல், வயிறு கோளறு",Stomach upset,ஒஜனானுனுக் காபி பியெத் போட் முரடா3யி,ojanaanunuk kaapi piyet pOT muraDaayi,சிலருக்கு காபி குடித்தால் வயிற்றை கலக்கும்,"For some people, coffee upsets their stomach"
ஹக்3கு3னொ,hagguno,"பேதி, வயிற்றுப்போக்கு","Diarrhoea, Loose motion",திக்கெ வேன் க2யெதி3 ஹக்3கு3னொ ஹோயி,tikke vEn khayedi hagguneaa hOyi,காரம் அதிகம் சாப்பிட்டால் வயிற்றுப்போக்கு உண்டாகும்,Eating too much spicy can cause diarrhoea
மல ப4ந்தி3னி,mala bhandini,மலச்சிக்கல்,Constipation,மல ப4ந்தி3னி ஸேத்தெனு பனி ஜு2க்கு பெனொ,mala bhandini sEttenu pani jhukku peno,மலச்சிக்கல் உள்ளவர்கள் நிறைய தண்ணீர் குடிக்க வேண்டும்,Constipated people should drink plenty of water
கான் து3ன்னொ,kaan dunno,காது வலி,Ear pain,வேன் ஸில்லொஹால் கான் து3ன்னொ அவயி,vEn sillohaal kaan dunno avayi,அதிகப்படியான குளிரால் காது வலி வரும்,Excessive cold can cause ear pain
தா3த் து3ன்னொ,daat dunno,பல் வலி,Toothache,கெ4ட்டியொ காய்தி சவெதி3 தா3த் து3ன்னொ அவயி,gheTTiyo kaayti cavedi daat dunno avayi,கடினமான ஒன்றைக் கடித்தால் பல்வலி ஏற்படலாம்,Biting a hard one can cause toothache
தா3த் அம்பு3லனி,daat ambulani,பல் கூச்சம்,Tooth sensitivity,அம்பு3லொ க2யெத் தா3த் அம்பு3லாயி,ambulo khayet daat ambulaayi,நெல்லிக்காய் சாப்பிட்டால் பல் கூச்சம் ஏற்படும்,Eating gooseberry can cause tooth sensitivity
தொ3ஸ்கொ து3ன்னொ,dosko dunno,தலைவலி,Headache,வேன் ஹூனும் ஹிண்டெ3த் தொ3ஸ்கொ து3ன்னொ அவயி,vEn hoonum hiNDet dosko dunno avayi,கடும் வெயிலில் அலைந்தால் தலைவலியை உண்டாக்கும்,Wandering in the hot sun can cause headache
குண்டெ3ன் து3ன்னொ,kuNDen dunneaa,மாரடைப்பு,Heart attack,கு3ண்டெ3க் ஜாரியொ ரெக3த் ர்ஹியெவாகுர் ஹிப்3பி3 ர்ஹாத்தவேள் கு3ண்டெ3ன் து3ன்னொ அவஸு,guNDek jaariyo regat rhiyevaakur hibbi rhaattavEL guNDen dunneaa avasu,இதயத்திற்கு செல்லும் இரத்த ஓட்டம் திடீரென தடைபடும்போது மாரடைப்பு ஏற்படுகிறது,A heart attack happens when blood flow to the heart suddenly becomes blocked
ஸெக்கரு ரோக்3,sekkaru rOg,"சர்க்கரை நோய், நீரிழிவு நோய்",Diabetes,ஸெக்கர் ரோக்3கெரின் நிச்சு 2 கி.மீ சலத்தெ ப3ரொ,sekkar rOgkerin niccu 2 ki.mee calatte baro,சர்க்கரை நோயாளிகள் தினமும் 2 கி.மீ நடப்பது நல்லது,Diabetic patients should walk 2 km daily
ரெக3து அவ்ங்கினி,regatu avngkini,இரத்த அழுத்தம்,"Blood pressure, BP, Bloodpressure",உஞ்சா ரெக3து அவ்ங்கினி ஸேத்தெனு ஸுட்டுனாத்தக் தே3ஹப்4யாஸ் கெர்னொ,unjcaa regatu avngkini sEttenu suTTunaattak dEhabhyaas kerno,உயர் இரத்த அழுத்தம் உள்ளவர்கள் தொடர்ந்து உடற்பயிற்சி செய்ய வேண்டும்,People with high blood pressure should exercise regularly
கு3ட்3கா3ன் து3ன்னொ,guDgaan dunno,முழங்கால் வலி,Knee pain,கு3ட்3கா3ன் து3ன்னொ ஸேத்தெனு க2ல்லொ பி3ஸஹோனா,guDgaan dunno sEttenu khallo bisahOnaa,முழங்கால் வலி உள்ளவர்கள் தரையில் உட்காரக்கூடாது,People with knee pain should not sit on the floor
தாப்,taap,காய்ச்சல்,Fever,ராதும் மொஞ்சும் சுட்டு பி2ரெத் தாப் அவயி,raatum monjcum cuTTu phiret taap avayi,இரவில் பனியில் சுற்றினால் காய்ச்சல் வரும்,Walking in the snow at night causes fever
ஆங்கு3 ஹுன்னொ,aanggu hunno,காய்ச்சல்,Fever,ஆங்கு3 ஹுன்னொ ர்ஹாத்தவேள் ஸில்லொகன் கொன்னி பே ஹோனா,aanggu hunno rhaattavEL sillokan konni pE hOnaa,காய்ச்சல் இருக்கும்போது குளிர்ச்சியாக எதையும் குடிக்கக்கூடாது,Do not drink anything cold when you have a fever
ஹெம்பினி,hempini,"மூச்சிரைத்தல், ஆஸ்துமா","Wheezing, Panting, Asthma",ஹெம்பினி ஸேத்தெனு ஜெஜ்ஜும் ர்ஹீ து3தூ3ர் ர்ஹனொ,hempini sEttenu jejjum rhee dudoor rhano,மூச்சுத்திணறல் உள்ளவர்கள் தூசியிலிருந்து விலகி இருக்க வேண்டும்,People with asthma should stay away from dust
நாடி3,naaDi,துடிப்பு,Pulse,பை2லொ ரொகி3 நாடி3க் ஸவொ,phailo rogi naaDik savo,முதலில் நோயாளியின் துடிப்பைப் பாருங்கள்,Look at the patient's pulse first
ம்ஹொடொ3 ரோக்3,mhoDo rOg,"தொழுநோய், குஷ்டம்",Leprosy,ம்ஹொடொ3 ரோகு3க் ப3ரொ கெரத்தக் முஸையி,mhoDo rOguk baro kerattak musaiyi,தொழுநோயை குணப்படுத்த முடியும்,Leprosy can be cured
"உபி3ர்மாம்ஸு, கர்கரோக்3","ubirmaamsu, karkarOg",புற்றுநோய்,Cancer,கர்கரோகு3க் ஹர்ம்ப3 ஸ்தரும் ப3ரொ கெரத்தக் முஸையி,karkarOguk harmba starum baro kerattak musaiyi,புற்றுநோயை ஆரம்ப நிலையிலேயே குணப்படுத்த முடியும்,Cancer can be cured at an early stage
க்ஷயம்,kshayam,"சிதைவு, அழிவு, குறைவு, பற்றாக்குறை","Decay, Destruction, Insufficient",விட்டமின்ஸுனு ஆங்கு3க் க்ஷயமு ர்ஹீ கப3ட3ஸு,viTTaminsunu aangguk kshayamu rhee kabaDasu,வைட்டமின்கள் உடலை சிதைவிலிருந்து பாதுகாக்கின்றன,Vitamins protect the body from decay
க்ஷயரோக்3,kshayarOg,காசநோய்,Tuberculosis,க்ஷயரோக்3 கொவ்ஸாக் ஹீன் கெரஸு,kshayarOg kovsaak heen kerasu,காசநோய் நுரையீரலை பாதிக்கிறது,Tuberculosis affects the lungs
ப2ண்டொ3ரோக்3,phaNDorOg,வெண்குஷ்டம்,Vitiligo,கெண்டா3ம் மெலனின் உன்னொ பொடெ3த் ப2ண்டொ3ரோக்3 அவயி,keNDaam melanin unno poDet phaNDorOg avayi,தோலில் மெலனின் குறைந்தால் வெண்குஷ்டம் வரும்,"When the melanin in the skin decreases, Vitiligo occurs"
ரெகது3 க்ஷயம்,rekadu kshayam,இரத்த சோகை,Anaemia,தோன் ப2ண்டொ3 ஹனெத் தெல்லெ ரெகது3 க்ஷயம்கன் ர்ஹவாயி,tOn phaNDo hanet telle rekadu kshayamkan rhavaayi,"முகம் வெளிறியிருந்தால், அது இரத்த சோகையாக இருக்கலாம்","If the face is pale, it may be anemia"
தா3து3 க்ஷயம்,daadu kshayam,"பல் சிதைவு, பல் சொத்தை",Tooth decay,தா3து3 க்ஷயம் ஸேத்தெனு ஸில்லகன் கொன்னி பே ஹோனா,daadu kshayam sEttenu sillakan konni pE hOnaa,பல் சொத்தை உள்ளவர்கள் குளிர்ச்சியாக எதையும் குடிக்கக்கூடாது,People with tooth decay should not drink anything cold
ஹோங்கு3 ந்ஹினா,hOnggu nhinaa,தூக்கமின்மை,"Insomnia, Inability to sleep",பி4யாரும் நெஷ்டி அவெஹால் தெனு ஹோங்கு3ந்ஹினாத்தக் கெஷ்டம் பொ3ட3ராஸ்,bhiyaarum neshTi avehaal tenu hOnggunhinaattak keshTam boDaraas,வியாபாரத்தில் நஷ்டம் ஏற்பட்டதால் அவர் தூக்கமின்றி தவித்து வருகிறார்,He is suffering from insomnia due to loss of business
பூ4க்மர்னி,bhookmarni,பசியின்மை,"Anorexia, Lack of appetite",போடுர் அய்து3சிகித்ஸொ கெரெ ப2ராது தெனு பூ4க்மர்னி ஹால் பா3தொ3 பொ3ட3ராஸ்,pOTur ayducikitso kere pharaatu tenu bhookmarni haal baado boDaraas,வயிற்று அறுவை சிகிச்சைக்குப் பிறகு அவர் பசியின்மையால் அவதிப்படுகிறார்,He suffers from anorexia after abdominal surgery
கோ2ட்,khOT,"தொழுநோய், குஷ்டம், தொழுநோயாளி","Leprosy, Leper",கோ2ட் ஒண்டெ தெ4ர்னி ரோகு3,khOT oNTe dherni rOgu,தொழுநோய் ஒரு தொற்று நோய்,Leprosy is an infectious disease
பொஸுவாய்,posuvaay,பக்கவாதம்,Stroke,பொஸுவாய் ஜு2க்குகன் ஆங்கு3ம் ஒண்டெ பொகடு ஹீன் கெரஸு,posuvaay jhukkukan aanggum oNTe pokaTu heen kerasu,பக்கவாதம் பெரும்பாலும் உடலின் ஒரு பக்கத்தை பாதிக்கிறது,Stroke mostly affects one side of the body
தெ3ள்கொ ஆங்கு3,deLko aanggu,"உடல் பருமன், மிகவும் குண்டு",Obesity,தெ3ள்கொ ஆங்கு3 கு3ட்3கா3ன் து3ன்னொ தே3யி,deLko aanggu guDgaan dunno dEyi,உடல் பருமன் முழங்கால் வலியை ஏற்படுத்தும்,Obesity can cause knee pain
கமால்,kamaal,மஞ்சள் காமாலை,Jaundice,கமால் களஜ்ஜி ந்ஹீ ஜியெத் தெள்ஜிக் ஹீன் கெரஸு,kamaal kaLajji nhee jiyet teLjik heen kerasu,மஞ்சள் காமாலை கல்லீரல் அல்லது பித்தப்பையை பாதிக்கிறது,Jaundice affects the liver or gallbladder
பொன்னங்கி3,ponnanggi,பொன்னுக்கு வீங்கி,Mumps,பொன்னங்கி3 ஜு2க்குகன் பில்லல்னுக் அவயி,ponnanggi jhukkukan pillalnuk avayi,பொன்னுக்கு வீங்கி பெரும்பாலும் குழந்தைகளுக்கு வரும்,Mumps mostly affects children
அம்மொ,ammo,சின்னம்மை,Chickenpox,கொ4ம்மொ ஒண்டெ பில்லாக் அம்மொ நிகி3ளெதி3 அங்கொ3ண்டெ பில்லாக் மெல்லொ அவயி,ghommo oNTe pillaak ammo nigiLedi anggoNTe pillaak mello avayi,வீட்டில் ஒரு குழந்தைக்கு சின்னம்மை வந்தால் இன்னொரு குழந்தைக்கும் வரும்,"If one child gets chickenpox at home, another child will get it"
ம்ஹொடொ3 அம்மொ,mhoDo ammo,பெரியம்மை,Smallpox,ம்ஹொடொ3 அம்மா ரோக்3 ம்ஹௌஜட்டிரியொ,mhoDo ammaa rOg mhaujaTTiriyo,பெரியம்மை நோய் ஒழிக்கப்பட்டது,Smallpox has been eradicated
தெட்டு,teTTu,வேனல்கட்டி,Rashes,தெட்டு ஹூநுகலமு நிகு3ளஸு,teTTu hoonukalamu niguLasu,வேனல் கட்டி கோடை காலத்தில் ஏற்படும்,Rashes occur during the summer
கஞ்ஜொ,kanjjo,தட்டம்மை,Measles,கஞ்ஜொ வராம் ர்ஹுந்த3ஸு,kanjjo varaam rhundasu,தட்டம்மை காற்றில் பரவுகிறது,Measles spreads through the air
ஶீன்,sseen,"களைப்பு, சோர்வு",Tiredness,ஆங்கு3 ஹுன்னொ ஜியெ ப2ராது ஶீன்கன் ர்ஹாயி,aanggu hunno jiye pharaatu sseenkan rhaayi,காய்ச்சல் போன பிறகு சோர்வாக இருக்கும்,Will be tired after the fever is gone
மூஸொ,mooso,"மயக்கம், நினைவற்று","Faint, Unconscious",தெ2வ்டெ3 தெனு ரெக3த் ஸியெத் மூஸொ லயி பொட3ன்,thevDe tenu regat siyet mooso layi poDan,சிலர் ரத்தத்தை பார்த்தால் மயங்கி விழுவார்கள்,Some people will faint when they see blood
மூஸல்,moosal,"மயக்கம், நினைவற்று","Faint, Unconscious",பெ3து3ராத்திஸா ஸமாசார் அய்கெத் மூஸல் அவய்,beduraattisaa samaacaar ayket moosal avay,அதிர்ச்சியான செய்தியைக் கேட்டால் மயக்கம் வரும்,Fainting comes when you hear shocking news
