ꢲꢶꢪꢸꢱꢸ ꢒꢵꢭ꣄,हिमुसु काल,ஹிமுஸுகால்,winter season,கூதிர்காலம்  
ꢣꢵꢥ꣄,दान,தா3ன்,philantrophy,கொடை  
ꢱꢪꢱ꣄ꢢꢵꢥ꣄,समस्थान्,ஸம்ஸ்தா2ன்,academy,சங்கம்  
ꢱꢪ꣄ꢒ꣄ꢯꢾꢦ꣄,सम्क्षेप,ஸம்க்ஷேப்,summary,சுருக்கம்  
ꢡꢵꢣꢶ,ताडि,தாடி3,palm leaf manuscript,ஓலை சுவடி  
ꢡꢵꢜꢶ - ꢦꢵꢥꢸ ꢭꢶꢓꢾꢫꣁ,ताटि -  पानुम् लिख॑या॑,தாடி -  பானும் லிகெ2யொ,palm leaf manuscript,ஓலை சுவடி  
ꢦꢣ꣄ꢫꣁ,पद्या॑,பத்3யொ,poetry,செய்யுள்  
ꢒꢮꢶꢡꢵ ꢬꢷꢡꢶ,कविता रीति,கவிதா ரீதி,poetry style,செய்யுள் நடை   
ꢯꣀꢮꣁ,शैवा॑,ஸைவொ,saivism,சைவம்  
ꢯꢶꢮ ꢪꢵꢬ꣄ꢔꢸ,शिवमार्गु,ஶிவமார்கு3,saivism,சைவம்  
ꢮꢡ꣄ꢡꢵ ꢂꢬ꣄ꢢꢸ,वत्ता अर्थु,வத்தாஅர்து2,word meaning,சொற்பொருள்  
ꢦ꣄ꢬꢱꢖ꣄ꢔꢸ,प्रसङ्गु,ப்ரஸங்கு3,speech,சொற்பொழிவு  
ꢩꢵꢰꢠꣁ,भाषणा॑,பா4ஷணொ,speech,சொற்பொழிவு  
ꢥꢵꢫꢒꢶ,नायकि,நாயகி,heroine,தலைமகள்  
ꢥꢵꢫꢒꢥ꣄,नायकन,நாயகன்,hero,தலைவன்  
ꢥꢵꢫꢒꢶ,नायकि,நாயகி,heroine,தலைவி  
ꢗꢭꢥ꣄ꢒꢵꢭ꣄,चलन्काल,சலன்கால்,modern period,தற்காலம்  
ꢗꢭ꣄ꢡꢒꢵꢭ꣄,चल्तकाल,சல்தகால்,modern period,தற்காலம்  
ꢱ꣄ꢮ ꢗꢬꢶꢡ꣄ꢬꢸ,स्व चरित्रु,ஸ்வ சரித்ரு,autobiography,தன்வரலாறு  
ꢂꢭꢔ꣄ ꢔꢷꢡꢸꢥ꣄,अलग गीतुन,அலக்3 கீ3துன்,collection of various poems,தனிப்பாடல்கள்
ꢕꢾꢬꢸ ꢤꢾꢬꢸꢪ꣄,घेरु ध॑रुम,கே4ரு தெ4ரும்,conduct,திணை (கற்பு திணை களவு திணை)
ꢣꣂꢰ ꢔꢸꢠ ꢮꢶꢪꢬ꣄ꢱꢠꣁ,दोष गुण विमर्सणा॑,தோ3ஷ கு3ண விமர்ஸணொ,criticism,திறனாய்வு  
ꢱꢥ꣄ꢫꢵꢱꢸ ꢂꢗꢵꢬ꣄,सन्यासु अचार,ஸன்யாஸு அசார்,ascetic life,துறவறம்  
ꢣꢾꢒ꣄ꢯꢸꢠꢸ ꢮꢬꣁ,द॑क्षुणु वरा॑,தெ3க்ஷுணு வரொ,wind from south,தென்றல்  
ꢪꢥ꣄ꢣ ꢪꢵꢬꢸꢣꣁ,मन्द मारुदा॑,மந்த3 மாருதொ3,wind from south,தென்றல்  
ꢱꢖ꣄ꢒꢭꢥꢒꢬ꣄ꢡꣁ,सङ्कलनकर्ता॑,ஸங்கலனகர்தொ,compiler/editor,தொகுப்பாளர்
ꢮ꣄ꢫꢵꢱ꣄,व्यास,வ்யாஸ்,compiler/editor,தொகுப்பாளர்
ꢙꢾꢡꣁ ꢗꢾꢬ꣄ꢗꢸꢥꢵꢬ꣄,ज॑ता॑ च॑र्चुनार,ஜெதொ செர்சுனார்,compiler/editor,தொகுப்பாளர்
ꢱꢪ꣄ꢦꢵꢢꢒꣁ,सम्पातका॑,ஸம்பாதகொ,compiler/editor,தொகுப்பாளர்
ꢮꢬ꣄ꢠꢶ,वर्णि,வர்ணி,collection,தொகை  
ꢥꢵꢫꢥ꣄ꢪꢵꢬ꣄,नायन्मार्,நாயன்மார்,saiva saints,நாயன்மார்  
ꢥꢶꢔꢠ꣄ꢜꢸ,निगण्टु,நிக3ண்டு,dictionary,நிகண்டு  
ꢤꢾꢬ꣄ꢪꢸ ꢓꢾꢥꢶ,ध॑र्मु ख॑नि,தெ4ர்மு கெ2னி,moral story,நீதிக்கதை  
ꢥꢷꢡꢶ ꢱꢵꢲꢶꢡ꣄ꢫꢸ,नीति साहित्यु,நீதி ஸாஹித்யு,moral literature,நீதிஇலக்கியம்
ꢦꢸꢱ꣄ꢡꢮ꣄,पुस्तव,புஸ்தவ்,book,நூல்  
ꢦꣁꢡꢶ,पा॑ति,பொதி,book,நூல்  
ꢗꢡꢵꢨ꣄ꢣꢶꢶ,सताब्दि,ஸதாப்3தி3,century,நூற்றாண்டு  
ꢩꢒ꣄ꢡꢶ ꢪꢵꢬ꣄ꢔꢸ,भक्ति मार्गु,ப4க்தி மார்கு3,devotional path,பக்தி நெறி  
ꢩꢵꢔꢸ,भागु,பா4கு3,classification,பகுப்பு  
ꢂꢤ꣄ꢫꢵꢫ꣄,अध्याय,அத்4யாய்,chapter,படலம்  
ꢮꢡ꣄ꢡꢵꢥꢸ꣄ ꢂꢬ꣄ꢢꢸ,वत्ता अर्थु,வத்தானு அர்து2,meaning of words,பதவுரை  
ꢒꢮꢶꢡꣁ,कविता॑,கவிதொ,poetry,பதிகம்  
ꢦꢬꢪꢵꢡ꣄ꢪꣁ,परमात्मा॑,பரமாத்மொ,God,பரம்பொருள்  
ꢩꣁꢔꢸꢪꢵꢥ꣄,भा॑गुमान,பொ4கு3மான்,prize,பரிசில்  
ꢒꢮꢶꢡꣁ,कविता॑,கவிதொ,poetry/song,பா  / பாட்டு  /பாடல்
ꢔꢷꢜ꣄,गीत,கீ3த்,poetry/song,பா  / பாட்டு  /பாடல்
ꢩꢮ꣄ꢡꢸꢭ꣄,भव्तुल,ப4வ்துல்,singer,பாகவதர்
ꢒꢮꢶꢡꢵ ꢬꢷꢡꢶ,कविता रीति,கவிதா ரீதி,poetry style,பா நடை   
ꢧꣀꢭꢮꢵꢗꢸ,फैलवाचु,பை2லவாசு,preface,பாயிரம்  
ꢦ꣄ꢬꢾꢮꢾꢱꢸ ꢮꢵꢗꢸ,प्रेवेसु वाचु,ப்ரேவேஸு வாசு,preface,பாயிரம்  
ꢦꢷꢝꢶꢒꣁ,पीठिका॑,பீடி2கொ,preface,பாயிரம்  
ꢮꢳꢸ ꢬꢵꢠ꣄,वळुराण,வளுராண்,desert and its surrounding,பாலை  
ꢂꢭꢔ꣄ꢔꣁ,अलग्गो,அலக்3கொ3,separation,பிரிவு  
ꢮꢾꢔꢸꢳꣁ,वेगुळा॑,வெகுளொ,separation,பிரிவு  
ꢙꢥꢥꣁ,जनना॑,ஜனனொ,birth,பிறவி  
ꢙꢾꢥ꣄ꢪꢸ ꢧꣁꢳ꣄,ज॑न्मु फोळ्,ஜென்மு போ2ள்,meaning of birth,பிறவிப் பயன்   
ꢥꣁꢮꣁ ꢒꢮꢶꢡꣁ,ना॑वा॑ कविता॑,நொவொ கவிதொ,modern poetry,புதுக்கவிதை  
ꢥꢮꢷꢥ ꢒꢮꢶꢡꣁ,नवीन कविता॑,நவீன கவிதொ,modern poetry,புதுக்கவிதை  
ꢥꢹꢡꢥ ꢒꢮꢶꢡꣁ,नूतन कविता॑,நூதன கவிதொ,modern poetry,புதுக்கவிதை  
ꢥꢹꢡꢥ ꢒꢮꢶꢡꣁ,नूतन कविता॑,,modern poetry,புதுக்கவிதை  
ꢕꢥꢮꢵꢥ꣄,घनवान,க4னவான்,patron,புரவலன்  
ꢦꣁꢰꢒꣁ,पोषका॑,போஷகொ,patron,புரவலன்  
ꢦꢸꢬꢵꢠꢸ,पुराणु,புராணு,mythology,புராணம்  
ꢱꢹꢬꢶ,सूरि,ஸூரி,poet,புலவர்  
ꢒꢮꢶ,कवि,கவி,poet,புலவர்  
ꢥꢾꢪ ꢱꣁꢞꢶꢥꢶ,नेम सा॑डिनि,நேம ஸொடி3னி,incongruence,புறநடை  
ꢒꣃꢒꢶꢒ꣄,लैकिक्,லௌகிக்,worldly life,புறம்  
ꢂꢪ꣄ꢪꢵꢥ꣄,अम्मान्,அம்மான்,woman,பெண்டிர்  
ꢱꢥ꣄ꢣꣁꢰ꣄,सन्देष्,ஸந்தே3ஷ்,theme,பொருள்  
ꢘꢥ꣄ꢣꢱ꣄,छन्दस,ச2ந்த3ஸ்,"prosody, meaning, etc.",பொருள்(யாப்பதிகாரம்)
ꢂꢬ꣄ꢢꢸ,अर्थु,அர்து2,"prosody, meaning, etc.",பொருள்(யாப்பதிகாரம்)
ꢩꢵꢮꢬ꣄ꢢꢸ,भावार्थु,பா4வார்து2,paraphrase,பொழிப்புரை  
ꢫꢸꢣ꣄ꢤꢸ,युद्धु,யுத்3து4,war,போர்  
ꢪꢵꢬ꣄,मार,மார்,war,போர்  
ꢪꢴꣁꢞꢪ꣄,म्हा॑डम्,மொ:ட3ம்,mutt,மடங்கள்  
ꢦꢵꢬꢪ꣄ꢦꢬ꣄ꢫꣁ,पारम्परया॑,பாரம்பர்யொ,tradition,மரபு  
ꢦꢷꢔꢸ ꢤꢬꢷꢬ꣄,पीगु धारीर,பீகுத4ரீர்,paddy field and its surrounding,மருதம்  
ꢱꢪ꣄ꢱ꣄ꢡꢵꢥ꣄,सम्स्तान,ஸம்ஸ்தான்,association,மன்றம்  
ꢡꢸꢞ꣄ꢫꢵꢥꢸ ꢪꢵꢬ꣄ꢔꢸ,तुड्यानु मार्गु,துட்3யானு மார்கு3,Islam,முகமதியம்  
ꢂꢮꢡꢵꢬꢶꢒꣁ,अवतारिका॑,அவதாரிகொ,preface,முகவுரை  
ꢡꢷꢥ꣄ꢡꢪꢶꢳꢸ ꢱꢵꢲꢶꢡ꣄ꢫꣁ,थीन्तमिळु साहित्या॑,தீ2ன்தமிளு ஸாஹித்யொ,"Tamil prose, Tamil music, and Tamil drama",முத்தமிழ்  
ꢪꢹꢭ ꢦꢸꢱ꣄ꢡꢮ꣄,मूल पुस्तव,மூல புஸ்தவ்,original book,முதல்நூல்  
ꢂꢜꢸ ꢦꢸꢱ꣄ꢡꢮ꣄,अटुपुस्तव,அடுபுஸ்தவ்,original book,முதல்நூல்  
ꢮꢥꢵꢥ꣄ꢡꢬꢸ ꢤꢬꢷꢬ꣄,वनान्तरु धरीर,வனாந்தரு த4ரீர்,forest and its surrounding,முல்லை  
ꢪꢸꢥꢶ,मुनि,முனி,saint,முனிவன்  
ꢔꢥꢤꢥꢮꢵꢥ꣄,गनधनवान्,க3னத4னவான்,philanthropist,வள்ளல்  
ꢆꢡ꣄ꢡꢬꢸ ꢮꢬꣁ,उत्तरु वरा॑,உத்தரு வரொ,wind from north,வாடை  
ꢲꢶꢪꢮꢬꣁ,हिमवरा॑,ஹிமவரொ,wind from north,வாடை  
ꢧꢾꢮ꣄ꢭꢥꢦꢥ꣄,फेव्नपन्,பொ2வ்னபன்,hospitality,விருந்தோம்பல்  
ꢒꢵꢪ꣄,काम्,காம்,work,வினை  
ꢮꣀꢒꢸꢠ꣄ꢜꢸ,वैकुण्टु,வைகுண்டு,heaven,வீடு  
ꢦꢬꢪ꣄ꢤꢵꢪ꣄,परम्धाम,பரம்தா4ம்,heaven,வீடு  
ꢮꣀꢰ꣄ꢠꢮ ꢪꢵꢬ꣄ꢔꢸ,वैष्णव मार्गु,வைஷ்ணவ மார்கு3,Vaisnava cult,வைணவம்  
